,Player,#,Nation,Pos,Min,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out.1,Int,Blocks,Date,Team,Opponent
285,Antonio Rudiger,2.0,de GER,CB,90,58,56,2,1,0,9,1,0,0,0,0,0,37,4,17,21,28,5,1,1,45,2,1,0,0,07/22/20,Chelsea,Liverpool
286,Kurt Zouma,15.0,fr FRA,CB,90,78,78,0,0,0,4,4,0,0,0,0,0,55,1,22,18,58,1,0,0,75,0,1,0,0,07/22/20,Chelsea,Liverpool
287,Cesar Azpilicueta,28.0,es ESP,CB,90,86,75,11,3,0,5,3,0,0,0,0,0,54,12,20,8,68,1,8,0,74,0,0,0,3,07/22/20,Chelsea,Liverpool
288,Kepa Arrizabalaga,1.0,es ESP,GK,90,38,33,5,0,0,1,3,0,0,0,0,0,17,1,20,6,25,0,0,6,28,0,0,0,1,07/22/20,Chelsea,Liverpool
289,Danny Ings,9.0,eng ENG,FW,90,35,35,0,0,0,8,1,4,0,0,0,0,20,7,8,4,29,0,0,1,24,0,0,0,2,07/26/20,Southampton,Sheffield Utd
290,Che Adams,10.0,eng ENG,FW,84,19,18,1,0,0,4,0,2,0,0,0,0,12,5,2,1,16,0,0,1,14,0,0,0,0,07/26/20,Southampton,Sheffield Utd
291,Shane Long,7.0,ie IRL,FW,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/26/20,Southampton,Sheffield Utd
292,Nathan Redmond,22.0,eng ENG,CM,90,55,54,1,0,1,7,4,3,0,0,0,0,39,7,9,3,49,1,1,1,41,1,2,0,0,07/26/20,Southampton,Sheffield Utd
293,Stuart Armstrong,17.0,sco SCO,CM,29,15,14,1,0,0,3,0,0,0,0,0,0,8,4,3,2,11,0,1,0,14,0,0,0,0,07/26/20,Southampton,Sheffield Utd
294,William Smallbone,27.0,ie IRL,CM,61,31,31,0,0,1,5,1,1,0,0,0,0,20,7,4,6,24,0,0,0,26,0,0,1,1,07/26/20,Southampton,Sheffield Utd
295,Oriol Romeu,14.0,es ESP,DM,89,100,97,3,3,1,7,3,0,0,0,0,0,73,16,11,10,84,4,0,1,91,0,0,2,0,07/26/20,Southampton,Sheffield Utd
296,Michael Obafemi,20.0,ie IRL,DM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/26/20,Southampton,Sheffield Utd
297,James Ward-Prowse,16.0,eng ENG,DM,90,97,82,15,5,1,12,4,14,9,6,3,0,64,10,23,13,80,4,0,0,78,0,0,0,1,07/26/20,Southampton,Sheffield Utd
298,Ryan Bertrand,21.0,eng ENG,LB,90,74,63,11,1,0,5,1,3,0,0,0,0,53,10,11,61,1,2,10,0,63,0,0,1,1,07/26/20,Southampton,Sheffield Utd
299,Jannik Vestergaard,4.0,dk DEN,CB,90,95,94,1,1,0,16,2,0,0,0,0,0,80,5,10,27,62,3,0,0,83,0,0,1,1,07/26/20,Southampton,Sheffield Utd
300,Jack Stephens,5.0,eng ENG,CB,90,98,96,2,2,0,17,1,0,0,0,0,0,77,7,14,4,92,2,0,0,86,1,0,0,1,07/26/20,Southampton,Sheffield Utd
301,Kyle Walker-Peters,24.0,eng ENG,RB,90,72,58,14,2,0,7,0,1,0,0,0,0,48,11,13,8,50,2,12,0,60,0,0,3,2,07/26/20,Southampton,Sheffield Utd
302,Alex McCarthy,1.0,eng ENG,GK,90,36,30,6,2,0,10,0,0,0,0,0,0,25,2,9,8,25,0,0,3,31,0,0,0,0,07/26/20,Southampton,Sheffield Utd
303,Billy Sharp,10.0,eng ENG,FW,69,12,11,1,0,1,1,0,0,0,0,0,0,7,1,4,2,8,2,0,0,8,0,0,0,1,07/26/20,Sheffield Utd,Southampton
304,Leon Clarke,24.0,eng ENG,FW,21,4,4,0,0,0,2,0,0,0,0,0,0,0,2,2,0,1,1,0,0,2,0,0,0,0,07/26/20,Sheffield Utd,Southampton
305,Oliver McBurnie,9.0,sco SCO,FW,50,16,16,0,0,0,5,0,0,0,0,0,0,8,2,6,1,8,3,0,0,8,1,0,0,2,07/26/20,Sheffield Utd,Southampton
306,Richairo Zivkovic,30.0,nl NED,FW,40,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,07/26/20,Sheffield Utd,Southampton
307,John Fleck,4.0,sco SCO,CM,90,22,19,3,1,0,1,0,4,1,1,0,0,12,4,6,17,2,2,1,0,12,0,2,1,1,07/26/20,Sheffield Utd,Southampton
308,John Lundstram,7.0,eng ENG,CM,90,30,29,1,0,0,1,3,1,0,0,0,0,15,5,10,8,17,4,0,0,20,0,1,0,1,07/26/20,Sheffield Utd,Southampton
309,Sander Berge,32.0,no NOR,DM,90,33,29,4,4,0,6,0,0,0,0,0,0,24,1,8,1,28,3,0,0,25,0,1,0,0,07/26/20,Sheffield Utd,Southampton
310,Enda Stevens,3.0,ie IRL,WB,90,26,23,3,0,0,2,0,3,0,0,0,0,14,3,9,22,1,0,3,0,18,0,0,1,1,07/26/20,Sheffield Utd,Southampton
311,George Baldock,2.0,eng ENG,WB,90,27,25,2,0,1,1,0,0,0,0,0,0,17,3,7,1,24,0,2,0,19,0,2,1,2,07/26/20,Sheffield Utd,Southampton
312,Jack Robinson,19.0,eng ENG,CB,90,29,27,2,2,0,5,0,1,0,0,0,0,12,4,13,22,3,3,0,0,17,0,5,0,2,07/26/20,Sheffield Utd,Southampton
313,John Egan,12.0,ie IRL,CB,90,18,18,0,0,0,3,0,0,0,0,0,0,8,1,9,1,13,3,0,0,11,0,1,0,0,07/26/20,Sheffield Utd,Southampton
314,Chris Basham,6.0,eng ENG,CB,79,23,20,3,0,0,2,0,1,0,0,0,0,13,3,7,1,17,2,3,0,17,0,1,0,0,07/26/20,Sheffield Utd,Southampton
315,Oliver Norwood,16.0,nir NIR,CB,11,8,7,1,1,0,0,1,1,0,0,0,0,5,1,2,1,7,0,0,0,6,0,0,0,0,07/26/20,Sheffield Utd,Southampton
316,Dean Henderson,1.0,eng ENG,GK,90,31,20,11,3,0,0,2,0,0,0,0,0,3,0,28,2,18,0,0,4,13,0,0,0,0,07/26/20,Sheffield Utd,Southampton
317,Jay Rodriguez,19.0,eng ENG,FW,77,11,10,1,0,0,1,1,2,0,0,0,0,6,0,5,0,8,1,1,0,3,0,0,0,2,07/26/20,Burnley,Brighton
318,Matej Vydra,27.0,cz CZE,FW,13,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,0,0,07/26/20,Burnley,Brighton
319,Chris Wood,9.0,nz NZL,FW,90,15,13,2,0,0,4,0,0,0,0,0,0,7,1,7,0,7,3,1,0,9,0,1,0,0,07/26/20,Burnley,Brighton
320,Dwight McNeil,11.0,eng ENG,CM,90,49,43,6,1,0,2,8,14,4,4,0,0,29,4,16,46,0,2,1,0,37,0,0,0,3,07/26/20,Burnley,Brighton
321,Josh Brownhill,8.0,eng ENG,CM,90,47,47,0,0,0,8,1,0,0,0,0,0,32,7,8,6,33,4,0,0,37,0,1,1,0,07/26/20,Burnley,Brighton
322,Ashley Westwood,18.0,eng ENG,CM,90,76,69,7,3,0,3,8,7,2,2,0,0,46,7,23,1,74,1,0,0,60,1,1,0,1,07/26/20,Burnley,Brighton
323,Johann Gudmundsson,7.0,is ISL,CM,74,18,18,0,0,0,1,1,4,0,0,0,0,12,2,4,13,4,1,0,0,15,0,1,0,0,07/26/20,Burnley,Brighton
324,Robbie Brady,12.0,ie IRL,CM,16,11,10,1,0,0,3,0,0,0,0,0,0,8,1,2,7,1,1,1,0,8,0,0,1,0,07/26/20,Burnley,Brighton
325,Erik Pieters,23.0,nl NED,LB,90,52,43,9,0,1,1,1,5,0,0,0,0,28,9,15,37,2,3,9,0,44,0,2,0,1,07/26/20,Burnley,Brighton
326,James Tarkowski,5.0,eng ENG,CB,90,39,35,4,4,0,6,2,0,0,0,0,0,20,4,15,4,25,4,0,0,32,0,1,0,0,07/26/20,Burnley,Brighton
327,Kevin Long,28.0,ie IRL,CB,90,35,35,0,0,0,2,2,0,0,0,0,0,21,3,11,2,26,5,0,0,26,0,0,0,0,07/26/20,Burnley,Brighton
328,Phil Bardsley,26.0,sco SCO,RB,90,65,49,16,0,0,6,1,4,0,0,0,0,28,15,22,7,39,3,16,0,42,0,3,0,2,07/26/20,Burnley,Brighton
329,Nick Pope,1.0,eng ENG,GK,90,28,14,14,5,0,1,2,0,0,0,0,0,8,1,19,1,18,1,0,7,17,0,1,0,0,07/26/20,Burnley,Brighton
330,Neal Maupay,7.0,fr FRA,FW,89,27,26,1,0,0,3,2,1,0,0,0,0,15,9,3,4,18,3,0,1,22,0,0,1,3,07/26/20,Brighton,Burnley
331,Alireza Jahanbakhsh,16.0,ir IRN,FW,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,07/26/20,Brighton,Burnley
332,Aaron Connolly,44.0,ie IRL,FW,89,11,10,1,0,0,4,0,0,0,0,0,0,7,4,0,0,9,1,0,0,9,0,0,0,1,07/26/20,Brighton,Burnley
333,Glenn Murray,17.0,eng ENG,FW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/26/20,Brighton,Burnley
334,Alexis Mac Allister,10.0,ar ARG,AM,73,21,15,6,0,0,4,1,6,6,4,1,0,12,3,6,2,16,1,0,0,12,0,0,0,0,07/26/20,Brighton,Burnley
335,Aaron Mooy,18.0,au AUS,AM,17,11,9,2,1,0,0,0,1,1,1,0,0,9,1,1,1,10,0,0,0,10,0,0,0,0,07/26/20,Brighton,Burnley
336,Dale Stephens,6.0,eng ENG,DM,90,40,39,1,1,0,4,3,0,0,0,0,0,22,9,9,4,34,1,0,0,33,0,2,0,1,07/26/20,Brighton,Burnley
337,Yves Bissouma,8.0,ml MLI,DM,72,18,18,0,0,0,6,2,0,0,0,0,0,10,3,5,3,14,0,0,0,16,0,1,0,1,07/26/20,Brighton,Burnley
338,Davy Propper,24.0,nl NED,DM,18,8,8,0,0,0,1,0,0,0,0,0,0,6,0,2,1,6,0,0,0,6,0,1,0,0,07/26/20,Brighton,Burnley
339,Solly March,20.0,eng ENG,WB,72,28,21,7,0,0,3,5,3,0,0,0,0,7,13,8,19,0,0,7,0,15,0,3,1,2,07/26/20,Brighton,Burnley
340,Bernardo,30.0,br BRA,WB,18,13,13,0,0,0,0,0,1,0,0,0,0,6,4,3,6,2,5,0,0,12,0,0,0,0,07/26/20,Brighton,Burnley
341,Tariq Lamptey,2.0,eng ENG,WB,90,31,26,5,0,0,3,0,6,0,0,0,0,18,8,5,6,18,1,5,0,23,0,1,1,3,07/26/20,Brighton,Burnley
342,Dan Burn,33.0,eng ENG,CB,90,46,38,8,2,0,3,0,1,0,0,0,0,21,10,15,30,3,5,6,0,32,2,2,1,1,07/26/20,Brighton,Burnley
343,Lewis Dunk,5.0,eng ENG,CB,90,41,35,6,6,0,1,1,0,0,0,0,0,26,8,7,3,36,1,0,1,30,1,2,0,0,07/26/20,Brighton,Burnley
344,Adam Webster,15.0,eng ENG,CB,90,35,34,1,1,0,3,1,0,0,0,0,0,18,4,13,7,23,4,0,0,23,0,1,0,1,07/26/20,Brighton,Burnley
345,Mathew Ryan,1.0,au AUS,GK,90,37,22,15,2,0,1,0,0,0,0,0,0,8,3,26,5,22,0,0,4,28,0,0,0,0,07/26/20,Brighton,Burnley
346,Michail Antonio,30.0,eng ENG,FW,45,15,15,0,0,0,3,1,0,0,0,0,0,11,2,2,3,11,0,0,0,12,0,1,1,0,07/26/20,West Ham,Aston Villa
347,Sebastien Haller,22.0,fr FRA,FW,45,14,13,1,0,0,2,0,0,0,0,0,0,10,4,0,2,10,0,0,1,12,0,0,0,0,07/26/20,West Ham,Aston Villa
348,Pablo Fornals,18.0,es ESP,LW,66,23,22,1,1,0,7,1,1,0,0,0,0,19,2,2,3,18,0,0,0,15,0,0,0,2,07/26/20,West Ham,Aston Villa
349,Manuel Lanzini,10.0,ar ARG,LW,24,14,14,0,0,0,2,0,0,0,0,0,0,14,0,0,2,12,0,0,0,12,0,1,0,0,07/26/20,West Ham,Aston Villa
350,Jarrod Bowen,17.0,eng ENG,RW,45,16,16,0,0,0,4,1,1,0,0,0,0,11,1,4,11,3,2,0,0,13,0,0,0,0,07/26/20,West Ham,Aston Villa
351,Andriy Yarmolenko,7.0,ua UKR,RW,45,15,15,0,0,0,2,1,0,0,0,0,0,10,2,3,11,3,0,0,0,11,0,0,1,0,07/26/20,West Ham,Aston Villa
352,Mark Noble,16.0,eng ENG,AM,86,62,58,4,3,0,9,1,1,0,0,0,0,42,9,11,3,58,1,0,0,56,0,1,1,1,07/26/20,West Ham,Aston Villa
353,Felipe Anderson,8.0,br BRA,AM,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/26/20,West Ham,Aston Villa
354,Declan Rice,41.0,eng ENG,DM,90,65,65,0,0,0,9,2,0,0,0,0,0,51,7,7,10,51,3,0,0,59,0,1,0,0,07/26/20,West Ham,Aston Villa
355,Tomas Soucek,28.0,cz CZE,DM,90,32,32,0,0,0,6,0,0,0,0,0,0,23,4,5,1,27,1,0,0,26,0,1,1,0,07/26/20,West Ham,Aston Villa
356,Ben Johnson,53.0,eng ENG,LB,90,68,58,10,0,0,9,5,6,0,0,0,0,35,18,15,14,41,2,10,0,59,0,0,1,2,07/26/20,West Ham,Aston Villa
357,Angelo Ogbonna,21.0,it ITA,CB,90,43,40,3,3,0,7,4,0,0,0,0,0,29,3,11,22,16,1,0,0,34,0,2,0,0,07/26/20,West Ham,Aston Villa
358,Issa Diop,23.0,fr FRA,CB,90,45,43,2,2,0,5,1,0,0,0,0,0,30,5,10,5,36,3,0,0,33,0,4,2,2,07/26/20,West Ham,Aston Villa
359,Ryan Fredericks,24.0,eng ENG,RB,90,69,50,19,1,0,12,0,1,0,0,0,0,32,10,27,6,36,7,18,0,49,0,3,1,3,07/26/20,West Ham,Aston Villa
360,Åukasz FabiaÅski,1.0,pl POL,GK,90,30,22,8,2,0,3,3,0,0,0,0,0,10,2,18,0,20,0,0,8,19,0,4,0,0,07/26/20,West Ham,Aston Villa
361,Mbwana Samatta,20.0,tz TAN,FW,67,17,17,0,0,0,6,0,0,0,0,0,0,9,4,4,1,12,2,0,0,8,0,1,0,1,07/26/20,Aston Villa,West Ham
362,Keinan Davis,39.0,eng ENG,FW,23,7,6,1,0,0,6,0,0,0,0,0,0,4,1,2,3,1,0,0,0,5,0,0,0,0,07/26/20,Aston Villa,West Ham
363,Jack Grealish,10.0,eng ENG,CM,90,27,21,6,1,0,4,0,3,4,1,0,0,16,5,6,1,22,2,1,1,23,0,0,0,1,07/26/20,Aston Villa,West Ham
364,Conor Hourihane,14.0,ie IRL,CM,75,31,25,6,3,0,4,4,5,2,2,0,0,12,7,12,23,3,3,0,0,21,0,1,0,2,07/26/20,Aston Villa,West Ham
365,Marvelous Nakamba,11.0,zw ZIM,CM,15,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,1,0,0,3,0,0,0,0,07/26/20,Aston Villa,West Ham
366,John McGinn,7.0,sco SCO,CM,90,25,23,2,1,0,7,2,2,1,1,0,0,14,7,4,18,6,1,0,0,18,0,1,0,1,07/26/20,Aston Villa,West Ham
367,Trezeguet,17.0,eg EGY,CM,89,8,8,0,0,0,3,0,1,0,0,0,0,3,0,5,0,5,1,0,0,2,0,1,0,1,07/26/20,Aston Villa,West Ham
368,Anwar El Ghazi,21.0,nl NED,CM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/26/20,Aston Villa,West Ham
369,Douglas Luiz,6.0,br BRA,DM,90,33,29,4,4,0,4,1,0,0,0,0,0,19,5,9,4,26,2,0,0,26,0,1,0,0,07/26/20,Aston Villa,West Ham
370,Matt Targett,18.0,eng ENG,LB,90,47,30,17,1,0,6,1,1,0,0,0,0,19,17,11,24,4,3,16,0,33,0,0,2,0,07/26/20,Aston Villa,West Ham
371,Tyrone Mings,40.0,eng ENG,CB,90,29,28,1,1,0,3,1,0,0,0,0,0,10,3,16,18,5,3,0,0,15,0,2,1,0,07/26/20,Aston Villa,West Ham
372,Ezri Konsa Ngoyo,15.0,eng ENG,CB,90,36,34,2,0,0,4,1,0,0,0,0,0,19,4,13,6,25,2,2,0,25,0,2,0,0,07/26/20,Aston Villa,West Ham
373,Frederic Guilbert,24.0,fr FRA,RB,75,28,18,10,0,0,2,1,2,0,0,0,0,8,4,16,5,10,2,10,0,19,1,2,1,0,07/26/20,Aston Villa,West Ham
374,Kortney Hause,30.0,eng ENG,RB,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,07/26/20,Aston Villa,West Ham
375,Pepe Reina,29.0,es ESP,GK,90,28,16,12,4,0,0,2,0,0,0,0,0,12,1,15,2,24,0,0,2,21,0,2,0,0,07/26/20,Aston Villa,West Ham
376,Olivier Giroud,18.0,fr FRA,FW,77,31,30,1,0,0,7,0,0,0,0,0,0,19,9,3,19,4,6,0,0,21,0,0,1,4,07/26/20,Chelsea,Wolves
377,Tammy Abraham,9.0,eng ENG,FW,13,3,3,0,0,0,3,0,0,0,0,0,0,2,1,0,0,2,0,0,0,2,0,0,0,0,07/26/20,Chelsea,Wolves
378,Christian Pulisic,22.0,us USA,LW,77,32,32,0,0,1,7,1,0,0,0,0,0,24,6,2,6,24,2,0,0,22,0,0,0,2,07/26/20,Chelsea,Wolves
379,Callum Hudson-Odoi,20.0,eng ENG,LW,13,9,9,0,0,0,2,1,0,0,0,0,0,6,2,1,2,7,0,0,0,7,0,0,0,1,07/26/20,Chelsea,Wolves
380,Mason Mount,19.0,eng ENG,RW,84,40,37,3,1,1,7,0,4,2,2,0,0,31,2,7,7,30,2,0,1,35,0,0,1,1,07/26/20,Chelsea,Wolves
381,Pedro,11.0,es ESP,RW,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,07/26/20,Chelsea,Wolves
382,Mateo Kovacic,17.0,hr CRO,DM,84,57,53,4,3,0,7,4,0,0,0,0,0,47,8,2,2,54,0,1,0,55,0,0,0,2,07/26/20,Chelsea,Wolves
383,Ruben Loftus-Cheek,12.0,eng ENG,DM,6,6,6,0,0,0,1,0,0,0,0,0,0,5,1,0,2,4,0,0,0,5,0,0,0,0,07/26/20,Chelsea,Wolves
384,Jorginho,5.0,it ITA,DM,87,85,83,2,2,1,8,1,0,0,0,0,0,69,9,7,6,77,2,0,0,77,0,0,0,1,07/26/20,Chelsea,Wolves
385,Ross Barkley,8.0,eng ENG,DM,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,3,0,0,0,0,07/26/20,Chelsea,Wolves
386,Marcos Alonso,3.0,es ESP,WB,90,67,52,15,1,0,8,2,2,0,0,0,0,39,19,9,42,5,4,14,0,57,0,2,1,0,07/26/20,Chelsea,Wolves
387,Reece James,24.0,eng ENG,WB,90,53,50,3,1,0,14,1,5,1,0,1,0,41,3,9,9,40,1,1,0,38,1,2,0,0,07/26/20,Chelsea,Wolves
388,Antonio Rudiger,2.0,de GER,CB,90,74,71,3,3,0,5,1,0,0,0,0,0,58,2,14,23,48,1,0,0,63,0,0,0,0,07/26/20,Chelsea,Wolves
389,Kurt Zouma,15.0,fr FRA,CB,90,62,60,2,2,0,5,2,0,0,0,0,0,60,0,2,12,50,0,0,0,57,0,1,0,1,07/26/20,Chelsea,Wolves
390,Cesar Azpilicueta,28.0,es ESP,CB,90,91,79,12,2,0,2,1,1,0,0,0,0,55,12,24,2,74,3,10,1,67,2,2,1,5,07/26/20,Chelsea,Wolves
391,Willy Caballero,13.0,ar ARG,GK,90,40,33,7,1,0,3,0,0,0,0,0,0,21,3,16,11,24,0,0,5,33,0,0,0,0,07/26/20,Chelsea,Wolves
392,Raul Jimenez,9.0,mx MEX,FW,90,28,26,2,0,0,7,3,1,1,1,0,0,8,7,13,2,18,2,1,2,10,1,1,0,1,07/26/20,Wolves,Chelsea
393,Diogo Jota,18.0,pt POR,LW,83,32,29,3,0,0,7,1,1,0,0,0,0,19,9,4,14,14,0,0,1,22,0,0,0,1,07/26/20,Wolves,Chelsea
394,Bruno JordÃ£o,6.0,pt POR,LW,7,5,5,0,0,0,0,0,0,0,0,0,0,3,1,1,1,4,0,0,0,2,0,0,0,2,07/26/20,Wolves,Chelsea
395,Pedro Neto,7.0,pt POR,RW,45,15,12,3,1,0,1,2,5,2,1,1,0,8,3,4,13,2,0,0,0,11,0,1,0,0,07/26/20,Wolves,Chelsea
396,Adama Traore,37.0,es ESP,RW,45,21,17,4,0,0,3,0,0,0,0,0,0,5,8,8,2,12,2,4,0,17,0,0,0,0,07/26/20,Wolves,Chelsea
397,Ruben Neves,8.0,pt POR,DM,58,35,34,1,1,0,4,3,0,0,0,0,0,17,11,7,6,27,2,0,0,27,0,1,1,0,07/26/20,Wolves,Chelsea
398,Joao Moutinho,28.0,pt POR,DM,32,17,14,3,3,0,1,0,0,0,0,0,0,9,6,2,1,14,2,0,0,15,0,0,0,1,07/26/20,Wolves,Chelsea
399,Leander Dendoncker,32.0,be BEL,DM,90,38,37,1,1,0,7,0,0,0,0,0,0,19,13,6,7,23,5,0,0,27,0,0,1,4,07/26/20,Wolves,Chelsea
400,Jonny,19.0,es ESP,WB,57,27,14,13,1,0,2,1,0,0,0,0,0,8,14,5,3,12,0,12,0,22,0,0,0,0,07/26/20,Wolves,Chelsea
401,Ruben Vinagre,29.0,pt POR,WB,33,8,4,4,0,0,0,0,0,0,0,0,0,3,4,1,2,1,1,4,0,7,0,0,0,0,07/26/20,Wolves,Chelsea
402,Matt Doherty,2.0,ie IRL,WB,58,34,27,7,0,0,4,0,1,0,0,0,0,15,11,8,2,21,2,7,0,24,0,1,2,1,07/26/20,Wolves,Chelsea
403,Daniel Podence,10.0,pt POR,WB,32,9,9,0,0,0,0,0,1,0,0,0,0,5,2,2,2,7,0,0,0,6,0,0,0,0,07/26/20,Wolves,Chelsea
404,Romain Saiss,27.0,ma MAR,CB,90,28,28,0,0,0,1,0,0,0,0,0,0,16,5,7,20,4,3,0,0,22,0,2,0,1,07/26/20,Wolves,Chelsea
405,Conor Coady,16.0,eng ENG,CB,90,35,33,2,2,0,4,1,0,0,0,0,0,14,5,16,2,31,2,0,0,22,0,1,0,1,07/26/20,Wolves,Chelsea
406,Willy Boly,15.0,fr FRA,CB,90,32,31,1,0,0,4,0,0,0,0,0,0,21,5,6,1,25,3,1,0,24,0,2,0,1,07/26/20,Wolves,Chelsea
407,Rui PatrÃ­cio,11.0,pt POR,GK,90,21,10,11,4,0,0,1,0,0,0,0,0,1,2,18,14,5,0,0,1,10,0,2,1,0,07/26/20,Wolves,Chelsea
408,Wilfried Zaha,11.0,ci CIV,FW,90,29,28,1,0,0,5,0,0,0,0,0,0,25,4,0,5,24,0,0,0,25,0,0,1,2,07/26/20,Crystal Palace,Tottenham
409,Jordan Ayew,9.0,gh GHA,FW,90,22,21,1,0,0,4,0,0,0,0,0,0,18,3,1,2,18,1,0,0,22,0,0,0,0,07/26/20,Crystal Palace,Tottenham
410,Jeffrey Schlupp,15.0,gh GHA,CM,84,33,31,2,0,0,6,1,1,0,0,0,0,23,4,6,23,4,1,2,0,26,0,1,3,0,07/26/20,Crystal Palace,Tottenham
411,Luka Milivojevic,4.0,rs SRB,CM,6,3,2,1,1,0,1,1,1,0,0,0,0,2,0,1,0,3,0,0,0,3,0,0,0,0,07/26/20,Crystal Palace,Tottenham
412,James McArthur,18.0,sco SCO,CM,69,52,52,0,0,0,8,1,1,0,0,0,0,41,4,7,6,44,2,0,0,44,0,0,1,1,07/26/20,Crystal Palace,Tottenham
413,Jairo Riedewald,44.0,nl NED,CM,21,13,13,0,0,0,3,0,1,0,0,0,0,8,3,2,12,0,1,0,0,11,0,0,0,0,07/26/20,Crystal Palace,Tottenham
414,James McCarthy,22.0,ie IRL,CM,90,60,53,7,2,0,9,5,5,5,5,0,0,39,5,16,11,45,1,0,0,44,0,2,0,1,07/26/20,Crystal Palace,Tottenham
415,Andros Townsend,10.0,eng ENG,CM,90,39,33,6,3,1,7,3,9,2,2,0,0,24,2,13,27,10,0,1,0,29,0,2,2,1,07/26/20,Crystal Palace,Tottenham
416,Tyrick Mitchell,39.0,eng ENG,LB,90,52,36,16,0,0,5,1,3,0,0,0,0,27,10,15,30,5,1,16,0,42,0,1,1,3,07/26/20,Crystal Palace,Tottenham
417,Scott Dann,6.0,eng ENG,CB,90,44,43,1,1,0,8,0,0,0,0,0,0,29,6,9,5,32,5,0,0,35,0,0,1,1,07/26/20,Crystal Palace,Tottenham
418,Cheikhou Kouyate,8.0,sn SEN,CB,90,43,41,2,2,0,5,2,0,0,0,0,0,26,12,5,4,34,4,0,0,33,0,2,0,1,07/26/20,Crystal Palace,Tottenham
419,Joel Ward,2.0,eng ENG,RB,90,59,47,12,0,0,7,0,4,0,0,0,0,28,14,17,3,37,4,12,0,39,0,4,2,3,07/26/20,Crystal Palace,Tottenham
420,Vicente Guaita,31.0,es ESP,GK,90,22,14,8,4,0,1,1,0,0,0,0,0,8,0,14,1,16,0,0,4,13,1,1,0,0,07/26/20,Crystal Palace,Tottenham
421,Harry Kane,10.0,eng ENG,FW,90,13,13,0,0,0,3,0,0,0,0,0,0,7,2,4,2,11,0,0,0,9,0,0,0,0,07/26/20,Tottenham,Crystal Palace
422,Son Heung-Min,7.0,kr KOR,LW,79,33,32,1,0,0,7,3,2,1,0,1,0,23,4,6,3,30,0,0,0,24,0,0,0,3,07/26/20,Tottenham,Crystal Palace
423,Dele Alli,20.0,eng ENG,LW,11,7,7,0,0,0,4,0,0,0,0,0,0,4,1,2,0,5,1,0,0,3,0,0,0,0,07/26/20,Tottenham,Crystal Palace
424,Lucas Moura,27.0,br BRA,RW,89,31,30,1,0,1,8,0,2,0,0,0,0,20,5,6,5,20,1,1,0,19,0,1,1,2,07/26/20,Tottenham,Crystal Palace
425,Davinson Sanchez,6.0,co COL,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/26/20,Tottenham,Crystal Palace
426,Giovani Lo Celso,18.0,ar ARG,AM,59,39,36,3,2,0,5,0,2,1,1,0,0,31,1,7,29,8,0,0,1,32,0,0,0,0,07/26/20,Tottenham,Crystal Palace
427,Steven Bergwijn,23.0,nl NED,AM,31,16,15,1,0,0,5,1,0,0,0,0,0,10,4,2,0,13,1,1,1,15,0,0,0,1,07/26/20,Tottenham,Crystal Palace
428,Harry Winks,8.0,eng ENG,DM,90,69,64,5,3,0,2,2,1,0,0,0,0,57,1,11,6,60,3,0,0,60,0,3,1,0,07/26/20,Tottenham,Crystal Palace
429,Moussa Sissoko,17.0,fr FRA,DM,79,37,35,2,2,0,7,1,0,0,0,0,0,33,2,2,3,34,0,0,0,36,0,0,0,0,07/26/20,Tottenham,Crystal Palace
430,Oliver Skipp,29.0,eng ENG,DM,11,9,9,0,0,0,1,1,0,0,0,0,0,8,0,1,1,8,0,0,0,6,0,1,1,0,07/26/20,Tottenham,Crystal Palace
431,Ben Davies,33.0,wal WAL,LB,90,51,37,14,1,0,4,1,1,0,0,0,0,27,9,15,33,3,0,13,0,34,0,0,3,4,07/26/20,Tottenham,Crystal Palace
432,Eric Dier,15.0,eng ENG,CB,90,66,64,2,2,0,3,8,0,0,0,0,0,49,2,15,10,53,2,0,0,61,0,0,0,0,07/26/20,Tottenham,Crystal Palace
