,Player,#,Nation,Pos,Min,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out.1,Int,Blocks,Date,Team,Opponent
138,Valentino Lazaro,23.0,at AUT,CM,5,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,3,0,0,0,0,07/20/20,Newcastle Utd,Brighton
139,Jonjo Shelvey,8.0,eng ENG,CM,90,36,31,5,1,0,13,2,3,3,1,1,0,16,8,12,4,31,1,0,0,24,1,0,0,2,07/20/20,Newcastle Utd,Brighton
140,Nabil Bentaleb,42.0,dz ALG,DM,90,42,41,1,1,0,12,4,0,0,0,0,0,26,4,12,26,7,4,0,0,32,0,1,3,1,07/20/20,Newcastle Utd,Brighton
141,Matt Ritchie,11.0,sco SCO,WB,90,64,45,19,4,0,10,6,12,4,0,4,0,26,11,27,36,13,1,11,1,41,0,2,1,3,07/20/20,Newcastle Utd,Brighton
142,Javier Manquillo,19.0,es ESP,WB,90,36,28,8,0,0,10,0,4,0,0,0,0,19,4,13,3,23,1,8,0,28,0,0,0,0,07/20/20,Newcastle Utd,Brighton
143,Danny Rose,28.0,eng ENG,CB,90,41,39,2,2,0,2,4,1,0,0,0,0,27,7,7,34,6,1,0,0,37,0,0,0,2,07/20/20,Newcastle Utd,Brighton
144,Federico Fernandez,18.0,ar ARG,CB,90,28,27,1,1,0,3,3,1,0,0,0,0,15,2,11,1,23,4,0,0,20,0,2,0,0,07/20/20,Newcastle Utd,Brighton
145,Emil Krafth,17.0,se SWE,CB,90,33,31,2,0,0,6,2,0,0,0,0,0,19,3,11,0,26,4,2,0,28,0,0,0,2,07/20/20,Newcastle Utd,Brighton
146,Martin DÃºbravka,1.0,sk SVK,GK,90,21,10,11,5,0,1,4,0,0,0,0,0,5,0,16,1,16,0,0,4,14,0,0,0,0,07/20/20,Newcastle Utd,Brighton
147,Raul Jimenez,9.0,mx MEX,FW,90,23,23,0,0,0,5,0,1,0,0,0,0,8,7,8,0,18,1,0,0,14,0,1,0,4,07/20/20,Wolves,Crystal Palace
148,Daniel Podence,10.0,pt POR,AM,71,20,19,1,0,0,2,0,0,0,0,0,0,13,3,4,4,16,0,0,0,14,0,0,0,1,07/20/20,Wolves,Crystal Palace
149,Diogo Jota,18.0,pt POR,AM,19,6,6,0,0,0,2,0,0,0,0,0,0,4,1,1,4,2,0,0,0,4,0,0,0,1,07/20/20,Wolves,Crystal Palace
150,Adama Traore,37.0,es ESP,AM,80,27,27,0,0,0,3,3,8,0,0,0,0,14,4,9,2,23,0,0,0,18,0,1,1,3,07/20/20,Wolves,Crystal Palace
151,Pedro Neto,7.0,pt POR,AM,10,5,5,0,0,0,0,1,1,0,0,0,0,4,0,1,4,1,0,0,0,5,0,0,0,0,07/20/20,Wolves,Crystal Palace
152,Joao Moutinho,28.0,pt POR,DM,90,69,57,12,7,1,4,3,5,5,2,1,0,33,14,22,4,61,4,0,0,56,0,1,1,1,07/20/20,Wolves,Crystal Palace
153,Ruben Neves,8.0,pt POR,DM,90,71,66,5,5,0,7,2,0,0,0,0,0,36,18,17,8,61,2,0,0,57,0,2,0,1,07/20/20,Wolves,Crystal Palace
154,Jonny,19.0,es ESP,WB,90,54,42,12,0,0,1,2,1,0,0,0,0,31,5,18,16,23,3,12,0,41,0,1,1,1,07/20/20,Wolves,Crystal Palace
155,Matt Doherty,2.0,ie IRL,WB,90,67,59,8,0,0,7,0,2,0,0,0,0,40,10,17,3,46,5,8,1,55,0,0,0,1,07/20/20,Wolves,Crystal Palace
156,Willy Boly,15.0,fr FRA,CB,90,42,42,0,0,0,4,0,0,0,0,0,0,26,9,7,5,31,4,0,0,35,0,0,0,0,07/20/20,Wolves,Crystal Palace
157,Conor Coady,16.0,eng ENG,CB,90,45,45,0,0,0,4,3,0,0,0,0,0,22,2,21,1,40,4,0,0,40,0,0,0,0,07/20/20,Wolves,Crystal Palace
158,Leander Dendoncker,32.0,be BEL,CB,90,49,47,2,2,0,2,1,0,0,0,0,0,40,2,7,14,29,4,0,0,46,0,0,0,0,07/20/20,Wolves,Crystal Palace
159,Rui PatrÃ­cio,11.0,pt POR,GK,90,21,15,6,2,0,1,1,0,0,0,0,0,3,0,18,10,4,0,0,3,14,0,1,0,0,07/20/20,Wolves,Crystal Palace
160,Jordan Ayew,9.0,gh GHA,FW,90,27,25,2,0,0,15,0,0,0,0,0,0,19,7,1,0,24,0,0,1,24,0,0,0,1,07/20/20,Crystal Palace,Wolves
161,Wilfried Zaha,11.0,ci CIV,FW,90,16,16,0,0,0,10,1,0,0,0,0,0,13,3,0,3,13,0,0,0,14,0,0,0,0,07/20/20,Crystal Palace,Wolves
162,Jeffrey Schlupp,15.0,gh GHA,CM,72,30,28,2,0,0,8,0,1,0,0,0,0,19,7,4,18,7,1,2,0,20,1,0,1,2,07/20/20,Crystal Palace,Wolves
163,Jairo Riedewald,44.0,nl NED,CM,18,11,11,0,0,0,1,1,1,0,0,0,0,7,1,3,6,4,1,0,0,8,0,1,0,1,07/20/20,Crystal Palace,Wolves
164,James McArthur,18.0,sco SCO,CM,90,59,59,0,0,0,13,0,1,0,0,0,0,40,8,11,20,31,5,0,2,43,0,0,0,3,07/20/20,Crystal Palace,Wolves
165,James McCarthy,22.0,ie IRL,CM,90,63,55,8,6,0,9,3,5,1,1,0,0,33,8,22,23,35,4,1,0,42,0,4,0,2,07/20/20,Crystal Palace,Wolves
166,Andros Townsend,10.0,eng ENG,CM,90,26,19,7,2,0,10,3,4,1,1,0,0,11,6,9,19,4,0,3,0,18,0,0,1,2,07/20/20,Crystal Palace,Wolves
167,Tyrick Mitchell,39.0,eng ENG,LB,90,47,37,10,0,0,9,0,1,0,0,0,0,27,10,10,37,0,0,10,0,39,0,0,0,2,07/20/20,Crystal Palace,Wolves
168,Mamadou Sakho,12.0,fr FRA,CB,22,12,12,0,0,0,0,0,0,0,0,0,0,9,0,3,7,5,0,0,0,11,0,0,0,0,07/20/20,Crystal Palace,Wolves
169,Cheikhou Kouyate,8.0,sn SEN,CB,68,29,29,0,0,0,1,0,0,0,0,0,0,21,4,4,2,22,2,0,3,26,0,0,0,0,07/20/20,Crystal Palace,Wolves
170,Scott Dann,6.0,eng ENG,CB,90,50,47,3,3,0,1,0,0,0,0,0,0,34,7,9,9,36,4,0,0,46,0,0,0,0,07/20/20,Crystal Palace,Wolves
171,Joel Ward,2.0,eng ENG,RB,90,52,39,13,0,0,15,0,1,0,0,0,0,27,17,8,1,30,3,13,1,42,0,0,1,1,07/20/20,Crystal Palace,Wolves
172,Vicente Guaita,31.0,es ESP,GK,90,23,15,8,0,0,1,0,0,0,0,0,0,7,3,13,1,17,0,0,5,16,0,1,0,0,07/20/20,Crystal Palace,Wolves
173,Troy Deeney,9.0,eng ENG,FW,66,25,23,2,0,0,8,0,0,0,0,0,0,4,10,11,1,11,7,0,0,15,0,1,0,1,07/21/20,Watford,Manchester City
174,Danny Welbeck,10.0,eng ENG,FW,24,7,7,0,0,0,3,0,0,0,0,0,0,3,1,3,0,3,3,0,0,3,0,0,1,0,07/21/20,Watford,Manchester City
175,Roberto Pereyra,37.0,ar ARG,LW,86,17,17,0,0,0,1,0,0,0,0,0,0,11,0,6,2,14,1,0,0,16,0,0,0,0,07/21/20,Watford,Manchester City
176,Adam Masina,11.0,it ITA,LW,4,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,07/21/20,Watford,Manchester City
177,Ismaila Sarr,23.0,sn SEN,RW,90,10,7,3,0,0,2,0,0,0,0,0,0,6,2,2,0,9,1,0,0,8,0,0,0,0,07/21/20,Watford,Manchester City
178,Will Hughes,19.0,eng ENG,CM,90,20,19,1,1,0,5,1,1,0,0,0,0,12,1,7,14,4,1,0,0,17,0,0,1,0,07/21/20,Watford,Manchester City
179,Abdoulaye Doucoure,16.0,fr FRA,CM,81,28,28,0,0,0,9,0,0,0,0,0,0,20,7,1,3,23,1,0,0,21,0,0,1,1,07/21/20,Watford,Manchester City
180,Nathaniel Chalobah,14.0,eng ENG,CM,9,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,07/21/20,Watford,Manchester City
181,Tom Cleverley,8.0,eng ENG,DM,90,25,22,3,3,0,6,1,1,0,0,0,0,12,1,12,4,19,2,0,0,13,2,1,1,0,07/21/20,Watford,Manchester City
182,Kiko Femenia,21.0,es ESP,LB,90,40,28,12,0,0,7,0,2,0,0,0,0,18,11,11,9,18,0,12,0,32,0,1,1,0,07/21/20,Watford,Manchester City
183,Craig Dawson,4.0,eng ENG,CB,90,23,23,0,0,0,4,3,0,0,0,0,0,10,3,10,1,19,1,0,1,13,1,1,0,0,07/21/20,Watford,Manchester City
184,Christian Kabasele,27.0,be BEL,CB,90,16,14,2,2,0,1,0,0,0,0,0,0,5,3,8,4,10,2,0,0,7,0,2,1,0,07/21/20,Watford,Manchester City
185,Adrian Mariappa,6.0,jm JAM,RB,90,16,12,4,1,1,3,0,1,0,0,0,0,5,3,8,1,9,2,3,0,11,0,0,0,1,07/21/20,Watford,Manchester City
186,Ben Foster,26.0,eng ENG,GK,90,31,15,16,6,0,3,2,0,0,0,0,0,0,0,31,21,3,0,0,1,10,1,2,0,0,07/21/20,Watford,Manchester City
187,Gabriel Jesus,9.0,br BRA,FW,90,19,19,0,0,0,5,1,0,0,0,0,0,17,2,0,1,17,0,0,1,17,0,0,1,0,07/21/20,Manchester City,Watford
188,Raheem Sterling,7.0,eng ENG,"LW,RW",63,37,36,1,0,0,7,0,1,0,0,0,0,28,5,4,1,34,0,1,0,31,0,0,0,1,07/21/20,Manchester City,Watford
189,Riyad Mahrez,26.0,dz ALG,RW,27,15,15,0,0,0,1,1,0,0,0,0,0,11,1,3,12,2,0,0,0,13,0,0,0,0,07/21/20,Manchester City,Watford
190,Phil Foden,47.0,eng ENG,"LW,RW",90,51,50,1,1,0,9,4,3,0,0,0,0,35,6,10,42,4,2,0,1,39,0,1,0,3,07/21/20,Manchester City,Watford
191,Bernardo Silva,20.0,pt POR,CM,90,74,70,4,2,0,6,2,2,1,0,0,0,63,6,5,71,2,1,0,0,69,0,0,1,0,07/21/20,Manchester City,Watford
192,Kevin De Bruyne,17.0,be BEL,CM,90,92,81,11,3,1,11,5,12,7,6,1,0,57,11,24,6,83,1,1,0,62,1,1,1,6,07/21/20,Manchester City,Watford
193,Rodrigo,16.0,es ESP,DM,90,129,126,3,3,0,20,1,0,0,0,0,0,105,13,11,20,106,2,0,0,123,0,0,2,1,07/21/20,Manchester City,Watford
194,Joao Cancelo,27.0,pt POR,"LB,RB",90,90,88,2,0,0,12,3,4,0,0,0,0,71,4,15,16,69,2,2,0,82,1,2,0,1,07/21/20,Manchester City,Watford
195,Aymeric Laporte,14.0,fr FRA,CB,73,65,63,2,2,0,2,4,0,0,0,0,0,53,5,7,48,11,5,0,0,61,0,0,2,0,07/21/20,Manchester City,Watford
196,John Stones,5.0,eng ENG,CB,17,19,19,0,0,0,1,2,0,0,0,0,0,16,1,2,3,15,1,0,0,18,0,0,0,0,07/21/20,Manchester City,Watford
197,Eric Garcia,50.0,es ESP,CB,90,75,73,2,2,0,4,1,0,0,0,0,0,62,4,9,7,63,4,0,0,70,1,1,0,0,07/21/20,Manchester City,Watford
198,Kyle Walker,2.0,eng ENG,RB,63,73,67,6,1,0,7,5,1,0,0,0,0,49,11,13,2,61,3,5,0,66,0,3,0,1,07/21/20,Manchester City,Watford
199,Oleksandr Zinchenko,11.0,ua UKR,LB,27,25,25,0,0,0,2,1,2,0,0,0,0,19,3,3,24,1,0,0,0,23,0,0,1,0,07/21/20,Manchester City,Watford
200,Ederson,31.0,br BRA,GK,90,21,12,9,2,0,1,0,0,0,0,0,0,18,2,1,15,4,0,0,2,19,0,0,0,0,07/21/20,Manchester City,Watford
201,Mbwana Samatta,20.0,tz TAN,FW,71,17,17,0,0,0,6,0,1,0,0,0,0,7,4,6,2,5,5,0,1,8,0,0,0,2,07/21/20,Aston Villa,Arsenal
202,Keinan Davis,39.0,eng ENG,FW,19,8,8,0,0,0,0,0,0,0,0,0,0,7,1,0,7,1,0,0,0,5,0,1,0,1,07/21/20,Aston Villa,Arsenal
203,Jack Grealish,10.0,eng ENG,LW,90,36,35,1,1,1,7,1,5,0,0,0,0,24,4,8,2,31,2,0,0,28,0,0,0,2,07/21/20,Aston Villa,Arsenal
204,Trezeguet,17.0,eg EGY,RW,90,14,14,0,0,0,2,0,1,0,0,0,0,7,4,3,3,8,1,0,1,9,0,0,1,1,07/21/20,Aston Villa,Arsenal
205,Conor Hourihane,14.0,ie IRL,CM,72,34,18,16,6,0,2,1,11,8,3,3,0,17,5,12,30,2,0,1,1,20,0,1,1,2,07/21/20,Aston Villa,Arsenal
206,Marvelous Nakamba,11.0,zw ZIM,CM,18,4,4,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,0,0,0,4,0,0,0,0,07/21/20,Aston Villa,Arsenal
207,John McGinn,7.0,sco SCO,CM,89,13,13,0,0,0,3,2,0,0,0,0,0,8,2,3,9,3,1,0,0,11,0,0,0,0,07/21/20,Aston Villa,Arsenal
208,Henri Lansbury,8.0,eng ENG,CM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/21/20,Aston Villa,Arsenal
209,Douglas Luiz,6.0,br BRA,DM,90,29,26,3,3,0,4,1,0,0,0,0,0,15,5,9,2,24,2,0,0,22,0,2,0,0,07/21/20,Aston Villa,Arsenal
210,Matt Targett,18.0,eng ENG,LB,90,22,18,4,1,0,4,0,1,0,0,0,0,12,4,6,15,4,0,3,0,15,0,0,0,1,07/21/20,Aston Villa,Arsenal
211,Tyrone Mings,40.0,eng ENG,CB,90,39,37,2,2,0,3,3,0,0,0,0,0,22,7,10,29,7,2,0,0,30,0,4,0,0,07/21/20,Aston Villa,Arsenal
212,Ezri Konsa Ngoyo,15.0,eng ENG,CB,90,20,19,1,0,0,1,0,0,0,0,0,0,15,3,2,2,15,1,1,0,17,0,0,0,0,07/21/20,Aston Villa,Arsenal
213,Ahmed El Mohamady,27.0,eg EGY,RB,24,14,13,1,0,0,2,1,3,0,0,0,0,6,3,5,1,11,1,1,0,10,0,0,0,0,07/21/20,Aston Villa,Arsenal
214,Frederic Guilbert,24.0,fr FRA,RB,66,21,13,8,1,0,4,1,2,0,0,0,0,5,6,10,1,10,0,7,1,13,0,1,0,2,07/21/20,Aston Villa,Arsenal
215,Pepe Reina,29.0,es ESP,GK,90,36,24,12,6,0,2,1,0,0,0,0,0,7,0,29,2,30,0,0,1,23,1,3,0,0,07/21/20,Aston Villa,Arsenal
216,Alexandre Lacazette,9.0,fr FRA,FW,90,24,22,2,0,0,7,0,1,0,0,0,0,17,4,3,6,16,1,0,0,19,0,1,0,0,07/21/20,Arsenal,Aston Villa
217,Pierre-Emerick Aubameyang,14.0,ga GAB,LW,90,26,26,0,0,0,3,0,4,0,0,0,0,16,5,5,4,21,1,0,0,17,0,1,0,0,07/21/20,Arsenal,Aston Villa
218,Eddie Nketiah,30.0,eng ENG,RW,90,22,22,0,0,0,1,0,0,0,0,0,0,15,3,4,3,17,2,0,0,16,0,0,0,2,07/21/20,Arsenal,Aston Villa
219,Lucas Torreira,11.0,uy URU,DM,45,39,37,2,2,0,1,2,0,0,0,0,0,32,4,3,5,31,3,0,0,39,0,0,0,0,07/21/20,Arsenal,Aston Villa
220,Granit Xhaka,34.0,ch SUI,DM,45,45,45,0,0,0,4,3,0,0,0,0,0,38,1,6,38,5,1,0,0,40,0,0,2,0,07/21/20,Arsenal,Aston Villa
221,Dani Ceballos,8.0,es ESP,DM,90,110,97,13,4,0,10,7,7,8,1,5,0,82,10,18,7,100,2,1,0,94,0,0,2,3,07/21/20,Arsenal,Aston Villa
222,Bukayo Saka,77.0,eng ENG,WB,59,35,29,6,0,0,3,0,3,0,0,0,0,17,14,4,20,6,2,6,0,27,1,0,0,2,07/21/20,Arsenal,Aston Villa
223,Kieran Tierney,3.0,sco SCO,WB,31,23,20,3,0,0,3,1,2,0,0,0,0,11,5,7,18,2,0,3,0,17,0,0,0,2,07/21/20,Arsenal,Aston Villa
224,Cedric Soares,17.0,pt POR,"WB,CB",78,56,46,10,1,0,4,2,11,0,0,0,0,26,11,19,5,34,7,9,1,41,0,0,0,3,07/21/20,Arsenal,Aston Villa
225,Joseph Willock,28.0,eng ENG,CB,12,9,8,1,0,0,0,0,0,0,0,0,0,8,1,0,1,7,0,1,0,7,0,0,0,0,07/21/20,Arsenal,Aston Villa
226,Sead Kolasinac,31.0,ba BIH,CB,90,85,83,2,0,0,7,0,1,0,0,0,0,69,7,9,71,6,2,2,0,73,0,0,1,2,07/21/20,Arsenal,Aston Villa
227,David Luiz,23.0,br BRA,CB,59,45,42,3,2,0,1,1,0,0,0,0,0,35,5,5,10,33,0,1,0,42,0,0,0,0,07/21/20,Arsenal,Aston Villa
228,Nicolas Pepe,19.0,ci CIV,"WB,CB",31,23,19,4,2,0,2,0,4,1,1,0,0,15,4,4,19,2,1,1,0,18,0,0,0,1,07/21/20,Arsenal,Aston Villa
229,Rob Holding,16.0,eng ENG,CB,90,80,78,2,1,0,5,4,0,0,0,0,0,64,4,12,7,65,5,1,0,75,0,0,0,0,07/21/20,Arsenal,Aston Villa
230,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,26,19,7,2,0,0,0,0,0,0,0,0,23,3,0,3,18,0,0,5,26,0,0,0,0,07/21/20,Arsenal,Aston Villa
231,Anthony Martial,9.0,fr FRA,FW,90,37,35,2,1,0,8,0,1,0,0,0,0,29,6,2,9,26,0,1,0,25,1,0,1,4,07/22/20,Manchester Utd,West Ham
232,Marcus Rashford,10.0,eng ENG,LW,84,39,39,0,0,1,0,1,0,0,0,0,0,32,4,3,4,34,1,0,0,30,0,0,0,1,07/22/20,Manchester Utd,West Ham
233,Odion Ighalo,25.0,ng NGA,LW,6,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,3,0,0,0,0,07/22/20,Manchester Utd,West Ham
234,Mason Greenwood,26.0,eng ENG,RW,90,37,37,0,0,0,5,0,0,0,0,0,0,34,2,1,32,5,0,0,0,35,0,0,0,0,07/22/20,Manchester Utd,West Ham
235,Bruno Fernandes,18.0,pt POR,AM,90,76,72,4,1,0,4,4,3,2,0,2,0,56,8,12,0,76,0,0,0,62,0,2,2,2,07/22/20,Manchester Utd,West Ham
236,Nemanja Matic,31.0,rs SRB,CM,90,95,94,1,1,0,6,2,0,0,0,0,0,82,5,8,86,8,1,0,0,87,0,0,2,1,07/22/20,Manchester Utd,West Ham
237,Paul Pogba,6.0,fr FRA,CM,90,82,81,1,1,0,2,3,0,0,0,0,0,67,7,8,7,72,1,0,1,78,1,0,0,1,07/22/20,Manchester Utd,West Ham
238,Brandon Williams,53.0,eng ENG,LB,90,74,63,11,2,0,9,1,2,0,0,0,0,52,13,9,10,54,1,9,0,66,0,1,3,1,07/22/20,Manchester Utd,West Ham
239,Harry Maguire,5.0,eng ENG,CB,90,67,66,1,1,0,6,3,0,0,0,0,0,48,8,11,8,50,5,0,1,59,0,2,1,0,07/22/20,Manchester Utd,West Ham
240,Victor Lindelof,2.0,se SWE,CB,90,62,62,0,0,0,5,0,0,0,0,0,0,47,10,5,8,49,1,0,0,54,1,2,1,0,07/22/20,Manchester Utd,West Ham
241,Timothy Fosu-Mensah,24.0,nl NED,RB,45,19,17,2,0,0,2,0,1,0,0,0,0,11,6,2,2,14,1,2,0,13,0,0,0,1,07/22/20,Manchester Utd,West Ham
242,Aaron Wan-Bissaka,29.0,eng ENG,RB,45,16,15,1,0,0,4,0,1,0,0,0,0,12,2,2,0,15,0,1,0,14,0,0,0,1,07/22/20,Manchester Utd,West Ham
243,David de Gea,1.0,es ESP,GK,90,25,12,13,2,0,2,0,0,0,0,0,0,18,2,5,2,19,0,0,3,22,0,0,0,0,07/22/20,Manchester Utd,West Ham
244,Michail Antonio,30.0,eng ENG,FW,77,26,24,2,0,0,4,0,5,0,0,0,0,16,5,5,3,22,0,1,0,14,0,1,0,3,07/22/20,West Ham,Manchester Utd
245,Sebastien Haller,22.0,fr FRA,FW,13,9,9,0,0,0,4,0,0,0,0,0,0,7,0,2,0,7,0,0,0,7,0,0,0,1,07/22/20,West Ham,Manchester Utd
246,Pablo Fornals,18.0,es ESP,LW,90,48,48,0,0,0,13,1,1,0,0,0,0,33,9,6,4,41,2,0,0,35,0,0,2,2,07/22/20,West Ham,Manchester Utd
247,Jarrod Bowen,17.0,eng ENG,RW,89,38,35,3,1,0,5,4,5,2,1,0,0,25,6,7,25,10,2,0,0,29,0,0,1,3,07/22/20,West Ham,Manchester Utd
248,Andriy Yarmolenko,7.0,ua UKR,RW,1,4,4,0,0,0,1,0,0,0,0,0,0,2,0,2,2,2,0,0,0,3,0,0,0,0,07/22/20,West Ham,Manchester Utd
249,Mark Noble,16.0,eng ENG,AM,90,69,63,6,4,0,14,2,4,1,0,0,0,48,12,9,2,65,2,0,0,58,0,1,2,2,07/22/20,West Ham,Manchester Utd
250,Tomas Soucek,28.0,cz CZE,CM,90,33,33,0,0,0,3,0,0,0,0,0,0,26,5,2,5,27,0,0,0,28,0,0,0,1,07/22/20,West Ham,Manchester Utd
251,Declan Rice,41.0,eng ENG,CM,90,47,47,0,0,0,2,2,0,0,0,0,0,37,5,5,5,39,3,0,0,41,0,2,0,1,07/22/20,West Ham,Manchester Utd
252,Aaron Cresswell,3.0,eng ENG,LB,74,48,39,9,3,0,5,3,2,0,0,0,0,25,9,14,36,3,2,6,0,38,0,2,1,2,07/22/20,West Ham,Manchester Utd
253,Arthur Masuaku,26.0,cd COD,LB,16,10,10,0,0,0,1,1,0,0,0,0,0,8,1,1,10,0,0,0,0,9,0,0,0,1,07/22/20,West Ham,Manchester Utd
254,Angelo Ogbonna,21.0,it ITA,CB,90,34,33,1,1,0,3,3,0,0,0,0,0,27,0,7,18,12,2,0,1,30,0,0,0,1,07/22/20,West Ham,Manchester Utd
255,Issa Diop,23.0,fr FRA,CB,90,36,36,0,0,0,1,1,0,0,0,0,0,27,3,6,3,30,2,0,0,31,0,0,0,1,07/22/20,West Ham,Manchester Utd
256,Ben Johnson,53.0,eng ENG,RB,90,62,50,12,0,0,5,2,3,0,0,0,0,27,12,23,4,43,1,12,0,37,1,3,2,4,07/22/20,West Ham,Manchester Utd
257,Åukasz FabiaÅski,1.0,pl POL,GK,90,30,18,12,3,0,4,4,0,0,0,0,0,12,0,18,4,23,0,0,2,20,0,1,0,0,07/22/20,West Ham,Manchester Utd
258,Roberto Firmino,9.0,br BRA,FW,86,27,22,5,0,0,5,0,0,0,0,0,0,16,5,6,0,24,1,1,1,20,0,0,2,0,07/22/20,Liverpool,Chelsea
259,Takumi Minamino,18.0,jp JPN,FW,4,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,07/22/20,Liverpool,Chelsea
260,Sadio Mane,10.0,sn SEN,LW,86,40,39,1,1,0,9,0,0,0,0,0,0,26,12,2,7,30,0,0,2,35,0,0,1,1,07/22/20,Liverpool,Chelsea
261,Divock Origi,27.0,be BEL,LW,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,07/22/20,Liverpool,Chelsea
262,Mohamed Salah,11.0,eg EGY,RW,78,31,31,0,0,1,8,0,0,0,0,0,0,20,5,6,25,4,2,0,0,22,0,0,1,1,07/22/20,Liverpool,Chelsea
263,Alex Oxlade-Chamberlain,15.0,eng ENG,RW,12,3,3,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,07/22/20,Liverpool,Chelsea
264,Georginio Wijnaldum,5.0,nl NED,CM,65,33,32,1,1,0,9,0,0,0,0,0,0,24,6,3,3,27,3,0,0,31,0,1,0,0,07/22/20,Liverpool,Chelsea
265,James Milner,7.0,eng ENG,CM,25,12,11,1,0,0,3,0,1,0,0,0,0,4,5,3,2,7,1,1,0,8,0,0,0,4,07/22/20,Liverpool,Chelsea
266,Naby Keita,8.0,gn GUI,CM,65,49,49,0,0,0,11,0,0,0,0,0,0,36,8,5,3,43,2,0,0,43,0,1,2,0,07/22/20,Liverpool,Chelsea
267,Curtis Jones,48.0,eng ENG,CM,25,11,11,0,0,0,6,0,0,0,0,0,0,4,1,6,3,3,4,0,0,6,0,0,0,1,07/22/20,Liverpool,Chelsea
268,Fabinho,3.0,br BRA,DM,90,56,56,0,0,0,9,1,0,0,0,0,0,34,10,12,3,44,7,0,0,46,0,0,0,1,07/22/20,Liverpool,Chelsea
269,Andrew Robertson,26.0,sco SCO,LB,90,85,74,11,2,0,5,1,5,3,0,3,0,52,19,14,74,2,3,6,0,67,0,3,1,3,07/22/20,Liverpool,Chelsea
270,Virgil van Dijk,4.0,nl NED,CB,90,76,75,1,1,0,9,3,0,0,0,0,0,54,5,17,6,62,6,0,0,63,0,0,0,0,07/22/20,Liverpool,Chelsea
271,Joseph Gomez,12.0,eng ENG,CB,90,69,66,3,3,1,11,2,0,0,0,0,0,50,5,14,2,63,1,0,0,59,0,3,0,1,07/22/20,Liverpool,Chelsea
272,Trent Alexander-Arnold,66.0,eng ENG,RB,90,77,60,17,1,2,15,5,5,3,0,2,0,25,14,38,13,47,4,13,0,55,0,0,0,1,07/22/20,Liverpool,Chelsea
273,Alisson,1.0,br BRA,GK,90,44,31,13,4,0,7,3,0,0,0,0,0,22,5,17,2,36,0,0,4,33,0,1,0,0,07/22/20,Liverpool,Chelsea
274,Olivier Giroud,18.0,fr FRA,FW,58,19,14,5,0,0,3,0,0,0,0,0,0,9,7,3,15,1,1,0,0,14,0,0,0,0,07/22/20,Chelsea,Liverpool
275,Tammy Abraham,9.0,eng ENG,FW,32,3,2,1,0,0,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,07/22/20,Chelsea,Liverpool
276,Mason Mount,19.0,eng ENG,LW,58,23,23,0,0,0,0,2,3,0,0,0,0,14,4,5,3,19,1,0,0,17,0,2,0,1,07/22/20,Chelsea,Liverpool
277,Callum Hudson-Odoi,20.0,eng ENG,"RW,LW",32,11,11,0,0,0,2,0,4,0,0,0,0,5,1,5,0,11,0,0,0,8,0,0,0,0,07/22/20,Chelsea,Liverpool
278,Willian,10.0,br BRA,RW,58,28,28,0,0,0,2,0,2,0,0,0,0,21,2,5,4,22,1,0,1,19,0,2,1,1,07/22/20,Chelsea,Liverpool
279,Christian Pulisic,22.0,us USA,"LW,RW",32,7,7,0,0,0,0,0,0,0,0,0,0,5,1,1,2,4,1,0,0,6,0,0,0,0,07/22/20,Chelsea,Liverpool
280,Mateo Kovacic,17.0,hr CRO,DM,90,46,46,0,0,0,6,2,0,0,0,0,0,36,4,6,3,41,1,0,0,39,0,1,0,1,07/22/20,Chelsea,Liverpool
281,Jorginho,5.0,it ITA,DM,90,64,62,2,2,0,8,4,0,0,0,0,0,41,7,16,3,59,1,0,0,58,0,0,1,0,07/22/20,Chelsea,Liverpool
282,Marcos Alonso,3.0,es ESP,WB,87,61,59,2,0,0,8,2,3,0,0,0,0,36,14,11,42,10,5,2,0,50,0,1,1,1,07/22/20,Chelsea,Liverpool
283,Emerson,33.0,it ITA,WB,3,3,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,2,0,0,0,0,07/22/20,Chelsea,Liverpool
284,Reece James,24.0,eng ENG,WB,90,66,61,5,2,1,6,1,7,0,0,0,0,45,7,14,7,53,1,3,0,52,1,1,1,2,07/22/20,Chelsea,Liverpool
