,Player,#,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,Date,Team,Opponent
5377,Nick Pope,1,eng ENG,GK,90,0,0,0,0,0,0,0,0,36,3,0,0,1,0,0,0,0,0,15,32,46.9,508,14,34,0,0,12/28/19,Burnley,Manchester Utd
5378,Anthony Martial,9,fr FRA,FW,88,1,0,0,0,4,2,0,0,35,9,0,0,1,0.8,0.8,0,4,0,19,23,82.6,27,26,113,0,1,12/28/19,Manchester Utd,Burnley
5379,Luke Shaw,23,eng ENG,LB,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,3,100,35,2,2,0,0,12/28/19,Manchester Utd,Burnley
5380,Marcus Rashford,10,eng ENG,LW,90,1,0,0,0,5,2,0,0,43,5,0,0,1,0.9,0.9,0,2,1,23,30,76.7,48,31,374,4,6,12/28/19,Manchester Utd,Burnley
5381,Daniel James,21,wal WAL,RW,90,0,1,0,0,2,0,0,0,45,18,2,0,1,0.1,0.1,0.9,5,1,25,31,80.6,128,37,253,1,1,12/28/19,Manchester Utd,Burnley
5382,Andreas Pereira,15,br BRA,AM,72,0,1,0,0,0,0,0,0,60,17,1,0,0,0,0,0.7,4,1,34,48,70.8,206,38,71,1,1,12/28/19,Manchester Utd,Burnley
5383,Jesse Lingard,14,eng ENG,AM,18,0,0,0,0,0,0,1,0,9,6,0,0,1,0,0,0,0,0,5,6,83.3,14,9,11,1,1,12/28/19,Manchester Utd,Burnley
5384,Nemanja Matic,31,rs SRB,CM,90,0,0,0,0,1,0,0,0,63,7,1,0,1,0,0,0,1,0,52,57,91.2,198,47,137,2,2,12/28/19,Manchester Utd,Burnley
5385,Fred,17,br BRA,CM,90,0,0,0,0,2,0,1,0,73,21,2,0,1,0.1,0.1,0,2,0,54,61,88.5,317,53,211,2,2,12/28/19,Manchester Utd,Burnley
5386,Brandon Williams,53,eng ENG,LB,90,0,0,0,0,0,0,1,0,64,8,0,0,3,0,0,0.1,2,0,45,55,81.8,244,52,257,0,1,12/28/19,Manchester Utd,Burnley
5387,Harry Maguire,5,eng ENG,CB,90,0,0,0,0,0,0,0,0,62,6,1,0,1,0,0,0,2,0,47,53,88.7,211,37,136,0,0,12/28/19,Manchester Utd,Burnley
5388,Victor Lindelof,2,se SWE,CB,90,0,0,0,0,0,0,0,0,67,7,0,1,1,0,0,0,0,0,51,60,85,233,44,71,0,0,12/28/19,Manchester Utd,Burnley
5389,Ashley Young,18,eng ENG,RB,90,0,0,0,0,0,0,0,0,70,4,0,1,4,0,0,0,0,0,50,66,75.8,469,42,41,0,0,12/28/19,Manchester Utd,Burnley
5390,David de Gea,1,es ESP,GK,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,21,36,58.3,334,18,19,0,0,12/28/19,Manchester Utd,Burnley
5391,Alexandre Lacazette,9,fr FRA,FW,90,0,0,0,0,0,0,1,0,42,24,0,1,2,0,0,0,1,0,20,27,74.1,28,28,68,1,2,12/29/19,Arsenal,Chelsea
5392,Pierre-Emerick Aubameyang,14,ga GAB,LW,90,1,0,0,0,2,1,0,0,47,22,3,2,8,0.7,0.7,0,0,0,17,22,77.3,85,24,119,0,0,12/29/19,Arsenal,Chelsea
5393,Reiss Nelson,24,eng ENG,RW,85,0,0,0,0,0,0,0,0,40,19,1,1,2,0,0,0,0,0,21,25,84,87,31,175,1,4,12/29/19,Arsenal,Chelsea
5394,Nicolas Pepe,19,ci CIV,RW,5,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,2,2,100,0,2,0,0,0,12/29/19,Arsenal,Chelsea
5395,Mesut Ozil,10,de GER,AM,75,0,0,0,0,0,0,0,0,43,22,1,0,0,0,0,0.1,4,0,30,35,85.7,145,35,78,2,2,12/29/19,Arsenal,Chelsea
5396,Joseph Willock,28,eng ENG,AM,15,0,0,0,0,1,0,0,0,9,8,0,0,0,0.1,0.1,0.1,1,0,3,5,60,3,6,9,0,0,12/29/19,Arsenal,Chelsea
5397,Matteo Guendouzi,29,fr FRA,DM,90,0,0,0,0,0,0,1,0,41,20,2,3,2,0,0,0,0,0,27,31,87.1,90,28,50,1,3,12/29/19,Arsenal,Chelsea
5398,Lucas Torreira,11,uy URU,DM,90,0,0,0,0,1,0,1,0,63,25,1,2,0,0.1,0.1,0,1,0,47,53,88.7,199,46,76,1,1,12/29/19,Arsenal,Chelsea
5399,Bukayo Saka,77,eng ENG,LB,90,0,0,0,0,0,0,0,0,48,21,2,0,1,0,0,0.1,2,0,33,43,76.7,191,29,69,0,1,12/29/19,Arsenal,Chelsea
5400,David Luiz,23,br BRA,CB,90,0,0,0,0,2,1,1,0,58,11,0,0,3,0.1,0.1,0,0,0,39,47,83,305,27,74,0,0,12/29/19,Arsenal,Chelsea
5401,Calum Chambers,21,eng ENG,CB,22,0,1,0,0,1,0,0,0,28,2,1,1,0,0,0,0,1,1,23,24,95.8,171,21,46,0,0,12/29/19,Arsenal,Chelsea
5402,Shkodran Mustafi,20,de GER,CB,68,0,0,0,0,0,0,0,0,42,8,0,0,0,0,0,0,0,0,23,34,67.6,279,24,71,0,0,12/29/19,Arsenal,Chelsea
5403,Ainsley Maitland-Niles,15,eng ENG,RB,90,0,0,0,0,0,0,1,0,68,32,5,3,2,0,0,0,1,0,44,57,77.2,335,39,58,1,2,12/29/19,Arsenal,Chelsea
5404,Bernd Leno,1,de GER,GK,90,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,23,37,62.2,238,22,55,0,0,12/29/19,Arsenal,Chelsea
5405,Tammy Abraham,9,eng ENG,FW,90,1,0,0,0,5,2,0,0,31,15,0,0,2,0.5,0.5,0,2,1,10,17,58.8,31,19,109,1,1,12/29/19,Chelsea,Arsenal
5406,Willian,10,br BRA,"RW,AM",90,0,1,0,0,0,0,0,0,61,19,1,1,1,0,0,0.5,8,1,40,51,78.4,220,51,226,2,2,12/29/19,Chelsea,Arsenal
5407,Mason Mount,19,eng ENG,"LW,AM,CM",90,0,1,0,0,1,1,1,0,36,24,2,0,0,0.1,0.1,0,1,1,27,30,90,98,23,66,0,0,12/29/19,Chelsea,Arsenal
5408,Mateo Kovacic,17,hr CRO,"CM,DM",69,0,0,0,0,1,0,0,0,54,15,1,1,1,0,0,0,1,0,40,49,81.6,120,52,135,3,3,12/29/19,Chelsea,Arsenal
5409,Callum Hudson-Odoi,20,eng ENG,LW,21,0,0,0,0,1,0,0,0,27,5,0,0,0,0,0,0,1,0,18,20,90,50,25,73,1,4,12/29/19,Chelsea,Arsenal
5410,N'Golo Kante,7,fr FRA,"CM,DM",90,0,0,0,0,1,0,1,0,63,27,8,1,2,0,0,0,1,0,32,44,72.7,98,38,89,1,1,12/29/19,Chelsea,Arsenal
5411,Emerson,33,it ITA,WB,33,0,0,0,0,0,0,0,0,18,6,2,0,0,0,0,0,0,0,12,15,80,28,9,25,0,0,12/29/19,Chelsea,Arsenal
5412,Jorginho,5,it ITA,DM,57,1,0,0,0,1,1,1,0,67,12,1,6,2,0.9,0.9,0,1,1,52,59,88.1,328,41,41,0,0,12/29/19,Chelsea,Arsenal
5413,Cesar Azpilicueta,28,es ESP,"LB,WB",90,0,0,0,0,2,0,0,0,81,12,1,3,0,0.1,0.1,0,1,0,54,71,76.1,386,53,67,0,1,12/29/19,Chelsea,Arsenal
5414,Fikayo Tomori,29,eng ENG,"CB,RB",58,0,0,0,0,1,0,0,0,61,19,3,0,1,0,0,0,0,0,46,54,85.2,290,44,66,0,1,12/29/19,Chelsea,Arsenal
5415,Tariq Lamptey,48,eng ENG,RB,32,0,0,0,0,0,0,0,0,18,3,2,0,0,0,0,0.1,1,0,12,14,85.7,80,8,56,0,0,12/29/19,Chelsea,Arsenal
5416,Kurt Zouma,15,fr FRA,CB,90,0,0,0,0,0,0,0,0,89,11,1,0,0,0,0,0,0,0,75,85,88.2,420,73,246,0,0,12/29/19,Chelsea,Arsenal
5417,Antonio Rudiger,2,de GER,CB,90,0,0,0,0,0,0,1,0,89,7,2,0,3,0,0,0,1,0,63,75,84,348,65,158,0,0,12/29/19,Chelsea,Arsenal
5418,Kepa Arrizabalaga,1,es ESP,GK,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,26,30,86.7,288,19,49,0,0,12/29/19,Chelsea,Arsenal
5419,Mohamed Salah,11,eg EGY,FW,90,0,0,0,0,2,1,0,0,40,17,3,0,0,0.5,0.5,0.2,3,0,19,25,76,71,26,117,0,2,12/29/19,Liverpool,Wolves
5420,Sadio Mane,10,sn SEN,LW,90,1,0,0,0,2,1,0,0,44,17,1,0,0,0.3,0.3,0.1,3,0,29,33,87.9,71,32,81,2,2,12/29/19,Liverpool,Wolves
5421,Adam Lallana,20,eng ENG,RW,66,0,1,0,0,0,0,1,0,37,24,3,1,2,0,0,0.2,2,1,20,28,71.4,107,24,72,0,2,12/29/19,Liverpool,Wolves
5422,Naby Keita,8,gn GUI,RW,24,0,0,0,0,0,0,0,0,14,15,3,0,1,0,0,0,0,0,10,10,100,27,11,11,0,0,12/29/19,Liverpool,Wolves
5423,Roberto Firmino,9,br BRA,AM,85,0,0,0,0,3,1,0,0,51,22,0,0,2,0.2,0.2,0,0,0,36,41,87.8,119,40,96,0,2,12/29/19,Liverpool,Wolves
5424,Divock Origi,27,be BEL,AM,5,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,3,3,100,10,3,27,0,0,12/29/19,Liverpool,Wolves
5425,Georginio Wijnaldum,5,nl NED,CM,85,0,0,0,0,2,0,0,0,56,15,0,2,1,0.1,0.1,0,0,0,39,47,83,98,47,129,1,2,12/29/19,Liverpool,Wolves
5426,James Milner,7,eng ENG,CM,5,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,4,25,5,3,16,0,0,12/29/19,Liverpool,Wolves
5427,Jordan Henderson,14,eng ENG,CM,90,0,0,0,0,0,0,0,0,95,28,5,1,2,0,0,0.1,1,0,77,87,88.5,328,65,158,0,1,12/29/19,Liverpool,Wolves
5428,Andrew Robertson,26,sco SCO,LB,90,0,0,0,0,0,0,0,0,78,15,4,2,2,0,0,0,2,0,50,64,78.1,266,49,107,0,0,12/29/19,Liverpool,Wolves
5429,Virgil van Dijk,4,nl NED,CB,90,0,0,0,0,0,0,0,0,98,2,1,2,1,0,0,0,2,1,82,91,90.1,530,68,143,1,1,12/29/19,Liverpool,Wolves
5430,Joseph Gomez,12,eng ENG,CB,90,0,0,0,0,0,0,0,0,102,8,3,2,2,0,0,0,0,0,84,94,89.4,785,79,212,0,0,12/29/19,Liverpool,Wolves
5431,Trent Alexander-Arnold,66,eng ENG,RB,90,0,0,0,0,1,0,0,0,111,11,2,1,1,0,0,0.5,3,0,71,97,73.2,625,62,231,0,0,12/29/19,Liverpool,Wolves
5432,Alisson,1,br BRA,GK,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,27,31,87.1,457,13,28,0,0,12/29/19,Liverpool,Wolves
5433,Diogo Jota,18,pt POR,FW,71,0,0,0,0,1,1,0,0,28,22,1,0,1,0.1,0.1,0,2,0,14,17,82.4,12,20,147,2,3,12/29/19,Wolves,Liverpool
5434,Raul Jimenez,9,mx MEX,FW,19,0,0,0,0,1,0,0,0,11,5,0,0,0,0.2,0.2,0.1,1,0,3,5,60,12,9,24,0,0,12/29/19,Wolves,Liverpool
5435,Pedro Neto,7,pt POR,FW,90,0,0,0,0,1,0,0,0,39,29,0,1,0,0,0,0.1,2,0,25,31,80.6,28,34,131,4,4,12/29/19,Wolves,Liverpool
5436,Joao Moutinho,28,pt POR,CM,90,0,0,0,0,2,1,0,0,57,25,3,1,1,0.1,0.1,0.1,1,0,36,46,78.3,240,30,73,0,0,12/29/19,Wolves,Liverpool
5437,Leander Dendoncker,32,be BEL,CM,57,0,0,0,0,0,0,0,0,28,12,2,1,0,0,0,0,0,0,12,20,60,71,12,33,0,0,12/29/19,Wolves,Liverpool
5438,Adama Traore,37,es ESP,CM,33,0,0,0,0,1,0,0,0,21,3,1,0,1,0,0,0,1,0,9,14,64.3,37,21,114,5,5,12/29/19,Wolves,Liverpool
5439,Ruben Neves,8,pt POR,DM,57,0,0,0,0,1,0,0,0,34,11,1,1,0,0.1,0.1,0,0,0,23,28,82.1,147,22,21,2,2,12/29/19,Wolves,Liverpool
5440,Romain Saiss,27,ma MAR,DM,33,0,0,0,0,2,0,0,0,32,10,1,0,1,0.1,0.1,0.2,2,0,20,23,87,114,18,33,0,0,12/29/19,Wolves,Liverpool
5441,Ruben Vinagre,29,pt POR,WB,90,0,0,0,0,1,0,0,0,72,11,3,0,5,0.1,0.1,0,1,0,36,52,69.2,227,47,200,6,10,12/29/19,Wolves,Liverpool
5442,Jonny,19,es ESP,WB,90,0,0,0,0,0,0,0,0,46,26,4,1,1,0,0,0,1,0,27,39,69.2,197,23,132,1,1,12/29/19,Wolves,Liverpool
5443,Maximilian Kilman,49,eng ENG,CB,90,0,0,0,0,0,0,0,0,42,7,3,1,1,0,0,0,0,0,18,30,60,198,18,36,1,1,12/29/19,Wolves,Liverpool
5444,Conor Coady,16,eng ENG,CB,90,0,0,0,0,0,0,0,0,43,9,3,2,1,0,0,0.1,1,0,24,34,70.6,349,20,63,0,0,12/29/19,Wolves,Liverpool
5445,Ryan Bennett,5,eng ENG,CB,90,0,0,0,0,0,0,0,0,32,6,0,1,2,0,0,0,1,0,17,23,73.9,180,13,37,0,0,12/29/19,Wolves,Liverpool
5446,Rui PatrÃ­cio,11,pt POR,GK,90,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,15,23,65.2,455,5,5,0,0,12/29/19,Wolves,Liverpool
5447,Sergio Aguero,10,ar ARG,FW,80,1,0,0,0,2,1,0,0,23,13,1,0,4,0.3,0.3,0,2,0,7,11,63.6,22,10,76,0,0,12/29/19,Manchester City,Sheffield Utd
5448,Phil Foden,47,eng ENG,FW,10,0,0,0,0,1,1,0,0,7,5,0,0,0,0,0,0,1,0,4,4,100,0,4,75,0,0,12/29/19,Manchester City,Sheffield Utd
5449,Raheem Sterling,7,eng ENG,"LW,FW",87,0,0,0,0,1,0,0,0,48,11,1,0,0,0,0,0.1,3,0,32,39,82.1,49,34,225,0,0,12/29/19,Manchester City,Sheffield Utd
5450,Gabriel Jesus,9,br BRA,FW,3,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,4,4,100,0,3,13,1,1,12/29/19,Manchester City,Sheffield Utd
5451,Riyad Mahrez,26,dz ALG,"RW,AM",90,0,1,0,0,3,0,0,0,83,21,1,1,2,0.2,0.2,0.1,11,2,66,70,94.3,217,60,233,3,3,12/29/19,Manchester City,Sheffield Utd
5452,Bernardo Silva,20,pt POR,CM,61,0,0,0,0,0,0,1,0,62,9,1,0,1,0,0,0.1,3,0,49,58,84.5,192,43,86,0,0,12/29/19,Manchester City,Sheffield Utd
5453,Ilkay Gundogan,8,de GER,CM,29,0,0,0,0,0,0,0,0,43,4,0,0,0,0,0,0,0,0,41,42,97.6,94,19,16,0,0,12/29/19,Manchester City,Sheffield Utd
5454,Kevin De Bruyne,17,be BEL,CM,90,1,1,0,0,5,2,0,0,92,25,2,0,2,0.2,0.2,0.3,2,1,57,77,74,267,55,253,1,4,12/29/19,Manchester City,Sheffield Utd
5455,Rodrigo,16,es ESP,"DM,CB",90,0,0,0,0,1,0,0,0,129,10,1,1,1,0,0,0.1,3,0,113,119,95,546,96,201,1,1,12/29/19,Manchester City,Sheffield Utd
5456,Oleksandr Zinchenko,11,ua UKR,"LB,WB",90,0,0,0,0,2,0,0,0,124,15,4,0,1,0.1,0.1,0,2,0,106,113,93.8,377,70,194,1,1,12/29/19,Manchester City,Sheffield Utd
5457,Eric Garcia,50,es ESP,CB,90,0,0,0,0,0,0,0,0,113,8,1,0,0,0,0,0,0,0,101,103,98.1,509,84,151,0,0,12/29/19,Manchester City,Sheffield Utd
5458,Fernandinho,25,br BRA,CB,90,0,0,0,0,0,0,0,0,123,8,0,1,2,0,0,0,1,0,105,115,91.3,746,89,334,0,0,12/29/19,Manchester City,Sheffield Utd
5459,Kyle Walker,2,eng ENG,"RB,WB",90,0,0,0,0,1,0,0,0,87,11,0,0,0,0,0,0,0,0,70,79,88.6,260,56,212,0,1,12/29/19,Manchester City,Sheffield Utd
5460,Claudio Bravo,1,cl CHI,GK,90,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,29,34,85.3,488,18,26,0,0,12/29/19,Manchester City,Sheffield Utd
5461,Callum Robinson,11,ie IRL,FW,58,0,0,0,0,0,0,0,0,22,21,1,0,1,0,0,0.3,2,0,13,16,81.3,25,17,36,0,0,12/29/19,Sheffield Utd,Manchester City
5462,David McGoldrick,17,ie IRL,FW,32,0,0,0,0,0,0,0,0,15,10,1,0,0,0,0,0,1,0,9,13,69.2,10,10,49,0,0,12/29/19,Sheffield Utd,Manchester City
5463,Lys Mousset,22,fr FRA,FW,82,0,0,0,0,4,0,0,0,20,20,0,0,0,0.6,0.6,0,2,0,13,14,92.9,43,16,78,2,3,12/29/19,Sheffield Utd,Manchester City
5464,Billy Sharp,10,eng ENG,FW,8,0,0,0,0,1,0,0,0,2,6,0,0,0,0.2,0.2,0,0,0,1,1,100,0,1,0,0,0,12/29/19,Sheffield Utd,Manchester City
5465,John Fleck,4,sco SCO,CM,90,0,0,0,0,0,0,0,0,44,13,1,1,1,0,0,0,1,0,29,37,78.4,271,35,126,3,3,12/29/19,Sheffield Utd,Manchester City
5466,Muhamed Besic,27,ba BIH,CM,74,0,0,0,0,2,0,0,0,36,18,2,0,1,0.1,0.1,0,0,0,21,27,77.8,56,27,21,1,1,12/29/19,Sheffield Utd,Manchester City
5467,Oliver McBurnie,9,sco SCO,CM,16,0,0,0,0,0,0,0,0,8,13,1,0,1,0,0,0,0,0,0,3,0,0,3,9,0,0,12/29/19,Sheffield Utd,Manchester City
5468,Oliver Norwood,16,nir NIR,DM,90,0,0,0,0,0,0,0,0,59,19,4,0,1,0,0,0.4,3,0,36,46,78.3,336,35,29,1,1,12/29/19,Sheffield Utd,Manchester City
5469,Enda Stevens,3,ie IRL,WB,90,0,0,0,0,0,0,1,0,40,19,2,0,2,0,0,0.2,3,0,22,31,71,204,22,59,0,0,12/29/19,Sheffield Utd,Manchester City
5470,George Baldock,2,eng ENG,WB,90,0,0,0,0,0,0,0,0,39,12,0,3,1,0,0,0,1,0,23,31,74.2,73,27,89,1,5,12/29/19,Sheffield Utd,Manchester City
5471,Jack O'Connell,5,eng ENG,CB,90,0,0,0,0,0,0,0,0,46,6,1,2,4,0,0,0,1,0,28,36,77.8,262,26,59,0,0,12/29/19,Sheffield Utd,Manchester City
5472,John Egan,12,ie IRL,CB,90,0,0,0,0,1,0,0,0,42,10,2,0,6,0.1,0.1,0,0,0,21,27,77.8,140,14,48,0,0,12/29/19,Sheffield Utd,Manchester City
5473,Chris Basham,6,eng ENG,CB,90,0,0,0,0,0,0,0,0,46,9,2,3,3,0,0,0,1,0,23,37,62.2,205,22,65,2,2,12/29/19,Sheffield Utd,Manchester City
5474,Dean Henderson,1,eng ENG,GK,90,0,0,0,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,12,29,41.4,569,11,64,0,0,12/29/19,Sheffield Utd,Manchester City
5475,Ashley Barnes,10,at AUT,FW,45,0,0,0,0,1,0,0,0,14,10,0,0,0,0,0,0,0,0,3,10,30,0,8,12,0,0,1/1/20,Burnley,Aston Villa
5476,Jay Rodriguez,19,eng ENG,FW,45,0,0,0,0,5,0,0,0,28,8,0,1,1,0.8,0.8,0,1,0,14,17,82.4,42,19,17,0,0,1/1/20,Burnley,Aston Villa
5477,Chris Wood,9,nz NZL,FW,90,1,0,0,0,5,1,0,0,33,9,1,0,2,0.6,0.6,0.1,2,0,17,23,73.9,30,11,9,0,0,1/1/20,Burnley,Aston Villa
5478,Dwight McNeil,11,eng ENG,CM,90,0,0,0,0,1,0,0,0,58,15,0,0,2,0,0,0.1,5,0,43,53,81.1,218,46,186,1,2,1/1/20,Burnley,Aston Villa
5479,Robbie Brady,12,ie IRL,CM,45,0,0,0,0,0,0,0,0,21,8,0,0,0,0,0,0,0,0,5,14,35.7,8,12,31,0,0,1/1/20,Burnley,Aston Villa
5480,Johann Gudmundsson,7,is ISL,CM,45,0,0,0,0,2,0,0,0,34,2,1,0,0,0.2,0.2,0.1,6,1,24,27,88.9,102,28,42,0,1,1/1/20,Burnley,Aston Villa
5481,Jack Cork,4,eng ENG,DM,90,0,0,0,0,2,0,0,0,62,16,0,1,1,0.2,0.2,0.2,2,0,48,53,90.6,161,43,69,0,2,1/1/20,Burnley,Aston Villa
5482,Ashley Westwood,18,eng ENG,DM,90,0,1,0,0,1,0,0,0,91,16,2,0,1,0.1,0.1,0.4,4,1,67,83,80.7,335,55,92,0,1,1/1/20,Burnley,Aston Villa
5483,Charlie Taylor,3,eng ENG,LB,90,0,0,0,0,1,0,0,0,90,4,2,1,2,0,0,0.3,5,0,64,80,80,441,51,319,1,3,1/1/20,Burnley,Aston Villa
5484,Ben Mee,6,eng ENG,CB,90,0,0,0,0,0,0,0,0,79,3,2,2,3,0,0,0,0,0,58,69,84.1,528,48,60,0,0,1/1/20,Burnley,Aston Villa
5485,James Tarkowski,5,eng ENG,CB,90,0,0,0,0,2,0,1,0,68,11,0,0,1,0.1,0.1,0,2,0,47,58,81,360,34,76,0,0,1/1/20,Burnley,Aston Villa
5486,Phil Bardsley,26,sco SCO,RB,90,0,0,0,0,1,0,0,0,63,13,3,0,1,0,0,0.1,4,0,44,55,80,309,41,173,0,0,1/1/20,Burnley,Aston Villa
5487,Nick Pope,1,eng ENG,GK,90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,15,28,53.6,674,14,70,0,0,1/1/20,Burnley,Aston Villa
5488,Wesley,9,br BRA,FW,70,1,0,0,0,3,2,0,0,34,8,0,0,1,0.4,0.4,0,2,1,13,19,68.4,47,18,23,0,2,1/1/20,Aston Villa,Burnley
5489,Jonathan Kodjia,26,ci CIV,FW,20,0,0,0,0,2,0,0,0,11,6,0,0,0,0.1,0.1,0,1,0,3,7,42.9,0,7,2,1,1,1/1/20,Aston Villa,Burnley
5490,Jack Grealish,10,eng ENG,"LW,RW",90,1,0,0,0,1,1,0,0,47,10,0,1,2,0.1,0.1,0.3,7,1,29,36,80.6,113,38,278,2,3,1/1/20,Aston Villa,Burnley
5491,Trezeguet,17,eg EGY,RW,77,0,0,0,0,0,0,0,0,29,15,1,0,3,0,0,0.1,2,0,16,19,84.2,79,19,109,2,3,1/1/20,Aston Villa,Burnley
5492,Conor Hourihane,14,ie IRL,"RW,LW",13,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,3,33.3,8,0,0,0,0,1/1/20,Aston Villa,Burnley
5493,Marvelous Nakamba,11,zw ZIM,CM,90,0,0,0,0,0,0,0,0,46,18,2,0,3,0,0,0,2,1,29,38,76.3,215,21,13,1,1,1/1/20,Aston Villa,Burnley
5494,Douglas Luiz,6,br BRA,CM,90,0,1,0,0,3,3,0,0,45,10,4,0,1,0.4,0.4,0.1,3,1,29,35,82.9,131,22,111,1,1,1/1/20,Aston Villa,Burnley
5495,Neil Taylor,3,wal WAL,WB,90,0,0,0,0,0,0,1,0,43,10,0,0,3,0,0,0,0,0,21,33,63.6,109,18,27,0,0,1/1/20,Aston Villa,Burnley
5496,Frederic Guilbert,24,fr FRA,WB,90,0,0,0,0,0,0,0,0,50,18,6,0,3,0,0,0,0,0,17,29,58.6,160,13,42,1,1,1/1/20,Aston Villa,Burnley
5497,Kortney Hause,30,eng ENG,CB,90,0,0,0,0,1,0,0,0,48,7,1,0,4,0.1,0.1,0,0,0,18,31,58.1,152,17,44,0,0,1/1/20,Aston Villa,Burnley
5498,Tyrone Mings,40,eng ENG,CB,90,0,0,0,0,0,0,0,0,40,4,1,1,0,0,0,0,0,0,23,29,79.3,132,17,12,0,0,1/1/20,Aston Villa,Burnley
5499,Ezri Konsa Ngoyo,15,eng ENG,CB,90,0,0,0,0,1,0,0,0,44,7,0,0,3,0,0,0,1,0,25,34,73.5,324,20,82,0,0,1/1/20,Aston Villa,Burnley
5500,Tom Heaton,1,eng ENG,GK,84,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,15,29,51.7,278,11,28,0,0,1/1/20,Aston Villa,Burnley
5501,Ãrjan Nyland,25,no NOR,GK,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,75,146,1,13,0,0,1/1/20,Aston Villa,Burnley
5502,Neal Maupay,7,fr FRA,FW,90,0,0,0,0,1,1,1,0,39,36,1,0,3,0.2,0.2,0,5,0,19,25,76,62,27,97,2,3,1/1/20,Brighton,Chelsea
5503,Leandro Trossard,11,be BEL,FW,90,0,0,0,0,2,1,0,0,52,26,4,1,0,0.1,0.1,0.2,7,1,24,37,64.9,208,37,59,0,1,1/1/20,Brighton,Chelsea
5504,Aaron Mooy,18,au AUS,AM,67,0,0,0,0,0,0,0,0,44,15,1,0,3,0,0,0.1,3,0,19,33,57.6,140,20,14,1,1,1/1/20,Brighton,Chelsea
5505,Alireza Jahanbakhsh,16,ir IRN,AM,23,1,0,0,0,2,1,0,0,11,4,0,0,0,0.1,0.1,0,2,0,7,7,100,47,10,8,1,1,1/1/20,Brighton,Chelsea
5506,Yves Bissouma,8,ml MLI,CM,45,0,0,0,0,0,0,0,0,29,12,0,0,0,0,0,0,0,0,14,24,58.3,24,18,54,0,1,1/1/20,Brighton,Chelsea
5507,Aaron Connolly,44,ie IRL,CM,45,0,0,0,0,2,1,0,0,12,7,0,0,1,0.2,0.2,0,1,0,4,5,80,24,7,16,0,0,1/1/20,Brighton,Chelsea
5508,Steven Alzate,46,co COL,CM,90,0,0,0,0,3,0,0,0,57,21,3,2,2,0.1,0.1,0,0,0,28,37,75.7,94,36,77,1,3,1/1/20,Brighton,Chelsea
5509,Davy Propper,24,nl NED,DM,90,0,0,0,0,1,0,0,0,75,12,3,0,3,0,0,0,1,0,47,58,81,306,44,150,2,3,1/1/20,Brighton,Chelsea
5510,Dan Burn,33,eng ENG,LB,21,0,0,0,0,0,0,0,0,12,6,0,1,0,0,0,0,1,0,6,10,60,52,4,20,0,0,1/1/20,Brighton,Chelsea
5511,Bernardo,30,br BRA,LB,69,0,0,0,0,0,0,0,0,62,13,1,0,2,0,0,0,1,0,45,53,84.9,394,39,152,1,1,1/1/20,Brighton,Chelsea
5512,Lewis Dunk,5,eng ENG,CB,90,0,1,0,0,1,1,1,0,82,10,2,0,2,0.1,0.1,0,1,1,60,68,88.2,389,47,112,0,0,1/1/20,Brighton,Chelsea
5513,Adam Webster,15,eng ENG,CB,90,0,0,0,0,2,0,0,0,69,11,2,1,4,0.1,0.1,0,0,0,42,51,82.4,402,37,147,0,0,1/1/20,Brighton,Chelsea
5514,Martin Montoya,22,es ESP,RB,90,0,0,0,0,1,0,0,0,76,22,3,1,2,0.1,0.1,0.3,3,0,50,65,76.9,230,39,98,0,2,1/1/20,Brighton,Chelsea
5515,Mathew Ryan,1,au AUS,GK,90,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,37,44,84.1,580,31,41,0,0,1/1/20,Brighton,Chelsea
5516,Tammy Abraham,9,eng ENG,FW,90,0,0,0,0,2,0,0,0,35,24,2,0,0,0.4,0.4,0.1,3,1,13,23,56.5,34,24,56,1,1,1/1/20,Chelsea,Brighton
