,Player,#,Nation,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,Date,Team,Opponent
2446,Divock Origi,27,be BEL,LW,59,0,0,0,0,1,0,0,0,33,14,2,1,0,0,0,0,0,0,15,20,75,49,25,77,0,0,10/20/19,Liverpool,Manchester Utd
2447,Alex Oxlade-Chamberlain,15,eng ENG,LW,31,0,0,0,0,2,0,0,0,34,4,1,0,1,0.1,0.1,0,0,0,21,25,84,45,24,65,0,0,10/20/19,Liverpool,Manchester Utd
2448,Sadio Mane,10,sn SEN,RW,90,0,0,0,0,0,0,0,0,35,12,1,0,1,0,0,0.2,3,0,21,23,91.3,65,29,83,3,3,10/20/19,Liverpool,Manchester Utd
2449,Georginio Wijnaldum,5,nl NED,CM,81,0,0,0,0,1,1,0,0,48,20,2,1,1,0,0,0,2,0,34,39,87.2,92,38,100,3,4,10/20/19,Liverpool,Manchester Utd
2450,Naby Keita,8,gn GUI,CM,9,0,0,0,0,0,0,0,0,27,1,0,0,1,0,0,0,1,1,22,26,84.6,61,21,49,0,0,10/20/19,Liverpool,Manchester Utd
2451,Jordan Henderson,14,eng ENG,CM,70,0,0,0,0,0,0,0,0,45,17,5,2,1,0,0,0,1,0,26,32,81.3,76,24,87,1,2,10/20/19,Liverpool,Manchester Utd
2452,Adam Lallana,20,eng ENG,CM,20,1,0,0,0,1,1,0,0,18,5,0,0,0,0.7,0.7,0,1,0,9,13,69.2,24,14,58,0,0,10/20/19,Liverpool,Manchester Utd
2453,Fabinho,3,br BRA,DM,90,0,0,0,0,0,0,1,0,74,15,1,1,0,0,0,0.1,2,0,57,65,87.7,219,50,111,0,0,10/20/19,Liverpool,Manchester Utd
2454,Andrew Robertson,26,sco SCO,LB,90,0,1,0,0,0,0,0,0,108,9,4,2,5,0,0,0.7,2,1,74,93,79.6,624,73,173,0,0,10/20/19,Liverpool,Manchester Utd
2455,Virgil van Dijk,4,nl NED,CB,90,0,0,0,0,0,0,0,0,93,5,1,0,0,0,0,0,0,0,74,81,91.4,511,69,119,0,0,10/20/19,Liverpool,Manchester Utd
2456,Joel Matip,32,cm CMR,CB,90,0,0,0,0,0,0,0,0,87,5,1,3,2,0,0,0,1,0,64,70,91.4,377,54,221,0,0,10/20/19,Liverpool,Manchester Utd
2457,Trent Alexander-Arnold,66,eng ENG,RB,90,0,0,0,0,1,0,0,0,108,9,1,2,2,0,0,0.2,4,0,69,92,75,648,72,241,1,2,10/20/19,Liverpool,Manchester Utd
2458,Alisson,1,br BRA,GK,90,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,34,37,91.9,530,21,40,0,0,10/20/19,Liverpool,Manchester Utd
2459,Lys Mousset,22,fr FRA,FW,55,1,0,0,0,1,1,0,0,22,21,0,0,2,0.6,0.6,0,0,0,5,9,55.6,6,13,10,1,2,10/21/19,Sheffield Utd,Arsenal
2460,Billy Sharp,10,eng ENG,FW,35,0,0,0,0,0,0,0,0,20,15,2,0,0,0,0,0,3,0,7,10,70,8,12,71,0,1,10/21/19,Sheffield Utd,Arsenal
2461,David McGoldrick,17,ie IRL,FW,77,0,0,0,0,0,0,1,0,32,29,0,0,1,0,0,0,1,0,16,21,76.2,24,21,73,0,1,10/21/19,Sheffield Utd,Arsenal
2462,Luke Freeman,8,eng ENG,CM,13,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,2,50,2,4,17,2,2,10/21/19,Sheffield Utd,Arsenal
2463,John Fleck,4,sco SCO,CM,90,0,0,0,0,2,1,1,0,49,27,0,0,0,0.1,0.1,0.2,4,0,31,40,77.5,211,22,67,2,2,10/21/19,Sheffield Utd,Arsenal
2464,John Lundstram,7,eng ENG,CM,90,0,0,0,0,0,0,0,0,39,28,1,1,1,0,0,0,1,0,23,27,85.2,112,17,12,0,1,10/21/19,Sheffield Utd,Arsenal
2465,Oliver Norwood,16,nir NIR,"DM,CM",84,0,0,0,0,1,0,0,0,52,32,8,1,1,0,0,0,2,1,30,39,76.9,192,13,11,0,0,10/21/19,Sheffield Utd,Arsenal
2466,Oliver McBurnie,9,sco SCO,CM,6,0,0,0,0,1,0,0,0,6,5,0,0,0,0.1,0.1,0,1,0,2,2,100,0,3,5,0,0,10/21/19,Sheffield Utd,Arsenal
2467,Enda Stevens,3,ie IRL,"WB,LB",90,0,0,0,0,1,0,0,0,58,22,1,1,6,0,0,0,1,0,32,44,72.7,232,25,64,0,1,10/21/19,Sheffield Utd,Arsenal
2468,George Baldock,2,eng ENG,"WB,CM",90,0,0,0,0,1,0,0,0,37,17,3,3,2,0,0,0,1,0,19,23,82.6,135,16,68,0,0,10/21/19,Sheffield Utd,Arsenal
2469,Jack O'Connell,5,eng ENG,CB,90,0,1,0,0,0,0,1,0,45,7,1,1,2,0,0,0.6,1,1,23,35,65.7,284,21,47,0,0,10/21/19,Sheffield Utd,Arsenal
2470,John Egan,12,ie IRL,CB,90,0,0,0,0,1,0,0,0,38,6,1,3,1,0.1,0.1,0,1,0,18,24,75,131,17,32,0,0,10/21/19,Sheffield Utd,Arsenal
2471,Chris Basham,6,eng ENG,"CB,RB",90,0,0,0,0,0,0,0,0,45,14,3,3,3,0,0,0,0,0,18,24,75,163,17,45,0,0,10/21/19,Sheffield Utd,Arsenal
2472,Dean Henderson,1,eng ENG,GK,90,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,11,22,50,619,9,57,0,0,10/21/19,Sheffield Utd,Arsenal
2473,Pierre-Emerick Aubameyang,14,ga GAB,"FW,RW,LW",90,0,0,0,0,1,0,0,0,34,7,0,0,2,0.1,0.1,0,1,0,21,28,75,66,26,90,2,2,10/21/19,Arsenal,Sheffield Utd
2474,Bukayo Saka,77,eng ENG,"LW,AM",90,0,0,0,0,0,0,1,0,36,12,1,0,1,0,0,0.1,3,0,17,27,63,47,29,88,3,3,10/21/19,Arsenal,Sheffield Utd
2475,Nicolas Pepe,19,ci CIV,RW,77,0,0,0,0,3,1,0,0,62,7,5,0,2,0.5,0.5,0.1,2,0,36,45,80,210,47,198,7,10,10/21/19,Arsenal,Sheffield Utd
2476,Gabriel Martinelli,35,br BRA,LW,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,75,20,5,49,0,1,10/21/19,Arsenal,Sheffield Utd
2477,Joseph Willock,28,eng ENG,AM,45,0,0,0,0,0,0,0,0,15,7,1,0,0,0,0,0.1,2,0,9,10,90,52,10,30,0,0,10/21/19,Arsenal,Sheffield Utd
2478,Dani Ceballos,8,es ESP,"AM,DM",45,0,0,0,0,1,1,0,0,55,4,1,0,0,0.1,0.1,0,0,0,46,53,86.8,240,43,198,0,1,10/21/19,Arsenal,Sheffield Utd
2479,Granit Xhaka,34,ch SUI,DM,68,0,0,0,0,2,1,0,0,81,13,1,0,0,0.1,0.1,0,1,0,63,72,87.5,254,63,97,1,1,10/21/19,Arsenal,Sheffield Utd
2480,Alexandre Lacazette,9,fr FRA,FW,22,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,2,0,6,8,75,10,12,10,0,2,10/21/19,Arsenal,Sheffield Utd
2481,Matteo Guendouzi,29,fr FRA,DM,90,0,0,0,0,0,0,0,0,100,16,1,1,0,0,0,0,1,0,89,97,91.8,491,87,343,3,3,10/21/19,Arsenal,Sheffield Utd
2482,Sead Kolasinac,31,ba BIH,LB,90,0,0,0,0,1,0,1,0,77,13,3,0,1,0,0,0.4,2,0,57,67,85.1,331,49,78,2,2,10/21/19,Arsenal,Sheffield Utd
2483,David Luiz,23,br BRA,CB,90,0,0,0,0,0,0,0,0,73,5,0,1,2,0,0,0,0,0,58,64,90.6,350,53,166,0,0,10/21/19,Arsenal,Sheffield Utd
2484,Sokratis,5,gr GRE,CB,90,0,0,0,0,0,0,1,0,69,4,1,0,0,0,0,0,0,0,56,60,93.3,371,45,131,0,0,10/21/19,Arsenal,Sheffield Utd
2485,Calum Chambers,21,eng ENG,RB,90,0,0,0,0,1,0,1,0,112,6,3,3,7,0,0,0,2,0,69,91,75.8,385,73,155,1,1,10/21/19,Arsenal,Sheffield Utd
2486,Bernd Leno,1,de GER,GK,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,32,39,82.1,375,26,41,0,0,10/21/19,Arsenal,Sheffield Utd
2487,Nathan Redmond,22,eng ENG,"FW,WB",90,0,0,0,0,2,1,0,0,44,27,4,1,0,0.1,0.1,0,2,0,19,26,73.1,33,33,161,6,7,10/25/19,Southampton,Leicester City
2488,Danny Ings,9,eng ENG,"CM,FW",45,0,0,0,0,1,0,0,0,22,21,2,0,2,0,0,0,1,0,8,12,66.7,5,15,52,2,3,10/25/19,Southampton,Leicester City
2489,Jack Stephens,5,eng ENG,RB,45,0,0,0,0,0,0,0,0,32,9,3,2,3,0,0,0,0,0,13,22,59.1,166,15,26,1,1,10/25/19,Southampton,Leicester City
2490,Pierre-Emile Hojbjerg,23,dk DEN,CM,90,0,0,0,0,0,0,0,0,40,31,3,1,4,0,0,0.2,3,0,22,28,78.6,150,35,77,5,5,10/25/19,Southampton,Leicester City
2491,James Ward-Prowse,16,eng ENG,"CM,DM",90,0,0,0,0,2,1,0,0,52,27,3,5,3,0,0,0,2,0,27,36,75,120,29,48,2,2,10/25/19,Southampton,Leicester City
2492,Oriol Romeu,14,es ESP,"CM,DM",90,0,0,0,0,0,0,0,0,38,22,3,3,2,0,0,0,0,0,22,30,73.3,35,25,42,2,2,10/25/19,Southampton,Leicester City
2493,Ryan Bertrand,21,eng ENG,"AM,WB",11,0,0,0,0,0,0,0,1,8,5,1,0,1,0,0,0,0,0,2,4,50,29,4,14,0,0,10/25/19,Southampton,Leicester City
2494,Yan Valery,43,fr FRA,"LB,CM,WB",69,0,0,0,0,1,1,0,0,42,22,3,0,1,0.2,0.2,0,0,0,12,28,42.9,91,25,92,2,4,10/25/19,Southampton,Leicester City
2495,Stuart Armstrong,17,sco SCO,CM,21,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,7,9,77.8,21,12,39,2,2,10/25/19,Southampton,Leicester City
2496,Jannik Vestergaard,4,dk DEN,CB,45,0,0,0,0,0,0,0,0,21,3,0,0,1,0,0,0,0,0,7,16,43.8,67,10,13,0,0,10/25/19,Southampton,Leicester City
2497,Kevin Danso,38,at AUT,LB,45,0,0,0,0,0,0,0,0,23,9,0,0,1,0,0,0,1,0,13,17,76.5,87,10,23,0,0,10/25/19,Southampton,Leicester City
2498,Maya Yoshida,3,jp JPN,CB,90,0,0,0,0,0,0,0,0,31,9,2,1,2,0,0,0,0,0,14,24,58.3,101,17,15,1,1,10/25/19,Southampton,Leicester City
2499,Jan Bednarek,35,pl POL,"CB,RB",90,0,0,0,0,0,0,0,0,34,19,5,2,1,0,0,0,0,0,15,24,62.5,122,13,22,1,1,10/25/19,Southampton,Leicester City
2500,Angus Gunn,28,eng ENG,GK,90,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,4,21,19,216,4,37,0,0,10/25/19,Southampton,Leicester City
2501,Jamie Vardy,9,eng ENG,FW,90,3,0,1,1,4,3,0,0,21,7,1,0,1,1.9,1.1,0,3,3,9,13,69.2,19,12,101,3,3,10/25/19,Leicester City,Southampton
2502,Harvey Barnes,15,eng ENG,CM,71,0,1,0,0,3,2,0,0,46,12,1,0,1,0.3,0.3,0.5,8,3,29,34,85.3,128,40,205,5,8,10/25/19,Leicester City,Southampton
2503,Marc Albrighton,11,eng ENG,CM,19,0,0,0,0,1,1,0,0,17,8,1,0,0,0,0,0,3,1,11,14,78.6,81,13,64,1,2,10/25/19,Leicester City,Southampton
2504,James Maddison,10,eng ENG,CM,90,1,0,0,0,2,1,0,0,109,17,3,0,0,0.2,0.2,0,5,1,88,101,87.1,391,80,155,4,6,10/25/19,Leicester City,Southampton
2505,Youri Tielemans,8,be BEL,CM,90,1,1,0,0,2,1,0,0,88,16,1,0,1,0.1,0.1,0.3,4,1,66,79,83.5,244,56,128,1,1,10/25/19,Leicester City,Southampton
2506,Ayoze Perez,17,es ESP,CM,73,3,0,0,0,7,5,0,0,57,30,2,1,0,0.8,0.8,0,3,1,32,40,80,78,46,138,6,8,10/25/19,Leicester City,Southampton
2507,Demarai Gray,7,eng ENG,CM,17,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,7,8,87.5,13,8,33,0,0,10/25/19,Leicester City,Southampton
2508,Wilfred Ndidi,25,ng NGA,DM,90,0,0,0,0,1,0,0,0,85,21,6,1,3,0,0,0,2,1,64,74,86.5,272,62,71,1,1,10/25/19,Leicester City,Southampton
2509,Ben Chilwell,3,eng ENG,LB,90,1,2,0,0,2,1,0,0,130,14,2,0,4,0.2,0.2,0.9,9,3,96,110,87.3,465,87,323,2,3,10/25/19,Leicester City,Southampton
2510,Caglar Soyuncu,4,tr TUR,CB,90,0,0,0,0,0,0,0,0,89,10,2,1,1,0,0,0,0,0,74,77,96.1,465,60,90,0,0,10/25/19,Leicester City,Southampton
2511,Jonny Evans,6,nir NIR,CB,90,0,0,0,0,1,1,0,0,80,4,0,1,0,0.1,0.1,0,0,0,76,78,97.4,635,63,175,0,0,10/25/19,Leicester City,Southampton
2512,Ricardo Pereira,21,pt POR,RB,90,0,0,0,0,0,0,0,0,101,16,7,1,0,0,0,0,0,0,68,86,79.1,438,63,177,1,2,10/25/19,Leicester City,Southampton
2513,Kasper Schmeichel,1,dk DEN,GK,90,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,20,22,90.9,331,8,12,0,0,10/25/19,Leicester City,Southampton
2514,Gabriel Jesus,9,br BRA,"FW,LW",90,0,0,0,0,4,2,0,0,32,20,0,1,1,0.8,0.8,0.3,4,1,21,22,95.5,43,19,56,0,0,10/26/19,Manchester City,Aston Villa
2515,Raheem Sterling,7,eng ENG,LW,75,1,0,0,0,4,1,0,0,57,12,2,0,2,0.5,0.5,0.8,4,0,30,40,75,100,45,271,2,4,10/26/19,Manchester City,Aston Villa
2516,Sergio Aguero,10,ar ARG,FW,15,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,4,6,66.7,30,6,38,0,0,10/26/19,Manchester City,Aston Villa
2517,Bernardo Silva,20,pt POR,RW,90,0,0,0,0,2,0,0,0,59,15,1,0,2,0.4,0.4,0.1,6,0,43,51,84.3,89,44,249,1,1,10/26/19,Manchester City,Aston Villa
2518,David Silva,21,es ESP,CM,90,1,0,0,0,3,1,0,0,69,12,1,1,2,0.5,0.5,0.1,4,0,47,58,81,102,45,140,4,4,10/26/19,Manchester City,Aston Villa
2519,Kevin De Bruyne,17,be BEL,CM,75,0,1,0,0,2,0,0,0,65,14,1,0,1,0,0,0.4,6,1,47,57,82.5,426,40,222,1,2,10/26/19,Manchester City,Aston Villa
2520,Phil Foden,47,eng ENG,CM,15,0,0,0,0,2,2,0,0,23,6,1,0,0,0.1,0.1,0.2,4,0,18,20,90,87,15,42,1,1,10/26/19,Manchester City,Aston Villa
2521,Ilkay Gundogan,8,de GER,DM,90,1,0,0,0,2,1,1,0,110,13,0,2,0,0.1,0.1,0.2,6,0,97,105,92.4,451,76,187,0,0,10/26/19,Manchester City,Aston Villa
2522,Benjamin Mendy,22,fr FRA,LB,72,0,0,0,0,2,0,0,0,67,4,1,0,1,0.1,0.1,0,3,1,55,62,88.7,330,52,65,1,1,10/26/19,Manchester City,Aston Villa
2523,Angeli̱o,12,es ESP,LB,18,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0,0,0,7,7,100,41,5,34,1,1,10/26/19,Manchester City,Aston Villa
2524,John Stones,5,eng ENG,CB,90,0,0,0,0,1,1,0,0,69,1,0,1,3,0.1,0.1,0,0,0,58,63,92.1,328,47,252,0,0,10/26/19,Manchester City,Aston Villa
2525,Fernandinho,25,br BRA,CB,86,0,0,0,0,3,1,2,1,75,9,2,1,0,0.1,0.1,0,2,0,54,66,81.8,435,44,222,0,0,10/26/19,Manchester City,Aston Villa
2526,Joao Cancelo,27,pt POR,RB,90,0,0,0,0,1,1,0,0,66,16,5,1,2,0,0,0,2,0,49,54,90.7,187,46,120,1,1,10/26/19,Manchester City,Aston Villa
2527,Ederson,31,br BRA,GK,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,1,24,27,88.9,455,17,74,0,0,10/26/19,Manchester City,Aston Villa
2528,Wesley,9,br BRA,FW,70,0,0,0,0,1,0,0,0,22,7,0,0,0,0.1,0.1,0,0,0,13,18,72.2,11,14,18,0,0,10/26/19,Aston Villa,Manchester City
2529,Keinan Davis,39,eng ENG,FW,20,0,0,0,0,2,1,0,0,8,1,0,0,0,0.4,0.4,0,1,0,3,4,75,1,7,66,1,1,10/26/19,Aston Villa,Manchester City
2530,Jack Grealish,10,eng ENG,CM,83,0,0,0,0,0,0,1,0,40,9,0,2,0,0,0,0,0,0,22,26,84.6,75,30,204,1,2,10/26/19,Aston Villa,Manchester City
2531,Anwar El Ghazi,21,nl NED,CM,7,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,2,3,66.7,0,3,13,0,0,10/26/19,Aston Villa,Manchester City
2532,Douglas Luiz,6,br BRA,CM,90,0,0,0,0,2,1,0,0,43,9,0,0,1,0.1,0.1,0,0,0,30,37,81.1,99,38,85,2,3,10/26/19,Aston Villa,Manchester City
2533,John McGinn,7,sco SCO,CM,90,0,0,0,0,2,2,0,0,33,7,1,3,0,0.2,0.2,0,2,0,16,23,69.6,33,19,145,2,2,10/26/19,Aston Villa,Manchester City
2534,Trezeguet,17,eg EGY,CM,90,0,0,0,0,4,1,0,0,42,16,1,4,7,0.2,0.2,0,4,0,12,18,66.7,70,23,142,3,3,10/26/19,Aston Villa,Manchester City
2535,Marvelous Nakamba,11,zw ZIM,DM,90,0,0,0,0,0,0,0,0,43,11,2,2,2,0,0,0.1,2,0,32,35,91.4,147,29,64,1,1,10/26/19,Aston Villa,Manchester City
2536,Matt Targett,18,eng ENG,LB,90,0,0,0,0,0,0,0,0,56,6,0,0,1,0,0,0,2,0,34,45,75.6,264,35,50,0,1,10/26/19,Aston Villa,Manchester City
2537,Tyrone Mings,40,eng ENG,CB,90,0,0,0,0,0,0,0,0,53,3,1,0,3,0,0,0,1,0,34,41,82.9,378,31,86,0,0,10/26/19,Aston Villa,Manchester City
2538,Bjorn Engels,22,be BEL,CB,90,0,0,0,0,0,0,0,0,45,2,1,1,2,0,0,0,0,0,29,34,85.3,165,30,18,0,0,10/26/19,Aston Villa,Manchester City
2539,Frederic Guilbert,24,fr FRA,RB,90,0,0,0,0,0,0,0,0,57,11,2,2,2,0,0,0.1,2,0,29,39,74.4,161,28,71,0,1,10/26/19,Aston Villa,Manchester City
2540,Tom Heaton,1,eng ENG,GK,90,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,30,39,76.9,688,17,24,0,0,10/26/19,Aston Villa,Manchester City
2541,Neal Maupay,7,fr FRA,FW,90,1,0,1,1,2,0,0,0,40,29,3,0,0,0.8,0.1,0.2,3,0,18,29,62.1,75,32,63,2,2,10/26/19,Brighton,Everton
2542,Aaron Connolly,44,ie IRL,FW,79,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,2,2,7,9,77.8,17,14,11,0,0,10/26/19,Brighton,Everton
2543,Glenn Murray,17,eng ENG,FW,11,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,5,6,83.3,15,4,10,0,0,10/26/19,Brighton,Everton
2544,Pascal Gross,13,de GER,CM,64,1,0,0,0,1,1,0,0,41,8,0,0,1,0.1,0.1,0,2,1,19,31,61.3,103,29,33,0,1,10/26/19,Brighton,Everton
2545,Leandro Trossard,11,be BEL,CM,26,0,0,0,0,0,0,0,0,13,7,0,0,1,0,0,0,2,1,6,11,54.5,19,11,64,1,1,10/26/19,Brighton,Everton
2546,Davy Propper,24,nl NED,CM,90,0,0,0,0,0,0,1,0,68,15,3,2,1,0,0,0.1,3,0,43,58,74.1,306,51,127,1,2,10/26/19,Brighton,Everton
2547,Dale Stephens,6,eng ENG,DM,90,0,0,0,0,0,0,1,0,78,17,4,5,4,0,0,0,1,1,55,66,83.3,305,50,97,0,0,10/26/19,Brighton,Everton
2548,Steven Alzate,46,co COL,DM,90,0,0,0,0,3,1,0,0,54,18,0,1,1,0.3,0.3,0,2,0,36,45,80,162,51,159,4,5,10/26/19,Brighton,Everton
2549,Dan Burn,33,eng ENG,LB,90,0,0,0,0,0,0,0,0,72,17,4,4,4,0,0,0,1,1,48,54,88.9,295,37,136,2,2,10/26/19,Brighton,Everton
2550,Lewis Dunk,5,eng ENG,CB,90,0,0,0,0,1,1,0,0,85,4,0,2,3,0.1,0.1,0,1,0,65,76,85.5,498,60,168,0,0,10/26/19,Brighton,Everton
2551,Adam Webster,15,eng ENG,CB,90,0,0,0,0,0,0,0,0,86,5,2,2,3,0,0,0,1,0,69,75,92,476,65,351,3,3,10/26/19,Brighton,Everton
2552,Martin Montoya,22,es ESP,RB,65,0,0,0,0,0,0,0,0,54,11,1,1,1,0,0,0,0,0,34,46,73.9,244,37,87,0,0,10/26/19,Brighton,Everton
2553,Ezequiel Schelotto,21,it ITA,RB,25,0,0,0,0,0,0,0,0,13,2,0,0,2,0,0,0,0,0,7,9,77.8,50,7,17,0,0,10/26/19,Brighton,Everton
2554,Mathew Ryan,1,au AUS,GK,90,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,47,51,92.2,449,35,57,0,0,10/26/19,Brighton,Everton
2555,Richarlison,7,br BRA,"FW,RW",90,0,0,0,0,2,0,0,0,28,31,1,0,0,0.2,0.2,0.3,4,1,13,17,76.5,33,24,99,1,1,10/26/19,Everton,Brighton
2556,Bernard,20,br BRA,LW,29,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,1,0,6,8,75,22,9,31,0,1,10/26/19,Everton,Brighton
2557,Gylfi Sigurdsson,10,is ISL,"AM,LW",61,0,0,0,0,1,1,0,0,19,19,0,2,2,0,0,0,1,0,10,14,71.4,40,14,55,0,0,10/26/19,Everton,Brighton
2558,Theo Walcott,11,eng ENG,RW,71,0,0,0,0,3,2,0,0,32,6,0,1,1,0.4,0.4,0,1,0,14,21,66.7,57,28,68,0,1,10/26/19,Everton,Brighton
2559,Fabian Delph,8,eng ENG,"DM,RW",19,0,0,0,0,0,0,0,0,18,0,1,1,0,0,0,0,1,1,11,12,91.7,47,8,63,0,2,10/26/19,Everton,Brighton
2560,Alex Iwobi,17,ng NGA,"LW,AM",71,0,0,0,0,3,2,0,0,50,19,2,1,0,0.1,0.1,0,2,0,32,37,86.5,171,43,129,1,4,10/26/19,Everton,Brighton
2561,Dominic Calvert-Lewin,9,eng ENG,"FW,LW",19,1,0,0,0,1,1,0,0,11,6,0,0,0,0.1,0.1,0,0,0,5,7,71.4,7,6,0,0,0,10/26/19,Everton,Brighton
2562,Andre Gomes,21,pt POR,DM,90,0,0,0,0,0,0,0,0,54,18,0,0,2,0,0,0,0,0,41,48,85.4,155,49,122,1,1,10/26/19,Everton,Brighton
2563,Tom Davies,26,eng ENG,"DM,AM",90,0,0,0,0,0,0,0,0,55,29,4,3,3,0,0,0,0,0,32,42,76.2,127,39,68,0,0,10/26/19,Everton,Brighton
2564,Lucas Digne,12,fr FRA,LB,90,0,0,0,0,0,0,0,0,79,12,3,1,4,0,0,0.2,5,1,53,63,84.1,521,38,131,0,0,10/26/19,Everton,Brighton
2565,Mason Holgate,2,eng ENG,CB,90,0,1,0,0,0,0,1,0,50,10,2,0,0,0,0,0.1,1,1,41,44,93.2,170,32,80,0,0,10/26/19,Everton,Brighton
2566,Michael Keane,5,eng ENG,CB,90,0,0,0,0,0,0,0,0,50,8,1,4,1,0,0,0,0,0,37,43,86,214,38,84,0,0,10/26/19,Everton,Brighton
2567,Djibril Sidibe,19,fr FRA,RB,90,0,0,0,0,0,0,0,0,78,10,2,3,0,0,0,0,1,0,50,68,73.5,397,46,150,0,1,10/26/19,Everton,Brighton
2568,Jordan Pickford,1,eng ENG,GK,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,24,39,61.5,523,27,98,0,0,10/26/19,Everton,Brighton
2569,Roberto Pereyra,37,ar ARG,"FW,CM",90,0,0,0,0,1,1,1,0,46,21,1,2,0,0,0,0,1,0,26,35,74.3,72,34,248,2,2,10/26/19,Watford,Bournemouth
2570,Gerard Deulofeu,7,es ESP,FW,90,0,0,0,0,2,1,1,0,48,11,0,1,0,0.3,0.3,0,0,0,22,35,62.9,129,39,272,4,9,10/26/19,Watford,Bournemouth
2571,Abdoulaye Doucoure,16,fr FRA,"CM,DM",90,0,0,0,0,2,0,1,0,54,27,3,2,3,0.3,0.3,0,0,0,32,40,80,65,36,156,1,3,10/26/19,Watford,Bournemouth
2572,Tom Cleverley,8,eng ENG,CM,9,0,0,0,0,0,0,0,0,6,3,1,0,1,0,0,0,0,0,5,5,100,66,3,6,0,0,10/26/19,Watford,Bournemouth
2573,Will Hughes,19,eng ENG,CM,81,0,0,0,0,1,1,1,0,40,28,3,0,1,0,0,0,1,0,13,24,54.2,46,22,64,0,0,10/26/19,Watford,Bournemouth
2574,Nathaniel Chalobah,14,eng ENG,DM,56,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,15,17,88.2,63,12,19,0,1,10/26/19,Watford,Bournemouth
2575,Andre Gray,18,eng ENG,FW,34,0,0,0,0,0,0,0,0,16,5,1,0,0,0,0,0,0,0,8,10,80,37,13,51,0,1,10/26/19,Watford,Bournemouth
2576,Adam Masina,11,it ITA,WB,72,0,0,0,0,0,0,0,0,31,14,2,0,2,0,0,0,1,0,22,27,81.5,257,18,62,0,0,10/26/19,Watford,Bournemouth
2577,Dimitri Foulquier,36,fr FRA,WB,18,0,0,0,0,0,0,0,0,9,2,0,1,2,0,0,0,1,0,6,7,85.7,30,4,18,0,0,10/26/19,Watford,Bournemouth
2578,Daryl Janmaat,2,nl NED,WB,90,0,0,0,0,0,0,0,0,59,19,3,2,2,0,0,0,2,0,31,46,67.4,201,34,92,1,1,10/26/19,Watford,Bournemouth
2579,Craig Cathcart,15,nir NIR,CB,90,0,0,0,0,0,0,0,0,46,8,2,0,2,0,0,0,0,0,32,37,86.5,280,29,33,0,0,10/26/19,Watford,Bournemouth
2580,Craig Dawson,4,eng ENG,CB,90,0,0,0,0,1,0,1,0,40,3,0,2,4,0.1,0.1,0,0,0,24,27,88.9,147,18,18,0,0,10/26/19,Watford,Bournemouth
2581,Christian Kabasele,27,be BEL,CB,90,0,0,0,0,0,0,0,0,40,10,0,1,7,0,0,0,0,0,24,33,72.7,206,21,36,1,1,10/26/19,Watford,Bournemouth
2582,Ben Foster,26,eng ENG,GK,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,1,0,12,32,37.5,448,16,62,0,0,10/26/19,Watford,Bournemouth
2583,Joshua King,7,no NOR,FW,90,0,0,0,0,1,1,0,0,29,15,0,1,1,0.1,0.1,0.3,2,0,7,12,58.3,30,21,140,3,6,10/26/19,Bournemouth,Watford
2584,Callum Wilson,13,eng ENG,FW,73,0,0,0,0,0,0,1,0,17,20,0,0,0,0,0,0,2,0,8,11,72.7,60,15,16,1,1,10/26/19,Bournemouth,Watford
2585,Dominic Solanke,9,eng ENG,FW,17,0,0,0,0,1,0,0,0,11,5,0,0,0,0,0,0,2,0,5,7,71.4,26,10,39,0,0,10/26/19,Bournemouth,Watford
