,Player,#,Nation,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Date,Team,Opponent
146,Martin DÃºbravka,1.0,sk SVK,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/20/20,Newcastle Utd,Brighton
147,Raul Jimenez,9.0,mx MEX,FW,90,0,0,0,0,0,0,1,0.0,1,16,5,31.3,0,6,10,1,0,0,1,0,,2,0,07/20/20,Wolves,Crystal Palace
148,Daniel Podence,10.0,pt POR,AM,71,1,1,1,0,0,0,1,0.0,1,13,4,30.8,3,5,5,2,0,0,2,0,,0,0,07/20/20,Wolves,Crystal Palace
149,Diogo Jota,18.0,pt POR,AM,19,0,0,0,0,0,0,0,,0,4,2,50.0,0,2,2,1,0,0,1,1,,0,0,07/20/20,Wolves,Crystal Palace
150,Adama Traore,37.0,es ESP,AM,80,0,0,0,0,0,0,0,,0,12,4,33.3,3,7,2,0,0,0,0,0,,0,0,07/20/20,Wolves,Crystal Palace
151,Pedro Neto,7.0,pt POR,AM,10,1,0,0,1,0,0,0,,0,4,2,50.0,0,4,0,0,0,0,0,0,,0,0,07/20/20,Wolves,Crystal Palace
152,Joao Moutinho,28.0,pt POR,DM,90,0,0,0,0,0,0,1,0.0,1,13,2,15.4,5,6,2,1,1,0,0,0,,2,0,07/20/20,Wolves,Crystal Palace
153,Ruben Neves,8.0,pt POR,DM,90,5,2,2,3,0,1,6,16.7,5,27,10,37.0,14,12,1,1,0,0,1,3,,2,0,07/20/20,Wolves,Crystal Palace
154,Jonny,19.0,es ESP,WB,90,2,2,1,1,0,0,0,,0,20,11,55.0,7,10,3,3,0,0,3,2,,0,0,07/20/20,Wolves,Crystal Palace
155,Matt Doherty,2.0,ie IRL,WB,90,4,3,2,1,1,2,2,100.0,0,22,7,31.8,14,6,2,4,0,0,4,0,,3,0,07/20/20,Wolves,Crystal Palace
156,Willy Boly,15.0,fr FRA,CB,90,0,0,0,0,0,0,0,,0,6,2,33.3,3,3,0,1,1,0,0,2,,6,1,07/20/20,Wolves,Crystal Palace
157,Conor Coady,16.0,eng ENG,CB,90,0,0,0,0,0,0,0,,0,3,0,0.0,3,0,0,0,0,0,0,0,,2,0,07/20/20,Wolves,Crystal Palace
158,Leander Dendoncker,32.0,be BEL,CB,90,3,2,2,1,0,0,2,0.0,2,16,8,50.0,13,3,0,3,1,0,2,1,,2,1,07/20/20,Wolves,Crystal Palace
159,Rui PatrÃ­cio,11.0,pt POR,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/20/20,Wolves,Crystal Palace
160,Jordan Ayew,9.0,gh GHA,FW,90,1,1,0,0,1,0,0,,0,15,3,20.0,1,7,7,1,1,0,0,0,,1,0,07/20/20,Crystal Palace,Wolves
161,Wilfried Zaha,11.0,ci CIV,FW,90,1,1,0,1,0,0,0,,0,15,4,26.7,0,7,8,0,0,0,0,0,,0,0,07/20/20,Crystal Palace,Wolves
162,Jeffrey Schlupp,15.0,gh GHA,CM,72,0,0,0,0,0,0,0,,0,6,2,33.3,1,4,1,2,0,0,2,1,,1,0,07/20/20,Crystal Palace,Wolves
163,Jairo Riedewald,44.0,nl NED,CM,18,0,0,0,0,0,0,0,,0,4,0,0.0,1,2,1,0,0,0,0,1,,0,0,07/20/20,Crystal Palace,Wolves
164,James McArthur,18.0,sco SCO,CM,90,3,2,2,1,0,2,4,50.0,2,23,10,43.5,10,12,1,4,1,0,3,1,,0,0,07/20/20,Crystal Palace,Wolves
165,James McCarthy,22.0,ie IRL,CM,90,2,0,1,1,0,2,7,28.6,5,18,4,22.2,3,14,1,3,0,0,3,0,,1,1,07/20/20,Crystal Palace,Wolves
166,Andros Townsend,10.0,eng ENG,CM,90,2,1,0,2,0,1,5,20.0,4,20,4,20.0,7,11,2,0,0,0,0,1,,0,0,07/20/20,Crystal Palace,Wolves
167,Tyrick Mitchell,39.0,eng ENG,LB,90,2,1,2,0,0,0,3,0.0,3,16,5,31.3,9,5,2,1,0,0,1,1,,1,0,07/20/20,Crystal Palace,Wolves
168,Mamadou Sakho,12.0,fr FRA,CB,22,0,0,0,0,0,0,0,,0,3,0,0.0,3,0,0,2,0,0,2,1,,2,0,07/20/20,Crystal Palace,Wolves
169,Cheikhou Kouyate,8.0,sn SEN,CB,68,1,1,1,0,0,1,1,100.0,0,4,0,0.0,2,2,0,1,1,0,0,2,,4,0,07/20/20,Crystal Palace,Wolves
170,Scott Dann,6.0,eng ENG,CB,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,2,,5,0,07/20/20,Crystal Palace,Wolves
171,Joel Ward,2.0,eng ENG,RB,90,1,1,1,0,0,0,4,0.0,4,12,2,16.7,6,4,2,2,0,0,2,1,,5,0,07/20/20,Crystal Palace,Wolves
172,Vicente Guaita,31.0,es ESP,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/20/20,Crystal Palace,Wolves
173,Troy Deeney,9.0,eng ENG,FW,66,0,0,0,0,0,0,0,,0,14,7,50.0,4,7,3,2,0,0,2,0,,0,0,07/21/20,Watford,Manchester City
174,Danny Welbeck,10.0,eng ENG,FW,24,0,0,0,0,0,0,0,,0,7,0,0.0,0,5,2,0,0,0,0,0,,0,0,07/21/20,Watford,Manchester City
175,Roberto Pereyra,37.0,ar ARG,LW,86,1,1,1,0,0,1,2,50.0,1,12,3,25.0,5,3,4,0,0,0,0,1,,0,1,07/21/20,Watford,Manchester City
176,Adam Masina,11.0,it ITA,LW,4,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,,0,0,07/21/20,Watford,Manchester City
177,Ismaila Sarr,23.0,sn SEN,RW,90,1,0,1,0,0,0,1,0.0,1,23,4,17.4,10,8,5,3,0,0,3,2,,0,0,07/21/20,Watford,Manchester City
178,Will Hughes,19.0,eng ENG,CM,90,4,4,3,1,0,2,4,50.0,2,29,8,27.6,17,11,1,3,2,0,1,2,,2,0,07/21/20,Watford,Manchester City
179,Abdoulaye Doucoure,16.0,fr FRA,CM,81,1,1,1,0,0,0,1,0.0,1,22,5,22.7,9,8,5,0,0,0,0,1,,2,0,07/21/20,Watford,Manchester City
180,Nathaniel Chalobah,14.0,eng ENG,CM,9,0,0,0,0,0,0,0,,0,4,0,0.0,0,3,1,0,0,0,0,0,,0,0,07/21/20,Watford,Manchester City
181,Tom Cleverley,8.0,eng ENG,DM,90,3,3,1,2,0,0,7,0.0,7,34,7,20.6,17,12,5,4,1,0,3,2,,3,0,07/21/20,Watford,Manchester City
182,Kiko Femenia,21.0,es ESP,LB,90,6,2,6,0,0,4,5,80.0,1,12,2,16.7,8,3,1,3,1,0,2,3,,3,0,07/21/20,Watford,Manchester City
183,Craig Dawson,4.0,eng ENG,CB,90,0,0,0,0,0,0,0,,0,4,0,0.0,2,1,1,1,1,0,0,0,,8,0,07/21/20,Watford,Manchester City
184,Christian Kabasele,27.0,be BEL,CB,90,0,0,0,0,0,0,1,0.0,1,9,2,22.2,6,3,0,5,3,0,2,0,,5,0,07/21/20,Watford,Manchester City
185,Adrian Mariappa,6.0,jm JAM,RB,90,1,1,1,0,0,0,4,0.0,4,10,2,20.0,9,0,1,3,2,0,1,0,,0,0,07/21/20,Watford,Manchester City
186,Ben Foster,26.0,eng ENG,GK,90,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,,0,0,07/21/20,Watford,Manchester City
187,Gabriel Jesus,9.0,br BRA,FW,90,1,0,0,1,0,0,1,0.0,1,6,3,50.0,0,3,3,1,1,0,0,0,,0,0,07/21/20,Manchester City,Watford
188,Raheem Sterling,7.0,eng ENG,"LW,RW",63,1,1,0,0,1,0,0,,0,7,4,57.1,0,3,4,1,0,0,1,1,,0,0,07/21/20,Manchester City,Watford
189,Riyad Mahrez,26.0,dz ALG,RW,27,1,1,0,0,1,0,0,,0,4,1,25.0,0,3,1,0,0,0,0,0,,0,0,07/21/20,Manchester City,Watford
190,Phil Foden,47.0,eng ENG,"LW,RW",90,1,1,0,1,0,0,0,,0,10,6,60.0,1,3,6,0,0,0,0,0,,0,0,07/21/20,Manchester City,Watford
191,Bernardo Silva,20.0,pt POR,CM,90,4,2,1,2,1,3,5,60.0,2,17,4,23.5,3,8,6,0,0,0,0,0,,2,0,07/21/20,Manchester City,Watford
192,Kevin De Bruyne,17.0,be BEL,CM,90,2,2,0,1,1,0,1,0.0,1,17,12,70.6,1,7,9,0,0,0,0,1,,0,0,07/21/20,Manchester City,Watford
193,Rodrigo,16.0,es ESP,DM,90,3,1,0,3,0,2,2,100.0,0,24,10,41.7,5,15,4,1,0,0,1,0,,1,0,07/21/20,Manchester City,Watford
194,Joao Cancelo,27.0,pt POR,"LB,RB",90,5,4,2,1,2,0,1,0.0,1,8,4,50.0,3,1,4,1,0,0,1,1,,2,0,07/21/20,Manchester City,Watford
195,Aymeric Laporte,14.0,fr FRA,CB,73,1,0,0,1,0,0,0,,0,4,2,50.0,0,4,0,0,0,0,0,0,,3,0,07/21/20,Manchester City,Watford
196,John Stones,5.0,eng ENG,CB,17,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,,1,0,07/21/20,Manchester City,Watford
197,Eric Garcia,50.0,es ESP,CB,90,1,1,1,0,0,0,1,0.0,1,10,3,30.0,4,5,1,0,0,0,0,3,,3,0,07/21/20,Manchester City,Watford
198,Kyle Walker,2.0,eng ENG,RB,63,1,0,1,0,0,1,2,50.0,1,6,2,33.3,2,2,2,0,0,0,0,2,,2,0,07/21/20,Manchester City,Watford
199,Oleksandr Zinchenko,11.0,ua UKR,LB,27,0,0,0,0,0,0,0,,0,2,2,100.0,0,1,1,0,0,0,0,0,,1,0,07/21/20,Manchester City,Watford
200,Ederson,31.0,br BRA,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/21/20,Manchester City,Watford
201,Mbwana Samatta,20.0,tz TAN,FW,71,1,1,0,1,0,0,0,,0,9,3,33.3,1,4,4,1,0,0,1,0,,0,0,07/21/20,Aston Villa,Arsenal
202,Keinan Davis,39.0,eng ENG,FW,19,0,0,0,0,0,0,0,,0,3,0,0.0,0,3,0,0,0,0,0,0,,1,0,07/21/20,Aston Villa,Arsenal
203,Jack Grealish,10.0,eng ENG,LW,90,0,0,0,0,0,0,1,0.0,1,7,4,57.1,4,2,1,2,0,0,2,5,,2,0,07/21/20,Aston Villa,Arsenal
204,Trezeguet,17.0,eg EGY,RW,90,6,5,2,1,3,2,3,66.7,1,18,6,33.3,8,6,4,1,0,0,1,0,,0,0,07/21/20,Aston Villa,Arsenal
205,Conor Hourihane,14.0,ie IRL,CM,72,0,0,0,0,0,0,1,0.0,1,7,0,0.0,1,1,5,0,0,0,0,0,,2,0,07/21/20,Aston Villa,Arsenal
206,Marvelous Nakamba,11.0,zw ZIM,CM,18,0,0,0,0,0,0,0,,0,4,2,50.0,2,2,0,0,0,0,0,0,,1,0,07/21/20,Aston Villa,Arsenal
207,John McGinn,7.0,sco SCO,CM,89,1,1,1,0,0,0,1,0.0,1,15,4,26.7,4,7,4,0,0,0,0,1,,0,0,07/21/20,Aston Villa,Arsenal
208,Henri Lansbury,8.0,eng ENG,CM,1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,,0,0,07/21/20,Aston Villa,Arsenal
209,Douglas Luiz,6.0,br BRA,DM,90,2,0,2,0,0,1,3,33.3,2,14,4,28.6,6,8,0,3,0,0,3,2,,3,1,07/21/20,Aston Villa,Arsenal
210,Matt Targett,18.0,eng ENG,LB,90,3,0,3,0,0,0,0,,0,8,2,25.0,4,4,0,4,0,0,4,0,,2,0,07/21/20,Aston Villa,Arsenal
211,Tyrone Mings,40.0,eng ENG,CB,90,2,2,1,1,0,0,0,,0,5,3,60.0,2,2,1,1,1,0,0,0,,9,1,07/21/20,Aston Villa,Arsenal
212,Ezri Konsa Ngoyo,15.0,eng ENG,CB,90,1,0,1,0,0,0,0,,0,2,1,50.0,1,1,0,3,2,0,1,0,,7,0,07/21/20,Aston Villa,Arsenal
213,Ahmed El Mohamady,27.0,eg EGY,RB,24,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,,0,0,07/21/20,Aston Villa,Arsenal
214,Frederic Guilbert,24.0,fr FRA,RB,66,4,0,2,0,2,1,2,50.0,1,9,2,22.2,6,2,1,2,0,0,2,3,,1,0,07/21/20,Aston Villa,Arsenal
215,Pepe Reina,29.0,es ESP,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/21/20,Aston Villa,Arsenal
216,Alexandre Lacazette,9.0,fr FRA,FW,90,1,0,0,1,0,0,0,,0,7,2,28.6,1,4,2,0,0,0,0,0,,2,0,07/21/20,Arsenal,Aston Villa
217,Pierre-Emerick Aubameyang,14.0,ga GAB,LW,90,2,1,1,1,0,0,2,0.0,2,12,4,33.3,5,5,2,0,0,0,0,0,,0,0,07/21/20,Arsenal,Aston Villa
218,Eddie Nketiah,30.0,eng ENG,RW,90,0,0,0,0,0,0,0,,0,7,2,28.6,0,1,6,0,0,0,0,0,,0,0,07/21/20,Arsenal,Aston Villa
219,Lucas Torreira,11.0,uy URU,DM,45,0,0,0,0,0,0,0,,0,5,0,0.0,1,4,0,0,0,0,0,0,,1,0,07/21/20,Arsenal,Aston Villa
220,Granit Xhaka,34.0,ch SUI,DM,45,0,0,0,0,0,0,0,,0,2,0,0.0,0,2,0,1,0,0,1,0,,1,0,07/21/20,Arsenal,Aston Villa
221,Dani Ceballos,8.0,es ESP,DM,90,2,2,2,0,0,0,3,0.0,3,13,4,30.8,5,7,1,1,0,0,1,1,,3,0,07/21/20,Arsenal,Aston Villa
222,Bukayo Saka,77.0,eng ENG,WB,59,0,0,0,0,0,0,0,,0,5,1,20.0,2,3,0,3,0,0,3,2,,1,0,07/21/20,Arsenal,Aston Villa
223,Kieran Tierney,3.0,sco SCO,WB,31,1,0,1,0,0,0,0,,0,2,1,50.0,1,1,0,0,0,0,0,0,,2,0,07/21/20,Arsenal,Aston Villa
224,Cedric Soares,17.0,pt POR,"WB,CB",78,0,0,0,0,0,0,0,,0,11,3,27.3,3,7,1,3,0,0,3,0,,0,0,07/21/20,Arsenal,Aston Villa
225,Joseph Willock,28.0,eng ENG,CB,12,0,0,0,0,0,0,0,,0,2,0,0.0,1,1,0,1,0,0,1,0,,0,0,07/21/20,Arsenal,Aston Villa
226,Sead Kolasinac,31.0,ba BIH,CB,90,1,1,1,0,0,0,0,,0,4,3,75.0,2,1,1,2,0,0,2,1,,8,0,07/21/20,Arsenal,Aston Villa
227,David Luiz,23.0,br BRA,CB,59,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,,4,0,07/21/20,Arsenal,Aston Villa
228,Nicolas Pepe,19.0,ci CIV,"WB,CB",31,0,0,0,0,0,0,0,,0,2,0,0.0,1,1,0,0,0,0,0,0,,0,0,07/21/20,Arsenal,Aston Villa
229,Rob Holding,16.0,eng ENG,CB,90,0,0,0,0,0,0,0,,0,3,1,33.3,1,1,1,1,1,0,0,0,,6,0,07/21/20,Arsenal,Aston Villa
230,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/21/20,Arsenal,Aston Villa
231,Anthony Martial,9.0,fr FRA,FW,90,0,0,0,0,0,0,0,,0,12,4,33.3,1,1,10,3,0,0,3,0,,0,0,07/22/20,Manchester Utd,West Ham
232,Marcus Rashford,10.0,eng ENG,LW,84,0,0,0,0,0,0,1,0.0,1,14,3,21.4,1,6,7,1,0,0,1,0,,0,0,07/22/20,Manchester Utd,West Ham
233,Odion Ighalo,25.0,ng NGA,LW,6,1,1,0,1,0,0,0,,0,3,2,66.7,0,1,2,1,0,0,1,0,,0,0,07/22/20,Manchester Utd,West Ham
234,Mason Greenwood,26.0,eng ENG,RW,90,0,0,0,0,0,0,2,0.0,2,11,5,45.5,2,3,6,2,0,0,2,0,,0,0,07/22/20,Manchester Utd,West Ham
235,Bruno Fernandes,18.0,pt POR,AM,90,0,0,0,0,0,0,0,,0,13,7,53.8,5,4,4,1,0,0,1,0,,1,0,07/22/20,Manchester Utd,West Ham
236,Nemanja Matic,31.0,rs SRB,CM,90,3,0,1,2,0,0,1,0.0,1,19,5,26.3,8,8,3,4,2,0,2,2,,0,0,07/22/20,Manchester Utd,West Ham
237,Paul Pogba,6.0,fr FRA,CM,90,0,0,0,0,0,0,0,,0,12,5,41.7,2,7,3,6,1,0,5,1,,0,0,07/22/20,Manchester Utd,West Ham
238,Brandon Williams,53.0,eng ENG,LB,90,2,2,1,1,0,1,4,25.0,3,17,4,23.5,8,7,2,5,1,0,4,0,,1,0,07/22/20,Manchester Utd,West Ham
239,Harry Maguire,5.0,eng ENG,CB,90,1,0,1,0,0,0,0,,0,2,1,50.0,2,0,0,1,0,0,1,3,,4,0,07/22/20,Manchester Utd,West Ham
240,Victor Lindelof,2.0,se SWE,CB,90,1,0,1,0,0,0,1,0.0,1,7,1,14.3,6,1,0,2,1,0,1,1,,1,0,07/22/20,Manchester Utd,West Ham
241,Timothy Fosu-Mensah,24.0,nl NED,RB,45,0,0,0,0,0,0,0,,0,6,1,16.7,3,3,0,0,0,0,0,1,,0,0,07/22/20,Manchester Utd,West Ham
242,Aaron Wan-Bissaka,29.0,eng ENG,RB,45,3,2,0,3,0,0,1,0.0,1,14,5,35.7,4,7,3,1,0,0,1,4,,1,0,07/22/20,Manchester Utd,West Ham
243,David de Gea,1.0,es ESP,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/22/20,Manchester Utd,West Ham
244,Michail Antonio,30.0,eng ENG,FW,77,1,1,1,0,0,0,2,0.0,2,9,5,55.6,3,2,4,0,0,0,0,0,,0,0,07/22/20,West Ham,Manchester Utd
245,Sebastien Haller,22.0,fr FRA,FW,13,2,1,1,1,0,0,0,,0,2,1,50.0,0,2,0,0,0,0,0,0,,1,0,07/22/20,West Ham,Manchester Utd
246,Pablo Fornals,18.0,es ESP,LW,90,0,0,0,0,0,0,2,0.0,2,15,7,46.7,6,5,4,1,0,0,1,3,,0,0,07/22/20,West Ham,Manchester Utd
247,Jarrod Bowen,17.0,eng ENG,RW,89,1,1,1,0,0,0,2,0.0,2,13,4,30.8,6,4,3,0,0,0,0,0,,1,0,07/22/20,West Ham,Manchester Utd
248,Andriy Yarmolenko,7.0,ua UKR,RW,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/22/20,West Ham,Manchester Utd
249,Mark Noble,16.0,eng ENG,AM,90,0,0,0,0,0,0,1,0.0,1,8,2,25.0,2,5,1,1,0,0,1,0,,0,0,07/22/20,West Ham,Manchester Utd
250,Tomas Soucek,28.0,cz CZE,CM,90,4,2,3,1,0,0,0,,0,9,5,55.6,5,3,1,1,0,0,1,2,,2,0,07/22/20,West Ham,Manchester Utd
251,Declan Rice,41.0,eng ENG,CM,90,4,1,3,1,0,0,1,0.0,1,26,6,23.1,15,11,0,3,0,0,3,4,,1,0,07/22/20,West Ham,Manchester Utd
252,Aaron Cresswell,3.0,eng ENG,LB,74,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,,0,0,07/22/20,West Ham,Manchester Utd
253,Arthur Masuaku,26.0,cd COD,LB,16,2,0,1,1,0,1,2,50.0,1,8,2,25.0,6,2,0,1,0,0,1,0,,0,0,07/22/20,West Ham,Manchester Utd
254,Angelo Ogbonna,21.0,it ITA,CB,90,3,2,1,1,1,1,1,100.0,0,7,4,57.1,3,3,1,3,2,0,1,0,,6,0,07/22/20,West Ham,Manchester Utd
255,Issa Diop,23.0,fr FRA,CB,90,0,0,0,0,0,0,0,,0,5,1,20.0,4,1,0,2,0,0,2,6,,2,0,07/22/20,West Ham,Manchester Utd
256,Ben Johnson,53.0,eng ENG,RB,90,4,2,2,2,0,2,4,50.0,2,14,2,14.3,9,4,1,2,0,0,2,1,,4,0,07/22/20,West Ham,Manchester Utd
257,Åukasz FabiaÅski,1.0,pl POL,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/22/20,West Ham,Manchester Utd
258,Roberto Firmino,9.0,br BRA,FW,86,1,1,0,0,1,0,0,,0,10,3,30.0,1,4,5,0,0,0,0,0,,0,0,07/22/20,Liverpool,Chelsea
259,Takumi Minamino,18.0,jp JPN,FW,4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/22/20,Liverpool,Chelsea
260,Sadio Mane,10.0,sn SEN,LW,86,2,2,0,2,0,0,1,0.0,1,12,6,50.0,1,3,8,1,0,0,1,0,,0,0,07/22/20,Liverpool,Chelsea
261,Divock Origi,27.0,be BEL,LW,4,0,0,0,0,0,0,0,,0,2,1,50.0,0,0,2,0,0,0,0,0,,0,0,07/22/20,Liverpool,Chelsea
262,Mohamed Salah,11.0,eg EGY,RW,78,2,1,0,1,1,0,0,,0,16,4,25.0,0,7,9,0,0,0,0,1,,0,0,07/22/20,Liverpool,Chelsea
263,Alex Oxlade-Chamberlain,15.0,eng ENG,RW,12,1,0,0,0,1,0,0,,0,5,0,0.0,2,2,1,0,0,0,0,0,,0,0,07/22/20,Liverpool,Chelsea
264,Georginio Wijnaldum,5.0,nl NED,CM,65,3,1,0,2,1,0,1,0.0,1,14,6,42.9,2,9,3,0,0,0,0,0,,0,0,07/22/20,Liverpool,Chelsea
265,James Milner,7.0,eng ENG,CM,25,1,0,0,1,0,0,1,0.0,1,7,0,0.0,3,4,0,0,0,0,0,0,,1,0,07/22/20,Liverpool,Chelsea
266,Naby Keita,8.0,gn GUI,CM,65,2,2,1,1,0,1,4,25.0,3,16,8,50.0,4,9,3,2,0,0,2,1,,0,0,07/22/20,Liverpool,Chelsea
267,Curtis Jones,48.0,eng ENG,CM,25,0,0,0,0,0,0,0,,0,3,0,0.0,1,0,2,0,0,0,0,0,,0,0,07/22/20,Liverpool,Chelsea
268,Fabinho,3.0,br BRA,DM,90,4,2,2,2,0,3,3,100.0,0,15,5,33.3,5,8,2,0,0,0,0,2,,0,0,07/22/20,Liverpool,Chelsea
269,Andrew Robertson,26.0,sco SCO,LB,90,0,0,0,0,0,0,0,,0,5,3,60.0,2,1,2,3,0,0,3,1,,2,0,07/22/20,Liverpool,Chelsea
270,Virgil van Dijk,4.0,nl NED,CB,90,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,1,0,0,1,0,,3,0,07/22/20,Liverpool,Chelsea
271,Joseph Gomez,12.0,eng ENG,CB,90,1,1,1,0,0,1,2,50.0,1,7,2,28.6,3,4,0,1,0,0,1,1,,4,0,07/22/20,Liverpool,Chelsea
272,Trent Alexander-Arnold,66.0,eng ENG,RB,90,1,1,1,0,0,0,2,0.0,2,10,5,50.0,6,2,2,2,0,0,2,2,,4,0,07/22/20,Liverpool,Chelsea
273,Alisson,1.0,br BRA,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/22/20,Liverpool,Chelsea
274,Olivier Giroud,18.0,fr FRA,FW,58,0,0,0,0,0,0,1,0.0,1,16,3,18.8,0,6,10,2,0,0,2,0,,1,0,07/22/20,Chelsea,Liverpool
275,Tammy Abraham,9.0,eng ENG,FW,32,0,0,0,0,0,0,0,,0,4,2,50.0,0,0,4,0,0,0,0,0,,0,0,07/22/20,Chelsea,Liverpool
276,Mason Mount,19.0,eng ENG,LW,58,0,0,0,0,0,0,1,0.0,1,25,5,20.0,5,11,9,1,0,0,1,0,,0,0,07/22/20,Chelsea,Liverpool
277,Callum Hudson-Odoi,20.0,eng ENG,"RW,LW",32,0,0,0,0,0,0,0,,0,2,1,50.0,0,2,0,1,0,0,1,0,,0,0,07/22/20,Chelsea,Liverpool
278,Willian,10.0,br BRA,RW,58,1,1,1,0,0,0,1,0.0,1,20,1,5.0,1,9,10,0,0,0,0,0,,0,0,07/22/20,Chelsea,Liverpool
279,Christian Pulisic,22.0,us USA,"LW,RW",32,0,0,0,0,0,0,2,0.0,2,8,3,37.5,0,3,5,1,0,0,1,1,,0,0,07/22/20,Chelsea,Liverpool
280,Mateo Kovacic,17.0,hr CRO,DM,90,3,0,0,2,1,0,4,0.0,4,33,9,27.3,6,17,10,0,0,0,0,0,,1,0,07/22/20,Chelsea,Liverpool
281,Jorginho,5.0,it ITA,DM,90,3,0,1,2,0,2,4,50.0,2,32,6,18.8,9,17,6,2,0,0,2,1,,1,0,07/22/20,Chelsea,Liverpool
282,Marcos Alonso,3.0,es ESP,WB,87,0,0,0,0,0,0,0,,0,7,1,14.3,4,3,0,0,0,0,0,0,,4,0,07/22/20,Chelsea,Liverpool
283,Emerson,33.0,it ITA,WB,3,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,1,1,0,0,1,0,,0,0,07/22/20,Chelsea,Liverpool
284,Reece James,24.0,eng ENG,WB,90,2,2,2,0,0,0,4,0.0,4,28,9,32.1,12,14,2,4,0,0,4,0,,3,0,07/22/20,Chelsea,Liverpool
285,Antonio Rudiger,2.0,de GER,CB,90,2,0,1,0,1,0,1,0.0,1,9,2,22.2,4,4,1,1,0,0,1,1,,8,0,07/22/20,Chelsea,Liverpool
286,Kurt Zouma,15.0,fr FRA,CB,90,1,1,1,0,0,0,0,,0,8,3,37.5,5,3,0,1,1,0,0,4,,12,0,07/22/20,Chelsea,Liverpool
287,Cesar Azpilicueta,28.0,es ESP,CB,90,1,0,1,0,0,0,1,0.0,1,17,5,29.4,11,5,1,0,0,0,0,0,,2,0,07/22/20,Chelsea,Liverpool
288,Kepa Arrizabalaga,1.0,es ESP,GK,90,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,,0,0,07/22/20,Chelsea,Liverpool
289,Danny Ings,9.0,eng ENG,FW,90,1,1,0,1,0,0,2,0.0,2,14,7,50.0,1,3,10,0,0,0,0,0,,0,0,07/26/20,Southampton,Sheffield Utd
290,Che Adams,10.0,eng ENG,FW,84,1,1,0,1,0,0,0,,0,5,2,40.0,0,2,3,0,0,0,0,0,,0,0,07/26/20,Southampton,Sheffield Utd
291,Shane Long,7.0,ie IRL,FW,6,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,07/26/20,Southampton,Sheffield Utd
292,Nathan Redmond,22.0,eng ENG,CM,90,1,1,0,1,0,0,0,,0,9,5,55.6,4,1,4,1,0,0,1,1,,0,0,07/26/20,Southampton,Sheffield Utd
293,Stuart Armstrong,17.0,sco SCO,CM,29,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,1,0,0,1,0,,0,0,07/26/20,Southampton,Sheffield Utd
294,William Smallbone,27.0,ie IRL,CM,61,4,4,1,3,0,1,1,100.0,0,12,5,41.7,4,3,5,1,0,0,1,0,,0,0,07/26/20,Southampton,Sheffield Utd
295,Oriol Romeu,14.0,es ESP,DM,89,2,2,1,0,1,1,2,50.0,1,7,2,28.6,4,1,2,3,0,0,3,0,,2,0,07/26/20,Southampton,Sheffield Utd
296,Michael Obafemi,20.0,ie IRL,DM,1,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,,0,0,07/26/20,Southampton,Sheffield Utd
