,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Date,Team,Opponent
5852,Xherdan Shaqiri,23.0,ch SUI,RW,27-094,71,0,0,0,0,3,0,1,1,0,0,0,0,3,0,0,,01/12/19,Liverpool,Brighton
5853,James Milner,7.0,eng ENG,CM,33-008,19,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,100.0,01/12/19,Liverpool,Brighton
5854,Jordan Henderson,14.0,eng ENG,DM,28-209,90,0,0,0,1,0,0,1,1,2,0,0,0,14,1,1,50.0,01/12/19,Liverpool,Brighton
5855,Georginio Wijnaldum,5.0,nl NED,"DM,CM",28-062,90,0,0,0,0,0,0,0,1,1,0,0,0,10,1,1,50.0,01/12/19,Liverpool,Brighton
5856,Andrew Robertson,26.0,sco SCO,LB,24-307,90,0,0,0,0,2,0,3,1,2,0,0,0,8,0,0,,01/12/19,Liverpool,Brighton
5857,Virgil van Dijk,4.0,nl NED,CB,27-188,90,0,0,0,0,0,0,0,0,0,0,0,0,14,7,1,87.5,01/12/19,Liverpool,Brighton
5858,Fabinho,3.0,br BRA,CB,25-081,90,0,0,0,1,2,0,0,0,0,0,0,0,8,1,3,25.0,01/12/19,Liverpool,Brighton
5859,Trent Alexander-Arnold,66.0,eng ENG,RB,20-097,90,0,0,0,0,0,0,3,0,1,0,0,0,8,1,2,33.3,01/12/19,Liverpool,Brighton
5860,Alisson,13.0,br BRA,GK,26-102,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,01/12/19,Liverpool,Brighton
5861,Ashley Barnes,10.0,eng ENG,FW,29-074,90,0,0,0,0,3,0,0,0,1,0,0,0,6,4,5,44.4,01/12/19,Burnley,Fulham
5862,Chris Wood,11.0,nz NZL,FW,27-036,86,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,58.3,01/12/19,Burnley,Fulham
5863,Sam Vokes,9.0,wal WAL,FW,29-083,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,01/12/19,Burnley,Fulham
5864,Dwight McNeil,31.0,eng ENG,LW,19-051,90,0,0,0,0,0,0,7,1,1,0,0,0,6,0,3,0.0,01/12/19,Burnley,Fulham
5865,Jeff Hendrick,13.0,ie IRL,RW,26-346,90,0,0,0,0,1,0,1,2,3,0,0,0,17,0,1,0.0,01/12/19,Burnley,Fulham
5866,Jack Cork,4.0,eng ENG,CM,29-201,90,0,0,0,0,1,0,0,1,1,0,0,0,16,0,5,0.0,01/12/19,Burnley,Fulham
5867,Ashley Westwood,18.0,eng ENG,CM,28-286,90,0,0,0,1,1,0,0,0,3,0,0,0,19,0,0,,01/12/19,Burnley,Fulham
5868,Charlie Taylor,3.0,eng ENG,LB,25-116,90,0,0,0,0,0,0,0,0,2,0,0,0,12,0,3,0.0,01/12/19,Burnley,Fulham
5869,Ben Mee,6.0,eng ENG,CB,29-111,90,0,0,0,2,0,0,0,0,1,0,0,0,19,4,1,80.0,01/12/19,Burnley,Fulham
5870,James Tarkowski,5.0,eng ENG,CB,26-054,90,1,0,0,1,1,1,0,0,3,0,0,0,17,3,2,60.0,01/12/19,Burnley,Fulham
5871,Phil Bardsley,26.0,sco SCO,RB,33-198,90,0,0,0,1,1,0,0,1,2,0,0,0,11,0,1,0.0,01/12/19,Burnley,Fulham
5872,Tom Heaton,1.0,eng ENG,GK,32-272,90,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,01/12/19,Burnley,Fulham
5873,Aleksandar MitroviÄ,9.0,rs SRB,FW,24-118,90,0,0,0,1,3,0,0,0,0,0,0,0,5,7,4,63.6,01/12/19,Fulham,Burnley
5874,Ryan Sessegnon,3.0,eng ENG,LW,18-239,45,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,,01/12/19,Fulham,Burnley
5875,Luciano Vietto,19.0,ar ARG,LW,25-038,45,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,,01/12/19,Fulham,Burnley
5876,AndrÃ© SchÃ¼rrle,14.0,de GER,RW,28-067,76,0,0,0,0,0,0,5,1,2,0,0,0,4,1,2,33.3,01/12/19,Fulham,Burnley
5877,Neeskens Kebano,7.0,cd COD,RW,26-308,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,01/12/19,Fulham,Burnley
5878,Jean Seri,24.0,ci CIV,CM,27-177,90,0,0,0,1,0,0,0,2,1,0,0,0,12,1,0,100.0,01/12/19,Fulham,Burnley
5879,Calum Chambers,5.0,eng ENG,CM,23-357,90,1,0,0,2,0,0,2,0,1,0,0,0,17,3,1,75.0,01/12/19,Fulham,Burnley
5880,Joe Bryan,23.0,eng ENG,WB,25-117,60,0,0,0,0,0,0,4,1,1,0,0,0,6,2,0,100.0,01/12/19,Fulham,Burnley
5881,Tom Cairney,10.0,sco SCO,AM,27-357,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,01/12/19,Fulham,Burnley
5882,Cyrus Christie,22.0,ie IRL,"WB,RB",26-104,90,1,0,0,1,0,0,4,0,0,0,0,0,18,3,2,60.0,01/12/19,Fulham,Burnley
5883,Tim Ream,13.0,us USA,CB,31-099,90,0,0,0,1,0,0,0,0,0,0,0,0,13,4,6,40.0,01/12/19,Fulham,Burnley
5884,Maxime Le Marchand,20.0,fr FRA,"CB,LB",29-093,90,0,0,0,3,0,0,3,1,1,0,0,0,15,1,2,33.3,01/12/19,Fulham,Burnley
5885,Denis Odoi,4.0,be BEL,CB,30-230,90,0,0,0,0,0,0,0,0,1,0,0,1,23,4,2,66.7,01/12/19,Fulham,Burnley
5886,Sergio Rico,25.0,es ESP,GK,25-133,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,01/12/19,Fulham,Burnley
5887,Jamie Vardy,9.0,eng ENG,FW,32-001,90,0,0,0,1,0,3,0,0,0,0,0,0,1,1,5,16.7,01/12/19,Leicester City,Southampton
5888,James Maddison,10.0,eng ENG,"LW,AM,CM",22-050,90,1,0,0,1,2,0,3,0,0,0,0,0,9,0,1,0.0,01/12/19,Leicester City,Southampton
5889,Marc Albrighton,11.0,eng ENG,RW,29-055,45,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0.0,01/12/19,Leicester City,Southampton
5890,Demarai Gray,7.0,eng ENG,"RW,LW",22-198,45,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0.0,01/12/19,Leicester City,Southampton
5891,Wilfred Ndidi,25.0,ng NGA,CM,22-027,90,0,0,0,0,1,1,1,0,1,0,0,0,10,3,5,37.5,01/12/19,Leicester City,Southampton
5892,Hamza Choudhury,38.0,eng ENG,CM,21-103,75,0,0,0,1,0,0,0,3,1,0,0,0,14,0,2,0.0,01/12/19,Leicester City,Southampton
5893,Rachid Ghezzal,31.0,dz ALG,RW,26-248,15,0,0,0,0,0,0,2,0,0,0,0,0,3,1,1,50.0,01/12/19,Leicester City,Southampton
5894,Nampalys Mendy,24.0,fr FRA,DM,26-203,45,0,0,0,1,1,0,0,0,2,0,1,0,6,0,2,0.0,01/12/19,Leicester City,Southampton
5895,Harvey Barnes,19.0,eng ENG,"LW,AM",21-034,45,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,,01/12/19,Leicester City,Southampton
5896,Ben Chilwell,3.0,eng ENG,LB,22-022,90,1,0,0,1,2,0,6,0,1,0,0,0,15,2,1,66.7,01/12/19,Leicester City,Southampton
5897,Harry Maguire,15.0,eng ENG,CB,25-313,90,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,100.0,01/12/19,Leicester City,Southampton
5898,Wes Morgan,5.0,jm JAM,CB,34-356,90,0,0,0,0,0,0,0,0,1,0,0,0,25,5,4,55.6,01/12/19,Leicester City,Southampton
5899,Ricardo Pereira,14.0,pt POR,RB,25-098,90,0,0,0,1,0,0,8,0,0,0,0,0,23,4,1,80.0,01/12/19,Leicester City,Southampton
5900,Kasper Schmeichel,1.0,dk DEN,GK,32-068,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,01/12/19,Leicester City,Southampton
5901,Shane Long,7.0,ie IRL,FW,31-355,75,0,0,0,2,2,2,0,0,0,1,0,0,8,4,7,36.4,01/12/19,Southampton,Leicester City
5902,Callum Slattery,55.0,eng ENG,"CM,FW",19-338,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,01/12/19,Southampton,Leicester City
5903,Stuart Armstrong,17.0,sco SCO,AM,26-288,56,0,0,0,1,0,0,0,1,0,0,0,0,6,2,1,66.7,01/12/19,Southampton,Leicester City
5904,CÃ©dric Soares,2.0,pt POR,WB,27-134,34,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,01/12/19,Southampton,Leicester City
5905,Nathan Redmond,22.0,eng ENG,"AM,FW",24-312,89,0,0,0,0,2,1,1,1,1,0,0,0,4,0,3,0.0,01/12/19,Southampton,Leicester City
5906,Sam Gallagher,15.0,eng ENG,FW,23-119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,01/12/19,Southampton,Leicester City
5907,Matt Targett,33.0,eng ENG,"LM,WB",23-116,90,0,0,0,1,0,0,1,4,0,0,0,0,12,1,1,50.0,01/12/19,Southampton,Leicester City
5908,Yan Valery,43.0,fr FRA,"DM,RM",19-324,44,1,1,1,3,1,0,1,1,1,0,0,0,5,1,2,33.3,01/12/19,Southampton,Leicester City
5909,James Ward-Prowse,16.0,eng ENG,"DM,AM,CM,WB",24-072,90,0,0,0,1,1,1,0,0,1,0,0,0,8,3,1,75.0,01/12/19,Southampton,Leicester City
5910,Oriol Romeu,14.0,es ESP,"DM,CM",27-110,90,0,0,0,0,0,0,0,0,3,0,0,0,26,1,0,100.0,01/12/19,Southampton,Leicester City
5911,Jannik Vestergaard,4.0,dk DEN,CB,26-162,90,0,0,0,0,1,0,0,0,3,0,0,0,10,2,0,100.0,01/12/19,Southampton,Leicester City
5912,Jack Stephens,5.0,eng ENG,CB,24-350,90,1,0,0,1,0,0,0,0,0,0,0,0,7,3,1,75.0,01/12/19,Southampton,Leicester City
5913,Jan Bednarek,35.0,pl POL,CB,22-275,90,0,0,0,1,0,0,0,0,1,0,0,0,8,7,3,70.0,01/12/19,Southampton,Leicester City
5914,Alex McCarthy,1.0,eng ENG,GK,29-040,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,01/12/19,Southampton,Leicester City
5915,Callum Paterson,13.0,sco SCO,FW,24-091,90,0,0,0,1,2,1,1,1,0,0,0,0,4,5,13,27.8,01/12/19,Cardiff City,Huddersfield
5916,Junior Hoilett,33.0,ca CAN,LW,28-221,90,1,0,0,3,3,0,4,1,1,0,0,0,6,1,5,16.7,01/12/19,Cardiff City,Huddersfield
5917,Nathaniel Mendez-Laing,19.0,eng ENG,RW,26-272,72,0,0,0,1,1,0,1,0,1,0,0,0,6,4,2,66.7,01/12/19,Cardiff City,Huddersfield
5918,Rhys Healey,32.0,wal WAL,RW,24-037,18,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,100.0,01/12/19,Cardiff City,Huddersfield
5919,Harry Arter,7.0,ie IRL,CM,29-015,90,1,0,0,0,1,0,0,1,2,0,0,0,14,1,2,33.3,01/12/19,Cardiff City,Huddersfield
5920,VÃ­ctor Camarasa,21.0,es ESP,CM,24-229,63,0,0,0,1,1,0,0,0,0,0,0,0,4,1,2,33.3,01/12/19,Cardiff City,Huddersfield
5921,Joe Ralls,8.0,eng ENG,CM,25-091,27,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,50.0,01/12/19,Cardiff City,Huddersfield
5922,Aron Gunnarsson,17.0,is ISL,DM,29-265,90,0,0,0,1,1,0,0,2,0,0,0,0,15,4,6,40.0,01/12/19,Cardiff City,Huddersfield
5923,Joe Bennett,3.0,eng ENG,LB,28-290,90,1,0,0,1,1,0,0,1,1,0,0,0,8,1,0,100.0,01/12/19,Cardiff City,Huddersfield
5924,Sol Bamba,22.0,ci CIV,CB,33-364,90,0,0,0,0,1,1,0,4,0,0,0,0,14,1,3,25.0,01/12/19,Cardiff City,Huddersfield
5925,Sean Morrison,4.0,eng ENG,CB,28-004,90,0,0,0,1,1,1,0,2,2,0,0,0,16,10,5,66.7,01/12/19,Cardiff City,Huddersfield
5926,Bruno Ecuele Manga,5.0,ga GAB,RB,30-180,90,0,0,0,1,0,0,0,1,0,0,0,0,10,0,4,0.0,01/12/19,Cardiff City,Huddersfield
5927,Neil Etheridge,1.0,ph PHI,GK,28-339,90,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,,01/12/19,Cardiff City,Huddersfield
5928,Steve MouniÃ©,24.0,bj BEN,FW,24-105,86,0,0,0,1,0,0,1,0,1,0,0,0,7,12,9,57.1,01/12/19,Huddersfield,Cardiff City
5929,Laurent Depoitre,20.0,be BEL,FW,30-036,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,01/12/19,Huddersfield,Cardiff City
5930,Alex Pritchard,21.0,eng ENG,LW,25-254,72,0,0,0,1,3,0,3,1,0,0,0,0,12,1,1,50.0,01/12/19,Huddersfield,Cardiff City
5931,Isaac Mbenza,18.0,be BEL,LW,22-310,18,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,01/12/19,Huddersfield,Cardiff City
5932,Elias Kachunga,9.0,cd COD,RW,26-265,90,0,0,0,2,2,1,0,0,1,0,0,0,11,2,3,40.0,01/12/19,Huddersfield,Cardiff City
5933,Philip Billing,8.0,dk DEN,CM,22-215,90,0,0,0,1,1,0,1,0,1,0,0,0,19,14,2,87.5,01/12/19,Huddersfield,Cardiff City
5934,Jonathan Hogg,6.0,eng ENG,CM,30-037,90,0,0,0,1,4,0,0,1,3,0,0,0,13,1,2,33.3,01/12/19,Huddersfield,Cardiff City
5935,Jason Puncheon,42.0,eng ENG,CM,32-200,90,0,0,0,1,0,1,2,0,0,0,0,0,22,2,4,33.3,01/12/19,Huddersfield,Cardiff City
5936,Erik Durm,37.0,de GER,LB,26-245,90,0,0,0,2,0,0,1,0,0,0,0,0,11,1,2,33.3,01/12/19,Huddersfield,Cardiff City
5937,Christopher Schindler,26.0,de GER,CB,28-258,90,1,0,0,1,0,0,0,1,2,0,0,0,8,3,3,50.0,01/12/19,Huddersfield,Cardiff City
5938,Mathias JÃ¸rgensen,25.0,dk DEN,CB,28-264,90,0,0,0,3,0,0,0,1,0,0,0,0,10,5,3,62.5,01/12/19,Huddersfield,Cardiff City
5939,Florent Hadergjonaj,33.0,xk KVX,RB,24-165,90,0,0,0,2,2,1,2,0,0,0,0,0,7,1,0,100.0,01/12/19,Huddersfield,Cardiff City
5940,Jonas LÃ¶ssl,1.0,dk DEN,GK,29-345,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,01/12/19,Huddersfield,Cardiff City
5941,Jordan Ayew,14.0,gh GHA,FW,27-123,82,0,0,0,1,1,1,0,0,4,0,0,0,2,2,11,15.4,01/12/19,Crystal Palace,Watford
5942,Jeffrey Schlupp,15.0,gh GHA,FW,26-020,8,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,100.0,01/12/19,Crystal Palace,Watford
5943,Wilfried Zaha,11.0,ci CIV,LW,26-063,90,0,0,0,0,3,0,1,0,1,0,0,0,8,0,0,,01/12/19,Crystal Palace,Watford
5944,Andros Townsend,10.0,eng ENG,RW,27-180,90,0,0,0,0,3,1,7,1,3,0,0,0,9,0,0,,01/12/19,Crystal Palace,Watford
5945,James McArthur,18.0,sco SCO,CM,31-097,77,0,0,0,1,0,0,1,0,3,0,0,0,6,1,0,100.0,01/12/19,Crystal Palace,Watford
5946,Christian Benteke,17.0,be BEL,FW,28-040,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,71.4,01/12/19,Crystal Palace,Watford
5947,Cheikhou KouyatÃ©,8.0,sn SEN,CM,29-022,90,0,0,0,4,1,0,0,0,0,0,0,0,8,2,4,33.3,01/12/19,Crystal Palace,Watford
5948,Luka MilivojeviÄ,4.0,rs SRB,"DM,CM",27-280,90,1,0,0,2,2,0,2,3,3,0,0,0,15,3,0,100.0,01/12/19,Crystal Palace,Watford
5949,Patrick van Aanholt,3.0,nl NED,LB,28-136,90,0,0,0,0,0,1,3,2,2,0,0,0,13,0,0,,01/12/19,Crystal Palace,Watford
5950,Mamadou Sakho,12.0,fr FRA,CB,28-333,90,0,0,0,0,0,0,0,0,1,0,0,0,7,1,4,20.0,01/12/19,Crystal Palace,Watford
5951,James Tomkins,5.0,eng ENG,CB,29-289,90,0,0,0,1,0,0,0,0,1,0,0,0,10,3,5,37.5,01/12/19,Crystal Palace,Watford
5952,Aaron Wan-Bissaka,29.0,eng ENG,RB,21-047,90,0,0,0,2,1,0,2,2,3,0,0,0,11,1,2,33.3,01/12/19,Crystal Palace,Watford
5953,Vicente Guaita,31.0,es ESP,GK,32-002,44,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,01/12/19,Crystal Palace,Watford
5954,Wayne Hennessey,13.0,wal WAL,GK,31-353,46,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,01/12/19,Crystal Palace,Watford
5955,Troy Deeney,9.0,eng ENG,FW,30-197,90,0,0,0,1,2,1,0,1,0,0,0,0,7,11,3,78.6,01/12/19,Watford,Crystal Palace
5956,Gerard Deulofeu,7.0,es ESP,FW,24-305,90,0,0,0,0,1,1,4,1,1,0,0,0,8,0,1,0.0,01/12/19,Watford,Crystal Palace
5957,Roberto Pereyra,37.0,ar ARG,"LW,RW",28-005,89,1,0,0,1,3,0,0,3,3,0,0,0,8,0,0,,01/12/19,Watford,Crystal Palace
5958,Adam Masina,11.0,it ITA,RW,25-010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,01/12/19,Watford,Crystal Palace
5959,Will Hughes,19.0,eng ENG,RW,23-270,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,01/12/19,Watford,Crystal Palace
5960,Ken Sema,12.0,se SWE,RW,25-104,49,1,0,0,2,0,0,0,0,0,0,0,0,6,1,1,50.0,01/12/19,Watford,Crystal Palace
5961,Tom Cleverley,8.0,eng ENG,LW,29-153,23,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0.0,01/12/19,Watford,Crystal Palace
5962,Ãtienne Capoue,29.0,fr FRA,CM,30-185,90,0,0,0,2,3,0,0,1,0,0,0,0,15,5,1,83.3,01/12/19,Watford,Crystal Palace
5963,Abdoulaye DoucourÃ©,16.0,fr FRA,CM,26-011,90,0,0,0,1,0,0,1,2,3,0,0,0,9,0,2,0.0,01/12/19,Watford,Crystal Palace
5964,JosÃ© Holebas,25.0,gr GRE,LB,34-199,90,0,0,0,1,1,0,7,0,1,0,0,0,6,1,2,33.3,01/12/19,Watford,Crystal Palace
5965,Craig Cathcart,15.0,nir NIR,CB,29-340,90,0,0,0,0,0,0,0,0,0,0,0,1,6,5,3,62.5,01/12/19,Watford,Crystal Palace
5966,Adrian Mariappa,6.0,jm JAM,CB,32-101,90,0,0,0,0,1,0,0,1,0,0,0,0,14,5,1,83.3,01/12/19,Watford,Crystal Palace
5967,Kiko FemenÃ­a,21.0,es ESP,RB,27-344,90,1,0,0,2,1,0,0,1,1,0,0,0,14,0,3,0.0,01/12/19,Watford,Crystal Palace
5968,Ben Foster,26.0,eng ENG,GK,35-284,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,01/12/19,Watford,Crystal Palace
5969,Eden Hazard,10.0,be BEL,FW,28-005,86,0,0,0,1,1,1,2,1,0,0,0,0,8,1,0,100.0,01/12/19,Chelsea,Newcastle Utd
5970,Olivier Giroud,18.0,fr FRA,FW,32-104,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,01/12/19,Chelsea,Newcastle Utd
5971,Willian,22.0,br BRA,"LW,RW",30-156,90,0,0,0,0,0,2,1,1,1,0,0,0,9,0,1,0.0,01/12/19,Chelsea,Newcastle Utd
5972,Pedro,11.0,es ESP,RW,31-168,80,0,0,0,0,2,1,1,0,1,0,0,0,6,1,0,100.0,01/12/19,Chelsea,Newcastle Utd
5973,Callum Hudson-Odoi,20.0,eng ENG,"LW,RW",18-066,10,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,01/12/19,Chelsea,Newcastle Utd
5974,Mateo KovaÄiÄ,17.0,hr CRO,CM,24-251,62,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,,01/12/19,Chelsea,Newcastle Utd
5975,Ross Barkley,8.0,eng ENG,CM,25-038,28,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,100.0,01/12/19,Chelsea,Newcastle Utd
5976,N'Golo KantÃ©,7.0,fr FRA,CM,27-289,90,0,0,0,2,0,0,0,0,2,0,0,0,14,1,1,50.0,01/12/19,Chelsea,Newcastle Utd
5977,Jorginho,5.0,it ITA,DM,27-023,90,1,0,0,1,2,0,0,0,5,0,0,0,14,0,0,,01/12/19,Chelsea,Newcastle Utd
5978,Marcos Alonso,3.0,es ESP,LB,28-015,90,0,0,0,0,3,0,2,2,0,0,0,0,11,4,0,100.0,01/12/19,Chelsea,Newcastle Utd
5979,David Luiz,30.0,br BRA,CB,31-265,90,0,0,0,0,3,0,0,0,2,0,0,0,10,3,4,42.9,01/12/19,Chelsea,Newcastle Utd
5980,Antonio RÃ¼diger,2.0,de GER,CB,25-315,90,0,0,0,2,0,0,0,4,0,0,0,0,10,5,0,100.0,01/12/19,Chelsea,Newcastle Utd
5981,CÃ©sar Azpilicueta,28.0,es ESP,RB,29-137,90,0,0,0,0,1,0,0,1,0,0,0,0,17,5,2,71.4,01/12/19,Chelsea,Newcastle Utd
5982,Kepa Arrizabalaga,1.0,es ESP,GK,24-101,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,01/12/19,Chelsea,Newcastle Utd
5983,SalomÃ³n RondÃ³n,9.0,ve VEN,FW,29-118,90,0,0,0,1,1,0,0,0,0,0,0,0,12,5,2,71.4,01/12/19,Newcastle Utd,Chelsea
5984,Christian Atsu,30.0,gh GHA,LM,27-002,90,0,0,0,1,1,1,3,0,2,0,0,0,7,0,5,0.0,01/12/19,Newcastle Utd,Chelsea
5985,Isaac Hayden,14.0,eng ENG,CM,23-296,90,0,0,0,0,0,0,0,1,3,0,0,0,12,0,1,0.0,01/12/19,Newcastle Utd,Chelsea
5986,Sean Longstaff,36.0,eng ENG,CM,21-074,90,0,0,0,1,0,0,0,4,3,0,0,0,6,1,1,50.0,01/12/19,Newcastle Utd,Chelsea
5987,Ayoze PÃ©rez,17.0,es ESP,RM,25-173,81,0,0,0,4,1,0,1,1,1,0,0,0,6,0,3,0.0,01/12/19,Newcastle Utd,Chelsea
5988,Jacob Murphy,7.0,eng ENG,RM,23-322,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,01/12/19,Newcastle Utd,Chelsea
5989,Matt Ritchie,11.0,sco SCO,LB,29-124,90,1,0,0,3,1,0,1,1,1,0,0,0,6,0,3,0.0,01/12/19,Newcastle Utd,Chelsea
5990,Ciaran Clark,2.0,ie IRL,CB,29-108,90,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,50.0,01/12/19,Newcastle Utd,Chelsea
5991,Jamaal Lascelles,6.0,eng ENG,CB,25-062,90,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,,01/12/19,Newcastle Utd,Chelsea
5992,Florian Lejeune,20.0,fr FRA,CB,27-237,90,0,0,0,1,0,0,0,2,2,0,0,0,13,1,1,50.0,01/12/19,Newcastle Utd,Chelsea
5993,DeAndre Yedlin,22.0,us USA,RB,25-187,81,0,0,0,2,0,0,3,0,1,0,0,0,11,0,3,0.0,01/12/19,Newcastle Utd,Chelsea
5994,Javier Manquillo,19.0,es ESP,RB,24-252,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,01/12/19,Newcastle Utd,Chelsea
5995,Martin DÃºbravka,12.0,sk SVK,GK,29-362,90,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,,01/12/19,Newcastle Utd,Chelsea
5996,Richarlison,30.0,br BRA,FW,21-248,86,1,0,0,4,3,1,0,0,0,0,0,0,4,5,4,55.6,01/13/19,Everton,Bournemouth
5997,Dominic Calvert-Lewin,29.0,eng ENG,FW,21-303,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,01/13/19,Everton,Bournemouth
5998,Bernard,20.0,br BRA,LW,26-127,77,1,0,0,2,1,0,0,0,3,0,0,0,8,0,1,0.0,01/13/19,Everton,Bournemouth
5999,Theo Walcott,11.0,eng ENG,"RW,LW",29-303,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,01/13/19,Everton,Bournemouth
6000,Ademola Lookman,31.0,eng ENG,"RW,LW",21-085,90,0,0,0,1,3,0,3,2,0,0,0,0,8,0,3,0.0,01/13/19,Everton,Bournemouth
6001,Gylfi SigurÃ°sson,10.0,is ISL,AM,29-127,89,0,0,0,3,0,0,2,0,1,0,0,0,8,1,3,25.0,01/13/19,Everton,Bournemouth
6002,Yerry Mina,13.0,co COL,AM,24-112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,01/13/19,Everton,Bournemouth
6003,AndrÃ© Gomes,8.0,pt POR,DM,25-167,90,1,0,0,3,1,0,0,1,1,0,0,0,10,1,2,33.3,01/13/19,Everton,Bournemouth
6004,Idrissa Gana Gueye,17.0,sn SEN,DM,29-109,90,0,0,0,2,0,0,1,0,4,0,0,0,12,1,1,50.0,01/13/19,Everton,Bournemouth
6005,Lucas Digne,12.0,fr FRA,LB,25-177,90,0,0,0,0,0,0,5,0,2,0,0,0,12,0,0,,01/13/19,Everton,Bournemouth
6006,Kurt Zouma,5.0,fr FRA,CB,24-078,90,1,0,0,1,0,0,1,0,1,0,0,0,7,3,2,60.0,01/13/19,Everton,Bournemouth
6007,Michael Keane,4.0,eng ENG,CB,26-002,90,1,0,0,0,0,0,0,3,1,0,0,0,16,10,1,90.9,01/13/19,Everton,Bournemouth
6008,SÃ©amus Coleman,23.0,ie IRL,RB,30-094,90,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,100.0,01/13/19,Everton,Bournemouth
6009,Jordan Pickford,1.0,eng ENG,GK,24-312,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,01/13/19,Everton,Bournemouth
6010,Joshua King,17.0,no NOR,FW,26-363,90,0,0,0,0,4,0,0,0,0,0,0,0,1,1,6,14.3,01/13/19,Bournemouth,Everton
6011,David Brooks,20.0,wal WAL,"AM,RM",21-189,82,0,0,0,1,2,0,1,0,0,0,0,0,4,0,2,0.0,01/13/19,Bournemouth,Everton
6012,Jordon Ibe,10.0,eng ENG,RM,23-036,8,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,,01/13/19,Bournemouth,Everton
6013,Ryan Fraser,24.0,sco SCO,LM,24-323,90,0,0,0,0,0,0,7,0,1,0,0,0,9,0,0,,01/13/19,Bournemouth,Everton
6014,Junior Stanislas,19.0,eng ENG,RM,29-048,67,0,0,0,0,0,1,0,0,1,0,0,0,5,1,0,100.0,01/13/19,Bournemouth,Everton
6015,Lys Mousset,9.0,fr FRA,"FW,RM",22-339,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0.0,01/13/19,Bournemouth,Everton
6016,Jefferson Lerma,8.0,co COL,"DM,CM",24-080,90,0,0,0,2,2,0,1,2,1,0,0,0,18,6,2,75.0,01/13/19,Bournemouth,Everton
6017,Dan Gosling,4.0,eng ENG,"DM,CM",28-346,90,0,0,0,2,2,0,0,1,1,0,0,0,15,1,4,20.0,01/13/19,Bournemouth,Everton
6018,Adam Smith,15.0,eng ENG,"LB,RB",27-259,90,0,0,0,1,2,0,0,0,2,0,0,0,15,3,2,60.0,01/13/19,Bournemouth,Everton
