,Pos,avg_war_won,total_war_won,pos_war_lost,total_war_lost,total_player_war
Sebastien Haller,F,0.019000000000000017,0.4560000000000004,-0.04999999999999999,-0.6999999999999998,-0.24399999999999944
Tammy Abraham,F,0.016000000000000014,0.40000000000000036,-0.04999999999999999,-0.6499999999999999,-0.24999999999999956
Jeffrey Schlupp,D,-0.014000000000000012,-0.15400000000000014,-0.0040000000000000036,-0.1080000000000001,-0.26200000000000023
Jordan Henderson,M,-0.008000000000000007,-0.20800000000000018,-0.0050000000000000044,-0.06000000000000005,-0.26800000000000024
Bernardo,D,-0.02100000000000002,-0.14700000000000013,-0.0040000000000000036,-0.12400000000000011,-0.27100000000000024
John Stones,D,-0.014000000000000012,-0.16800000000000015,-0.0040000000000000036,-0.10400000000000009,-0.27200000000000024
Ryan Fraser,M,-0.009000000000000008,-0.18900000000000017,-0.0050000000000000044,-0.08500000000000008,-0.27400000000000024
Luke Shaw,D,-0.01100000000000001,-0.2200000000000002,-0.0040000000000000036,-0.07200000000000006,-0.29200000000000026
Dani Ceballos,M,-0.01100000000000001,-0.18700000000000017,-0.0050000000000000044,-0.1050000000000001,-0.29200000000000026
David McGoldrick,F,0.02300000000000002,0.5060000000000004,-0.04999999999999999,-0.7999999999999998,-0.2939999999999994
Fred,M,-0.010000000000000009,-0.2300000000000002,-0.0050000000000000044,-0.07500000000000007,-0.30500000000000027
N'Golo Kante,M,-0.01100000000000001,-0.2200000000000002,-0.0050000000000000044,-0.09000000000000008,-0.3100000000000003
Kevin Long,D,-0.031000000000000028,-0.18600000000000017,-0.0040000000000000036,-0.1280000000000001,-0.3140000000000003
Christian Fuchs,D,-0.027000000000000024,-0.2160000000000002,-0.0040000000000000036,-0.1200000000000001,-0.3360000000000003
Giovani Lo Celso,M,-0.016000000000000014,-0.2400000000000002,-0.0050000000000000044,-0.1150000000000001,-0.3550000000000003
Oleksandr Zinchenko,M,-0.018000000000000016,-0.2340000000000002,-0.0050000000000000044,-0.1250000000000001,-0.3590000000000003
Scott McTominay,M,-0.014000000000000012,-0.28000000000000025,-0.0050000000000000044,-0.09000000000000008,-0.37000000000000033
Joseph Gomez,D,-0.014000000000000012,-0.3080000000000003,-0.0040000000000000036,-0.06400000000000006,-0.37200000000000033
Tom Cleverley,M,-0.02200000000000002,-0.24200000000000021,-0.0050000000000000044,-0.13500000000000012,-0.37700000000000033
Virgil van Dijk,D,-0.010000000000000009,-0.38000000000000034,-0.0040000000000000036,-0.0,-0.38000000000000034
Cedric Soares,D,-0.017000000000000015,-0.3230000000000003,-0.0040000000000000036,-0.07600000000000007,-0.39900000000000035
Christian Atsu,M,-0.03999999999999998,-0.23999999999999988,-0.0050000000000000044,-0.16000000000000014,-0.4
Kurt Zouma,D,-0.014000000000000012,-0.3500000000000003,-0.0040000000000000036,-0.052000000000000046,-0.40200000000000036
Brandon Williams,D,-0.027000000000000024,-0.29700000000000026,-0.0040000000000000036,-0.1080000000000001,-0.40500000000000036
Leandro Trossard,M,-0.015000000000000013,-0.3300000000000003,-0.0050000000000000044,-0.08000000000000007,-0.41000000000000036
Dan Burn,D,-0.01200000000000001,-0.39600000000000035,-0.0040000000000000036,-0.020000000000000018,-0.41600000000000037
Wilfried Zaha,F,-0.010000000000000009,-0.37000000000000033,-0.04999999999999999,-0.04999999999999999,-0.4200000000000003
Fikayo Tomori,D,-0.02200000000000002,-0.3300000000000003,-0.0040000000000000036,-0.09200000000000008,-0.4220000000000004
Shkodran Mustafi,D,-0.029000000000000026,-0.3190000000000003,-0.0040000000000000036,-0.1080000000000001,-0.4270000000000004
Manuel Lanzini,M,-0.02300000000000002,-0.3220000000000003,-0.0050000000000000044,-0.1200000000000001,-0.4420000000000004
Scott Dann,D,-0.025000000000000022,-0.3500000000000003,-0.0040000000000000036,-0.09600000000000009,-0.4460000000000004
Sander Berge,M,-0.031000000000000028,-0.3100000000000003,-0.0050000000000000044,-0.14000000000000012,-0.4500000000000004
Erik Lamela,M,-0.027000000000000024,-0.3240000000000003,-0.0050000000000000044,-0.13000000000000012,-0.4540000000000004
Adam Masina,D,-0.020000000000000018,-0.40000000000000036,-0.0040000000000000036,-0.07200000000000006,-0.4720000000000004
Robbie Brady,M,-0.062,-0.31,-0.0050000000000000044,-0.16500000000000015,-0.47500000000000014
Antonio Rudiger,D,-0.02100000000000002,-0.39900000000000035,-0.0040000000000000036,-0.07600000000000007,-0.4750000000000004
Alex Iwobi,M,-0.020000000000000018,-0.38000000000000034,-0.0050000000000000044,-0.09500000000000008,-0.4750000000000004
Calum Chambers,D,-0.029000000000000026,-0.37700000000000033,-0.0040000000000000036,-0.10000000000000009,-0.4770000000000004
Aymeric Laporte,D,-0.029000000000000026,-0.37700000000000033,-0.0040000000000000036,-0.10000000000000009,-0.4770000000000004
Mario Vrancic,M,-0.05299999999999999,-0.31799999999999995,-0.0050000000000000044,-0.16000000000000014,-0.4780000000000001
Wilfred Ndidi,M,-0.015000000000000013,-0.4350000000000004,-0.0050000000000000044,-0.04500000000000004,-0.4800000000000004
Rob Holding,D,-0.06,-0.36,-0.0040000000000000036,-0.1280000000000001,-0.4880000000000001
Chris Mepham,D,-0.03799999999999998,-0.3799999999999998,-0.0040000000000000036,-0.1120000000000001,-0.4919999999999999
Matthew Lowton,D,-0.02400000000000002,-0.40800000000000036,-0.0040000000000000036,-0.08400000000000007,-0.49200000000000044
Hector Bellerin,D,-0.034999999999999976,-0.38499999999999973,-0.0040000000000000036,-0.1080000000000001,-0.4929999999999998
Robert Snodgrass,M,-0.02300000000000002,-0.39100000000000035,-0.0050000000000000044,-0.1050000000000001,-0.49600000000000044
Kortney Hause,D,-0.027000000000000024,-0.40500000000000036,-0.0040000000000000036,-0.09200000000000008,-0.49700000000000044
Arthur Masuaku,D,-0.03899999999999998,-0.3899999999999998,-0.0040000000000000036,-0.1120000000000001,-0.5019999999999999
Tanguy Ndombele,M,-0.031000000000000028,-0.37200000000000033,-0.0050000000000000044,-0.13000000000000012,-0.5020000000000004
Gary Cahill,D,-0.018000000000000016,-0.4500000000000004,-0.0040000000000000036,-0.052000000000000046,-0.5020000000000004
Daniel James,M,-0.017000000000000015,-0.4420000000000004,-0.0050000000000000044,-0.06000000000000005,-0.5020000000000004
Solly March,M,-0.033999999999999975,-0.3739999999999997,-0.0050000000000000044,-0.13500000000000012,-0.5089999999999999
Fabian Balbuena,D,-0.032999999999999974,-0.42899999999999966,-0.0040000000000000036,-0.10000000000000009,-0.5289999999999997
Jan Vertonghen,D,-0.02400000000000002,-0.4560000000000004,-0.0040000000000000036,-0.07600000000000007,-0.5320000000000005
David Brooks,M,-0.04799999999999999,-0.3839999999999999,-0.0050000000000000044,-0.15000000000000013,-0.534
Sergio Aguero,F,0.030000000000000027,0.5100000000000005,-0.04999999999999999,-1.0499999999999998,-0.5399999999999994
Moritz Leitner,M,-0.05499999999999999,-0.38499999999999995,-0.0050000000000000044,-0.15500000000000014,-0.54
Youri Tielemans,M,-0.016000000000000014,-0.5120000000000005,-0.0050000000000000044,-0.030000000000000027,-0.5420000000000005
Conor Hourihane,M,-0.027000000000000024,-0.4320000000000004,-0.0050000000000000044,-0.1100000000000001,-0.5420000000000005
Michael Keane,D,-0.018000000000000016,-0.5040000000000004,-0.0040000000000000036,-0.040000000000000036,-0.5440000000000005
Matthew Longstaff,M,-0.065,-0.39,-0.0050000000000000044,-0.16000000000000014,-0.5500000000000002
Japhet Tanganga,D,-0.07100000000000001,-0.42600000000000005,-0.0040000000000000036,-0.1280000000000001,-0.5540000000000002
Pablo Zabaleta,D,-0.07100000000000001,-0.42600000000000005,-0.0040000000000000036,-0.1280000000000001,-0.5540000000000002
James Milner,M,-0.04799999999999999,-0.4319999999999999,-0.0050000000000000044,-0.14500000000000013,-0.577
Yves Bissouma,M,-0.031000000000000028,-0.4650000000000004,-0.0050000000000000044,-0.1150000000000001,-0.5800000000000005
Bernard,M,-0.031000000000000028,-0.4650000000000004,-0.0050000000000000044,-0.1150000000000001,-0.5800000000000005
Lukas Rupp,M,-0.05499999999999999,-0.43999999999999995,-0.0050000000000000044,-0.15000000000000013,-0.5900000000000001
Matteo Guendouzi,M,-0.029000000000000026,-0.49300000000000044,-0.0050000000000000044,-0.1050000000000001,-0.5980000000000005
Junior Stanislas,M,-0.065,-0.455,-0.0050000000000000044,-0.15500000000000014,-0.6100000000000001
Joseph Willock,M,-0.065,-0.455,-0.0050000000000000044,-0.15500000000000014,-0.6100000000000001
Christian Benteke,F,0.049000000000000044,0.6370000000000006,-0.04999999999999999,-1.2499999999999998,-0.6129999999999992
Erik Pieters,D,-0.026000000000000023,-0.5460000000000005,-0.0040000000000000036,-0.06800000000000006,-0.6140000000000005
Hamza Choudhury,M,-0.04799999999999999,-0.47999999999999987,-0.0050000000000000044,-0.14000000000000012,-0.62
Mesut Ozil,M,-0.029000000000000026,-0.5220000000000005,-0.0050000000000000044,-0.10000000000000009,-0.6220000000000006
Caglar Soyuncu,D,-0.018000000000000016,-0.6120000000000005,-0.0040000000000000036,-0.016000000000000014,-0.6280000000000006
Ilkay Gundogan,M,-0.027000000000000024,-0.5400000000000005,-0.0050000000000000044,-0.09000000000000008,-0.6300000000000006
Andros Townsend,M,-0.03699999999999998,-0.5179999999999997,-0.0050000000000000044,-0.1200000000000001,-0.6379999999999998
Marc Albrighton,M,-0.05499999999999999,-0.49499999999999994,-0.0050000000000000044,-0.14500000000000013,-0.6400000000000001
Jairo Riedewald,M,-0.07,-0.49000000000000005,-0.0050000000000000044,-0.15500000000000014,-0.6450000000000002
Juan Mata,M,-0.063,-0.504,-0.0050000000000000044,-0.15000000000000013,-0.6540000000000001
Ainsley Maitland-Niles,M,-0.03699999999999998,-0.5549999999999997,-0.0050000000000000044,-0.1150000000000001,-0.6699999999999998
Ryan Bennett,D,-0.055999999999999994,-0.5599999999999999,-0.0040000000000000036,-0.1120000000000001,-0.672
Miguel Almiron,M,-0.019000000000000017,-0.6650000000000006,-0.0050000000000000044,-0.015000000000000013,-0.6800000000000006
Chris Wood,F,-0.008000000000000007,-0.2320000000000002,-0.04999999999999999,-0.4499999999999999,-0.6820000000000002
Max Meyer,M,-0.08700000000000002,-0.5220000000000001,-0.0050000000000000044,-0.16000000000000014,-0.6820000000000003
Frederic Guilbert,D,-0.029000000000000026,-0.6380000000000006,-0.0040000000000000036,-0.06400000000000006,-0.7020000000000006
Alex Oxlade-Chamberlain,M,-0.035999999999999976,-0.6119999999999997,-0.0050000000000000044,-0.1050000000000001,-0.7169999999999997
Jetro Willems,D,-0.035999999999999976,-0.6479999999999996,-0.0040000000000000036,-0.08000000000000007,-0.7279999999999996
Dominic Calvert-Lewin,F,-0.01100000000000001,-0.3300000000000003,-0.04999999999999999,-0.3999999999999999,-0.7300000000000002
Jesse Lingard,M,-0.066,-0.5940000000000001,-0.0050000000000000044,-0.14500000000000013,-0.7390000000000002
Trezeguet,M,-0.032999999999999974,-0.6599999999999995,-0.0050000000000000044,-0.09000000000000008,-0.7499999999999996
Yan Valery,D,-0.064,-0.64,-0.0040000000000000036,-0.1120000000000001,-0.7520000000000001
Josh Brownhill,M,-0.068,-0.6120000000000001,-0.0050000000000000044,-0.14500000000000013,-0.7570000000000002
Timm Klose,D,-0.09100000000000003,-0.6370000000000002,-0.0040000000000000036,-0.12400000000000011,-0.7610000000000003
Fabian Schar,D,-0.03799999999999998,-0.6839999999999996,-0.0040000000000000036,-0.08000000000000007,-0.7639999999999997
Sam Byram,D,-0.044999999999999984,-0.6749999999999998,-0.0040000000000000036,-0.09200000000000008,-0.7669999999999999
Lloyd Kelly,D,-0.09300000000000003,-0.6510000000000002,-0.0040000000000000036,-0.12400000000000011,-0.7750000000000004
Jack Stacey,D,-0.04099999999999998,-0.6969999999999996,-0.0040000000000000036,-0.08400000000000007,-0.7809999999999997
Philip Billing,M,-0.026000000000000023,-0.7540000000000007,-0.0050000000000000044,-0.04500000000000004,-0.7990000000000007
Lewis Dunk,D,-0.02200000000000002,-0.7920000000000007,-0.0040000000000000036,-0.008000000000000007,-0.8000000000000007
Daniel Drinkwater,M,-0.13,-0.65,-0.0050000000000000044,-0.16500000000000015,-0.8150000000000002
Nathaniel Chalobah,M,-0.068,-0.68,-0.0050000000000000044,-0.14000000000000012,-0.8200000000000002
Dennis Praet,M,-0.057999999999999996,-0.696,-0.0050000000000000044,-0.13000000000000012,-0.8260000000000001
Phil Bardsley,D,-0.03699999999999998,-0.7769999999999995,-0.0040000000000000036,-0.06800000000000006,-0.8449999999999995
Nemanja Matic,M,-0.04199999999999998,-0.7559999999999997,-0.0050000000000000044,-0.10000000000000009,-0.8559999999999998
Ben Davies,D,-0.04799999999999999,-0.7679999999999998,-0.0040000000000000036,-0.08800000000000008,-0.8559999999999999
Adam Webster,D,-0.027000000000000024,-0.8370000000000007,-0.0040000000000000036,-0.028000000000000025,-0.8650000000000008
Simon Francis,D,-0.07600000000000001,-0.7600000000000001,-0.0040000000000000036,-0.1120000000000001,-0.8720000000000002
Mark Noble,M,-0.027000000000000024,-0.8640000000000008,-0.0050000000000000044,-0.030000000000000027,-0.8940000000000008
Kieran Tierney,D,-0.07200000000000001,-0.792,-0.0040000000000000036,-0.1080000000000001,-0.9000000000000001
Lewis Cook,M,-0.055999999999999994,-0.7839999999999999,-0.0050000000000000044,-0.1200000000000001,-0.904
George Baldock,D,-0.025000000000000022,-0.9000000000000008,-0.0040000000000000036,-0.008000000000000007,-0.9080000000000008
Sean Longstaff,M,-0.056999999999999995,-0.7979999999999999,-0.0050000000000000044,-0.1200000000000001,-0.918
Fabian Delph,M,-0.061,-0.7929999999999999,-0.0050000000000000044,-0.1250000000000001,-0.918
Craig Dawson,D,-0.033999999999999975,-0.8839999999999993,-0.0040000000000000036,-0.04800000000000004,-0.9319999999999994
Mamadou Sakho,D,-0.07600000000000001,-0.8360000000000001,-0.0040000000000000036,-0.1080000000000001,-0.9440000000000002
Grant Hanley,D,-0.061,-0.854,-0.0040000000000000036,-0.09600000000000009,-0.9500000000000001
Martin Kelly,D,-0.05099999999999999,-0.8669999999999998,-0.0040000000000000036,-0.08400000000000007,-0.9509999999999998
