,Pos,avg_war_won,total_war_won,pos_war_lost,total_war_lost,total_player_war
Marco Stiepermann,M,-0.2474,-3.4636,-0.10659999999999997,-2.5583999999999993,-6.021999999999999
Ryan Fredericks,D,-0.19419999999999998,-4.8549999999999995,-0.09039999999999998,-1.1751999999999998,-6.030199999999999
Billy Sharp,F,-0.17620000000000002,-1.4096000000000002,-0.15460000000000002,-4.638000000000001,-6.047600000000001
Reiss Nelson,F,-0.18419999999999997,-1.2893999999999999,-0.15460000000000002,-4.7926,-6.082
James McCarthy,M,-0.23359999999999997,-3.7375999999999996,-0.10659999999999997,-2.3451999999999993,-6.082799999999999
Kelechi Iheanacho,F,-0.17420000000000002,-2.0904000000000003,-0.15460000000000002,-4.0196000000000005,-6.110000000000001
Theo Walcott,F,-0.1694,-2.8798,-0.15460000000000002,-3.2466000000000004,-6.1264
Ezri Konsa Ngoyo,D,-0.2132,-4.6904,-0.09039999999999998,-1.4463999999999997,-6.1368
Che Adams,F,-0.1768,-2.1216,-0.15460000000000002,-4.0196000000000005,-6.1412
Will Hughes,M,-0.18419999999999997,-4.973399999999999,-0.10659999999999997,-1.1725999999999996,-6.145999999999999
Bjorn Engels,D,-0.2752,-4.128,-0.09039999999999998,-2.0791999999999997,-6.2072
Bukayo Saka,F,-0.17459999999999998,-2.9681999999999995,-0.15460000000000002,-3.2466000000000004,-6.2148
Mark Noble,M,-0.1744,-5.5808,-0.10659999999999997,-0.6395999999999998,-6.2204
Etienne Capoue,M,-0.1804,-5.412,-0.10659999999999997,-0.8527999999999998,-6.264799999999999
Ashley Westwood,M,-0.1708,-5.978000000000001,-0.10659999999999997,-0.3197999999999999,-6.2978000000000005
Mamadou Sakho,D,-0.3522,-3.8742,-0.09039999999999998,-2.4407999999999994,-6.3149999999999995
Isaac Hayden,M,-0.194,-5.0440000000000005,-0.10659999999999997,-1.2791999999999997,-6.3232
Andre Gray,F,-0.2208,-1.5455999999999999,-0.15460000000000002,-4.7926,-6.3382000000000005
Christoph Zimmermann,D,-0.274,-4.384,-0.09039999999999998,-1.9887999999999995,-6.3728
Emil Krafth,D,-0.358,-3.9379999999999997,-0.09039999999999998,-2.4407999999999994,-6.378799999999999
Douglas Luiz,M,-0.19619999999999999,-5.1011999999999995,-0.10659999999999997,-1.2791999999999997,-6.380399999999999
Wesley,F,-0.17880000000000001,-3.7548000000000004,-0.15460000000000002,-2.6282,-6.383000000000001
Jorginho,M,-0.19379999999999997,-5.2326,-0.10659999999999997,-1.1725999999999996,-6.405199999999999
Adrian Mariappa,D,-0.2894,-4.341,-0.09039999999999998,-2.0791999999999997,-6.4201999999999995
Divock Origi,F,-0.23920000000000002,-1.6744,-0.15460000000000002,-4.7926,-6.4670000000000005
Mbwana Samatta,F,-0.2096,-2.3056,-0.15460000000000002,-4.174200000000001,-6.479800000000001
Morgan Schneiderlin,M,-0.31020000000000003,-3.7224000000000004,-0.10659999999999997,-2.7715999999999994,-6.494
Steve Cook,D,-0.20179999999999998,-5.650399999999999,-0.09039999999999998,-0.9039999999999998,-6.554399999999999
Dan Gosling,M,-0.28659999999999997,-4.0123999999999995,-0.10659999999999997,-2.5583999999999993,-6.570799999999998
Lys Mousset,F,-0.21899999999999997,-2.409,-0.15460000000000002,-4.174200000000001,-6.583200000000001
Andre Gomes,M,-0.256,-4.352,-0.10659999999999997,-2.2385999999999995,-6.5906
Oriol Romeu,M,-0.23459999999999998,-4.691999999999999,-0.10659999999999997,-1.9187999999999996,-6.610799999999999
Dominic Solanke,F,-0.198,-3.366,-0.15460000000000002,-3.2466000000000004,-6.6126000000000005
Moussa Sissoko,M,-0.19879999999999998,-5.5664,-0.10659999999999997,-1.0659999999999998,-6.6324
Roberto Pereyra,M,-0.26,-4.42,-0.10659999999999997,-2.2385999999999995,-6.6586
Ashley Barnes,F,-0.2022,-3.4374,-0.15460000000000002,-3.2466000000000004,-6.684
Kenny McLean,M,-0.19,-6.08,-0.10659999999999997,-0.6395999999999998,-6.7196
Luka Milivojevic,M,-0.2022,-5.6616,-0.10659999999999997,-1.0659999999999998,-6.7276
Glenn Murray,F,-0.2778,-1.9445999999999999,-0.15460000000000002,-4.7926,-6.7372
Josip Drmic,F,-0.3306,-1.653,-0.15460000000000002,-5.101800000000001,-6.754800000000001
Eric Dier,M,-0.29000000000000004,-4.3500000000000005,-0.10659999999999997,-2.4517999999999995,-6.8018
Lucas Torreira,M,-0.2696,-4.5832,-0.10659999999999997,-2.2385999999999995,-6.8218
Nathan Ake,D,-0.2092,-6.0668,-0.09039999999999998,-0.8135999999999999,-6.8804
Callum Wilson,F,-0.1876,-6.0032,-0.15460000000000002,-0.9276000000000001,-6.9308
Tom Trybull,M,-0.31379999999999997,-4.393199999999999,-0.10659999999999997,-2.5583999999999993,-6.951599999999999
Pablo Fornals,M,-0.2288,-5.4912,-0.10659999999999997,-1.4923999999999995,-6.983599999999999
Harry Wilson,M,-0.2556,-5.112,-0.10659999999999997,-1.9187999999999996,-7.030799999999999
Victor Lindelof,D,-0.194,-6.79,-0.09039999999999998,-0.27119999999999994,-7.0612
Max Aarons,D,-0.192,-6.912,-0.09039999999999998,-0.18079999999999996,-7.0927999999999995
Jamaal Lascelles,D,-0.2474,-5.9376,-0.09039999999999998,-1.2655999999999996,-7.203199999999999
Cheikhou Kouyate,M,-0.21700000000000003,-6.293000000000001,-0.10659999999999997,-0.9593999999999998,-7.252400000000001
Federico Fernandez,D,-0.2244,-6.5076,-0.09039999999999998,-0.8135999999999999,-7.3212
Toby Alderweireld,D,-0.2092,-6.9036,-0.09039999999999998,-0.4519999999999999,-7.3556
Romain Saiss,M,-0.21439999999999998,-6.646399999999999,-0.10659999999999997,-0.7461999999999998,-7.392599999999999
Jamal Lewis,D,-0.24980000000000002,-6.245000000000001,-0.09039999999999998,-1.1751999999999998,-7.420200000000001
Jeff Hendrick,M,-0.26,-5.720000000000001,-0.10659999999999997,-1.7055999999999996,-7.4256
Aaron Cresswell,D,-0.2198,-6.8138,-0.09039999999999998,-0.6327999999999998,-7.446599999999999
Marvelous Nakamba,M,-0.2912,-5.5328,-0.10659999999999997,-2.0253999999999994,-7.558199999999999
Ruben Neves,M,-0.20800000000000002,-7.28,-0.10659999999999997,-0.3197999999999999,-7.5998
Davinson Sanchez,D,-0.25,-6.75,-0.09039999999999998,-0.9943999999999997,-7.7444
Georginio Wijnaldum,M,-0.21539999999999998,-7.539,-0.10659999999999997,-0.3197999999999999,-7.8588
Jack Cork,M,-0.23459999999999998,-7.037999999999999,-0.10659999999999997,-0.8527999999999998,-7.890799999999999
Aaron Connolly,F,-0.2986,-4.1804,-0.15460000000000002,-3.7104000000000004,-7.8908000000000005
Craig Cathcart,D,-0.253,-7.084,-0.09039999999999998,-0.9039999999999998,-7.9879999999999995
Issa Diop,D,-0.23859999999999998,-7.396599999999999,-0.09039999999999998,-0.6327999999999998,-8.029399999999999
Dale Stephens,M,-0.26,-7.28,-0.10659999999999997,-1.0659999999999998,-8.346
Angelo Ogbonna,D,-0.251,-7.781,-0.09039999999999998,-0.6327999999999998,-8.4138
Tom Davies,M,-0.2994,-6.8862,-0.10659999999999997,-1.5989999999999995,-8.485199999999999
Tyrone Mings,D,-0.2552,-7.911199999999999,-0.09039999999999998,-0.6327999999999998,-8.543999999999999
Jefferson Lerma,M,-0.2516,-7.7996,-0.10659999999999997,-0.7461999999999998,-8.5458
Leander Dendoncker,M,-0.249,-7.968,-0.10659999999999997,-0.6395999999999998,-8.6076
Fernandinho,M,-0.2952,-7.380000000000001,-0.10659999999999997,-1.3857999999999997,-8.7658
David Luiz,D,-0.2696,-8.6272,-0.09039999999999998,-0.5423999999999999,-9.1696
Conor Coady,D,-0.257,-9.766,-0.09039999999999998,-0.0,-9.766
Granit Xhaka,M,-0.3062,-8.879800000000001,-0.10659999999999997,-0.9593999999999998,-9.839200000000002
Harry Winks,M,-0.3316,-8.6216,-0.10659999999999997,-1.2791999999999997,-9.9008
Alexander Tettey,M,-0.33940000000000003,-9.503200000000001,-0.10659999999999997,-1.0659999999999998,-10.569200000000002
Ben Godfrey,M,-0.36760000000000004,-11.028,-0.10659999999999997,-0.8527999999999998,-11.8808
