,Pos,avg_war_won,total_war_won,pos_war_lost,total_war_lost,total_player_war
Javier Manquillo,D,-0.057999999999999996,-1.044,-0.027000000000000024,-0.5400000000000005,-1.5840000000000005
Marco Stiepermann,M,-0.06,-0.84,-0.031000000000000028,-0.7440000000000007,-1.5840000000000005
Moussa Sissoko,M,-0.045999999999999985,-1.2879999999999996,-0.031000000000000028,-0.3100000000000003,-1.5979999999999999
Fernandinho,M,-0.04799999999999999,-1.1999999999999997,-0.031000000000000028,-0.40300000000000036,-1.6030000000000002
Ashley Barnes,F,-0.059,-1.003,-0.029000000000000026,-0.6090000000000005,-1.6120000000000005
Steve Cook,D,-0.04799999999999999,-1.3439999999999996,-0.027000000000000024,-0.27000000000000024,-1.6139999999999999
Tom Davies,M,-0.04999999999999999,-1.1499999999999997,-0.031000000000000028,-0.4650000000000004,-1.6150000000000002
Sead Kolasinac,D,-0.057999999999999996,-1.1019999999999999,-0.027000000000000024,-0.5130000000000005,-1.6150000000000002
Isaac Hayden,M,-0.04799999999999999,-1.2479999999999998,-0.031000000000000028,-0.37200000000000033,-1.62
Lucas Torreira,M,-0.056999999999999995,-0.9689999999999999,-0.031000000000000028,-0.6510000000000006,-1.6200000000000006
Dale Stephens,M,-0.046999999999999986,-1.3159999999999996,-0.031000000000000028,-0.3100000000000003,-1.626
Hamza Choudhury,M,-0.07600000000000001,-0.7600000000000001,-0.031000000000000028,-0.8680000000000008,-1.628000000000001
Nathan Ake,D,-0.04799999999999999,-1.3919999999999997,-0.027000000000000024,-0.24300000000000022,-1.6349999999999998
Dominic Solanke,F,-0.061,-1.037,-0.029000000000000026,-0.6090000000000005,-1.6460000000000004
DeAndre Yedlin,D,-0.09499999999999997,-0.9499999999999997,-0.027000000000000024,-0.7560000000000007,-1.7060000000000004
Morgan Schneiderlin,M,-0.07500000000000001,-0.9000000000000001,-0.031000000000000028,-0.8060000000000007,-1.7060000000000008
Etienne Capoue,M,-0.04899999999999999,-1.4699999999999998,-0.031000000000000028,-0.24800000000000022,-1.718
Adam Smith,D,-0.055999999999999994,-1.3439999999999999,-0.027000000000000024,-0.37800000000000034,-1.7220000000000002
Adrian Mariappa,D,-0.07600000000000001,-1.1400000000000001,-0.027000000000000024,-0.6210000000000006,-1.7610000000000006
Luka Milivojevic,M,-0.05199999999999999,-1.4559999999999997,-0.031000000000000028,-0.3100000000000003,-1.766
Aaron Connolly,F,-0.07800000000000001,-1.092,-0.029000000000000026,-0.6960000000000006,-1.7880000000000007
Roberto Pereyra,M,-0.067,-1.139,-0.031000000000000028,-0.6510000000000006,-1.7900000000000005
Neil Taylor,D,-0.09899999999999998,-1.0889999999999997,-0.027000000000000024,-0.7290000000000006,-1.8180000000000005
Eric Dier,M,-0.07400000000000001,-1.11,-0.031000000000000028,-0.7130000000000006,-1.8230000000000008
Davinson Sanchez,D,-0.056999999999999995,-1.539,-0.027000000000000024,-0.29700000000000026,-1.8360000000000003
Jamaal Lascelles,D,-0.061,-1.464,-0.027000000000000024,-0.37800000000000034,-1.8420000000000003
Marvelous Nakamba,M,-0.066,-1.254,-0.031000000000000028,-0.5890000000000005,-1.8430000000000004
Cheikhou Kouyate,M,-0.05399999999999999,-1.5659999999999998,-0.031000000000000028,-0.27900000000000025,-1.8450000000000002
Jack Stephens,D,-0.057999999999999996,-1.5659999999999998,-0.027000000000000024,-0.29700000000000026,-1.863
Mamadou Sakho,D,-0.10399999999999998,-1.1439999999999997,-0.027000000000000024,-0.7290000000000006,-1.8730000000000002
Jamal Lewis,D,-0.061,-1.525,-0.027000000000000024,-0.3510000000000003,-1.8760000000000003
Tom Trybull,M,-0.08100000000000002,-1.1340000000000003,-0.031000000000000028,-0.7440000000000007,-1.878000000000001
Oriol Romeu,M,-0.069,-1.3800000000000001,-0.031000000000000028,-0.5580000000000005,-1.9380000000000006
Leander Dendoncker,M,-0.05499999999999999,-1.7599999999999998,-0.031000000000000028,-0.18600000000000017,-1.946
James McCarthy,M,-0.07900000000000001,-1.2640000000000002,-0.031000000000000028,-0.6820000000000006,-1.9460000000000008
Emil Krafth,D,-0.11099999999999999,-1.2209999999999999,-0.027000000000000024,-0.7290000000000006,-1.9500000000000006
Federico Fernandez,D,-0.059,-1.7109999999999999,-0.027000000000000024,-0.24300000000000022,-1.9540000000000002
Callum Wilson,F,-0.055999999999999994,-1.7919999999999998,-0.029000000000000026,-0.17400000000000015,-1.966
Jack Cork,M,-0.057999999999999996,-1.7399999999999998,-0.031000000000000028,-0.24800000000000022,-1.988
Craig Cathcart,D,-0.063,-1.764,-0.027000000000000024,-0.27000000000000024,-2.0340000000000003
Issa Diop,D,-0.061,-1.891,-0.027000000000000024,-0.18900000000000017,-2.08
Mark Noble,M,-0.061,-1.952,-0.031000000000000028,-0.18600000000000017,-2.138
Romain Saiss,M,-0.062,-1.922,-0.031000000000000028,-0.2170000000000002,-2.1390000000000002
Tyrone Mings,D,-0.066,-2.0460000000000003,-0.027000000000000024,-0.18900000000000017,-2.2350000000000003
Ezri Konsa Ngoyo,D,-0.08200000000000002,-1.8040000000000003,-0.027000000000000024,-0.4320000000000004,-2.2360000000000007
Ben Godfrey,M,-0.07,-2.1,-0.031000000000000028,-0.24800000000000022,-2.3480000000000003
Georginio Wijnaldum,M,-0.067,-2.345,-0.031000000000000028,-0.09300000000000008,-2.438
Jefferson Lerma,M,-0.07300000000000001,-2.2630000000000003,-0.031000000000000028,-0.2170000000000002,-2.4800000000000004
Angelo Ogbonna,D,-0.07800000000000001,-2.4180000000000006,-0.027000000000000024,-0.18900000000000017,-2.6070000000000007
Jeff Hendrick,M,-0.09699999999999998,-2.1339999999999995,-0.031000000000000028,-0.49600000000000044,-2.63
Harry Winks,M,-0.08700000000000002,-2.2620000000000005,-0.031000000000000028,-0.37200000000000033,-2.634000000000001
Granit Xhaka,M,-0.08300000000000002,-2.4070000000000005,-0.031000000000000028,-0.27900000000000025,-2.686000000000001
Alexander Tettey,M,-0.08700000000000002,-2.436000000000001,-0.031000000000000028,-0.3100000000000003,-2.7460000000000013
Max Aarons,D,-0.07700000000000001,-2.7720000000000002,-0.027000000000000024,-0.05400000000000005,-2.8260000000000005
Toby Alderweireld,D,-0.08900000000000002,-2.9370000000000007,-0.027000000000000024,-0.13500000000000012,-3.072000000000001
Conor Coady,D,-0.08200000000000002,-3.1160000000000005,-0.027000000000000024,-0.0,-3.1160000000000005
David Luiz,D,-0.09499999999999997,-3.039999999999999,-0.027000000000000024,-0.16200000000000014,-3.201999999999999
