"","Player","Team.x","Position","n","min_total","mean_minutes","mean_xFpts","sd_xFpts","median_xFpts","mean_fpts","sd_fpts","median_ftps","total_xFpts","total_fpts","mean_xCS","xCS","CS"
"159","James Tarkowski","BUR","D",38,3420,90,10.9544736842105,6.86221999275879,10.33,10.875,9.47235486860352,9.25,416.27,413.25,0.329473684210526,12.52,15
"160","James Tomkins","CRY","D",18,1584,88,5.91388888888889,4.85836832799424,5.18,5.81944444444444,7.312763597841,3.75,106.45,104.75,0.2,3.6,3
"161","James Ward-Prowse","SOU","M",38,3420,90,10.9921052631579,5.38402951574915,11,10.2763157894737,5.05202310080777,10,417.7,390.5,0.321052631578947,12.2,9
"162","Jamie Vardy","LEI","F",34,3003,88.3235294117647,12.4764705882353,8.58984808923175,10.25,13.3676470588235,11.165632351598,11.25,424.2,454.5,0.381176470588235,12.96,11
"163","Jan Bednarek","SOU","D",34,3058,89.9411764705882,7.81382352941176,5.07709354621375,6.9,6.43382352941176,5.54127379224684,6.375,265.67,218.75,0.309411764705882,10.52,7
"164","Jan Vertonghen","TOT","D",19,1634,86,7.49,7.06795900132736,4.85,7.35526315789474,8.59033524660841,4,142.31,139.75,0.261052631578947,4.96,4
"165","Jannik Vestergaard","SOU","D",17,1474,86.7058823529412,9.46470588235294,5.81984978075794,9.1,8.29411764705882,8.68648163730829,7.5,160.9,141,0.305882352941176,5.2,4
"166","Japhet Tanganga","TOT","D",6,526,87.6666666666667,5.2,4.30174383244749,4.725,9.16666666666667,7.0846077284961,8.5,31.2,55,0,0,2
"167","Jarrod Bowen","WHU","M",11,903,82.0909090909091,12.5490909090909,6.37379863903066,13.04,12.6818181818182,7.33918499314715,10,138.04,139.5,0.312727272727273,3.44,1
"168","Javier Manquillo","NEW","D",18,1540,85.5555555555556,5.025,5.09969808794945,7.125,6.70833333333333,6.72257500559736,6.625,90.45,120.75,0.333333333333333,6,8
"169","Jay Rodriguez","BUR","F",20,1669,83.45,8.73,5.19798543972364,9.1,9.075,6.46707246872876,10,174.6,181.5,0.232,4.64,7
"170","Jeff Hendrick","BUR","M",22,1899,86.3181818181818,5.18818181818182,4.69134018456056,4.04,5.29545454545455,5.06777656446684,4.5,114.14,116.5,0.347272727272727,7.64,10
"171","Jefferson Lerma","BOU","M",31,2651,85.5161290322581,5.4058064516129,3.7571307972916,5.9,5.20967741935484,4.60574676092884,4.5,167.58,161.5,0.228387096774194,7.08,4
"172","Jeffrey Schlupp","CRY","M",11,872,79.2727272727273,8,5.061865268851,7.5,7.36363636363636,5.14825654513695,6.5,88,81,0.363636363636364,4,3
"173","Jesse Lingard","MUN","M",9,660,73.3333333333333,5.28,4.14057966956319,4.56,3.72222222222222,3.02191072741146,4,47.52,33.5,0.435555555555556,3.92,1
"174","Jetro Willems","NEW","D",18,1462,81.2222222222222,6.87277777777778,7.25077992198937,4.38,9.56944444444444,7.94642240791209,7.5,123.71,172.25,0.142222222222222,2.56,3
"175","Joao Cancelo","MCI","D",13,1125,86.5384615384615,15.7346153846154,8.14665945381359,13.43,13.5192307692308,7.47736970413445,11.25,204.55,175.75,0.538461538461538,7,5
"176","Joao Moutinho","WOL","M",34,3024,88.9411764705882,10.01,5.07653723546182,9.14,10.1764705882353,5.68208555520634,9,340.34,346,0.483529411764706,16.44,11
"177","Joel Matip","LIV","D",8,703,87.875,11.58,5.2195675792431,10.115,12.625,5.623610939601,11.75,92.64,101,0.38,3.04,3
"178","Joel Ward","CRY","D",27,2335,86.4814814814815,6.41592592592593,5.59707015339225,6.43,5.93518518518519,5.67661896281606,6,173.23,160.25,0.291851851851852,7.88,7
"179","Joelinton","NEW","F",32,2552,79.75,8.690625,5.26928772654913,7.65,7.828125,5.5001603715622,6.75,278.1,250.5,0.185,5.92,9
"180","Johann Gudmundsson","BUR","M",6,447,74.5,9.07,4.13586750271331,7.76,10.3333333333333,7.27094675174194,8.25,54.42,62,0.453333333333333,2.72,4
"181","John Egan","SHU","D",34,3049,89.6764705882353,8.09705882352941,5.13774005818958,9.095,8.44117647058824,6.50001713970042,7.75,275.3,287,0.341176470588235,11.6,12
"182","John Fleck","SHU","M",28,2442,87.2142857142857,9.90714285714286,5.36996920961092,10.94,10.1428571428571,7.09702225357402,9.75,277.4,284,0.285714285714286,8,8
"183","John Lundstram","SHU","M",25,2176,87.04,8.388,5.15244602106611,7.4,8.56,6.55159013777063,6.5,209.7,214,0.32,8,9
"184","John McGinn","AVL","M",25,2123,84.92,12.1312,5.75533688559294,11.2,12,6.72526331578673,10.5,303.28,300,0.2112,5.28,5
"185","John Stones","MCI","D",12,1049,87.4166666666667,8.67666666666667,5.83721187076865,7.97,5.41666666666667,5.14928650544437,5.25,104.12,65,0.476666666666667,5.72,3
"186","Jonjo Shelvey","NEW","M",25,2118,84.72,9.4056,4.21388387753309,9.4,10.32,6.14389941323912,10,235.14,258,0.2336,5.84,8
"187","Jonny","WOL","D",33,2868,86.9090909090909,9.84242424242424,6.22177679119027,8.51,10.7272727272727,6.57301646540958,10,324.8,354,0.515151515151515,17,11
"188","Jonny Evans","LEI","D",38,3385,89.0789473684211,8.25789473684211,5.60168418588106,7.615,7.51315789473684,6.87114692234488,6.25,313.8,285.5,0.4,15.2,13
"189","Jordan Ayew","CRY","F",37,3160,85.4054054054054,9.22972972972973,7.22156742238387,7.7,9.95945945945946,8.19415304617531,7,341.5,368.5,0.290810810810811,10.76,12
"190","Jordan Henderson","LIV","M",26,2184,84,8.27538461538462,4.63912856538314,7.85,9.92307692307692,7.25629700011281,8.5,215.16,258,0.398461538461538,10.36,16
"191","Jorginho","CHE","M",27,2295,85,6.97777777777778,6.13768268306115,5.66,7.07407407407407,6.59356286275267,4.5,188.4,191,0.459259259259259,12.4,6
"192","Jose Holebas","WAT","D",11,976,88.7272727272727,7.37909090909091,5.66047428144578,8.15,4.43181818181818,7.77503288505176,5.25,81.17,48.75,0.283636363636364,3.12,2
"193","Joseph Gomez","LIV","D",22,1935,87.9545454545455,7.40090909090909,5.97383334622626,7.95,7.93181818181818,6.93558020119966,8.5,162.82,174.5,0.478181818181818,10.52,12
"194","Joseph Willock","ARS","M",7,452,64.5714285714286,5.33142857142857,3.68387218639766,3.8,4.57142857142857,3.51696568351862,4,37.32,32,0.217142857142857,1.52,1
"195","Josh Brownhill","BUR","M",9,805,89.4444444444444,5.74888888888889,3.42645751631493,5.06,5.33333333333333,3.30718913883074,5.5,51.74,48,0.293333333333333,2.64,4
"196","Joshua King","BOU","F",24,1973,82.2083333333333,11.8666666666667,6.39331625634328,10.75,11.8541666666667,8.5153048487219,9.25,284.8,284.5,0.245,5.88,4
"197","Josip Drmic","NOR","F",5,370,74,3.02,5.37466278011933,2.9,2.3,4.8295962564173,2.5,15.1,11.5,0.24,1.2,0
"198","Juan Mata","MUN","M",8,627,78.375,6.525,5.62318415135055,6.98,5.8125,6.86053673452116,4.75,52.2,46.5,0.65,5.2,4
"199","Junior Stanislas","BOU","M",7,491,70.1428571428571,7.18571428571429,2.74975669919393,7.14,7.5,4.69041575982343,6,50.3,52.5,0.342857142857143,2.4,1
"200","Kelechi Iheanacho","LEI","F",12,745,62.0833333333333,7.85833333333333,4.64571324073619,6.65,7.58333333333333,7.16948499904387,5,94.3,91,0.293333333333333,3.52,3
"201","Kenny McLean","NOR","M",32,2876,89.875,6.968125,3.91359865539172,6.82,6.6875,4.03962230748083,6.5,222.98,214,0.2025,6.48,5
"202","Kevin De Bruyne","MCI","M",31,2635,85,20.3387096774194,9.35972212619423,17.9,22.7741935483871,11.6589298463148,20.5,630.5,706,0.561290322580645,17.4,17
"203","Kevin Long","BUR","D",6,540,90,6.035,5.58439522240323,6.005,6.375,6.03479494266375,4.125,36.21,38.25,0.293333333333333,1.76,2
"204","Kieran Tierney","ARS","D",11,851,77.3636363636364,5.24909090909091,3.67139062085596,6,7.95454545454545,5.90531347793894,8.5,57.74,87.5,0.24,2.64,2
"205","Kiko Femenia","WAT","D",26,2207,84.8846153846154,5.52423076923077,5.77037203173378,5.705,4.56730769230769,6.31369847724283,4.75,143.63,118.75,0.264615384615385,6.88,6
"206","Kortney Hause","AVL","D",15,1350,90,7.498,5.32452707490802,6.75,5.35,6.42456224189633,5,112.47,80.25,0.181333333333333,2.72,1
"207","Kurt Zouma","CHE","D",25,2205,88.2,9.0908,4.67956187407895,9.15,6.21,5.78957396244894,6.25,227.27,155.25,0.4848,12.12,7
"208","Kyle Walker","MCI","D",27,2260,83.7037037037037,7.77814814814815,7.53697962206094,7.55,7.65740740740741,8.2231930877491,6,210.01,206.75,0.494814814814815,13.36,11
"209","Kyle Walker-Peters","SOU","D",9,765,85,7.91888888888889,5.87661349002222,10.15,6.13888888888889,7.84031160803645,4,71.27,55.25,0.435555555555556,3.92,2
"210","Kyle Walker-Peters","TOT/SOU","D",1,90,90,5.18,NA,5.18,11,NA,11,5.18,11,0.0800000000000001,0.0800000000000001,0
"211","Leander Dendoncker","WOL","M",32,2717,84.90625,5.5725,4.07212633684489,4.64,6,5.56341737632777,4.25,178.32,192,0.4975,15.92,11
"212","Leandro Trossard","BHA","M",22,1790,81.3636363636364,10.0109090909091,5.84215461647247,10.26,9.77272727272727,5.95964059464294,9.75,220.24,215,0.283636363636364,6.24,4
"213","Lewis Cook","BOU","M",14,1139,81.3571428571429,6.20142857142857,4.76564283684286,5.07,6.10714285714286,5.37150090552184,4.75,86.82,85.5,0.237142857142857,3.32,2
"214","Lewis Dunk","BHA","D",36,3231,89.75,7.40472222222222,4.96971944371172,8.44,6.53472222222222,6.64001742085112,6.75,266.57,235.25,0.32,11.52,9
"215","Lloyd Kelly","BOU","D",7,630,90,2.62428571428571,5.27609659105055,0.930000000000001,0.25,7.67707626639204,-0.25,18.37,1.75,0.217142857142857,1.52,1
"216","Lucas Digne","EVE","D",35,3035,86.7142857142857,13.6234285714286,5.95919701601065,13.95,12.7285714285714,7.87969547890882,13.5,476.82,445.5,0.323428571428571,11.32,9
"217","Lucas Moura","TOT","M",25,2056,82.24,11.7288,6.67374977055628,10.88,11.08,7.29680295289199,10,293.22,277,0.3488,8.72,6
"218","Lucas Torreira","ARS","M",17,1302,76.5882352941177,5.14,3.83915355254254,5.5,4.67647058823529,3.94073746457511,5,87.38,79.5,0.287058823529412,4.88,3
"219","Luka Milivojevic","CRY","M",28,2465,88.0357142857143,6.68928571428571,4.80453946501634,5.52,6.67857142857143,5.12476609351369,5.25,187.3,187,0.271428571428571,7.6,7
"220","Lukas Rupp","NOR","M",8,642,80.25,5.13,4.90761507397287,4.25,4,3.92792202424786,3.5,41.04,32,0.13,1.04,1
"221","Luke Shaw","MUN","D",20,1698,84.9,9.7535,6.50720270971046,9.13,8.6875,5.41736668890941,7.625,195.07,173.75,0.486,9.72,8
"222","Lys Mousset","SHU","F",11,737,67,6.71818181818182,6.51779382641369,6.2,8.27272727272727,9.66272124290988,6,73.9,91,0.298181818181818,3.28,3
"223","Mamadou Sakho","CRY","D",11,807,73.3636363636364,2.50545454545455,3.66750968270396,0.680000000000001,0,3.28062494046485,0.25,27.56,0,0.232727272727273,2.56,0
"224","Manuel Lanzini","WHU","M",14,1128,80.5714285714286,9.69428571428571,7.81063743511739,9.25,9.07142857142857,8.21082105623929,7.75,135.72,127,0.08,1.12,2
"225","Marc Albrighton","LEI","M",9,631,70.1111111111111,8.1,4.67311459307387,8.8,8.27777777777778,6.44258833423683,7.5,72.9,74.5,0.355555555555556,3.2,3
"226","Marco Stiepermann","NOR","M",14,1035,73.9285714285714,5.78571428571429,4.33413235800469,4.48,4.42857142857143,3.50196177359723,3.75,81,62,0.142857142857143,2,1
"227","Marcos Alonso","CHE","D",15,1311,87.4,14.524,8.3358055570961,15,17.1666666666667,10.4853923331916,17.75,217.86,257.5,0.517333333333333,7.76,7
"228","Marcus Rashford","MUN","F",31,2653,85.5806451612903,14.5,8.16182169208157,14.7,15.0806451612903,9.40930104931068,13,449.5,467.5,0.496774193548387,15.4,9
"229","Mario Vrancic","NOR","M",6,479,79.8333333333333,8.13666666666667,4.31474526092406,8.1,7.5,5.35723809439155,7.25,48.82,45,0.186666666666667,1.12,0
"230","Mark Noble","WHU","M",32,2651,82.84375,7.204375,6.70573704183168,5.4,7.78125,7.81121763669032,6.5,230.54,249,0.1575,5.04,7
"231","Martin Kelly","CRY","D",17,1484,87.2941176470588,6.20176470588235,3.75484725936708,6.37,7.04411764705882,5.26651813205785,6.5,105.43,119.75,0.310588235294118,5.28,6
"232","Martin Montoya","BHA","D",23,1824,79.304347826087,6.65347826086956,7.82193803507199,5.44,6.57608695652174,7.68796091841029,5.5,153.03,151.25,0.299130434782609,6.88,6
"233","Marvelous Nakamba","AVL","M",19,1579,83.1052631578947,4.98,3.32648630105568,4.5,4.68421052631579,3.20247528534045,4.5,94.62,89,0.143157894736842,2.72,1
"234","Mason Greenwood","MUN","F",12,959,79.9166666666667,9.96666666666667,5.6716733675238,9.35,13.9166666666667,9.17217465374422,16,119.6,167,0.496666666666667,5.96,6
"235","Mason Holgate","EVE","D",24,2032,84.6666666666667,6.5775,5.92326969781416,6.065,5.375,6.80273282681626,3.25,157.86,129,0.29,6.96,5
"236","Mason Mount","CHE","M",32,2675,83.59375,10.434375,6.41149619572077,8.5,10.734375,8.37332975641575,8.5,333.9,343.5,0.4625,14.8,10
"237","Matej Vydra","BUR","F",7,535,76.4285714285714,8.2,7.27415516285798,6.7,6.14285714285714,6.55562281375237,4,57.4,43,0.217142857142857,1.52,4
"238","Mateo Kovacic","CHE","M",23,1900,82.6086956521739,10.804347826087,5.74837196405679,10.2,10.8913043478261,7.18893803280608,9.5,248.5,250.5,0.426086956521739,9.8,4
"239","Matt Doherty","WOL","D",32,2720,85,13.76375,5.96450563075892,13.78,14.171875,8.13852782022923,12.875,440.44,453.5,0.55125,17.64,12
"240","Matt Ritchie","NEW","M",14,1183,84.5,10.9028571428571,3.90162772456559,10.91,10.6071428571429,6.88414726138855,8.75,152.64,148.5,0.388571428571429,5.44,7
"241","Matt Targett","AVL","D",25,2062,82.48,6.6908,6.24756547251274,5.55,7.81,8.52394910433734,5.5,167.27,195.25,0.1888,4.72,4
"242","Matteo Guendouzi","ARS","M",17,1491,87.7058823529412,6.91647058823529,3.46610181107045,5.9,7.02941176470588,3.90700727953672,5.5,117.58,119.5,0.169411764705882,2.88,3
"243","Matthew Longstaff","NEW","M",6,539,89.8333333333333,3.79,3.71179202003561,4,6.16666666666667,7.5608641481425,3.5,22.74,37,0.24,1.44,1
"244","Matthew Lowton","BUR","D",17,1530,90,7.50176470588235,6.35203337059689,9.76,6.36764705882353,8.05067817749828,8.5,127.53,108.25,0.310588235294118,5.28,6
"245","Max Aarons","NOR","D",36,3240,90,5.86194444444444,6.65974337534089,5.68,3.82638888888889,7.46176430794364,3.75,211.03,137.75,0.213333333333333,7.68,5
"246","Max Meyer","CRY","M",6,442,73.6666666666667,4.9,2.75611320522217,3.49,3.66666666666667,1.29099444873581,3.25,29.4,22,0.2,1.2,1
"247","Mbwana Samatta","AVL","F",11,876,79.6363636363636,6.9,3.33016516106934,5.8,5.86363636363636,4.61026522605213,4,75.9,64.5,0.290909090909091,3.2,4
"248","Mesut Ozil","ARS","M",18,1448,80.4444444444444,8.25666666666667,5.92531260034141,7.65,8.38888888888889,6.45927412502537,7.25,148.62,151,0.195555555555556,3.52,5
"249","Michael Keane","EVE","D",28,2520,90,8.29464285714286,6.53615329285696,8.005,7.34821428571429,8.48864690764973,5.875,232.25,205.75,0.278571428571429,7.8,7
"250","Michael Obafemi","SOU","F",8,526,65.75,7.9625,5.06583443979653,6.9,9.3125,5.41781123438502,9,63.7,74.5,0.4,3.2,3
"251","Michail Antonio","WHU","M",19,1565,82.3684210526316,18.4021052631579,10.9484080927814,17.74,17.9473684210526,14.8855772261853,16.5,349.64,341,0.202105263157895,3.84,3
"252","Miguel Almiron","NEW","M",35,2976,85.0285714285714,8.67142857142857,4.93430318273611,8.4,8.05714285714286,5.52902957735143,7,303.5,282,0.228571428571429,8,12
"253","Mohamed Salah","LIV","F",33,2858,86.6060606060606,16.3363636363636,7.01002934113948,15.9,17,10.2148788539072,17,539.1,561,0.424242424242424,14,16
"254","Moise Kean","EVE","F",6,442,73.6666666666667,15.1666666666667,10.6285778289791,13.7,13.9166666666667,9.52584204501978,9.25,91,83.5,0.3,1.8,1
"255","Morgan Schneiderlin","EVE","M",12,951,79.25,4.06833333333333,4.25191685827663,3.81,3.5,3.9772077916777,2.5,48.82,42,0.376666666666667,4.52,1
"256","Moritz Leitner","NOR","M",7,575,82.1428571428571,5.56285714285714,3.03076290882738,5.5,5.28571428571429,2.79668170720741,5,38.94,37,0.205714285714286,1.44,1
"257","Moussa Djenepo","SOU","M",10,747,74.7,11.07,12.6267977817902,8.97,10.95,13.5799075434588,7.5,110.7,109.5,0.32,3.2,2
"258","Moussa Sissoko","TOT","M",28,2448,87.4285714285714,6.67857142857143,5.48290792965552,5.61,6.5,5.73326873348619,5.5,187,182,0.342857142857143,9.6,7
"259","N'Golo Kante","CHE","M",20,1689,84.45,10.059,6.10647447602263,9,9.925,6.50763721370999,9,201.18,198.5,0.494,9.88,3
"260","Nabil Bentaleb","NEW","M",7,626,89.4285714285714,7.80571428571429,4.1277066156356,6.32,7.71428571428571,4.01929868319859,6,54.64,54,0.205714285714286,1.44,2
"261","Nabil Bentaleb","TOT/NEW","M",1,49,49,1.72,NA,1.72,1,NA,1,1.72,1,0.72,0.72,0
"262","Naby Keita","LIV","M",9,663,73.6666666666667,12.4733333333333,7.15121667969864,11.2,13.6666666666667,8.32916562447884,13.5,112.26,123,0.595555555555556,5.36,5
"263","Nathan Ake","BOU","D",29,2505,86.3793103448276,5.96137931034483,4.11046289028545,6.9,5.01724137931035,4.8425804046365,4.5,172.88,145.5,0.223448275862069,6.48,4
"264","Nathan Redmond","SOU","M",32,2768,86.5,11.6675,7.21672028091038,11.85,11.34375,8.77077027919,9.25,373.36,363,0.33625,10.76,7
"265","Nathaniel Chalobah","WAT","M",10,784,78.4,5.528,3.38969942948076,4.84,5.4,2.73658343356984,5.75,55.28,54,0.208,2.08,2
"266","Neal Maupay","BHA","F",30,2574,85.8,8.65,5.97343256023906,8.95,8.25,6.44973936923303,7.75,259.5,247.5,0.282666666666667,8.48,8
"267","Neil Taylor","AVL","D",11,937,85.1818181818182,2.89181818181818,5.42923533875963,1.93,1.70454545454545,6.0661130283508,0.25,31.81,18.75,0.196363636363636,2.16,2
"268","Nemanja Matic","MUN","M",18,1522,84.5555555555556,7.35444444444444,5.31021570651072,6.8,7.55555555555556,5.51705614406198,6.5,132.38,136,0.504444444444444,9.08,10
"269","Nicolas Otamendi","MCI","D",18,1593,88.5,9.41888888888889,6.70317474291003,7.815,7.77777777777778,8.28885187221229,4.375,169.54,140,0.524444444444444,9.44,7
"270","Nicolas Pepe","ARS","F",22,1798,81.7272727272727,13.0090909090909,8.42054794568784,9.75,14.1136363636364,9.95098920445531,13.5,286.2,310.5,0.269090909090909,5.92,5
"271","Oleksandr Zinchenko","MCI","D",13,1127,86.6923076923077,10.1907692307692,5.97222105744373,11.14,9.19230769230769,6.07518333584284,9.25,132.48,119.5,0.544615384615385,7.08,7
"272","Oliver McBurnie","SHU","F",22,1674,76.0909090909091,10.2181818181818,6.77352242637507,8.2,9.18181818181818,6.78153209010895,6.25,224.8,202,0.309090909090909,6.8,8
"273","Oliver Norwood","SHU","M",35,2910,83.1428571428571,7.884,5.00791796587576,7.5,7.65714285714286,4.8031414789934,7.5,275.94,268,0.338285714285714,11.84,12
"274","Olivier Giroud","CHE","F",12,867,72.25,11.5833333333333,5.0813085883163,11.25,12.5833333333333,5.40972748991588,14.25,139,151,0.566666666666667,6.8,6
"275","Ondrej Duda","NOR","M",9,719,79.8888888888889,10.16,6.09231483099815,11.48,9.33333333333333,5.61248608016091,9.5,91.44,84,0.293333333333333,2.64,3
"276","Onel Hernandez","NOR","M",14,1164,83.1428571428571,11.2385714285714,5.38375027587341,10.69,10.2857142857143,5.34111154418933,9,157.34,144,0.274285714285714,3.84,1
"277","Oriol Romeu","SOU","M",20,1684,84.2,6.149,3.97930157849736,5.19,5.6,3.65844373010106,4.5,122.98,112,0.224,4.48,4
"278","Pablo Fornals","WHU","M",24,1902,79.25,6.14083333333333,4.17021104321203,5.5,6.77083333333333,6.00539461590607,4.5,147.38,162.5,0.22,5.28,6
"279","Pablo Zabaleta","WHU","D",6,522,87,3.27666666666667,5.81796069655568,2.45,2.25,6.1400325732035,3.125,19.66,13.5,0.0266666666666667,0.16,0
"280","Pascal Gross","BHA","M",22,1673,76.0454545454545,9.44,7.14211653303337,8.24,9.09090909090909,7.26805856640378,7.5,207.68,200,0.349090909090909,7.68,3
"281","Patrick van Aanholt","CRY","D",29,2511,86.5862068965517,8.15413793103448,7.70830930010011,7.44,7.43965517241379,8.75118746340772,4.75,236.47,215.75,0.321379310344828,9.32,8
"282","Paul Dummett","NEW","D",14,1155,82.5,4.12428571428571,4.43769641261651,2.53,4.5,8.12285474637884,4.625,57.74,63,0.188571428571429,2.64,4
"283","Paul Pogba","MUN","M",13,1107,85.1538461538462,11.1446153846154,6.3391963415255,10.16,11.1923076923077,8.0817140857681,8.5,144.88,145.5,0.483076923076923,6.28,6
"284","Pedro","CHE","F",8,650,81.25,14.6,6.80839817536296,14.15,13.8125,8.38765036058541,11,116.8,110.5,0.41,3.28,2
"285","Pedro Neto","WOL","F",9,626,69.5555555555556,8.91111111111111,5.36037415775346,9.9,10.2777777777778,5.44352316468337,11.5,80.2,92.5,0.488888888888889,4.4,1
"286","Phil Bardsley","BUR","D",21,1890,90,7.26619047619048,5.06357233205024,4.54,8.20238095238095,6.22576252740329,7.75,152.59,172.25,0.344761904761905,7.24,9
"287","Phil Foden","MCI","M",8,605,75.625,14.385,3.99939638302725,13.8,13.625,6.9372184627558,12.25,115.08,109,0.46,3.68,3
"288","Philip Billing","BOU","M",29,2386,82.2758620689655,8.32344827586207,5.68601811203969,6,7.82758620689655,6.01675615924419,6,241.38,227,0.244137931034483,7.08,5
"289","Pierre-Emerick Aubameyang","ARS","F",33,2926,88.6666666666667,10.530303030303,5.53034158351028,10.3,12.8030303030303,9.6087032439504,10.5,347.5,422.5,0.283636363636364,9.36,10
"290","Pierre-Emile Hojbjerg","SOU","M",30,2699,89.9666666666667,10.1,4.97657963139205,8.77,9.41666666666667,5.30790453707606,8.25,303,282.5,0.326666666666667,9.8,7
"291","Raheem Sterling","MCI","F",29,2495,86.0344827586207,14.9793103448276,7.11609741111882,14.3,15.3103448275862,11.005204769549,14.5,434.4,444,0.484137931034483,14.04,12
"292","Raul Jimenez","WOL","F",37,3226,87.1891891891892,13.6432432432432,6.63197392018983,12.1,14.2837837837838,7.70239910365283,13.5,504.8,528.5,0.48972972972973,18.12,15
"293","Reece James","CHE","D",16,1402,87.625,15.8075,5.12924490869108,15.725,13.75,6.33311403129087,14.375,252.92,220,0.47,7.52,5
"294","Reiss Nelson","ARS","F",7,490,70,7.31428571428571,4.00517522356121,7.1,8.42857142857143,4.66751692934415,8.5,51.2,59,0.457142857142857,3.2,2
"295","Ricardo Pereira","LEI","D",28,2520,90,13.6639285714286,6.6722978102587,14.185,13.7946428571429,8.54483100504404,15.625,382.59,386.25,0.401428571428571,11.24,10
"296","Richarlison","EVE","F",36,3080,85.5555555555556,10.8888888888889,6.86001989908725,9.9,11.9305555555556,8.75063489760092,11,392,429.5,0.307777777777778,11.08,9
"297","Riyad Mahrez","MCI","F",19,1549,81.5263157894737,18.4736842105263,9.02483253801317,19.2,20.6052631578947,11.7503888202434,18.5,351,391.5,0.509473684210526,9.68,9
"298","Rob Holding","ARS","D",6,527,87.8333333333333,3.77666666666667,4.40384226178307,3.34,3.08333333333333,5.15186050535791,1.75,22.66,18.5,0.293333333333333,1.76,1
"299","Robbie Brady","BUR","M",5,326,65.2,5.616,3.4087651723168,7.26,4.9,3.64691650576209,6.5,28.08,24.5,0.256,1.28,1
"300","Robert Snodgrass","WHU","M",17,1395,82.0588235294118,9.33058823529412,5.00701566627796,9.26,11.7647058823529,8.54970329722548,11,158.62,200,0.0894117647058823,1.52,3
"301","Roberto Firmino","LIV","F",34,2876,84.5882352941177,12.6852941176471,5.98458283667753,11.6,11.3970588235294,8.33464784641245,8.5,431.3,387.5,0.392941176470588,13.36,16
"302","Roberto Pereyra","WAT","M",17,1341,78.8823529411765,5.36823529411765,3.53693411603559,4.56,4.73529411764706,3.35930446232375,5,91.26,80.5,0.362352941176471,6.16,5
"303","Rodrigo","MCI","M",28,2304,82.2857142857143,7.78642857142857,4.99534317531373,6.94,8.51785714285714,6.41970655677752,7.75,218.02,238.5,0.504285714285714,14.12,13
"304","Romain Saiss","WOL","D",31,2665,85.9677419354839,10.3051612903226,5.10350132815223,10.9,8.67741935483871,6.57114701694305,9.75,319.46,269,0.501935483870968,15.56,10
"305","Ross Barkley","CHE","M",13,945,72.6923076923077,11.9492307692308,11.2196245195182,9.9,12.4230769230769,12.9451505621574,6,155.34,161.5,0.510769230769231,6.64,5
"306","Ruben Neves","WOL","M",35,2988,85.3714285714286,6.65428571428571,4.60686334895734,5.14,6.68571428571429,5.49342617065497,4.5,232.9,234,0.485714285714286,17,13
"307","Ruben Vinagre","WOL","D",6,518,86.3333333333333,8.94166666666667,6.22853888698358,7.575,11.875,6.03065087697837,11.875,53.65,71.25,0.266666666666667,1.6,3
"308","Ryan Bennett","LEI","D",10,733,73.3,4.589,4.75633016796213,4.2,2.425,6.17122579215651,1,45.89,24.25,0.404,4.04,2
"309","Ryan Bertrand","SOU","D",31,2699,87.0645161290323,8.04290322580645,7.26291777618719,9.6,6.44354838709677,6.47775349350225,6.5,249.33,199.75,0.35741935483871,11.08,7
"310","Ryan Fraser","BOU","M",21,1857,88.4285714285714,9.28285714285714,5.32810017065853,8.9,8.38095238095238,4.74580014830155,8,194.94,176,0.192380952380952,4.04,4
"311","Ryan Fredericks","WHU","D",25,2210,88.4,6.0936,6.15164062127603,5.5,6.72,8.19340435960535,6.5,152.34,168,0.1536,3.84,7
"312","Sadio Mane","LIV","F",31,2652,85.5483870967742,16.7645161290323,7.35896498098733,16,18.1774193548387,8.93359612837665,17.5,519.7,563.5,0.383225806451613,11.88,12
"313","Sam Byram","NOR","D",15,1269,84.6,7.44933333333333,5.60391249379353,5.68,5.73333333333333,6.02262598951021,4.75,111.74,86,0.229333333333333,3.44,3
"314","Sander Berge","SHU","M",10,768,76.8,8.094,3.52978501076513,7.72,8.95,6.51685847970051,7.5,80.94,89.5,0.344,3.44,3
"315","Scott Dann","CRY","D",14,1229,87.7857142857143,6.72,4.70871859100018,7.01,7.28571428571429,4.9486372860628,7.125,94.08,102,0.305714285714286,4.28,5
"316","Scott McTominay","MUN","M",20,1677,83.85,9.474,5.00074141871404,7.9,9.825,6.36452958529578,7.5,189.48,196.5,0.504,10.08,3
"317","Sead Kolasinac","ARS","D",19,1543,81.2105263157895,5.78631578947368,5.49746629571429,4.75,4.71052631578947,4.76624645430321,4.75,109.94,89.5,0.307368421052632,5.84,4
"318","Seamus Coleman","EVE","D",21,1699,80.9047619047619,8.07095238095238,5.35456431912243,6.87,7.32142857142857,6.04728392397305,5.75,169.49,153.75,0.325714285714286,6.84,5
"319","Sean Longstaff","NEW","M",14,1172,83.7142857142857,6.63571428571429,4.96232066412746,4.96,6.39285714285714,4.74414039967918,4.75,92.9,89.5,0.257142857142857,3.6,2
"320","Sebastien Haller","WHU","F",24,2089,87.0416666666667,12.8791666666667,7.22736220849306,11.6,13.1666666666667,8.05641341425881,10.75,309.1,316,0.123333333333333,2.96,5
