"","Player","Team.x","Position","n","min_total","mean_minutes","mean_xFpts","sd_xFpts","median_xFpts","mean_fpts","sd_fpts","median_ftps","total_xFpts","total_fpts","mean_xCS","xCS","CS"
"331","Steven Alzate","BHA","F",12,1076,89.6666666666667,9.48333333333333,6.39784528121963,7.85,8.45833333333333,5.41655011529619,7.25,113.8,101.5,0.293333333333333,3.52,3
"332","Steven Bergwijn","TOT","F",6,487,81.1666666666667,8.83333333333333,6.2397649528381,8.75,11.0833333333333,6.80747138566639,13.5,53,66.5,0,0,2
"333","Stuart Armstrong","SOU","M",18,1533,85.1666666666667,10.4966666666667,6.26172406253215,11.12,12.5277777777778,8.83088201281067,10.75,188.94,225.5,0.324444444444444,5.84,7
"334","Tammy Abraham","CHE","F",25,2050,82,11.164,6.24705797422541,10.9,12.1,9.13213191611539,10,279.1,302.5,0.424,10.6,7
"335","Tanguy Ndombele","TOT","M",8,643,80.375,10.8,4.73974080062854,10.26,12.875,6.15136454083854,14,86.4,103,0.3,2.4,1
"336","Teemu Pukki","NOR","F",32,2794,87.3125,9.1375,6.90739435490645,7.25,8.546875,9.70978835605364,4.75,292.4,273.5,0.205,6.56,6
"337","Theo Walcott","EVE","F",12,921,76.75,7.66666666666667,4.9876817958817,7.9,6.79166666666667,5.08767822262471,5.5,92,81.5,0.373333333333333,4.48,4
"338","Timm Klose","NOR","D",6,540,90,4.77666666666667,2.82060749957641,3.915,0.916666666666667,3.20806275915336,1.25,28.66,5.5,0.293333333333333,1.76,0
"339","Toby Alderweireld","TOT","D",33,2958,89.6363636363636,5.32969696969697,4.81470630260071,5.43,5.21212121212121,5.28379051769168,3.25,175.88,172,0.305454545454545,10.08,7
"340","Todd Cantwell","NOR","M",28,2306,82.3571428571429,9.80357142857143,5.37840139700465,8.15,9.78571428571429,6.71982772517902,8,274.5,274,0.157142857142857,4.4,6
"341","Tom Cleverley","WAT","M",9,806,89.5555555555556,10.2911111111111,5.95828088555005,9.24,9.27777777777778,7.20291221968201,9,92.62,83.5,0.257777777777778,2.32,1
"342","Tom Davies","EVE","M",21,1815,86.4285714285714,5.28857142857143,2.67706982672153,5.34,4.90476190476191,3.59033093049599,4.5,111.06,103,0.236190476190476,4.96,5
"343","Tom Trybull","NOR","M",12,991,82.5833333333333,4.59666666666667,3.35591562721259,3.86,4.29166666666667,3.2295393235606,3.5,55.16,51.5,0.246666666666667,2.96,2
"344","Tomas Soucek","WHU","M",11,985,89.5454545454545,9.96181818181818,5.84634897723668,7.18,10.2272727272727,7.08295007875827,6.5,109.58,112.5,0.261818181818182,2.88,1
"345","Trent Alexander-Arnold","LIV","D",35,3100,88.5714285714286,13.6,9.49248061548161,11.5,15.1142857142857,10.6087406486944,14.25,476,529,0.382857142857143,13.4,14
"346","Trezeguet","AVL","M",20,1603,80.15,8.731,4.17776810220355,8.21,10,7.40909824756733,7.25,174.62,200,0.216,4.32,6
"347","Troy Deeney","WAT","F",26,2200,84.6153846153846,12.6423076923077,8.05561533723765,9.6,12.3076923076923,8.50773403801144,9.5,328.7,320,0.307692307692308,8,6
"348","Tyrone Mings","AVL","D",31,2880,92.9032258064516,4.97258064516129,4.20911943898161,4.9,4.81451612903226,6.10974895213089,3.5,154.15,149.25,0.219354838709677,6.8,6
"349","Victor Lindelof","MUN","D",34,3048,89.6470588235294,6.06588235294118,4.13240051862665,6.28,5.05882352941176,5.15812789900172,3.375,206.24,172,0.483529411764706,16.44,12
"350","Virgil van Dijk","LIV","D",38,3420,90,10.0584210526316,4.69970299597279,10.465,10.5789473684211,7.65958709968727,10.375,382.22,402,0.418947368421053,15.92,15
"351","Wesley","AVL","F",21,1790,85.2380952380952,7.5,5.09381978479804,6.9,7.35714285714286,7.46850530083305,5,157.5,154.5,0.118095238095238,2.48,6
"352","Wilfred Ndidi","LEI","M",29,2575,88.7931034482759,8.82068965517241,4.78744036220556,9.38,9.08620689655172,5.46754868930774,8.5,255.8,263.5,0.427586206896552,12.4,12
"353","Wilfried Zaha","CRY","F",36,3240,90,12.6583333333333,5.49573211033539,12.2,12.7916666666667,6.49546545126455,12.25,455.7,460.5,0.285555555555556,10.28,9
"354","Will Hughes","WAT","M",25,2070,82.8,7.2464,5.21773169107036,6.04,6.5,5.46198986939131,5,181.16,162.5,0.2624,6.56,5
"355","William Smallbone","SOU","F",5,361,72.2,3.74,1.8716303053755,3.6,5.3,4.64488966499744,3,18.7,26.5,0.448,2.24,3
"356","Willian","CHE","F",28,2405,85.8928571428571,16.2321428571429,7.21377558571503,15.75,17.25,9.11906834097691,16.25,454.5,483,0.497142857142857,13.92,10
"357","Willy Boly","WOL","D",22,1979,89.9545454545455,11.445,4.53150006699138,11.495,11.625,5.59748561749785,13.75,251.79,255.75,0.510909090909091,11.24,12
"358","Yan Valery","SOU","D",8,670,83.75,6.65375,3.19506287664488,7.64,7.71875,3.03384921698963,8.875,53.23,61.75,0.21,1.68,1
"359","Yerry Mina","EVE","D",24,2159,89.9583333333333,9.52833333333333,4.87740635518748,8.66,7.91666666666667,7.63240612051048,5,228.68,190,0.328333333333333,7.88,5
"360","Youri Tielemans","LEI","M",32,2753,86.03125,9.569375,4.61203470421713,9.4,9.703125,6.37517789125616,7.75,306.22,310.5,0.41,13.12,12
"361","Yves Bissouma","BHA","M",12,999,83.25,9.15833333333333,5.66381470121481,7.69,9.83333333333333,5.25414699128799,10.25,109.9,118,0.333333333333333,4,4
