"","Team.y","game_week","Player","Team.x","Position","Rk","Status","Opponent.x","FPts","FP/G","% Owned","+/-","GP","Min.x","G","GOF","A2","KP","ABS","AFKG","AHW","AOG","APL","APKG","AR","ASOP","AT","S","SOT","SA","SOP","SB","TkW","TLM","DIS","PLC","FC","FS","ErS","ErG","YC","SYC","RC","HB","Pen","DP","6S","Off","PA","AP","PC%","SFTP","C","ACNC","CF","CK","CIB","CF_1","CC","FKS","Int.x","IntB","CLRA","CLR","CoA","CoS","CoSF","BC","BS","DW","DL","AER","AERL","BCC","BCM","BCS","BR","FKG","FKM","PL","LB","LBA","SubOn","SubOff","PKG","PKA","PKM","PKD","OG","GAD","CS","MCS","Date","X1","#","Nation","Pos","Min.y","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Press","Tkl","Int.y","Blocks","xG","npxG","xA","SCA","GCA","Cmp","Att","Cmp%","PrgDist","Carries","PrgDist.1","Succ","Att.1","Opponent.y","xG_against","GAD_against","xCS","xPts","CLRpts","xGpts","xApts","KPpts","SOTpts","DISpts","YCpts","RCpts","OGpts","xGADpts","xCSpts","defPts","offPts"
"1384","Manchester City",15,"Nicolas Otamendi","MCI","D",136,"FA","MCI 4<br/>@BUR 1 F",0.75,0.75,"68%","23.30%",1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,82,77,93.9,1,0,0,0,0,0,0,1,0,1,0,3,3,0,0,0,0,0,2,6,1,5,0,0,0,2,0,0,6,5,2,0,0,0,0,0,0,0,1,0,0,"12/03/19",3907,30,"ar ARG","CB",90,0,0,0,0,0,0,0,0,87,7,0,1,1,0,0,0,0,0,76,80,95,415,67,217,0,0,"Burnley",0.5,0.25,0.8,7.05,0.75,0,0,0,0,0,0,0,0,-0.5,4.8,6.05,0
"1388","Manchester City",17,"Nicolas Otamendi","MCI","D",136,"FA","MCI 3<br/>@ARS 0 F",9.75,9.75,"68%","23.30%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,72,70,97.2,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,1,0,0,3,4,0,1,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,1,90,"12/15/19",4645,30,"ar ARG","CB",90,0,0,0,0,0,0,0,0,78,5,2,0,1,0,0,0,1,0,66,68,97.1,384,54,194,0,0,"Arsenal",0.4,0.15,0.88,8.73,1.25,0,0,0,0,-0.5,0,0,0,-0.3,5.28,8.23,0.5
"1389","Manchester City",18,"Nicolas Otamendi","MCI","D",136,"FA","LEI 1<br/>@MCI 3 F",3.5,3.5,"68%","23.30%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,92,84,91.3,5,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,3,2,2,0,0,0,0,1,0,0,8,4,1,0,0,0,0,0,0,0,1,0,0,"12/21/19",4848,30,"ar ARG","CB",90,0,0,0,0,1,0,0,0,97,1,1,3,2,0.1,0.1,0,0,0,79,86,91.9,369,81,189,0,0,"Leicester City",0.9,0.65,0.48,8.08,0.5,1,0,0,0,0,0,0,0,-1.3,2.88,5.08,1
"1394","Manchester City",19,"Nicolas Otamendi","MCI","D",136,"FA","MCI 2<br/>@WOL 3 F",0.25,0.25,"68%","23.30%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,3,0,0,0,1,0,0,0,0,0,0,0,30,23,76.7,2,0,0,0,0,0,0,1,0,1,0,9,9,0,0,0,0,2,7,5,4,1,0,0,0,3,0,0,7,6,1,0,0,0,0,0,0,0,3,0,0,"12/27/19",5196,30,"ar ARG","CB",90,0,0,0,0,0,0,1,0,45,8,3,1,3,0,0,0,0,0,22,31,71,104,23,54,0,0,"Wolves",2,1.75,0,2.75,2.25,0,0,0,0,0,0,0,0,-3.5,0,1.75,0
"1395","Manchester City",2,"Nicolas Otamendi","MCI","D",78,"FA","TOT 2<br/>@MCI 2 F",8,8,"68%","23.30%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0.5,0,1,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,79,73,92.4,7,0,0,0,0,0,0,1,0,1,0,4,4,0,0,0,0,0,6,3,6,1,0,0,0,4,0,0,6,3,2,0,0,0,0,0,0,0,2,0,0,"08/17/19",447,30,"ar ARG","CB",90,0,0,0,0,2,1,0,0,89,7,0,1,2,0.2,0.2,0,1,0,72,75,96,373,60,252,0,0,"Tottenham",0.2,0,1,20,1,2,0,2,2,0,0,0,0,0,6,8,6
"1397","Manchester City",2,"Aymeric Laporte","MCI","D",164,"FA","TOT 2<br/>@MCI 2 F",2.75,2.75,"84%","17%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,78,75,96.2,8,0,0,0,0,0,0,1,0,2,0,3,3,0,0,0,0,0,3,2,1,1,0,0,0,11,0,0,3,5,4,0,0,0,0,0,0,0,2,0,0,"08/17/19",446,14,"fr FRA","CB",90,0,0,0,0,1,0,0,0,85,4,1,2,0,0.1,0.1,0,1,0,72,75,96,454,50,297,0,0,"Tottenham",0.2,0,1,13.75,0.75,1,0,0,2,0,0,0,0,0,6,9.75,3
"1398","Manchester City",20,"Eric Garcia","MCI","D",419,"FA","SHU 0<br/>@MCI 2 F",6.75,6.75,"0%","-0.60%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,112,107,95.5,3,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,2,0,2,0,0,0,6,0,0,5,10,6,0,0,0,0,0,0,0,0,1,90,"12/29/19",5457,50,"es ESP","CB",90,0,0,0,0,0,0,0,0,113,8,1,0,0,0,0,0,0,0,101,103,98.1,509,84,151,0,0,"Sheffield Utd",0.9,0.65,0.48,2.33,0.75,0,0,0,0,0,0,0,0,-1.3,2.88,2.33,0
"1402","Manchester City",21,"Eric Garcia","MCI","D",419,"FA","EVE 1<br/>@MCI 2 F",3.75,3.75,"0%","-0.60%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,103,97,94.2,4,0,0,0,0,0,0,1,0,4,1,3,3,1,1,1,1,0,1,7,0,5,0,0,0,5,0,0,6,7,4,0,0,0,0,0,0,0,1,0,0,"01/01/20",5648,50,"es ESP","CB",90,0,0,0,0,0,0,0,0,110,11,1,4,3,0,0,0,0,0,94,98,95.9,516,87,169,2,2,"Everton",1.1,0.85,0.32,5.97,0.75,0,0,0,0,0,0,0,0,-1.7,1.92,4.97,1
"1404","Manchester City",22,"John Stones","MCI","D",148,"FA","MCI 6<br/>@AVL 1 F",1,1,"63%","27.40%",1,90,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,100,97,97,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,2,1,0,0,0,5,0,0,3,3,2,0,0,0,0,0,0,0,1,0,0,"01/12/20",6016,5,"eng ENG","CB",90,0,0,0,0,0,0,0,0,102,5,1,1,1,0,0,0,0,0,97,98,99,676,79,217,0,0,"Aston Villa",0.9,0.65,0.48,4.58,0,0,0,0,0,0,0,0,0,-1.3,2.88,2.58,0
"1407","Manchester City",23,"John Stones","MCI","D",148,"FA","CRY 2<br/>@MCI 2 F",9,9,"63%","27.40%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,82,74,90.2,10,0,0,0,0,0,1,1,0,2,1,0,0,1,1,1,0,0,10,8,7,6,0,0,0,5,0,0,8,4,3,0,0,0,0,0,0,0,2,0,0,"01/18/20",6056,5,"eng ENG","CB",90,0,0,0,0,1,0,0,0,89,13,3,2,4,0,0,0,3,0,72,80,90,374,54,295,0,0,"Crystal Palace",0.5,0.25,0.8,17.3,0,0,0,2,0,0,0,0,0,-0.5,4.8,7.3,3
"1409","Manchester City",24,"Aymeric Laporte","MCI","D",94,"FA","MCI 1<br/>@SHU 0 F",11,11,"84%","17%",1,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,82,72,87.8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,5,1,3,0,0,0,0,2,0,0,10,6,3,0,1,0,0,0,0,0,0,1,78,"01/21/20",6339,14,"fr FRA","CB",77,0,0,0,0,0,0,0,0,85,6,1,1,1,0,0,0,1,0,70,81,86.4,335,63,247,0,0,"Sheffield Utd",0.8,0.55,0.56,7.26,0,0,0,0,0,0,0,0,0,-1.1,3.36,4.26,0
"1410","Manchester City",24,"Nicolas Otamendi","MCI","D",136,"FA","MCI 1<br/>@SHU 0 F",17.25,17.25,"68%","23.30%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,69,64,92.8,1,0,0,0,0,0,2,1,0,0,0,9,9,0,0,0,0,0,6,3,3,2,0,0,0,3,0,0,5,6,5,0,0,0,0,0,0,0,0,1,90,"01/21/20",6341,30,"ar ARG","CB",90,0,0,0,0,1,1,0,0,80,7,2,0,0,0.1,0.1,0.1,1,0,68,72,94.4,401,53,216,0,0,"Sheffield Utd",0.8,0.55,0.56,15.31,2.25,1,0.8,2,2,0,0,0,0,-1.1,3.36,6.51,5.8
"1413","Manchester City",25,"Nicolas Otamendi","MCI","D",136,"FA","MCI 0<br/>@TOT 2 F",2.25,2.25,"68%","23.30%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,74,68,91.9,5,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,3,1,3,0,0,0,0,5,0,0,6,4,2,0,0,0,0,0,0,0,2,0,0,"02/02/20",6856,30,"ar ARG","CB",90,0,0,0,0,0,0,0,0,76,6,0,3,1,0,0,0,0,0,67,73,91.8,447,55,238,0,0,"Tottenham",0.3,0.05,0.96,11.91,0.25,0,0,0,0,0,0,0,0,-0.1,5.76,8.91,0
"1415","Manchester City",26,"Nicolas Otamendi","MCI","D",136,"FA","WHU 0<br/>@MCI 2 F",14.5,14.5,"68%","23.30%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,70,64,91.4,4,0,0,0,0,0,0,0,0,2,0,6,6,0,0,0,0,0,3,2,3,1,0,0,0,7,0,0,7,8,5,0,0,0,0,0,0,0,0,1,90,"02/19/20",7118,30,"ar ARG","CB",90,0,0,0,0,0,0,0,0,80,5,0,2,0,0,0,0,1,0,62,66,93.9,309,56,174,2,2,"West Ham",0.1,0,1,14.5,1.5,0,0,2,0,0,0,0,0,0,6,9.5,2
"1416","Manchester City",26,"Aymeric Laporte","MCI","D",94,"FA","WHU 0<br/>@MCI 2 F",6,6,"84%","17%",1,65,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,58,57,98.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,4,0,0,1,3,2,0,1,0,0,0,0,0,0,1,65,"02/19/20",7116,14,"fr FRA","CB",64,0,0,0,0,0,0,0,0,60,2,0,0,0,0,0,0,0,0,58,59,98.3,357,53,359,0,0,"West Ham",0.1,0,1,6,0,0,0,0,0,0,0,0,0,0,6,6,0
"1420","Manchester City",29,"Nicolas Otamendi","MCI","D",136,"FA","MCI 0<br/>@MUN 2 F",1.75,1.75,"68%","23.30%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,95,88,92.6,4,0,0,0,0,0,0,1,0,0,0,3,3,1,1,1,0,1,7,4,3,1,0,0,0,6,0,0,8,6,5,0,0,0,0,0,0,0,2,0,0,"03/08/20",7869,30,"ar ARG","CB",90,0,0,0,0,1,0,0,0,102,7,4,0,2,0,0,0,0,0,89,94,94.7,506,70,117,0,0,"Manchester Utd",1.4,1.15,0.0800000000000001,3.93,0.75,0,0,0,0,0,0,0,0,-2.3,0.48,-0.0699999999999994,1
"1422","Manchester City",3,"Nicolas Otamendi","MCI","D",136,"FA","MCI 3<br/>@BOU 1 F",-1,-1,"68%","23.30%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,9,1,0,1,0,1,0,0,0,0,0,0,0,116,108,93.1,4,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,1,1,4,3,3,2,0,1,0,4,0,0,9,5,0,0,0,0,0,0,0,0,1,0,0,"08/25/19",766,30,"ar ARG","CB",90,0,0,0,0,2,0,1,0,124,6,0,0,2,0.5,0.5,0,0,0,104,114,91.2,474,101,376,0,0,"Bournemouth",1.5,1.25,0,3.5,1,5,0,0,0,0,0,0,0,-2.5,0,-1.5,5
"1423","Manchester City",3,"Aymeric Laporte","MCI","D",94,"FA","MCI 3<br/>@BOU 1 F",7.5,7.5,"84%","17%",1,90,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,0,0,0,0,0,0,0,0,0,0,144,133,92.4,19,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,0,6,4,4,3,0,0,0,5,0,0,11,10,4,0,0,0,0,0,0,0,1,0,0,"08/25/19",765,14,"fr FRA","CB",90,0,0,0,0,0,0,0,0,146,2,0,1,0,0,0,0.1,2,0,133,142,93.7,846,121,635,0,0,"Bournemouth",1.5,1.25,0,7.8,0.5,0,0.8,4,0,0,0,0,0,-2.5,0,-1,4.8
"1425","Manchester City",30,"Nicolas Otamendi","MCI","D",51,"W (Tue)","ARS 0<br/>@MCI 3 F",13.5,13.5,"56%","-3%",1,90,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,97,90,92.8,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,8,2,5,1,0,0,0,5,0,0,8,14,9,0,0,0,0,0,0,0,0,1,90,"06/22/20",8244,30,"ar ARG","CB",90,0,0,0,0,0,0,0,0,102,7,1,0,1,0,0,0,0,0,92,100,92,454,82,331,0,0,"Burnley",0,0,1,13.5,0.5,0,0,0,0,0,0,0,0,0,6,8.5,0
"1427","Manchester City",30,"Aymeric Laporte","MCI","D",96,"W (Tue)","ARS 0<br/>@MCI 3 F",8.5,4.25,"81%","-4.10%",2,99,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,116,111,95.7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,4,0,0,6,5,3,1,1,0,0,0,0,0,0,1,99,"06/22/20",8243,14,"fr FRA","CB",30,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,0,33,33,100,269,29,117,0,0,"Burnley",0,0,1,8.5,0,0,0,0,0,-0.5,0,0,0,0,6,7,-0.5
"1429","Manchester City",31,"Aymeric Laporte","MCI","D",192,"W (Tue)","MCI 1<br/>@CHE 2 F",1.5,1.5,"81%","-4.10%",1,74,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,90,83,92.2,15,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,2,1,1,1,0,0,0,5,0,0,7,13,11,0,1,0,0,0,0,0,1,0,0,"06/25/20",8552,14,"fr FRA","CB",73,0,0,0,0,0,0,0,0,93,7,1,0,1,0,0,0,1,0,83,89,93.3,484,71,263,0,0,"Chelsea",3.1,2.85,0,-2.2,0.5,0,0,2,0,0,0,0,0,-5.7,0,-5.2,2
"1431","Manchester City",32,"Aymeric Laporte","MCI","D",61,"W (Tue)","LIV 0<br/>@MCI 4 F",10,10,"81%","-4.10%",1,79,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,51,45,88.2,0,0,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,6,6,2,0,1,0,0,0,0,0,0,1,79,"07/02/20",8829,14,"fr FRA","CB",78,0,0,0,0,0,0,0,0,59,6,2,2,3,0,0,0,0,0,46,51,90.2,383,41,81,0,0,"Liverpool",1.4,1.15,0.0800000000000001,2.18,1,0,0,0,0,0,0,0,0,-2.3,0.48,2.18,0
"1433","Manchester City",32,"Eric Garcia","MCI","D",52,"W (Tue)","LIV 0<br/>@MCI 4 F",11.25,11.25,"25%","-6.10%",1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,57,48,84.2,1,0,0,0,0,0,0,1,0,1,0,5,5,1,1,1,0,0,4,3,2,2,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,1,90,"07/02/20",8831,50,"es ESP","CB",90,0,0,0,0,0,0,0,0,65,9,1,1,0,0,0,0,0,0,49,56,87.5,239,50,80,1,1,"Liverpool",1.4,1.15,0.0800000000000001,3.43,1.25,0,0,0,0,0,0,0,0,-2.3,0.48,0.430000000000001,1
"1434","Manchester City",33,"Aymeric Laporte","MCI","D",167,"W (Tue)","MCI 0<br/>@SOU 1 F",2.5,2.5,"81%","-4.10%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,110,101,91.8,17,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,2,2,2,0,0,0,8,0,0,9,18,13,0,0,0,0,0,0,0,1,0,0,"07/05/20",9113,14,"fr FRA","CB",90,0,0,0,0,2,0,0,0,116,2,0,2,0,0.1,0.1,0,1,0,102,109,93.6,735,85,322,0,0,"Southampton",0.8,0.55,0.56,7.76,0.5,1,0,0,0,0,0,0,0,-1.1,3.36,4.76,1
"1435","Manchester City",33,"Eric Garcia","MCI","D",148,"W (Tue)","MCI 0<br/>@SOU 1 F",3.25,3.25,"25%","-6.10%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,108,103,95.4,8,0,0,0,0,0,0,1,0,1,0,5,5,2,2,2,0,0,3,6,1,4,0,0,0,4,0,0,5,4,3,0,0,0,0,0,0,0,1,0,0,"07/05/20",9114,50,"es ESP","CB",90,0,0,0,0,0,0,0,0,108,8,2,1,0,0,0,0,0,0,99,102,97.1,408,91,234,2,2,"Southampton",0.8,0.55,0.56,7.51,1.25,0,0,0,0,0,0,0,0,-1.1,3.36,4.51,2
"1437","Manchester City",34,"John Stones","MCI","D",74,"W (Tue)","NEW 0<br/>@MCI 5 F",9,9,"48%","-1%",1,90,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,109,104,95.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,0,0,0,3,0,0,5,6,6,0,0,0,0,0,0,0,0,1,90,"07/08/20",9271,5,"eng ENG","CB",90,0,0,0,0,0,0,0,0,108,5,0,0,1,0,0,0,0,0,102,106,96.2,600,84,295,0,0,"Newcastle Utd",0.2,0,1,9,0,0,0,0,0,0,0,0,0,0,6,6,0
"1438","Manchester City",34,"Nicolas Otamendi","MCI","D",20,"W (Tue)","NEW 0<br/>@MCI 5 F",19,19,"56%","-3%",1,90,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,109,101,92.7,5,0,0,0,0,0,0,1,0,2,0,4,4,1,1,1,0,1,9,0,7,0,0,0,0,6,0,0,9,6,4,0,0,0,0,0,0,0,0,1,90,"07/08/20",9270,30,"ar ARG","CB",90,0,0,0,0,1,1,0,0,121,10,0,2,3,0.1,0.1,0,0,0,102,109,93.6,553,86,304,1,1,"Newcastle Utd",0.2,0,1,20,1,1,0,0,2,0,0,0,0,0,6,9,4
"1441","Manchester City",35,"Eric Garcia","MCI","D",40,"W (Tue)","MCI 5<br/>@BHA 0 F",14.5,14.5,"25%","-6.10%",1,72,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,78,76,97.4,3,0,0,0,0,0,0,1,0,4,0,2,2,1,0,1,0,0,3,2,2,0,0,1,0,4,0,0,3,3,2,0,1,0,0,0,0,0,0,1,72,"07/11/20",9579,50,"es ESP","CB",71,0,0,0,0,2,1,0,0,85,5,0,4,0,0.5,0.5,0,0,0,75,77,97.4,466,71,170,0,0,"Brighton",0.1,0,1,19.5,0.5,5,0,0,2,0,0,0,0,0,6,10.5,7
"1442","Manchester City",35,"Aymeric Laporte","MCI","D",52,"W (Tue)","MCI 5<br/>@BHA 0 F",12.25,12.25,"81%","-4.10%",1,90,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,91,84,92.3,6,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,0,6,1,2,1,0,0,0,4,0,0,7,5,1,0,0,0,0,0,0,0,0,1,90,"07/11/20",9578,14,"fr FRA","CB",90,0,0,0,0,0,0,0,0,101,9,3,1,0,0,0,0,0,0,84,92,91.3,487,76,169,0,0,"Brighton",0.1,0,1,12.25,1.25,0,0,0,0,0,0,0,0,0,6,10.25,0
"1443","Manchester City",36,"John Stones","MCI","D",119,"W (Tue)","BOU 1<br/>@MCI 2 F",5.25,5.25,"48%","-1%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,101,94,93.1,4,0,0,0,0,0,0,2,0,0,0,5,5,1,1,1,0,1,7,3,4,3,0,0,0,5,0,0,9,4,3,0,0,0,0,0,0,0,1,0,0,"07/15/20",9774,5,"eng ENG","CB",90,0,0,0,0,0,0,0,0,115,7,2,0,2,0,0,0,0,0,96,100,96,530,81,316,0,0,"Bournemouth",1.8,1.55,0,4.15,1.25,0,0,0,0,0,0,0,0,-3.1,0,-0.85,1
"1445","Manchester City",36,"Nicolas Otamendi","MCI","D",219,"W (Tue)","BOU 1<br/>@MCI 2 F",0.75,0.75,"56%","-3%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,95,86,90.5,3,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,1,1,2,8,2,6,0,0,0,2,0,0,10,4,0,0,0,0,0,0,0,0,1,0,0,"07/15/20",9773,30,"ar ARG","CB",90,0,0,0,0,0,0,0,0,104,8,0,0,3,0,0,0,0,0,84,93,90.3,300,73,254,0,0,"Bournemouth",1.8,1.55,0,-0.35,0.75,0,0,0,0,0,0,0,0,-3.1,0,-2.35,0
"1447","Manchester City",4,"Nicolas Otamendi","MCI","D",136,"FA","BHA 0<br/>@MCI 4 F",9.25,9.25,"68%","23.30%",1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,60,52,86.7,2,0,0,0,0,0,0,0,0,2,0,5,5,0,0,0,0,1,1,3,0,0,0,0,0,2,0,0,9,9,3,0,0,0,0,0,0,0,0,1,90,"08/31/19",893,30,"ar ARG","CB",90,0,0,0,0,0,0,0,0,66,4,2,2,1,0,0,0,0,0,49,57,86,224,50,176,0,0,"Brighton",0.5,0.25,0.8,7.55,1.25,0,0,0,0,0,0,0,0,-0.5,4.8,7.55,0
"1448","Manchester City",5,"Nicolas Otamendi","MCI","D",136,"FA","MCI 2<br/>@NOR 3 F",2.25,2.25,"68%","23.30%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0.7,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,80,74,92.5,12,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,0,1,4,4,4,3,0,0,0,8,0,0,7,3,2,0,0,0,0,0,0,0,3,0,0,"09/14/19",1291,30,"ar ARG","CB",90,0,0,0,0,3,2,0,0,88,0,0,0,3,0.1,0.1,0,1,0,73,78,93.6,415,56,223,0,0,"Norwich City",1.7,1.45,0,6.35,0.75,1,0,0,4,-0.5,0,0,0,-2.9,0,-2.15,4.5
"1450","Manchester City",5,"John Stones","MCI","D",148,"FA","MCI 2<br/>@NOR 3 F",2.5,2.5,"63%","27.40%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,89,82,92.1,22,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,7,1,5,1,0,0,0,6,0,0,7,6,3,0,0,0,0,0,0,0,3,0,0,"09/14/19",1292,5,"eng ENG","CB",90,0,0,0,0,0,0,0,0,95,4,2,0,0,0,0,0.1,3,0,86,92,93.5,478,65,515,0,0,"Norwich City",1.7,1.45,0,6.4,0.5,0,0.8,2,0,0,0,0,0,-2.9,0,-1.4,2.8
"1451","Manchester City",6,"Nicolas Otamendi","MCI","D",136,"FA","WAT 0<br/>@MCI 8 F",30,30,"68%","23.30%",1,63,1,7,0,0,1,0,0,0,0,0,0,0,1,2,1,0.5,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,46,44,95.7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,0,0,2,2,2,0,1,0,0,0,0,0,0,1,63,"09/21/19",1444,30,"ar ARG","CB",62,1,0,0,0,2,1,0,0,51,1,3,1,0,0.8,0.8,0,1,1,44,46,95.7,184,41,123,0,0,"Watford",0.4,0.15,0.88,18.98,0,8,0,0,2,0,0,0,0,-0.3,5.28,7.98,10
"1453","Manchester City",7,"Nicolas Otamendi","MCI","D",136,"FA","MCI 3<br/>@EVE 1 F",1,1,"68%","23.30%",1,90,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,87,80,92,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,7,3,5,0,0,0,5,0,0,7,5,4,0,0,0,0,0,0,0,1,0,0,"09/28/19",1876,30,"ar ARG","CB",90,0,0,0,0,0,0,1,0,90,4,1,0,0,0,0,0,2,0,77,82,93.9,372,74,451,0,0,"Everton",2.5,2.25,0,-1.5,1,0,0,2,0,0,0,0,0,-4.5,0,-3.5,2
