"","X","Team.y","game_week","Player","Team.x","Position","Rk","Status","Opponent.x","FPts","FP.G","X..Owned","X...","GP","Min.x","G","GOF","A2","KP","ABS","AFKG","AHW","AOG","APL","APKG","AR","ASOP","AT","S","SOT","SA","SOP","SB","TkW","TLM","DIS","PLC","FC","FS","ErS","ErG","YC","SYC","RC","HB","Pen","DP","X6S","Off","PA","AP","PC.","SFTP","C","ACNC","CF","CK","CIB","CF_1","CC","FKS","Int.x","IntB","CLRA","CLR","CoA","CoS","CoSF","BC","BS","DW","DL","AER","AERL","BCC","BCM","BCS","BR","FKG","FKM","PL","LB","LBA","SubOn","SubOff","PKG","PKA","PKM","PKD","OG","GAD","CS","MCS","Date","X1","X.","Nation","Pos","Min.y","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Press","Tkl","Int.y","Blocks","xG","npxG","xA","SCA","GCA","Cmp","Att","Cmp.","PrgDist","Carries","PrgDist.1","Succ","Att.1","Opponent.y","xG_against","GAD_against","xCS","xPts","CLRpts","xGpts","xApts","KPpts","SOTpts","DISpts","YCpts","RCpts","OGpts","xGADpts","xCSpts","AER_prop","defPts","offPts"
"372",372,"Bournemouth",4,"Adam Smith","BOU","D",350,"FA","BOU 1<br/>@LEI 3 F",4.25,4.25,"5%","1.30%",1,64,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,12,2,2,0,0,0,0,0,0,0,0,0,0,34,24,70.6,4,1,0,1,0,0,2,0,0,1,0,1,1,4,3,5,1,0,9,5,3,2,0,0,0,5,0,0,12,3,1,0,1,0,0,0,0,0,2,0,0,"08/31/19",935,15,"eng ENG","RB",63,0,0,0,0,1,0,0,0,50,13,2,1,3,0.1,0.1,0,0,0,32,44,72.7,242,34,150,2,3,"Leicester City",1.9,1.65,0,5.95,0.25,1,0,0,0,0,0,0,0,-3.3,0,0.6,-1.05,4
"376",376,"Bournemouth",5,"Diego Rico","BOU","D",157,"FA","EVE 1<br/>@BOU 3 F",16,16,"58%","10.40%",1,89,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,39,21,53.8,5,5,0,3,3,2,0,0,0,3,1,4,4,1,1,1,0,0,2,4,1,3,1,0,0,4,0,0,27,2,0,0,1,0,0,0,0,0,1,0,0,"09/15/19",1303,21,"es ESP","LB",89,0,1,0,0,0,0,0,0,71,14,2,3,4,0,0,0.4,4,1,35,57,61.4,473,29,67,0,2,"Everton",1.4,1.15,0.0800000000000001,11.38,1,0,3.2,4,0,0,0,0,0,-2.3,0.48,0.25,2.18,8.2
"377",377,"Bournemouth",5,"Jack Stacey","BOU","D",351,"FA","EVE 1<br/>@BOU 3 F",4.25,4.25,"5%","3.50%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,33,23,69.7,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,6,1,2,0,0,0,0,5,0,0,15,6,1,0,0,0,0,0,0,0,1,0,0,"09/15/19",1307,17,"eng ENG","RB",90,0,0,0,0,0,0,0,0,48,11,4,0,5,0,0,0,0,0,22,35,62.9,147,28,48,0,1,"Everton",1.4,1.15,0.0800000000000001,4.43,0.25,0,0,0,0,0,0,0,0,-2.3,0.48,1,2.43,0
"379",379,"Bournemouth",6,"Jack Stacey","BOU","D",351,"FA","BOU 3<br/>@SOU 1 F",-1.75,-1.75,"5%","3.50%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,1,0,0,0,0,0,0,0,28,18,64.3,3,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,2,4,1,2,1,0,0,0,3,0,0,14,5,2,0,0,0,0,0,0,0,1,0,0,"09/20/19",1405,17,"eng ENG","RB",90,0,0,0,0,0,0,1,0,47,15,2,1,3,0,0,0,0,0,25,36,69.4,205,23,43,0,1,"Southampton",2.2,1.95,0,-3.65,0.25,0,0,0,0,0,0,0,0,-3.9,0,0.666666666666667,-2.65,0
"381",381,"Bournemouth",6,"Diego Rico","BOU","D",157,"FA","BOU 3<br/>@SOU 1 F",16.25,16.25,"58%","10.40%",1,90,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,4,28,1,2,0,0,0,0,0,0,0,0,0,0,40,27,67.5,4,4,0,3,4,1,1,0,0,5,0,1,1,3,2,4,2,0,7,9,2,2,1,0,0,16,0,0,28,13,7,0,0,0,0,0,0,0,1,0,0,"09/20/19",1402,21,"es ESP","LB",90,0,1,0,0,1,0,0,0,81,21,2,5,5,0,0,0.1,1,1,37,53,69.8,494,33,102,3,6,"Southampton",2.2,1.95,0,7.15,0.25,0,0.8,2,0,-2,0,0,0,-3.9,0,0.5,2.35,2.8
"382",382,"Bournemouth",7,"Jack Stacey","BOU","D",351,"FA","WHU 2<br/>@BOU 2 F",2.25,2.25,"5%","3.50%",1,89,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,47,36,76.6,7,4,0,4,0,0,1,1,0,1,0,1,1,1,1,2,0,2,4,1,1,0,0,0,0,6,0,0,17,6,2,0,1,0,0,0,0,0,2,0,0,"09/28/19",1807,17,"eng ENG","RB",88,0,0,0,0,0,0,0,0,66,3,0,1,2,0,0,0.1,1,0,41,55,74.5,265,51,112,1,1,"West Ham",1.4,1.15,0.0800000000000001,5.23,0.25,0,0.8,2,0,0,0,0,0,-2.3,0.48,1,0.43,3.8
"383",383,"Bournemouth",7,"Diego Rico","BOU","D",157,"FA","WHU 2<br/>@BOU 2 F",9,9,"58%","10.40%",1,90,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,16,3,0,0,0,1,0,0,0,0,0,0,0,40,30,75,8,8,2,2,5,4,0,2,0,1,0,4,4,0,0,0,1,0,1,6,0,0,1,0,0,6,0,0,16,10,4,0,0,0,0,0,0,0,2,0,0,"09/28/19",1804,21,"es ESP","LB",90,0,0,0,0,0,0,1,0,80,11,4,1,1,0,0,0.5,7,1,55,64,85.9,761,37,94,0,1,"West Ham",1.4,1.15,0.0800000000000001,15.18,1,0,4,12,0,-1,0,0,0,-2.3,0.48,0,1.18,17
"386",386,"Bournemouth",8,"Jack Stacey","BOU","D",351,"FA","BOU 0<br/>@ARS 1 F",4.75,4.75,"5%","3.50%",1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,12,1,1,0,0,1,0,0,0,0,0,0,0,28,22,78.6,2,1,0,1,0,0,2,1,0,3,1,1,1,2,1,2,1,0,9,5,3,2,0,0,0,2,0,0,12,2,1,0,1,0,0,0,0,0,1,0,0,"10/06/19",2125,17,"eng ENG","RB",78,0,0,0,0,1,1,1,0,45,23,3,3,2,0,0,0,0,0,26,33,78.8,80,26,78,1,2,"Arsenal",1,0.75,0.4,7.65,0.25,0,0,0,2,-0.5,0,0,0,-1.5,2.4,0.6,5.15,2.5
"388",388,"Bournemouth",8,"Diego Rico","BOU","D",157,"FA","BOU 0<br/>@ARS 1 F",10,10,"58%","10.40%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,36,0,1,0,0,0,0,0,0,0,0,0,0,44,25,56.8,11,12,1,10,4,1,1,3,0,4,0,2,2,1,0,1,1,0,7,10,4,2,0,0,0,6,0,0,36,8,5,0,0,0,0,0,0,0,1,0,0,"10/06/19",2122,21,"es ESP","LB",90,0,0,0,0,0,0,0,0,82,24,3,4,3,0,0,0.1,3,0,37,61,60.7,607,36,126,0,2,"Arsenal",1,0.75,0.4,13.7,0.5,0,0.8,2,0,-0.5,0,0,0,-1.5,2.4,0.666666666666667,6.4,3.3
"392",392,"Bournemouth",9,"Adam Smith","BOU","D",350,"FA","NOR 0<br/>@BOU 0 F",9.75,9.75,"5%","1.30%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,1,0,0,1,0,0,0,0,0,0,1,49,40,81.6,12,1,0,1,0,0,0,0,0,1,0,3,3,3,2,3,0,0,6,6,1,1,0,0,0,8,0,0,15,5,2,0,0,0,0,0,0,0,0,1,90,"10/19/19",2307,15,"eng ENG","RB",90,0,0,0,0,0,0,1,0,78,25,2,1,4,0,0,0,1,0,50,61,82,337,51,197,1,1,"Norwich City",0.4,0.15,0.88,8.73,0.75,0,0,2,0,0,0,0,0,-0.3,5.28,0.5,6.73,4
"393",393,"Bournemouth",9,"Diego Rico","BOU","D",157,"FA","NOR 0<br/>@BOU 0 F",17.25,17.25,"58%","10.40%",1,90,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,45,34,75.6,14,11,3,7,1,1,2,0,0,1,1,1,1,2,1,2,0,0,4,3,2,0,0,0,0,3,0,0,20,4,3,0,0,0,0,0,0,0,0,1,90,"10/19/19",2304,21,"es ESP","LB",90,0,0,0,0,1,0,0,0,70,11,0,1,0,0,0,0.1,4,0,48,65,73.8,573,41,161,1,2,"Norwich City",0.4,0.15,0.88,17.03,0.25,0,0.8,4,0,0,0,0,0,-0.3,5.28,1,6.23,8.8
"397",397,"Brighton",1,"Martin Montoya","BHA","D",64,"FA","BHA 3<br/>@WAT 0 F",11,11,"16%","0.60%",1,90,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,27,0,2,0,0,0,0,0,0,0,0,0,0,41,28,68.3,9,2,0,2,0,0,0,0,0,1,0,2,2,3,1,3,0,0,5,5,0,0,0,0,0,4,0,0,27,6,3,0,0,0,0,0,0,0,0,1,90,"08/10/19",78,22,"es ESP","WB",90,0,0,0,0,0,0,0,0,62,13,2,1,1,0,0,0.1,2,1,32,48,66.7,273,46,113,3,3,"Watford",0.9,0.65,0.48,7.38,0.5,0,0.8,2,0,-1.5,0,0,0,-1.3,2.88,0,5.08,2.3
"399",399,"Brighton",10,"Dan Burn","BHA","D",213,"FA","EVE 2<br/>@BHA 3 F",6.5,6.5,"26%","-20.30%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,48,42,87.5,8,0,0,0,0,0,0,3,0,4,1,2,2,1,1,1,0,1,9,1,2,1,0,0,0,7,0,0,7,6,3,0,0,0,0,0,0,0,2,0,0,"10/26/19",2549,33,"eng ENG","LB",90,0,0,0,0,0,0,0,0,72,17,4,4,4,0,0,0,1,1,48,54,88.9,295,37,136,2,2,"Everton",0.8,0.55,0.56,12.76,0.5,0,0,0,0,0,0,0,0,-1.1,3.36,0.666666666666667,9.76,1
"400",400,"Brighton",10,"Martin Montoya","BHA","D",260,"FA","EVE 2<br/>@BHA 3 F",-1.5,-1.5,"16%","0.60%",1,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,36,27,75,9,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,6,0,1,0,0,0,1,0,0,16,3,0,0,1,0,0,0,0,0,1,0,0,"10/26/19",2552,22,"es ESP","RB",65,0,0,0,0,0,0,0,0,54,11,1,1,1,0,0,0,0,0,34,46,73.9,244,37,87,0,0,"Everton",0.8,0.55,0.56,2.76,0,0,0,0,0,-0.5,0,0,0,-1.1,3.36,0,3.26,-0.5
"402",402,"Brighton",11,"Dan Burn","BHA","D",213,"FA","NOR 0<br/>@BHA 2 F",11.25,11.25,"26%","-20.30%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,55,42,76.4,10,2,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,1,3,2,2,0,0,0,0,4,0,0,21,5,2,0,0,0,0,0,0,0,0,1,90,"11/02/19",2906,33,"eng ENG","LB",90,0,0,0,0,0,0,0,0,74,6,1,0,1,0,0,0,1,0,48,66,72.7,398,50,168,0,1,"Norwich City",0.4,0.15,0.88,10.23,0.25,0,0,2,0,0,0,0,0,-0.3,5.28,1,6.23,2
"404",404,"Brighton",11,"Martin Montoya","BHA","D",260,"FA","NOR 0<br/>@BHA 2 F",31,31,"16%","0.60%",1,90,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,56,48,85.7,21,2,1,1,0,0,0,1,0,5,2,0,0,1,1,1,1,0,7,3,2,1,1,0,0,8,0,0,9,8,6,0,0,0,0,0,0,0,0,1,90,"11/02/19",2910,22,"es ESP","RB",90,0,1,0,0,0,0,0,0,75,12,5,5,1,0,0,0.2,3,1,58,65,89.2,459,49,178,1,1,"Norwich City",0.4,0.15,0.88,23.58,0,0,1.6,4,0,0,0,0,0,-0.3,5.28,0.666666666666667,13.98,7.6
"408",408,"Brighton",13,"Martin Montoya","BHA","D",260,"FA","LEI 2<br/>@BHA 0 F",3.25,3.25,"16%","0.60%",1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,34,22,64.7,14,4,0,4,0,0,1,2,0,1,0,1,1,1,0,0,2,0,4,5,2,1,0,0,0,3,0,0,19,5,2,0,1,0,0,0,0,0,1,0,0,"11/23/19",3486,22,"es ESP","RB",76,0,0,0,0,1,0,0,0,64,19,2,1,4,0,0,0,0,0,38,53,71.7,220,39,145,1,2,"Leicester City",3.4,3.15,0,-1.05,0.25,0,0,0,0,0,0,0,0,-6.3,0,0.666666666666667,-3.05,0
"411",411,"Brighton",13,"Dan Burn","BHA","D",213,"FA","LEI 2<br/>@BHA 0 F",9.75,9.75,"26%","-20.30%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,54,41,75.9,12,3,1,2,0,0,2,0,0,1,0,3,3,2,0,0,0,1,10,4,5,1,0,0,0,6,0,0,22,3,1,0,0,0,0,0,0,0,2,0,0,"11/23/19",3483,33,"eng ENG","LB",90,0,0,0,0,0,0,0,0,76,6,4,1,2,0,0,0,1,0,47,64,73.4,393,46,126,1,3,"Leicester City",3.4,3.15,0,7.45,0.75,0,0,2,0,0,0,0,0,-6.3,0,0.833333333333333,-0.55,3
"412",412,"Brighton",14,"Martin Montoya","BHA","D",260,"FA","BHA 1<br/>@LIV 2 F",1.75,1.75,"16%","0.60%",1,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,2,1,0,0,0,0,0,0,0,0,0,0,40,30,75,7,2,1,1,0,0,0,0,0,1,0,3,3,1,0,1,1,0,3,3,0,0,0,0,0,2,0,0,14,4,2,0,1,0,0,0,0,0,2,0,0,"11/30/19",3664,22,"es ESP","RB",68,0,0,0,0,0,0,0,0,64,11,2,1,2,0,0,0.1,1,0,43,54,79.6,327,32,153,1,2,"Liverpool",1.8,1.55,0,3.45,0.75,0,0.8,2,0,0,0,0,0,-3.1,0,0,-0.35,3.8
"415",415,"Brighton",14,"Dan Burn","BHA","D",213,"FA","BHA 1<br/>@LIV 2 F",10.25,10.25,"26%","-20.30%",1,90,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,65,51,78.5,13,2,1,1,0,0,1,0,0,2,0,5,5,2,2,2,0,1,6,2,3,2,2,0,0,5,0,0,15,7,3,0,0,0,0,0,0,0,2,0,0,"11/30/19",3661,33,"eng ENG","LB",90,0,0,0,0,1,0,0,0,88,14,1,2,2,0,0,0.3,3,0,63,78,80.8,498,50,106,2,2,"Liverpool",1.8,1.55,0,13.55,1.25,0,2.4,4,0,0,0,0,0,-3.1,0,0.6,1.15,9.4
"418",418,"Brighton",15,"Dan Burn","BHA","D",213,"FA","BHA 2<br/>@ARS 1 F",16,16,"26%","-20.30%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,38,30,78.9,9,1,0,1,0,0,0,2,0,1,1,6,6,1,1,1,1,1,15,4,10,1,0,0,0,5,0,0,11,3,1,0,0,0,0,0,0,0,1,0,0,"12/05/19",4126,33,"eng ENG","LB",90,0,0,0,0,2,0,0,0,65,21,2,1,3,0.1,0.1,0,2,0,41,50,82,325,25,83,1,1,"Arsenal",1.1,0.85,0.32,19.22,1.5,1,0,2,0,-0.5,0,0,0,-1.7,1.92,0.909090909090909,5.72,3.5
"421",421,"Brighton",16,"Dan Burn","BHA","D",213,"FA","WOL 2<br/>@BHA 2 F",0,0,"26%","-20.30%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,22,2,0,0,0,1,0,0,0,0,0,0,0,48,30,62.5,6,1,1,0,0,0,0,1,0,1,1,4,4,1,0,0,1,0,6,11,4,3,0,0,0,7,0,0,22,8,0,0,0,0,0,0,0,0,2,0,0,"12/08/19",4360,33,"eng ENG","LB",90,0,0,0,0,1,0,1,0,73,19,3,1,1,0,0,0,0,0,44,61,72.1,178,37,69,1,1,"Wolves",1.5,1.25,0,1.5,1,0,0,0,0,-1,0,0,0,-2.5,0,0.571428571428571,0.5,0
"422",422,"Brighton",17,"Dan Burn","BHA","D",213,"FA","BHA 1<br/>@CRY 1 F",8.75,8.75,"26%","-20.30%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,70,55,78.6,20,1,0,1,0,0,0,0,0,1,0,3,3,0,0,0,0,0,9,7,4,3,0,0,0,6,0,0,20,5,1,0,0,0,0,0,0,0,1,0,0,"12/16/19",4670,33,"eng ENG","LB",90,0,0,0,0,0,0,0,0,103,14,4,1,3,0,0,0,0,0,75,91,82.4,500,63,180,0,0,"Crystal Palace",0.8,0.55,0.56,13.01,0.75,0,0,2,0,-1,0,0,0,-1.1,3.36,0.571428571428571,8.01,1
"423",423,"Brighton",17,"Martin Montoya","BHA","D",260,"FA","BHA 1<br/>@CRY 1 F",13,13,"16%","0.60%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,2,0,0,22,2,1,0,0,0,0,0,0,0,0,0,1,56,39,69.6,15,5,1,4,0,0,2,1,0,1,0,0,0,4,4,5,0,0,9,7,1,4,0,1,0,5,0,0,22,5,1,0,0,0,0,0,0,0,1,0,0,"12/16/19",4673,22,"es ESP","RB",90,0,0,0,0,2,2,0,0,89,16,3,1,2,0.9,0.9,0,4,0,56,78,71.8,294,57,304,4,4,"Crystal Palace",0.8,0.55,0.56,26.26,0,9,0,2,4,0,0,0,0,-1.1,3.36,0.2,5.26,20
"426",426,"Brighton",18,"Dan Burn","BHA","D",213,"FA","SHU 1<br/>@BHA 0 F",8,8,"26%","-20.30%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,65,46,70.8,12,1,1,0,0,0,0,1,0,0,0,2,2,3,3,3,1,0,7,6,2,4,0,0,0,9,0,0,21,11,2,0,0,0,0,0,0,0,1,0,0,"12/21/19",4765,33,"eng ENG","LB",90,0,0,0,0,0,0,0,0,79,7,2,0,1,0,0,0.1,2,0,54,72,75,301,54,192,4,4,"Sheffield Utd",1.2,0.95,0.24,10.34,0.5,0,0.8,2,0,-0.5,0,0,0,-1.9,1.44,0.333333333333333,2.04,6.3
"429",429,"Brighton",19,"Bernardo","BHA","D",315,"FA","BHA 1<br/>@TOT 2 F",18,18,"5%","2.90%",1,76,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,27,16,59.3,5,3,1,2,0,0,0,0,0,1,0,4,4,1,1,1,0,0,13,3,6,3,1,0,0,4,0,0,18,4,1,0,1,0,0,0,0,0,0,0,0,"12/26/19",4942,30,"br BRA","WB",75,0,0,0,0,1,1,0,0,48,16,7,1,1,0,0,0.1,2,0,19,31,61.3,158,20,30,0,1,"Tottenham",1.4,1.15,0.0800000000000001,16.98,1,0,0.8,2,2,0,0,0,0,-2.3,0.48,0.666666666666667,4.18,6.8
"433",433,"Brighton",2,"Martin Montoya","BHA","D",80,"FA","WHU 1<br/>@BHA 1 F",8,8,"16%","0.60%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,21,2,2,0,0,0,0,0,0,0,0,0,1,53,42,79.2,11,4,3,1,0,0,1,0,0,0,0,0,0,2,1,3,1,0,9,7,2,0,1,0,0,5,0,0,21,7,3,0,0,0,0,0,0,0,0,0,0,"08/17/19",417,22,"es ESP","WB",90,0,0,0,0,0,0,0,0,85,24,3,0,1,0,0,0.1,2,0,58,69,84.1,353,57,222,0,1,"West Ham",0.8,0.55,0.56,11.06,0,0,0.8,2,0,-1,0,0,0,-1.1,3.36,1,3.26,5.8
"437",437,"Brighton",20,"Dan Burn","BHA","D",213,"FA","BOU 0<br/>@BHA 2 F",14.75,14.75,"26%","-20.30%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,18,1,2,0,0,0,0,0,0,0,0,0,1,38,28,73.7,4,0,0,0,0,0,0,0,0,2,0,1,1,3,0,2,0,1,8,7,5,2,0,0,0,3,0,0,18,4,0,0,0,0,0,0,0,0,0,1,90,"12/28/19",5208,33,"eng ENG","LB",90,0,0,0,0,0,0,0,0,61,10,2,2,2,0,0,0,1,0,37,48,77.1,233,30,53,0,1,"Bournemouth",0.6,0.35,0.72,12.37,0.25,0,0,0,0,-0.5,0,0,0,-0.7,4.32,0.714285714285714,7.87,-0.5
"438",438,"Brighton",20,"Martin Montoya","BHA","D",260,"FA","BOU 0<br/>@BHA 2 F",11.75,11.75,"16%","0.60%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,52,44,84.6,10,0,0,0,0,0,1,0,0,3,0,3,3,0,0,1,0,0,5,1,0,1,0,0,0,5,0,0,9,2,1,0,0,0,0,0,0,0,0,1,90,"12/28/19",5211,22,"es ESP","RB",90,0,0,0,0,0,0,0,0,74,17,4,3,3,0,0,0,0,0,57,65,87.7,323,48,58,0,0,"Bournemouth",0.6,0.35,0.72,9.37,0.75,0,0,0,0,0,0,0,0,-0.7,4.32,0,9.37,0
"441",441,"Brighton",21,"Martin Montoya","BHA","D",260,"FA","CHE 1<br/>@BHA 1 F",6.25,6.25,"16%","0.60%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,46,32,69.6,6,3,0,3,0,0,1,0,0,1,0,1,1,3,0,0,0,1,6,6,2,0,0,0,0,3,0,0,22,4,2,0,0,0,0,0,0,0,1,0,0,"01/01/20",5514,22,"es ESP","RB",90,0,0,0,0,1,0,0,0,76,22,3,1,2,0.1,0.1,0.3,3,0,50,65,76.9,230,39,98,0,2,"Chelsea",1.6,1.35,0,8.95,0.25,1,2.4,2,0,0,0,0,0,-2.7,0,1,1.55,5.4
"443",443,"Brighton",21,"Bernardo","BHA","D",315,"FA","CHE 1<br/>@BHA 1 F",13.5,13.5,"5%","2.90%",1,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,44,38,86.4,14,1,0,1,0,0,0,0,0,0,0,4,4,1,1,1,0,0,7,1,5,0,0,0,0,6,0,0,11,3,1,1,0,0,0,0,0,0,0,1,0,"01/01/20",5511,30,"br BRA","LB",69,0,0,0,0,0,0,0,0,62,13,1,0,2,0,0,0,1,0,45,53,84.9,394,39,152,1,1,"Chelsea",1.6,1.35,0,4.8,1,0,0,0,0,-0.5,0,0,0,-2.7,0,1,-0.7,0.5
"446",446,"Brighton",22,"Martin Montoya","BHA","D",260,"FA","BHA 0<br/>@EVE 1 F",4.5,4.5,"16%","0.60%",1,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,19,95,6,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,1,3,0,1,0,0,0,2,0,0,5,1,1,0,1,0,0,0,0,0,0,0,0,"01/11/20",5881,22,"es ESP","WB",61,0,0,0,0,0,0,0,0,31,9,1,1,0,0,0,0.1,1,0,23,24,95.8,132,18,59,0,1,"Everton",1.9,1.65,0,2,0.5,0,0.8,2,0,0,0,0,0,-3.3,0,0,-0.8,2.8
"452",452,"Brighton",23,"Bernardo","BHA","D",315,"FA","AVL 1<br/>@BHA 1 F",14.25,14.25,"5%","2.90%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,57,40,70.2,11,2,1,1,0,0,0,0,0,1,0,1,1,4,4,4,1,0,15,2,6,0,1,0,0,6,0,0,27,5,1,0,0,0,0,0,0,0,1,0,0,"01/18/20",6134,30,"br BRA","LB",90,0,0,0,0,0,0,0,0,88,15,4,1,3,0,0,0.1,2,0,56,74,75.7,407,57,210,4,4,"Aston Villa",0.8,0.55,0.56,19.31,0.25,0,0.8,2,0,-1,0,0,0,-1.1,3.36,1,6.51,6.8
"453",453,"Brighton",24,"Bernardo","BHA","D",315,"FA","BHA 1<br/>@BOU 3 F",-3,-3,"5%","2.90%",1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,11,1,0,0,0,1,0,0,0,0,0,0,0,27,19,70.4,4,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,5,1,2,0,0,0,0,7,0,0,11,3,1,0,1,0,0,0,0,0,2,0,0,"01/21/20",6365,30,"br BRA","LB",59,0,0,0,0,2,0,1,0,39,6,2,0,1,0.1,0.1,0,0,0,25,35,71.4,118,21,70,0,0,"Bournemouth",1.7,1.45,0,-0.9,0,1,0,0,0,0,0,0,0,-2.9,0,1,-1.9,2
"456",456,"Brighton",25,"Bernardo","BHA","D",315,"FA","BHA 3<br/>@WHU 3 F",3,3,"5%","2.90%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3,0,1,4,0,2,13,0,1,0,0,0,0,0,0,0,0,0,0,49,41,83.7,8,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,1,12,5,3,0,0,0,0,4,0,0,13,7,5,0,0,0,0,0,0,0,3,0,0,"02/01/20",6744,30,"br BRA","LB",90,0,0,0,0,3,1,0,0,71,8,5,0,1,0.2,0.2,0,0,0,48,54,88.9,300,49,204,1,1,"West Ham",0.9,0.65,0.48,12.58,0,2,0,0,2,-1,0,0,0,-1.3,2.88,1,5.58,4
