Player,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist,Succ,Att,Match Report
Christian Benteke,8/10/19,Sat,Matchweek 1,Home,D 0–0,Crystal Palace,Everton,Y,FW,82,0,0,0,0,1,0,0,0,23,7,2,1,3,0,0,0.4,2,0,7,12,58.3,43,9,95,0,0,Match Report
Christian Benteke,8/18/19,Sun,Matchweek 2,Away,L 0–1,Crystal Palace,Sheffield Utd,Y,FW,90,0,0,0,0,1,1,0,0,33,10,2,0,2,0.1,0.1,0,1,0,15,19,78.9,50,13,34,0,0,Match Report
Christian Benteke,8/24/19,Sat,Matchweek 3,Away,W 2–1,Crystal Palace,Manchester Utd,N,FW,16,0,0,0,0,0,0,0,0,11,7,1,0,1,0,0,0,0,0,4,6,66.7,8,4,4,0,0,Match Report
Christian Benteke,8/31/19,Sat,Matchweek 4,Home,W 1–0,Crystal Palace,Aston Villa,N,FW,5,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,1,1,100,1,2,30,0,0,Match Report
Christian Benteke,9/14/19,Sat,Matchweek 5,Away,L 0–4,Crystal Palace,Tottenham,N,FW,20,0,0,0,0,2,1,0,0,11,3,0,0,0,0.2,0.2,0.1,2,0,5,7,71.4,31,7,41,0,0,Match Report
Christian Benteke,9/22/19,Sun,Matchweek 6,Home,D 1–1,Crystal Palace,Wolves,N,FW,22,0,0,0,0,1,1,0,0,15,3,0,0,0,0.1,0.1,0.4,2,0,8,9,88.9,44,10,28,1,1,Match Report
Christian Benteke,9/28/19,Sat,Matchweek 7,Home,W 2–0,Crystal Palace,Norwich City,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Christian Benteke,10/5/19,Sat,Matchweek 8,Away,W 2–1,Crystal Palace,West Ham,N,FW,1,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,2,0,0,4,17,1,1,Match Report
Christian Benteke,10/19/19,Sat,Matchweek 9,Home,L 0–2,Crystal Palace,Manchester City,N,FW,15,0,0,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Match Report
Christian Benteke,10/27/19,Sun,Matchweek 10,Away,D 2–2,Crystal Palace,Arsenal,N,FW,10,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,0.1,1,0,2,3,66.7,18,3,0,0,1,Match Report
Christian Benteke,11/3/19,Sun,Matchweek 11,Home,L 0–2,Crystal Palace,Leicester City,N,FW,13,0,0,0,0,1,1,0,0,8,2,1,0,0,0,0,0,1,0,3,6,50,12,3,14,1,1,Match Report
Christian Benteke,11/9/19,Sat,Matchweek 12,Away,L 0–2,Crystal Palace,Chelsea,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Christian Benteke,11/23/19,Sat,Matchweek 13,Home,L 1–2,Crystal Palace,Liverpool,N,FW,15,0,0,0,0,1,0,0,0,9,6,0,0,0,0.1,0.1,0,1,1,4,7,57.1,0,5,16,1,1,Match Report
Christian Benteke,11/30/19,Sat,Matchweek 14,Away,W 2–0,Crystal Palace,Burnley,N,FW,9,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,Match Report
Christian Benteke,12/3/19,Tue,Matchweek 15,Home,W 1–0,Crystal Palace,Bournemouth,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Christian Benteke,12/7/19,Sat,Matchweek 16,Away,D 0–0,Crystal Palace,Watford,N,FWCM,18,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,1,5,20,27,2,22,0,0,Match Report
Christian Benteke,12/16/19,Mon,Matchweek 17,Home,D 1–1,Crystal Palace,Brighton,Y,FW,90,0,0,0,0,4,3,1,0,37,12,0,0,1,0.3,0.3,0.1,1,0,8,20,40,37,18,46,0,0,Match Report
Christian Benteke,12/21/19,Sat,Matchweek 18,Away,L 0–1,Crystal Palace,Newcastle Utd,Y,FW,90,0,0,0,0,3,1,0,0,44,15,1,2,1,0.4,0.4,0.1,3,0,15,32,46.9,62,21,89,2,3,Match Report
Christian Benteke,2/1/20,Sat,Matchweek 25,Home,L 0–1,Crystal Palace,Sheffield Utd,Y,FW,76,0,0,0,0,2,1,0,0,26,17,0,0,0,0.3,0.3,0.1,2,0,13,22,59.1,20,14,55,1,1,Match Report
Christian Benteke,2/8/20,Sat,Matchweek 26,Away,L 1–3,Crystal Palace,Everton,Y,FW,90,1,0,0,0,3,2,0,0,35,19,0,1,1,0.7,0.7,0.1,3,1,11,23,47.8,21,15,98,0,3,Match Report
Christian Benteke,2/22/20,Sat,Matchweek 27,Home,W 1–0,Crystal Palace,Newcastle Utd,Y,FW,88,0,0,0,0,3,1,0,0,42,9,0,0,1,0.4,0.4,0,3,1,15,25,60,74,23,109,2,5,Match Report
Christian Benteke,2/29/20,Sat,Matchweek 28,Away,W 1–0,Crystal Palace,Brighton,Y,FW,86,0,1,0,0,4,1,1,0,31,9,0,0,0,0.6,0.6,0.6,5,2,15,19,78.9,74,18,97,2,2,Match Report
Christian Benteke,3/7/20,Sat,Matchweek 29,Home,W 1–0,Crystal Palace,Watford,Y,FW,90,0,0,0,0,2,0,1,0,40,7,0,0,1,0.1,0.1,0.3,5,1,16,18,88.9,43,28,58,2,3,Match Report
Danny Ings,8/10/19,Sat,Matchweek 1,Away,L 0–3,Southampton,Burnley,Y,AM,65,0,0,0,0,0,0,0,0,25,37,1,0,2,0,0,0,1,0,11,18,61.1,52,15,57,0,0,Match Report
Danny Ings,8/17/19,Sat,Matchweek 2,Home,L 1–2,Southampton,Liverpool,N,DM,27,1,0,0,0,3,1,0,0,10,8,0,0,2,1,1,0,1,0,3,4,75,9,7,14,1,1,Match Report
Danny Ings,8/24/19,Sat,Matchweek 3,Away,W 2–0,Southampton,Brighton,Y,FW,83,0,1,0,0,1,0,0,0,33,36,1,0,4,0,0,0.1,3,2,13,20,65,34,21,43,1,2,Match Report
Danny Ings,8/31/19,Sat,Matchweek 4,Home,D 1–1,Southampton,Manchester Utd,Y,FW,76,0,0,0,0,2,1,0,0,31,35,3,0,1,0.1,0.1,0.1,3,1,9,19,47.4,49,18,48,1,2,Match Report
Danny Ings,9/14/19,Sat,Matchweek 5,Away,W 1–0,Southampton,Sheffield Utd,N,AM,17,0,0,0,0,0,0,0,0,10,10,1,0,1,0,0,0,0,0,5,8,62.5,33,9,19,1,1,Match Report
Danny Ings,9/20/19,Fri,Matchweek 6,Home,L 1–3,Southampton,Bournemouth,N,FW,14,0,0,0,0,4,0,0,0,8,3,0,0,0,0.3,0.3,0.2,2,0,1,2,50,4,3,16,0,0,Match Report
Danny Ings,9/28/19,Sat,Matchweek 7,Away,L 1–2,Southampton,Tottenham,Y,FW,82,1,0,0,0,2,1,0,0,24,19,3,1,0,0.8,0.8,0,1,0,9,14,64.3,5,14,18,0,0,Match Report
Danny Ings,10/6/19,Sun,Matchweek 8,Home,L 1–4,Southampton,Chelsea,Y,FW,80,1,0,0,0,3,1,0,0,20,21,1,0,1,0.7,0.7,0,1,0,8,10,80,20,13,58,1,1,Match Report
Danny Ings,10/19/19,Sat,Matchweek 9,Away,D 1–1,Southampton,Wolves,Y,FWAM,90,1,0,0,0,6,3,0,0,35,21,1,0,0,1,1,0,2,0,13,21,61.9,45,27,79,3,3,Match Report
Danny Ings,10/25/19,Fri,Matchweek 10,Home,L 0–9,Southampton,Leicester City,Y,CMFW,45,0,0,0,0,1,0,0,0,22,21,2,0,2,0,0,0,1,0,8,12,66.7,5,15,52,2,3,Match Report
Danny Ings,11/2/19,Sat,Matchweek 11,Away,L 1–2,Southampton,Manchester City,Y,FW,83,0,0,0,0,1,1,0,0,21,28,3,1,3,0,0,0,2,0,6,12,50,63,13,14,0,1,Match Report
Danny Ings,11/9/19,Sat,Matchweek 12,Home,L 1–2,Southampton,Everton,Y,FW,90,1,0,0,0,1,1,0,0,25,28,1,0,4,0.8,0.8,0,1,0,6,13,46.2,50,16,32,0,1,Match Report
Danny Ings,11/23/19,Sat,Matchweek 13,Away,D 2–2,Southampton,Arsenal,Y,FW,72,1,0,0,0,3,1,1,0,24,30,1,0,1,0.4,0.4,0,2,0,9,14,64.3,16,15,54,0,1,Match Report
Danny Ings,11/30/19,Sat,Matchweek 14,Home,W 2–1,Southampton,Watford,Y,FW,90,1,0,0,0,2,2,0,0,39,19,0,1,1,0.4,0.4,0.6,3,0,16,26,61.5,24,24,35,2,3,Match Report
Danny Ings,12/4/19,Wed,Matchweek 15,Home,W 2–1,Southampton,Norwich City,Y,FW,76,1,0,0,0,4,1,0,0,36,49,4,0,2,0.3,0.3,0.1,4,0,14,21,66.7,72,23,80,4,4,Match Report
Danny Ings,12/8/19,Sun,Matchweek 16,Away,L 1–2,Southampton,Newcastle Utd,Y,FW,87,1,0,0,0,2,1,0,0,36,32,1,0,1,0.4,0.4,0,2,0,13,21,61.9,95,23,55,1,4,Match Report
Danny Ings,12/14/19,Sat,Matchweek 17,Home,L 0–1,Southampton,West Ham,Y,FW,90,0,0,0,0,1,0,0,0,36,29,1,2,6,0.1,0.1,0,2,0,12,25,48,25,26,85,1,2,Match Report
Danny Ings,12/21/19,Sat,Matchweek 18,Away,W 3–1,Southampton,Aston Villa,Y,FW,86,2,0,0,0,3,3,0,0,35,23,1,0,3,1.2,1.2,0,5,0,15,20,75,73,24,169,1,1,Match Report
Danny Ings,12/26/19,Thu,Matchweek 19,Away,W 2–0,Southampton,Chelsea,N,FW,22,0,0,0,0,0,0,0,0,11,11,0,0,1,0,0,0,0,0,2,4,50,15,6,6,0,0,Match Report
Danny Ings,12/28/19,Sat,Matchweek 20,Home,D 1–1,Southampton,Crystal Palace,Y,FW,90,1,0,0,0,6,2,0,0,29,19,0,0,1,0.7,0.7,0,1,0,13,17,76.5,65,17,83,0,0,Match Report
Danny Ings,1/1/20,Wed,Matchweek 21,Home,W 1–0,Southampton,Tottenham,Y,FW,75,1,0,0,0,2,1,0,0,35,30,1,1,4,0.4,0.4,0,3,1,9,19,47.4,38,26,34,3,5,Match Report
Danny Ings,1/11/20,Sat,Matchweek 22,Away,W 2–1,Southampton,Leicester City,Y,FW,90,1,0,0,0,9,5,1,0,44,20,2,0,1,1.7,1.7,0,5,1,12,23,52.2,37,28,85,2,4,Match Report
Danny Ings,1/18/20,Sat,Matchweek 23,Home,L 2–3,Southampton,Wolves,Y,FW,90,0,0,0,0,1,0,0,0,25,27,0,1,2,0.1,0.1,0,0,0,9,15,60,51,14,23,1,4,Match Report
Danny Ings,1/21/20,Tue,Matchweek 24,Away,W 2–0,Southampton,Crystal Palace,N,FW,21,0,0,0,0,0,0,0,0,6,9,0,0,1,0,0,0,0,0,3,4,75,20,3,0,0,0,Match Report
Danny Ings,2/1/20,Sat,Matchweek 25,Away,L 0–4,Southampton,Liverpool,Y,FW,69,0,0,0,0,4,1,0,0,27,28,1,0,1,0.4,0.4,0.2,6,0,8,12,66.7,31,23,164,4,6,Match Report
Danny Ings,2/15/20,Sat,Matchweek 26,Home,L 1–2,Southampton,Burnley,Y,FWLW,90,1,0,0,0,1,1,0,0,53,17,0,0,2,0.1,0.1,0,3,1,24,34,70.6,75,33,95,2,4,Match Report
Danny Ings,2/22/20,Sat,Matchweek 27,Home,W 2–0,Southampton,Aston Villa,Y,FW,72,0,0,0,0,3,1,0,0,17,27,2,0,2,0.4,0.4,0.3,4,0,8,9,88.9,33,9,11,3,3,Match Report
Danny Ings,2/29/20,Sat,Matchweek 28,Away,L 1–3,Southampton,West Ham,N,FW,37,0,0,0,0,1,0,0,0,15,5,0,0,0,0.1,0.1,0,1,0,7,10,70,87,11,24,2,2,Match Report
Danny Ings,3/7/20,Sat,Matchweek 29,Home,L 0–1,Southampton,Newcastle Utd,Y,CMFW,90,0,0,0,0,1,0,0,0,24,40,4,0,3,0,0,0,1,0,6,14,42.9,33,18,49,0,1,Match Report
David McGoldrick,8/10/19,Sat,Matchweek 1,Away,D 1–1,Sheffield Utd,Bournemouth,Y,FW,62,0,0,0,0,2,1,0,0,35,21,1,0,2,0.2,0.2,0,0,0,17,22,77.3,32,25,43,2,2,Match Report
David McGoldrick,8/18/19,Sun,Matchweek 2,Home,W 1–0,Sheffield Utd,Crystal Palace,Y,FW,88,0,0,0,0,2,1,0,0,38,25,3,0,1,0.5,0.5,0,0,0,17,22,77.3,24,27,64,0,3,Match Report
David McGoldrick,8/24/19,Sat,Matchweek 3,Home,L 1–2,Sheffield Utd,Leicester City,Y,FW,53,0,0,0,0,0,0,0,0,20,16,2,0,0,0,0,0,0,0,11,16,68.8,48,13,28,2,2,Match Report
David McGoldrick,8/31/19,Sat,Matchweek 4,Away,D 2–2,Sheffield Utd,Chelsea,N,FWCM,28,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,9,9,100,23,8,1,0,0,Match Report
David McGoldrick,9/14/19,Sat,Matchweek 5,Home,L 0–1,Sheffield Utd,Southampton,Y,FWAM,90,0,0,0,0,6,3,0,0,38,22,2,0,0,0.9,0.9,0,1,0,19,22,86.4,61,31,83,4,4,Match Report
David McGoldrick,10/21/19,Mon,Matchweek 9,Home,W 1–0,Sheffield Utd,Arsenal,Y,FW,77,0,0,0,0,0,0,1,0,32,29,0,0,1,0,0,0,1,0,16,21,76.2,24,21,73,0,1,Match Report
David McGoldrick,10/26/19,Sat,Matchweek 10,Away,D 1–1,Sheffield Utd,West Ham,Y,FWAM,80,0,0,0,0,3,2,0,0,35,11,0,0,0,0.7,0.7,0.2,6,0,18,25,72,44,27,78,4,5,Match Report
David McGoldrick,11/2/19,Sat,Matchweek 11,Home,W 3–0,Sheffield Utd,Burnley,Y,FW,74,0,0,0,0,2,0,0,0,38,24,4,0,3,0.2,0.2,0.3,2,1,18,25,72,52,18,93,1,1,Match Report
David McGoldrick,11/9/19,Sat,Matchweek 12,Away,D 1–1,Sheffield Utd,Tottenham,Y,FW,89,0,1,0,0,1,1,0,0,50,20,3,0,3,0,0,0.2,6,2,29,34,85.3,143,36,109,2,2,Match Report
David McGoldrick,11/24/19,Sun,Matchweek 13,Home,D 3–3,Sheffield Utd,Manchester Utd,Y,FW,77,0,0,0,0,3,3,0,0,33,21,2,1,1,0.3,0.3,0,0,0,16,24,66.7,39,27,61,2,2,Match Report
David McGoldrick,12/1/19,Sun,Matchweek 14,Away,D 1–1,Sheffield Utd,Wolves,Y,FW,72,0,0,0,0,5,2,0,0,40,21,2,0,1,0.4,0.4,0,1,0,16,24,66.7,58,26,34,0,2,Match Report
David McGoldrick,12/5/19,Thu,Matchweek 15,Home,L 0–2,Sheffield Utd,Newcastle Utd,N,AMDM,19,0,0,0,0,1,0,0,0,15,6,3,0,0,0.2,0.2,0,0,0,8,10,80,19,9,8,0,1,Match Report
David McGoldrick,12/8/19,Sun,Matchweek 16,Away,W 2–1,Sheffield Utd,Norwich City,Y,FW,82,0,0,0,0,3,1,0,0,48,25,1,2,0,0.5,0.5,0.1,3,0,23,35,65.7,94,32,67,1,1,Match Report
David McGoldrick,12/14/19,Sat,Matchweek 17,Home,W 2–0,Sheffield Utd,Aston Villa,Y,FW,89,0,1,0,0,3,1,0,0,57,24,3,0,2,0.8,0.8,0.4,2,1,28,39,71.8,61,24,86,0,1,Match Report
David McGoldrick,12/21/19,Sat,Matchweek 18,Away,W 1–0,Sheffield Utd,Brighton,Y,FW,90,0,0,0,0,3,0,1,0,41,23,2,0,1,0.8,0.8,0,1,0,20,24,83.3,58,27,79,1,1,Match Report
David McGoldrick,12/26/19,Thu,Matchweek 19,Home,D 1–1,Sheffield Utd,Watford,Y,FW,90,0,0,0,0,0,0,0,0,46,31,2,0,2,0,0,0.1,2,0,22,31,71,85,22,21,2,3,Match Report
David McGoldrick,12/29/19,Sun,Matchweek 20,Away,L 0–2,Sheffield Utd,Manchester City,N,FW,32,0,0,0,0,0,0,0,0,15,10,1,0,0,0,0,0,1,0,9,13,69.2,10,10,49,0,0,Match Report
David McGoldrick,1/2/20,Thu,Matchweek 21,Away,L 0–2,Sheffield Utd,Liverpool,Y,FW,65,0,0,0,0,1,1,0,0,27,13,1,0,0,0,0,0,0,0,16,20,80,58,15,19,0,0,Match Report
David McGoldrick,1/10/20,Fri,Matchweek 22,Home,W 1–0,Sheffield Utd,West Ham,Y,FW,59,0,0,0,0,1,0,0,0,15,13,0,0,0,0,0,0,0,0,7,10,70,1,11,16,1,1,Match Report
David McGoldrick,2/9/20,Sun,Matchweek 26,Home,W 2–1,Sheffield Utd,Bournemouth,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
David McGoldrick,2/22/20,Sat,Matchweek 27,Home,D 1–1,Sheffield Utd,Brighton,N,FW,17,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0.3,2,0,7,8,87.5,33,14,8,4,4,Match Report
David McGoldrick,3/7/20,Sat,Matchweek 29,Home,W 1–0,Sheffield Utd,Norwich City,N,FW,20,0,0,0,0,0,0,0,0,12,13,1,0,1,0,0,0,0,0,3,7,42.9,0,7,36,1,2,Match Report
Dominic Calvert-Lewin,8/10/19,Sat,Matchweek 1,Away,D 0–0,Everton,Crystal Palace,Y,FW,68,0,0,0,0,1,0,0,0,25,12,0,0,0,0.1,0.1,0,2,0,12,17,70.6,27,15,30,0,0,Match Report
Dominic Calvert-Lewin,8/17/19,Sat,Matchweek 2,Home,W 1–0,Everton,Watford,Y,FW,71,0,0,0,0,0,0,0,0,20,9,3,1,0,0,0,0,0,0,7,11,63.6,50,13,0,1,1,Match Report
Dominic Calvert-Lewin,8/23/19,Fri,Matchweek 3,Away,L 0–2,Everton,Aston Villa,Y,FW,90,0,0,0,0,1,0,1,0,29,20,0,0,0,0.2,0.2,0,0,0,12,19,63.2,48,16,59,1,2,Match Report
Dominic Calvert-Lewin,9/1/19,Sun,Matchweek 4,Home,W 3–2,Everton,Wolves,N,FW,15,0,0,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,4,6,66.7,9,3,0,0,0,Match Report
Dominic Calvert-Lewin,9/15/19,Sun,Matchweek 5,Away,L 1–3,Everton,Bournemouth,Y,FW,70,1,0,0,0,3,2,0,0,25,18,1,0,1,0.5,0.5,0,0,0,8,14,57.1,25,10,23,0,1,Match Report
Dominic Calvert-Lewin,9/21/19,Sat,Matchweek 6,Home,L 0–2,Everton,Sheffield Utd,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Dominic Calvert-Lewin,9/28/19,Sat,Matchweek 7,Home,L 1–3,Everton,Manchester City,Y,FW,90,1,0,0,0,3,2,0,0,28,16,2,0,0,1.8,1.8,0,3,0,9,14,64.3,19,7,43,1,1,Match Report
Dominic Calvert-Lewin,10/5/19,Sat,Matchweek 8,Away,L 0–1,Everton,Burnley,Y,FW,73,0,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,1,0,3,10,30,14,7,5,1,1,Match Report
Dominic Calvert-Lewin,10/19/19,Sat,Matchweek 9,Home,W 2–0,Everton,West Ham,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Dominic Calvert-Lewin,10/26/19,Sat,Matchweek 10,Away,L 2–3,Everton,Brighton,N,FWLW,19,1,0,0,0,1,1,0,0,11,6,0,0,0,0.1,0.1,0,0,0,5,7,71.4,7,6,0,0,0,Match Report
Dominic Calvert-Lewin,11/3/19,Sun,Matchweek 11,Home,D 1–1,Everton,Tottenham,N,CM,8,0,0,0,0,1,0,0,0,4,4,0,0,0,0.1,0.1,0,0,0,1,1,100,7,2,2,0,0,Match Report
Dominic Calvert-Lewin,11/9/19,Sat,Matchweek 12,Away,W 2–1,Everton,Southampton,N,FW,17,0,0,0,0,1,0,0,0,15,0,0,0,0,0.1,0.1,0,0,0,6,10,60,16,10,7,1,2,Match Report
Dominic Calvert-Lewin,11/23/19,Sat,Matchweek 13,Home,L 0–2,Everton,Norwich City,N,FW,25,0,0,0,0,0,0,0,0,12,4,1,0,0,0,0,0.2,3,0,7,8,87.5,6,6,36,1,1,Match Report
Dominic Calvert-Lewin,12/1/19,Sun,Matchweek 14,Away,L 1–2,Everton,Leicester City,Y,FW,77,0,0,0,0,1,0,0,0,22,21,0,0,0,0.1,0.1,0,2,0,12,15,80,26,17,80,1,1,Match Report
Dominic Calvert-Lewin,12/4/19,Wed,Matchweek 15,Away,L 2–5,Everton,Liverpool,Y,FW,59,0,0,0,0,2,0,0,0,21,11,0,0,0,0.3,0.3,0,2,0,10,14,71.4,18,12,31,1,2,Match Report
Dominic Calvert-Lewin,12/7/19,Sat,Matchweek 16,Home,W 3–1,Everton,Chelsea,Y,FW,90,2,0,0,0,6,4,1,0,46,23,1,1,3,1,1,0,3,0,15,25,60,34,16,18,0,2,Match Report
Dominic Calvert-Lewin,12/15/19,Sun,Matchweek 17,Away,D 1–1,Everton,Manchester Utd,Y,FW,90,0,0,0,0,3,1,0,0,37,10,0,0,0,0.1,0.1,0,4,1,12,20,60,47,23,83,1,4,Match Report
Dominic Calvert-Lewin,12/21/19,Sat,Matchweek 18,Home,D 0–0,Everton,Arsenal,Y,FW,90,0,0,0,0,1,0,0,0,44,19,1,2,2,0.1,0.1,0,1,0,21,31,67.7,79,16,11,0,0,Match Report
Dominic Calvert-Lewin,12/26/19,Thu,Matchweek 19,Home,W 1–0,Everton,Burnley,Y,FW,90,1,0,0,0,6,2,0,0,33,23,1,0,2,0.6,0.6,0,4,0,10,14,71.4,91,15,32,0,0,Match Report
Dominic Calvert-Lewin,12/28/19,Sat,Matchweek 20,Away,W 2–1,Everton,Newcastle Utd,Y,FW,90,2,0,0,0,3,3,1,0,44,15,0,0,0,1.4,1.4,0.4,6,0,21,28,75,93,16,12,0,0,Match Report
Dominic Calvert-Lewin,1/1/20,Wed,Matchweek 21,Away,L 1–2,Everton,Manchester City,Y,FW,90,0,0,0,0,1,0,1,0,29,26,1,0,1,0.1,0.1,0,0,0,10,18,55.6,35,15,28,1,1,Match Report
Dominic Calvert-Lewin,1/11/20,Sat,Matchweek 22,Home,W 1–0,Everton,Brighton,Y,FW,90,0,0,0,0,4,3,1,0,35,25,0,0,2,0.8,0.8,0,2,0,11,18,61.1,39,13,103,0,0,Match Report
Dominic Calvert-Lewin,1/18/20,Sat,Matchweek 23,Away,D 1–1,Everton,West Ham,Y,FW,90,1,0,0,0,3,1,0,0,38,11,0,0,1,0.6,0.6,0,1,0,23,31,74.2,67,24,96,0,0,Match Report
Dominic Calvert-Lewin,1/21/20,Tue,Matchweek 24,Home,D 2–2,Everton,Newcastle Utd,Y,FW,90,1,0,0,0,4,1,1,0,37,18,0,0,1,0.5,0.5,0.2,6,1,20,24,83.3,52,18,61,0,1,Match Report
Dominic Calvert-Lewin,2/1/20,Sat,Matchweek 25,Away,W 3–2,Everton,Watford,Y,FW,72,0,0,0,0,3,1,0,0,30,11,0,0,1,0.2,0.2,0,2,0,15,21,71.4,18,19,4,0,0,Match Report
Dominic Calvert-Lewin,2/8/20,Sat,Matchweek 26,Home,W 3–1,Everton,Crystal Palace,Y,FW,90,1,1,0,0,4,1,0,0,38,11,1,0,0,1.1,1.1,0.1,3,1,11,22,50,36,25,39,0,2,Match Report
Dominic Calvert-Lewin,2/23/20,Sun,Matchweek 27,Away,L 2–3,Everton,Arsenal,Y,FW,90,1,0,0,0,5,3,0,0,30,10,0,0,2,1.1,1.1,0,1,0,10,17,58.8,18,12,19,0,0,Match Report
Dominic Calvert-Lewin,3/1/20,Sun,Matchweek 28,Home,D 1–1,Everton,Manchester Utd,Y,FW,90,1,0,0,0,4,3,1,0,43,19,1,0,1,0.8,0.8,0.1,2,0,21,25,84,44,30,125,0,1,Match Report
Dominic Calvert-Lewin,3/8/20,Sun,Matchweek 29,Away,L 0–4,Everton,Chelsea,Y,FW,75,0,0,0,0,1,0,0,0,22,28,0,0,0,0.4,0.4,0,0,0,9,13,69.2,52,12,45,0,0,Match Report
Dominic Solanke,8/10/19,Sat,Matchweek 1,Home,D 1–1,Bournemouth,Sheffield Utd,N,FW,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,Match Report
