Player,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist,Succ,Att,Match Report
Pedro,12/26/19,Thu,Matchweek 19,Home,L 0–2,Chelsea,Southampton,N,RW,7,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,4,5,80,36,5,4,0,0,Match Report
Pedro,1/11/20,Sat,Matchweek 22,Home,W 3–0,Chelsea,Burnley,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Pedro,1/18/20,Sat,Matchweek 23,Away,L 0–1,Chelsea,Newcastle Utd,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Pedro,1/21/20,Tue,Matchweek 24,Home,D 2–2,Chelsea,Arsenal,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Pedro,2/1/20,Sat,Matchweek 25,Away,D 2–2,Chelsea,Leicester City,Y,LW,73,0,0,0,0,1,1,0,0,38,31,1,0,1,0,0,0,1,0,22,28,78.6,106,30,127,0,1,Match Report
Pedro,2/17/20,Mon,Matchweek 26,Home,L 0–2,Chelsea,Manchester Utd,Y,LWRW,90,0,0,0,0,3,0,1,0,66,22,2,1,2,0.3,0.3,0.2,5,0,43,54,79.6,147,51,189,1,2,Match Report
Pedro,2/29/20,Sat,Matchweek 28,Away,D 2–2,Chelsea,Bournemouth,Y,LWCM,90,0,0,0,0,2,1,0,0,67,17,2,0,1,0.2,0.2,0.1,6,1,44,61,72.1,159,58,182,2,2,Match Report
Pedro,3/8/20,Sun,Matchweek 29,Home,W 4–0,Chelsea,Everton,Y,LWRW,90,1,1,0,0,4,2,0,0,54,14,2,0,1,0.9,0.9,0.1,6,3,32,44,72.7,135,49,189,3,3,Match Report
Pierre-Emerick Aubameyang,8/11/19,Sun,Matchweek 1,Away,W 1–0,Arsenal,Newcastle Utd,Y,FW,90,1,0,0,0,4,2,0,0,42,20,0,0,0,0.7,0.7,0,1,0,17,29,58.6,47,37,133,0,0,Match Report
Pierre-Emerick Aubameyang,8/17/19,Sat,Matchweek 2,Home,W 2–1,Arsenal,Burnley,Y,RWFW,90,1,0,0,0,3,2,1,0,40,9,1,0,1,0.2,0.2,0.1,1,0,18,28,64.3,98,28,157,0,3,Match Report
Pierre-Emerick Aubameyang,8/24/19,Sat,Matchweek 3,Away,L 1–3,Arsenal,Liverpool,Y,FWLW,90,0,0,0,0,2,0,0,0,37,22,2,0,1,0.3,0.3,0.1,2,0,19,26,73.1,113,28,137,0,1,Match Report
Pierre-Emerick Aubameyang,9/1/19,Sun,Matchweek 4,Home,D 2–2,Arsenal,Tottenham,Y,LWFW,90,1,0,0,0,4,1,0,0,41,22,1,1,1,0.5,0.5,0.2,4,0,23,31,74.2,136,37,181,2,3,Match Report
Pierre-Emerick Aubameyang,9/15/19,Sun,Matchweek 5,Away,D 2–2,Arsenal,Watford,Y,FW,90,2,0,0,0,3,2,0,0,35,17,1,1,0,0.8,0.8,0,0,0,22,25,88,76,24,85,0,0,Match Report
Pierre-Emerick Aubameyang,9/22/19,Sun,Matchweek 6,Home,W 3–2,Arsenal,Aston Villa,Y,FW,90,1,0,0,0,4,2,1,0,33,20,1,0,0,0.6,0.6,0,1,1,11,22,50,45,21,117,0,1,Match Report
Pierre-Emerick Aubameyang,9/30/19,Mon,Matchweek 7,Away,D 1–1,Arsenal,Manchester Utd,Y,FW,90,1,0,0,0,1,1,0,0,33,19,1,0,6,0.4,0.4,0,2,0,13,22,59.1,66,21,60,0,0,Match Report
Pierre-Emerick Aubameyang,10/6/19,Sun,Matchweek 8,Home,W 1–0,Arsenal,Bournemouth,Y,FW,90,0,0,0,0,4,1,0,0,30,22,1,0,0,0.6,0.6,0,1,0,16,20,80,62,20,155,0,0,Match Report
Pierre-Emerick Aubameyang,10/21/19,Mon,Matchweek 9,Away,L 0–1,Arsenal,Sheffield Utd,Y,FWRWLW,90,0,0,0,0,1,0,0,0,34,7,0,0,2,0.1,0.1,0,1,0,21,28,75,66,26,90,2,2,Match Report
Pierre-Emerick Aubameyang,10/27/19,Sun,Matchweek 10,Home,D 2–2,Arsenal,Crystal Palace,Y,FW,90,0,0,0,0,2,0,0,0,26,18,0,0,1,0.1,0.1,0.1,1,0,14,17,82.4,48,19,132,0,0,Match Report
Pierre-Emerick Aubameyang,11/2/19,Sat,Matchweek 11,Home,D 1–1,Arsenal,Wolves,Y*,FW,90,1,0,0,0,3,2,0,0,36,26,1,0,2,0.4,0.4,0,2,0,15,25,60,84,26,162,0,1,Match Report
Pierre-Emerick Aubameyang,11/9/19,Sat,Matchweek 12,Away,L 0–2,Arsenal,Leicester City,Y*,FWLW,90,0,0,0,0,1,0,0,0,33,13,0,0,0,0.1,0.1,0.2,4,0,17,26,65.4,123,31,155,3,4,Match Report
Pierre-Emerick Aubameyang,11/23/19,Sat,Matchweek 13,Home,D 2–2,Arsenal,Southampton,Y*,FWLWRW,90,0,0,0,0,2,1,0,0,35,13,2,1,1,0.5,0.5,0,4,2,17,23,73.9,26,23,65,0,2,Match Report
Pierre-Emerick Aubameyang,12/1/19,Sun,Matchweek 14,Away,D 2–2,Arsenal,Norwich City,Y*,RWLW,90,2,0,1,1,1,1,0,0,49,22,3,0,3,0.8,0.1,0.1,1,0,24,39,61.5,127,34,125,1,2,Match Report
Pierre-Emerick Aubameyang,12/5/19,Thu,Matchweek 15,Home,L 1–2,Arsenal,Brighton,Y*,RWLWFW,90,0,0,0,0,2,0,0,0,34,28,2,0,3,0.3,0.3,0.2,1,0,20,26,76.9,96,23,90,0,0,Match Report
Pierre-Emerick Aubameyang,12/9/19,Mon,Matchweek 16,Away,W 3–1,Arsenal,West Ham,Y*,FW,90,1,1,0,0,3,1,0,0,29,16,1,0,2,0.6,0.6,0.4,5,2,14,18,77.8,57,20,93,2,2,Match Report
Pierre-Emerick Aubameyang,12/15/19,Sun,Matchweek 17,Home,L 0–3,Arsenal,Manchester City,Y*,FW,90,0,0,0,0,2,0,0,0,19,33,1,0,1,0.1,0.1,0,0,0,9,14,64.3,7,5,0,0,1,Match Report
Pierre-Emerick Aubameyang,12/21/19,Sat,Matchweek 18,Away,D 0–0,Arsenal,Everton,Y*,FW,77,0,0,0,0,3,2,0,0,20,11,0,0,0,0.7,0.7,0,0,0,7,16,43.8,45,11,135,1,1,Match Report
Pierre-Emerick Aubameyang,12/26/19,Thu,Matchweek 19,Away,D 1–1,Arsenal,Bournemouth,Y*,LW,90,1,0,0,0,5,1,1,0,41,15,1,0,1,0.7,0.7,0,0,0,21,32,65.6,54,29,121,0,0,Match Report
Pierre-Emerick Aubameyang,12/29/19,Sun,Matchweek 20,Home,L 1–2,Arsenal,Chelsea,Y*,LW,90,1,0,0,0,2,1,0,0,47,22,3,2,8,0.7,0.7,0,0,0,17,22,77.3,85,24,119,0,0,Match Report
Pierre-Emerick Aubameyang,1/1/20,Wed,Matchweek 21,Home,W 2–0,Arsenal,Manchester Utd,Y*,LW,90,0,0,0,0,1,0,0,0,41,31,1,0,5,0.1,0.1,0,2,0,25,34,73.5,100,27,154,2,2,Match Report
Pierre-Emerick Aubameyang,1/11/20,Sat,Matchweek 22,Away,D 1–1,Arsenal,Crystal Palace,Y*,LWAM,66,1,0,0,0,1,1,0,1,29,7,1,0,2,0.5,0.5,0,0,0,11,18,61.1,11,18,25,0,0,Match Report
Pierre-Emerick Aubameyang,2/2/20,Sun,Matchweek 25,Away,D 0–0,Arsenal,Burnley,Y*,LW,90,0,0,0,0,3,1,0,0,36,15,0,0,2,0.6,0.6,0.2,3,0,19,26,73.1,94,29,179,1,4,Match Report
Pierre-Emerick Aubameyang,2/16/20,Sun,Matchweek 26,Home,W 4–0,Arsenal,Newcastle Utd,Y*,LW,90,1,0,0,0,4,2,0,0,46,12,3,2,1,0.3,0.3,0,1,0,27,35,77.1,78,37,128,2,4,Match Report
Pierre-Emerick Aubameyang,2/23/20,Sun,Matchweek 27,Home,W 3–2,Arsenal,Everton,Y*,LW,90,2,0,0,0,2,2,0,0,41,8,2,1,0,0.5,0.5,0,0,0,21,30,70,87,34,102,1,2,Match Report
Pierre-Emerick Aubameyang,3/7/20,Sat,Matchweek 29,Home,W 1–0,Arsenal,West Ham,Y*,LW,90,0,0,0,0,1,0,0,0,48,8,1,0,0,0,0,0.2,6,1,30,42,71.4,120,33,171,2,2,Match Report
Raheem Sterling,8/10/19,Sat,Matchweek 1,Away,W 5–0,Manchester City,West Ham,Y,LW,90,3,0,0,0,4,4,1,0,51,18,3,1,1,1.4,1.4,0,1,1,28,35,80,125,41,168,2,6,Match Report
Raheem Sterling,8/17/19,Sat,Matchweek 2,Home,D 2–2,Manchester City,Tottenham,Y,LW,90,1,0,0,0,5,1,1,0,51,19,3,0,1,0.6,0.6,0.2,5,0,30,38,78.9,102,42,251,1,2,Match Report
Raheem Sterling,8/25/19,Sun,Matchweek 3,Away,W 3–1,Manchester City,Bournemouth,Y,LW,90,1,0,0,0,1,1,0,0,26,10,2,0,0,0.5,0.5,0.1,1,0,11,19,57.9,9,18,50,1,3,Match Report
Raheem Sterling,8/31/19,Sat,Matchweek 4,Home,W 4–0,Manchester City,Brighton,Y,LW,90,0,0,0,0,0,0,0,0,41,20,2,0,2,0,0,0.5,2,0,28,34,82.4,53,37,149,3,4,Match Report
Raheem Sterling,9/14/19,Sat,Matchweek 5,Away,L 2–3,Manchester City,Norwich City,Y,LWAMRW,90,0,0,0,0,6,1,0,0,63,14,0,0,3,0.3,0.3,0.9,6,0,34,46,73.9,134,53,309,3,6,Match Report
Raheem Sterling,9/21/19,Sat,Matchweek 6,Home,W 8–0,Manchester City,Watford,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Raheem Sterling,9/28/19,Sat,Matchweek 7,Away,W 3–1,Manchester City,Everton,Y,LW,85,1,0,0,0,4,2,0,0,63,17,1,0,1,1.2,1.2,0.3,4,0,33,47,70.2,115,49,246,2,7,Match Report
Raheem Sterling,10/6/19,Sun,Matchweek 8,Home,L 0–2,Manchester City,Wolves,Y,LW,90,0,0,0,0,3,1,0,0,70,7,1,0,0,0.1,0.1,0.1,5,0,39,50,78,78,60,262,3,7,Match Report
Raheem Sterling,10/19/19,Sat,Matchweek 9,Away,W 2–0,Manchester City,Crystal Palace,Y,LW,90,0,1,0,0,4,0,1,0,49,19,3,2,0,0.4,0.4,0.6,6,1,31,39,79.5,92,40,170,2,3,Match Report
Raheem Sterling,10/26/19,Sat,Matchweek 10,Home,W 3–0,Manchester City,Aston Villa,Y,LW,75,1,0,0,0,4,1,0,0,57,12,2,0,2,0.5,0.5,0.8,4,0,30,40,75,100,45,271,2,4,Match Report
Raheem Sterling,11/2/19,Sat,Matchweek 11,Home,W 2–1,Manchester City,Southampton,Y,LW,90,0,0,0,0,1,0,1,0,64,22,1,0,0,0.1,0.1,0.4,5,0,35,48,72.9,160,55,347,4,11,Match Report
Raheem Sterling,11/10/19,Sun,Matchweek 12,Away,L 1–3,Manchester City,Liverpool,Y,LW,90,0,0,0,0,4,0,0,0,55,27,3,1,2,0.3,0.3,0,7,1,30,39,76.9,180,50,361,8,9,Match Report
Raheem Sterling,11/23/19,Sat,Matchweek 13,Home,W 2–1,Manchester City,Chelsea,Y,LW,90,0,0,0,0,0,0,0,0,42,19,0,1,1,0,0,0,2,0,27,32,84.4,63,37,97,0,4,Match Report
Raheem Sterling,11/30/19,Sat,Matchweek 14,Away,D 2–2,Manchester City,Newcastle Utd,Y,LWFW,90,1,0,0,0,4,3,0,0,66,7,0,0,0,0.8,0.8,0.1,4,0,44,53,83,131,48,164,0,1,Match Report
Raheem Sterling,12/3/19,Tue,Matchweek 15,Away,W 4–1,Manchester City,Burnley,Y,LW,71,0,0,0,0,3,1,0,0,69,7,1,0,0,0.7,0.7,0,4,1,45,55,81.8,134,68,229,5,8,Match Report
Raheem Sterling,12/7/19,Sat,Matchweek 16,Home,L 1–2,Manchester City,Manchester Utd,Y,LW,90,0,0,0,0,2,0,0,0,76,26,3,2,1,0.1,0.1,0.1,6,0,44,55,80,124,66,292,5,10,Match Report
Raheem Sterling,12/15/19,Sun,Matchweek 17,Away,W 3–0,Manchester City,Arsenal,Y,RWLW,90,1,0,0,0,4,1,0,0,67,18,1,0,1,0.9,0.9,0.3,3,0,49,54,90.7,76,56,168,2,3,Match Report
Raheem Sterling,12/21/19,Sat,Matchweek 18,Home,W 3–1,Manchester City,Leicester City,Y,LW,88,0,0,0,0,2,1,0,0,55,13,0,0,2,0.2,0.2,0.3,6,1,31,38,81.6,57,45,230,1,4,Match Report
Raheem Sterling,12/27/19,Fri,Matchweek 19,Away,L 2–3,Manchester City,Wolves,Y,LWFW,90,2,0,0,1,4,2,0,0,33,19,1,1,0,1.5,0.6,0,3,1,12,19,63.2,24,27,100,1,5,Match Report
Raheem Sterling,12/29/19,Sun,Matchweek 20,Home,W 2–0,Manchester City,Sheffield Utd,Y,LWFW,87,0,0,0,0,1,0,0,0,48,11,1,0,0,0,0,0.1,3,0,32,39,82.1,49,34,225,0,0,Match Report
Raheem Sterling,1/1/20,Wed,Matchweek 21,Home,W 2–1,Manchester City,Everton,N,AM,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,100,9,0,0,0,0,Match Report
Raheem Sterling,1/12/20,Sun,Matchweek 22,Away,W 6–1,Manchester City,Aston Villa,N,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,On matchday squad but did not play,Match Report
Raheem Sterling,1/18/20,Sat,Matchweek 23,Home,D 2–2,Manchester City,Crystal Palace,Y,RWCM,88,0,0,0,0,4,0,0,0,61,11,1,1,1,0.4,0.4,0,2,0,37,45,82.2,84,46,197,2,3,Match Report
Raheem Sterling,1/21/20,Tue,Matchweek 24,Away,W 1–0,Manchester City,Sheffield Utd,Y,LW,89,0,0,0,0,5,1,0,0,64,10,1,0,2,0.5,0.5,0,7,1,35,45,77.8,141,48,314,0,0,Match Report
Raheem Sterling,2/2/20,Sun,Matchweek 25,Away,L 0–2,Manchester City,Tottenham,Y,LWFW,83,0,0,0,0,1,0,1,0,54,10,1,1,0,0.2,0.2,1,2,0,37,43,86,86,41,134,1,2,Match Report
Raheem Sterling,3/8/20,Sun,Matchweek 29,Away,L 0–2,Manchester City,Manchester Utd,Y,LW,90,0,0,0,0,3,2,0,0,55,10,0,0,1,0.4,0.4,0,1,0,30,37,81.1,107,45,177,2,5,Match Report
Raul Jimenez,8/11/19,Sun,Matchweek 1,Away,D 0–0,Wolves,Leicester City,Y,FW,90,0,0,0,0,2,2,0,0,46,18,0,2,3,0.2,0.2,0,1,0,15,26,57.7,72,31,142,4,6,Match Report
Raul Jimenez,8/19/19,Mon,Matchweek 2,Home,D 1–1,Wolves,Manchester Utd,Y,FW,89,0,0,0,0,2,0,0,0,33,32,1,0,0,0.1,0.1,0,1,0,21,24,87.5,54,30,133,6,7,Match Report
Raul Jimenez,8/25/19,Sun,Matchweek 3,Home,D 1–1,Wolves,Burnley,Y,FW,90,1,0,1,1,2,0,0,0,48,13,0,0,1,1,0.2,0,3,1,28,37,75.7,138,38,125,2,2,Match Report
Raul Jimenez,9/1/19,Sun,Matchweek 4,Away,L 2–3,Wolves,Everton,Y,FW,90,1,0,0,0,2,2,1,0,42,14,0,1,1,0.3,0.3,0,1,0,15,24,62.5,38,28,128,1,2,Match Report
Raul Jimenez,9/14/19,Sat,Matchweek 5,Home,L 2–5,Wolves,Chelsea,Y,FW,69,0,0,0,0,2,0,0,0,38,14,0,1,0,0.2,0.2,0,0,0,22,30,73.3,48,32,40,2,2,Match Report
Raul Jimenez,9/22/19,Sun,Matchweek 6,Away,D 1–1,Wolves,Crystal Palace,Y,FW,75,0,0,0,0,2,1,0,0,28,25,1,0,0,0.1,0.1,0.3,4,0,14,22,63.6,62,23,45,2,2,Match Report
Raul Jimenez,9/28/19,Sat,Matchweek 7,Home,W 2–0,Wolves,Watford,Y,FW,79,0,0,0,0,2,0,0,0,25,20,1,0,0,0.3,0.3,0.1,1,0,14,18,77.8,60,17,26,0,1,Match Report
Raul Jimenez,10/6/19,Sun,Matchweek 8,Away,W 2–0,Wolves,Manchester City,Y,FW,90,0,2,0,0,2,0,0,0,31,23,1,1,0,0.3,0.3,1,8,3,10,16,62.5,37,25,237,6,6,Match Report
Raul Jimenez,10/19/19,Sat,Matchweek 9,Home,D 1–1,Wolves,Southampton,Y,FW,90,1,0,1,1,0,0,1,0,41,13,0,0,0,0.8,0,0,0,0,22,30,73.3,40,33,46,1,2,Match Report
Raul Jimenez,10/27/19,Sun,Matchweek 10,Away,D 1–1,Wolves,Newcastle Utd,Y,FW,90,0,0,0,0,2,1,0,0,47,13,1,0,1,0,0,0.3,3,0,26,36,72.2,103,32,86,1,1,Match Report
Raul Jimenez,11/2/19,Sat,Matchweek 11,Away,D 1–1,Wolves,Arsenal,Y,FW,90,1,0,0,0,8,4,0,0,47,28,4,1,1,0.4,0.4,0,3,0,21,28,75,24,30,116,0,0,Match Report
Raul Jimenez,11/10/19,Sun,Matchweek 12,Home,W 2–1,Wolves,Aston Villa,Y,FW,89,1,0,0,0,5,1,0,0,40,10,3,0,1,0.6,0.6,0.1,5,0,22,23,95.7,49,32,159,4,6,Match Report
Raul Jimenez,11/23/19,Sat,Matchweek 13,Away,W 2–1,Wolves,Bournemouth,Y,FW,90,1,0,0,0,6,3,0,0,43,20,2,0,1,0.8,0.8,0.1,2,0,21,26,80.8,84,33,34,1,2,Match Report
Raul Jimenez,12/1/19,Sun,Matchweek 14,Home,D 1–1,Wolves,Sheffield Utd,Y,FW,90,0,1,0,0,4,1,0,0,47,11,2,1,0,0.5,0.5,0.3,4,1,22,29,75.9,113,36,160,2,5,Match Report
Raul Jimenez,12/4/19,Wed,Matchweek 15,Home,W 2–0,Wolves,West Ham,Y,FW,83,0,0,0,0,5,2,0,0,47,14,0,0,0,0.5,0.5,0.4,3,0,28,36,77.8,126,37,158,3,3,Match Report
Raul Jimenez,12/8/19,Sun,Matchweek 16,Away,D 2–2,Wolves,Brighton,Y,FW,84,0,1,0,0,0,0,0,0,29,16,1,0,1,0,0,0.9,4,1,16,20,80,71,20,82,2,3,Match Report
Raul Jimenez,12/15/19,Sun,Matchweek 17,Home,L 1–2,Wolves,Tottenham,Y,FW,90,0,1,0,0,5,1,0,0,49,10,2,0,0,0.3,0.3,0.1,2,1,23,32,71.9,104,37,139,2,4,Match Report
Raul Jimenez,12/21/19,Sat,Matchweek 18,Away,W 2–1,Wolves,Norwich City,Y,FW,89,1,0,0,0,4,2,0,0,41,23,1,1,2,0.5,0.5,0.1,4,0,18,24,75,71,26,93,0,0,Match Report
Raul Jimenez,12/27/19,Fri,Matchweek 19,Home,W 3–2,Wolves,Manchester City,Y,FW,89,1,1,0,0,5,2,0,0,47,21,0,1,1,0.7,0.7,0.8,2,0,25,33,75.8,113,35,52,1,4,Match Report
Raul Jimenez,12/29/19,Sun,Matchweek 20,Away,L 0–1,Wolves,Liverpool,N,FW,19,0,0,0,0,1,0,0,0,11,5,0,0,0,0.2,0.2,0.1,1,0,3,5,60,12,9,24,0,0,Match Report
Raul Jimenez,1/1/20,Wed,Matchweek 21,Away,L 1–2,Wolves,Watford,Y,FW,90,0,0,0,0,4,0,0,0,26,11,0,0,0,0.3,0.3,0,3,0,15,17,88.2,57,22,40,1,1,Match Report
Raul Jimenez,1/11/20,Sat,Matchweek 22,Home,D 1–1,Wolves,Newcastle Utd,Y,FW,90,0,0,0,0,3,1,0,0,34,13,2,0,2,0.4,0.4,0,0,0,12,18,66.7,52,22,68,3,4,Match Report
Raul Jimenez,1/18/20,Sat,Matchweek 23,Away,W 3–2,Wolves,Southampton,Y,FW,90,2,0,1,1,4,2,0,0,49,13,0,1,1,1.4,0.6,0,1,1,20,27,74.1,99,28,84,2,2,Match Report
Raul Jimenez,1/23/20,Thu,Matchweek 24,Home,L 1–2,Wolves,Liverpool,Y,FW,90,1,0,0,0,4,2,0,0,37,19,0,0,0,0.5,0.5,0.5,5,1,28,33,84.8,96,25,95,2,2,Match Report
Raul Jimenez,2/1/20,Sat,Matchweek 25,Away,D 0–0,Wolves,Manchester Utd,Y,FW,89,0,0,0,0,1,1,0,0,33,16,1,1,1,0.1,0.1,0,1,0,17,21,81,51,27,137,3,4,Match Report
Raul Jimenez,2/14/20,Fri,Matchweek 26,Home,D 0–0,Wolves,Leicester City,Y,FW,90,0,0,0,0,5,0,0,0,45,14,1,0,0,0.5,0.5,0,3,0,23,31,74.2,114,29,128,4,6,Match Report
Raul Jimenez,2/23/20,Sun,Matchweek 27,Home,W 3–0,Wolves,Norwich City,Y,FW,71,1,0,0,0,4,1,1,0,39,23,0,1,6,1.3,1.3,0,2,0,15,23,65.2,68,25,107,0,2,Match Report
Raul Jimenez,3/1/20,Sun,Matchweek 28,Away,W 3–2,Wolves,Tottenham,Y,FW,89,1,0,0,0,5,1,0,0,44,20,1,1,1,0.7,0.7,0.1,4,1,19,28,67.9,50,32,93,4,4,Match Report
Raul Jimenez,3/7/20,Sat,Matchweek 29,Home,D 0–0,Wolves,Brighton,Y,FW,90,0,0,0,0,4,1,0,0,47,16,1,0,1,0.2,0.2,0,1,0,17,29,58.6,28,32,102,0,1,Match Report
Richarlison,8/10/19,Sat,Matchweek 1,Away,D 0–0,Everton,Crystal Palace,Y,RW,90,0,0,0,0,3,0,0,0,53,20,4,1,3,0.1,0.1,0,1,0,19,28,67.9,75,34,162,0,4,Match Report
Richarlison,8/17/19,Sat,Matchweek 2,Home,W 1–0,Everton,Watford,Y,RW,62,0,0,0,0,3,0,0,0,30,18,1,2,0,0.3,0.3,0,1,0,7,16,43.8,21,19,124,1,2,Match Report
Richarlison,8/23/19,Fri,Matchweek 3,Away,L 0–2,Everton,Aston Villa,Y,RW,77,0,0,0,0,1,0,0,0,45,28,2,1,1,0,0,0,2,0,22,32,68.8,79,33,159,3,3,Match Report
Richarlison,9/1/19,Sun,Matchweek 4,Home,W 3–2,Everton,Wolves,Y,RW,90,2,0,0,0,3,3,0,0,60,23,4,1,1,0.3,0.3,0,3,1,23,33,69.7,133,38,210,2,3,Match Report
Richarlison,9/15/19,Sun,Matchweek 5,Away,L 1–3,Everton,Bournemouth,Y,RW,80,0,1,0,0,4,0,1,0,44,23,4,0,2,0.2,0.2,0.5,3,1,18,25,72,115,33,126,4,4,Match Report
Richarlison,9/21/19,Sat,Matchweek 6,Home,L 0–2,Everton,Sheffield Utd,Y,RWWB,90,0,0,0,0,4,1,0,0,53,10,1,0,1,0.3,0.3,0.2,3,0,21,35,60,79,42,198,3,6,Match Report
Richarlison,9/28/19,Sat,Matchweek 7,Home,L 1–3,Everton,Manchester City,Y,RWLW,90,0,0,0,0,2,0,0,0,42,25,6,0,1,0.1,0.1,0,3,0,17,23,73.9,82,27,172,1,2,Match Report
Richarlison,10/5/19,Sat,Matchweek 8,Away,L 0–1,Everton,Burnley,Y,RW,90,0,0,0,0,2,1,0,0,43,18,2,1,2,0,0,0.1,1,0,14,24,58.3,47,29,154,1,4,Match Report
Richarlison,10/19/19,Sat,Matchweek 9,Home,W 2–0,Everton,West Ham,Y,FW,90,0,1,0,0,2,0,0,0,39,16,2,0,2,0.2,0.2,0.1,1,1,15,26,57.7,37,31,120,2,2,Match Report
Richarlison,10/26/19,Sat,Matchweek 10,Away,L 2–3,Everton,Brighton,Y,FWRW,90,0,0,0,0,2,0,0,0,28,31,1,0,0,0.2,0.2,0.3,4,1,13,17,76.5,33,24,99,1,1,Match Report
Richarlison,11/3/19,Sun,Matchweek 11,Home,D 1–1,Everton,Tottenham,Y,FWCM,90,0,0,0,0,4,2,0,0,51,23,2,0,0,0.4,0.4,0,1,0,18,26,69.2,56,38,96,2,4,Match Report
Richarlison,11/9/19,Sat,Matchweek 12,Away,W 2–1,Everton,Southampton,Y,LW,88,1,0,0,0,3,2,0,0,43,16,2,0,0,0.3,0.3,0.1,4,0,18,26,69.2,85,37,183,5,8,Match Report
Richarlison,11/23/19,Sat,Matchweek 13,Home,L 0–2,Everton,Norwich City,Y,LWCM,90,0,0,0,0,2,0,0,0,40,24,3,0,0,0.1,0.1,0,2,0,11,25,44,54,22,113,0,0,Match Report
Richarlison,12/1/19,Sun,Matchweek 14,Away,L 1–2,Everton,Leicester City,Y,LWFW,90,1,0,0,0,3,1,0,0,39,37,0,0,2,0.4,0.4,0.1,4,0,12,19,63.2,116,25,104,3,3,Match Report
Richarlison,12/4/19,Wed,Matchweek 15,Away,L 2–5,Everton,Liverpool,Y,FWLW,90,1,0,0,0,3,2,1,0,29,15,0,0,0,0.3,0.3,0.1,2,0,12,16,75,67,18,96,2,2,Match Report
