,Player,#,Nation,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Date,Team,Opponent
99,Oriol Romeu,6.0,es ESP,CM,90,0,0,0,1,0,0,0,0,2,0,0,0,23,3,2,60.0,09/26/20,Southampton,Burnley
100,James Ward-Prowse,8.0,eng ENG,CM,90,0,0,0,2,1,0,0,1,0,0,0,0,16,2,4,33.3,09/26/20,Southampton,Burnley
101,Stuart Armstrong,17.0,sco SCO,RM,90,0,0,0,1,0,0,1,1,2,0,0,0,10,0,1,0.0,09/26/20,Southampton,Burnley
102,Ryan Bertrand,3.0,eng ENG,LB,90,0,0,0,0,1,0,2,0,0,0,0,0,6,0,5,0.0,09/26/20,Southampton,Burnley
103,Jannik Vestergaard,4.0,dk DEN,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,20,8,3,72.7,09/26/20,Southampton,Burnley
104,Jan Bednarek,35.0,pl POL,CB,90,0,0,0,1,1,0,0,2,1,0,0,0,15,10,3,76.9,09/26/20,Southampton,Burnley
105,Kyle Walker-Peters,2.0,eng ENG,RB,90,0,0,0,1,0,0,1,0,0,0,0,0,10,0,0,,09/26/20,Southampton,Burnley
106,Alex McCarthy,1.0,eng ENG,GK,90,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,,09/26/20,Southampton,Burnley
107,Oliver Burke,14.0,sco SCO,FW,73,0,0,0,1,0,0,2,1,2,0,0,0,4,0,2,0.0,09/27/20,Sheffield Utd,Leeds United
108,Billy Sharp,10.0,eng ENG,FW,17,0,0,0,1,1,0,0,0,0,0,0,0,2,1,2,33.3,09/27/20,Sheffield Utd,Leeds United
109,David McGoldrick,17.0,ie IRL,FW,73,0,0,0,3,1,1,0,0,1,0,0,0,3,3,7,30.0,09/27/20,Sheffield Utd,Leeds United
110,Oliver McBurnie,9.0,sco SCO,FW,17,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,75.0,09/27/20,Sheffield Utd,Leeds United
111,Ben Osborn,23.0,eng ENG,CM,90,0,0,0,3,2,0,3,0,2,0,0,0,7,0,3,0.0,09/27/20,Sheffield Utd,Leeds United
112,John Lundstram,7.0,eng ENG,CM,63,1,0,0,1,0,0,0,1,0,0,0,0,4,1,0,100.0,09/27/20,Sheffield Utd,Leeds United
113,Oliver Norwood,16.0,nir NIR,CM,27,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,50.0,09/27/20,Sheffield Utd,Leeds United
114,Sander Berge,8.0,no NOR,DM,90,0,0,0,1,0,0,2,1,2,0,0,0,9,2,4,33.3,09/27/20,Sheffield Utd,Leeds United
115,Enda Stevens,3.0,ie IRL,WB,90,0,0,0,2,0,0,0,1,4,0,0,0,10,4,0,100.0,09/27/20,Sheffield Utd,Leeds United
116,George Baldock,2.0,eng ENG,WB,90,1,0,0,2,0,0,1,0,0,0,0,0,7,2,3,40.0,09/27/20,Sheffield Utd,Leeds United
117,Jack Robinson,19.0,eng ENG,CB,90,0,0,0,2,0,0,0,2,2,0,0,0,8,3,0,100.0,09/27/20,Sheffield Utd,Leeds United
118,Ethan Ampadu,22.0,wal WAL,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,100.0,09/27/20,Sheffield Utd,Leeds United
119,Chris Basham,6.0,eng ENG,CB,90,0,0,0,1,0,1,2,1,1,0,0,0,13,1,3,25.0,09/27/20,Sheffield Utd,Leeds United
120,Aaron Ramsdale,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,09/27/20,Sheffield Utd,Leeds United
121,Tyler Roberts,11.0,wal WAL,FW,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,09/27/20,Leeds United,Sheffield Utd
122,Rodrigo,20.0,es ESP,FW,44,0,0,0,1,0,0,1,0,0,0,0,0,4,1,1,50.0,09/27/20,Leeds United,Sheffield Utd
123,Ezgjan Alioski,10.0,mk MKD,FW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/27/20,Leeds United,Sheffield Utd
124,Patrick Bamford,9.0,eng ENG,FW,90,0,0,0,0,0,1,0,1,0,0,0,0,4,2,5,28.6,09/27/20,Leeds United,Sheffield Utd
125,Stuart Dallas,15.0,nir NIR,CM,90,0,0,0,0,4,0,4,0,2,0,0,0,10,2,3,40.0,09/27/20,Leeds United,Sheffield Utd
126,Mateusz Klich,43.0,pl POL,CM,90,0,0,0,0,0,0,2,2,2,0,0,0,9,2,2,50.0,09/27/20,Leeds United,Sheffield Utd
127,Kalvin Phillips,23.0,eng ENG,DM,90,1,0,0,1,2,0,3,0,3,0,0,0,13,1,3,25.0,09/27/20,Leeds United,Sheffield Utd
128,Jack Harrison,22.0,eng ENG,WB,90,0,0,0,0,0,0,5,1,2,0,0,0,11,2,1,66.7,09/27/20,Leeds United,Sheffield Utd
129,Helder Costa,17.0,pt POR,WB,65,0,0,0,2,2,0,0,0,1,0,0,0,6,0,1,0.0,09/27/20,Leeds United,Sheffield Utd
130,Ian Poveda-Ocampo,7.0,eng ENG,WB,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,09/27/20,Leeds United,Sheffield Utd
131,Liam Cooper,6.0,sco SCO,CB,90,0,0,0,0,2,0,0,1,1,0,0,0,16,7,3,70.0,09/27/20,Leeds United,Sheffield Utd
132,Robin Koch,5.0,de GER,CB,90,0,0,0,1,1,0,0,0,1,0,0,0,12,7,0,100.0,09/27/20,Leeds United,Sheffield Utd
133,Luke Ayling,2.0,eng ENG,CB,90,0,0,0,0,3,0,0,0,1,0,0,0,13,2,2,50.0,09/27/20,Leeds United,Sheffield Utd
134,Illan Meslier,1.0,fr FRA,GK,90,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,,09/27/20,Leeds United,Sheffield Utd
135,Harry Kane,10.0,eng ENG,FW,90,0,0,0,1,0,0,1,0,0,0,0,0,8,2,2,50.0,09/27/20,Tottenham,Newcastle Utd
136,Son Heung-Min,7.0,kr KOR,LW,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0,09/27/20,Tottenham,Newcastle Utd
137,Steven Bergwijn,23.0,nl NED,LW,45,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,,09/27/20,Tottenham,Newcastle Utd
138,Lucas Moura,27.0,br BRA,RW,78,0,0,0,3,1,0,0,0,0,0,0,0,9,4,2,66.7,09/27/20,Tottenham,Newcastle Utd
139,Erik Lamela,11.0,ar ARG,RW,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/27/20,Tottenham,Newcastle Utd
140,Giovani Lo Celso,18.0,ar ARG,AM,76,0,0,0,2,2,0,1,0,0,0,0,0,9,2,1,66.7,09/27/20,Tottenham,Newcastle Utd
141,Tanguy Ndombele,28.0,fr FRA,AM,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,50.0,09/27/20,Tottenham,Newcastle Utd
142,Harry Winks,8.0,eng ENG,DM,90,1,0,0,0,1,0,0,0,1,0,0,0,9,0,1,0.0,09/27/20,Tottenham,Newcastle Utd
143,Pierre-Emile Hojbjerg,5.0,dk DEN,DM,90,0,0,0,4,1,0,1,3,0,0,0,0,14,2,2,50.0,09/27/20,Tottenham,Newcastle Utd
144,Ben Davies,33.0,wal WAL,LB,90,0,0,0,2,1,0,3,0,1,0,0,0,6,3,1,75.0,09/27/20,Tottenham,Newcastle Utd
145,Eric Dier,15.0,eng ENG,CB,90,0,0,0,1,0,0,0,0,1,0,1,0,12,5,3,62.5,09/27/20,Tottenham,Newcastle Utd
146,Davinson Sanchez,6.0,co COL,CB,90,0,0,0,2,0,0,0,0,1,0,0,0,9,6,2,75.0,09/27/20,Tottenham,Newcastle Utd
147,Matt Doherty,2.0,ie IRL,RB,90,0,0,0,0,2,0,2,0,0,0,0,0,11,6,4,60.0,09/27/20,Tottenham,Newcastle Utd
148,Hugo Lloris,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,09/27/20,Tottenham,Newcastle Utd
149,Callum Wilson,13.0,eng ENG,FW,90,0,0,0,0,3,1,0,0,0,0,0,0,0,3,6,33.3,09/27/20,Newcastle Utd,Tottenham
150,Joelinton,9.0,br BRA,LW,90,1,0,0,1,3,0,2,0,1,0,0,0,7,5,8,38.5,09/27/20,Newcastle Utd,Tottenham
151,Miguel Almiron,24.0,py PAR,RW,76,0,0,0,1,1,0,2,0,2,0,0,0,7,0,2,0.0,09/27/20,Newcastle Utd,Tottenham
152,Andy Carroll,7.0,eng ENG,RW,14,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,80.0,09/27/20,Newcastle Utd,Tottenham
153,Jeff Hendrick,16.0,ie IRL,CM,73,0,0,0,0,2,0,0,1,1,0,0,0,5,0,0,,09/27/20,Newcastle Utd,Tottenham
154,Jacob Murphy,23.0,eng ENG,"WB,CM",17,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,,09/27/20,Newcastle Utd,Tottenham
155,Jonjo Shelvey,8.0,eng ENG,CM,90,1,0,0,3,0,0,1,0,2,0,0,0,7,0,0,,09/27/20,Newcastle Utd,Tottenham
156,Matt Ritchie,11.0,sco SCO,WB,68,0,0,0,0,1,0,2,0,0,0,0,0,6,1,5,16.7,09/27/20,Newcastle Utd,Tottenham
157,Jamal Lewis,15.0,nir NIR,WB,22,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0.0,09/27/20,Newcastle Utd,Tottenham
158,Javier Manquillo,19.0,es ESP,"WB,CB",90,0,0,0,0,0,0,2,1,0,0,0,0,11,2,0,100.0,09/27/20,Newcastle Utd,Tottenham
159,Federico Fernandez,18.0,ar ARG,CB,90,0,0,0,0,2,0,0,1,0,0,0,0,7,1,3,25.0,09/27/20,Newcastle Utd,Tottenham
160,Jamaal Lascelles,6.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,3,0,0,0,8,1,1,50.0,09/27/20,Newcastle Utd,Tottenham
161,Isaac Hayden,14.0,eng ENG,"CB,CM",90,1,0,0,2,0,0,0,0,1,0,0,0,6,3,4,42.9,09/27/20,Newcastle Utd,Tottenham
162,Karl Darlow,26.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,09/27/20,Newcastle Utd,Tottenham
163,Raheem Sterling,7.0,eng ENG,"FW,LW,AM",90,0,0,0,3,1,0,2,0,3,0,0,0,3,0,1,0.0,09/27/20,Manchester City,Leicester City
164,Phil Foden,47.0,eng ENG,LW,63,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0.0,09/27/20,Manchester City,Leicester City
165,Ferran Torres,21.0,es ESP,"RW,LW",27,0,0,0,1,0,0,3,0,0,0,0,0,2,1,0,100.0,09/27/20,Manchester City,Leicester City
166,Riyad Mahrez,26.0,dz ALG,"RW,CM",90,0,0,0,1,2,0,2,0,0,0,0,0,7,0,0,,09/27/20,Manchester City,Leicester City
167,Kevin De Bruyne,17.0,be BEL,"AM,CM,DM",90,0,0,0,1,2,0,4,0,0,0,0,0,11,1,0,100.0,09/27/20,Manchester City,Leicester City
168,Rodrigo,16.0,es ESP,DM,90,0,0,0,1,2,1,0,2,2,0,0,0,17,2,2,50.0,09/27/20,Manchester City,Leicester City
169,Fernandinho,25.0,br BRA,DM,50,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0.0,09/27/20,Manchester City,Leicester City
170,Liam Delap,48.0,eng ENG,"FW,DM",40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0,09/27/20,Manchester City,Leicester City
171,Benjamin Mendy,22.0,fr FRA,LB,90,0,0,0,1,0,0,4,0,1,0,1,0,7,2,3,40.0,09/27/20,Manchester City,Leicester City
172,Nathan Ake,6.0,nl NED,CB,90,1,0,0,1,0,0,0,1,0,0,0,0,14,4,1,80.0,09/27/20,Manchester City,Leicester City
173,Eric Garcia,50.0,es ESP,CB,90,0,0,0,1,1,0,0,3,1,0,1,0,8,0,3,0.0,09/27/20,Manchester City,Leicester City
174,Kyle Walker,2.0,eng ENG,RB,90,0,0,0,2,0,1,1,1,0,0,1,0,12,4,1,80.0,09/27/20,Manchester City,Leicester City
