,Player,#,Nation,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Date,Team,Opponent
175,Ederson,31.0,br BRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,09/27/20,Manchester City,Leicester City
176,Jamie Vardy,9.0,eng ENG,FW,84,0,0,0,1,2,1,0,0,1,2,0,0,0,4,2,66.7,09/27/20,Leicester City,Manchester City
177,Kelechi Iheanacho,14.0,ng NGA,FW,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,09/27/20,Leicester City,Manchester City
178,Harvey Barnes,15.0,eng ENG,LW,90,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,100.0,09/27/20,Leicester City,Manchester City
179,Dennis Praet,26.0,be BEL,RW,68,0,0,0,1,0,0,1,0,1,0,0,0,6,1,1,50.0,09/27/20,Leicester City,Manchester City
180,James Maddison,10.0,eng ENG,RW,22,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0.0,09/27/20,Leicester City,Manchester City
181,Nampalys Mendy,24.0,fr FRA,DM,90,0,0,0,1,1,0,0,1,1,0,0,0,10,1,1,50.0,09/27/20,Leicester City,Manchester City
182,Youri Tielemans,8.0,be BEL,DM,90,1,0,0,2,4,0,0,0,1,0,0,0,8,1,0,100.0,09/27/20,Leicester City,Manchester City
183,James Justin,2.0,eng ENG,"WB,CB",90,0,0,0,0,2,0,1,2,3,0,0,0,5,0,1,0.0,09/27/20,Leicester City,Manchester City
184,Timothy Castagne,27.0,be BEL,WB,90,0,0,0,0,0,0,2,0,1,0,0,0,9,1,2,33.3,09/27/20,Leicester City,Manchester City
185,Caglar Soyuncu,4.0,tr TUR,CB,90,1,0,0,1,0,0,0,0,1,0,0,0,8,2,2,50.0,09/27/20,Leicester City,Manchester City
186,Jonny Evans,6.0,nir NIR,CB,79,0,0,0,1,1,0,0,1,2,0,0,0,7,0,0,,09/27/20,Leicester City,Manchester City
187,Christian Fuchs,28.0,at AUT,"WB,CB",11,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,25.0,09/27/20,Leicester City,Manchester City
188,Daniel Amartey,18.0,gh GHA,CB,90,1,0,0,1,0,0,0,0,0,0,0,0,5,5,1,83.3,09/27/20,Leicester City,Manchester City
189,Kasper Schmeichel,1.0,dk DEN,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,09/27/20,Leicester City,Manchester City
190,Michail Antonio,30.0,eng ENG,FW,87,0,0,0,1,5,2,1,0,0,0,0,0,5,2,8,20.0,09/27/20,West Ham,Wolves
191,Sebastien Haller,22.0,fr FRA,FW,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/27/20,West Ham,Wolves
192,Pablo Fornals,18.0,es ESP,AM,90,0,0,0,1,1,1,0,0,0,0,0,0,7,0,1,0.0,09/27/20,West Ham,Wolves
193,Jarrod Bowen,20.0,eng ENG,AM,87,0,0,0,0,3,0,0,1,1,0,0,0,8,0,1,0.0,09/27/20,West Ham,Wolves
194,Mark Noble,16.0,eng ENG,AM,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,09/27/20,West Ham,Wolves
195,Declan Rice,41.0,eng ENG,DM,90,0,0,0,0,0,0,0,2,4,0,0,0,17,1,0,100.0,09/27/20,West Ham,Wolves
196,Tomas Soucek,28.0,cz CZE,DM,90,0,0,0,3,1,0,0,1,1,0,0,0,10,6,4,60.0,09/27/20,West Ham,Wolves
197,Arthur Masuaku,26.0,cd COD,WB,90,0,0,0,0,0,0,4,0,2,0,0,0,9,0,3,0.0,09/27/20,West Ham,Wolves
198,Ryan Fredericks,24.0,eng ENG,WB,48,0,0,0,1,0,0,1,0,1,0,0,0,10,3,0,100.0,09/27/20,West Ham,Wolves
199,Ben Johnson,31.0,eng ENG,WB,42,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0.0,09/27/20,West Ham,Wolves
200,Aaron Cresswell,3.0,eng ENG,CB,90,0,0,0,0,0,0,3,1,0,0,0,0,8,0,3,0.0,09/27/20,West Ham,Wolves
201,Angelo Ogbonna,21.0,it ITA,CB,90,0,0,0,1,0,0,0,1,1,0,0,0,11,2,1,66.7,09/27/20,West Ham,Wolves
202,Fabian Balbuena,4.0,py PAR,CB,90,0,0,0,1,0,0,0,0,3,0,0,0,5,1,1,50.0,09/27/20,West Ham,Wolves
203,Åukasz FabiaÅski,1.0,pl POL,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,09/27/20,West Ham,Wolves
204,Raul Jimenez,9.0,mx MEX,FW,90,0,0,0,0,1,2,0,0,0,0,0,1,4,3,1,75.0,09/27/20,Wolves,West Ham
205,Pedro Neto,7.0,pt POR,LW,90,0,0,0,1,2,0,1,0,1,0,0,0,6,0,2,0.0,09/27/20,Wolves,West Ham
206,Adama Traore,37.0,es ESP,RW,61,0,0,0,1,0,0,7,0,0,0,0,0,0,2,0,100.0,09/27/20,Wolves,West Ham
207,Fabio Silva,17.0,pt POR,RW,29,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,33.3,09/27/20,Wolves,West Ham
208,Joao Moutinho,28.0,pt POR,CM,72,0,0,0,1,1,0,0,0,2,0,0,0,7,0,3,0.0,09/27/20,Wolves,West Ham
209,Vitinha,20.0,pt POR,CM,18,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,,09/27/20,Wolves,West Ham
210,Ruben Neves,8.0,pt POR,CM,90,0,0,0,1,0,0,0,0,5,0,0,0,13,1,0,100.0,09/27/20,Wolves,West Ham
211,Ruben Vinagre,29.0,pt POR,WB,90,0,0,0,2,0,0,4,1,2,0,0,0,13,2,2,50.0,09/27/20,Wolves,West Ham
212,Nelson Semedo,22.0,pt POR,WB,72,0,0,0,0,0,0,3,1,0,0,0,0,5,1,0,100.0,09/27/20,Wolves,West Ham
213,Ki-Jana Hoever,2.0,nl NED,WB,18,0,0,0,0,1,0,2,0,0,0,0,0,4,1,0,100.0,09/27/20,Wolves,West Ham
214,Romain Saiss,27.0,ma MAR,CB,90,0,0,0,0,0,0,0,1,0,0,0,0,16,6,3,66.7,09/27/20,Wolves,West Ham
215,Conor Coady,16.0,eng ENG,CB,90,1,0,0,3,0,0,0,0,1,0,0,0,8,1,0,100.0,09/27/20,Wolves,West Ham
216,Willy Boly,15.0,fr FRA,CB,90,0,0,0,1,1,0,0,0,2,0,0,0,7,5,2,71.4,09/27/20,Wolves,West Ham
217,Rui PatrÃ­cio,11.0,pt POR,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,09/27/20,Wolves,West Ham
218,Aleksandar Mitrovic,9.0,rs SRB,FW,90,0,0,0,2,2,0,0,0,0,0,0,0,2,7,5,58.3,09/28/20,Fulham,Aston Villa
219,Ivan Cavaleiro,17.0,pt POR,AM,90,0,0,0,2,2,0,6,1,2,0,0,0,7,1,1,50.0,09/28/20,Fulham,Aston Villa
220,Bobby De Cordova-Reid,14.0,jm JAM,AM,77,1,0,0,1,0,0,2,0,0,0,0,0,4,1,2,33.3,09/28/20,Fulham,Aston Villa
221,Neeskens Kebano,7.0,cd COD,AM,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,09/28/20,Fulham,Aston Villa
222,Tom Cairney,10.0,sco SCO,DM,90,1,0,0,1,4,0,2,0,0,0,0,0,12,0,0,,09/28/20,Fulham,Aston Villa
223,Andre-Frank Zambo Anguissa,29.0,cm CMR,DM,90,0,0,0,1,0,0,1,4,0,0,0,0,11,1,1,50.0,09/28/20,Fulham,Aston Villa
224,Joe Bryan,23.0,eng ENG,WB,90,1,0,0,2,1,0,6,2,1,0,0,0,13,1,2,33.3,09/28/20,Fulham,Aston Villa
225,Kenny Tete,2.0,nl NED,WB,38,0,0,0,0,1,0,6,0,0,0,0,0,3,0,0,,09/28/20,Fulham,Aston Villa
226,Aboubakar Kamara,47.0,fr FRA,WB,52,1,0,0,3,2,0,4,0,0,0,0,0,7,1,1,50.0,09/28/20,Fulham,Aston Villa
227,Tim Ream,13.0,us USA,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,11,3,1,75.0,09/28/20,Fulham,Aston Villa
228,Michael Hector,3.0,jm JAM,CB,57,0,0,0,0,1,0,0,0,1,0,0,0,4,1,1,50.0,09/28/20,Fulham,Aston Villa
229,Maxime Le Marchand,20.0,fr FRA,CB,33,1,0,0,1,0,0,0,0,0,0,0,0,4,2,0,100.0,09/28/20,Fulham,Aston Villa
230,Denis Odoi,4.0,be BEL,CB,90,1,0,0,5,1,0,3,1,0,0,0,0,17,4,4,50.0,09/28/20,Fulham,Aston Villa
231,Alphonse Areola,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,09/28/20,Fulham,Aston Villa
232,Ollie Watkins,11.0,eng ENG,FW,90,0,0,0,2,1,1,1,0,0,0,0,0,4,6,6,50.0,09/28/20,Aston Villa,Fulham
233,Jack Grealish,10.0,eng ENG,LW,90,0,0,0,3,6,0,0,0,1,0,0,0,9,1,1,50.0,09/28/20,Aston Villa,Fulham
234,Trezeguet,17.0,eg EGY,RW,83,0,0,0,0,0,0,1,1,2,0,0,0,6,1,5,16.7,09/28/20,Aston Villa,Fulham
235,Bertrand Traore,15.0,bf BFA,RW,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,09/28/20,Aston Villa,Fulham
236,Conor Hourihane,14.0,ie IRL,CM,76,0,0,0,0,0,0,3,0,0,0,0,0,7,2,0,100.0,09/28/20,Aston Villa,Fulham
237,Jacob Ramsey,41.0,eng ENG,CM,14,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,,09/28/20,Aston Villa,Fulham
238,John McGinn,7.0,sco SCO,CM,90,1,0,0,1,5,0,1,0,0,0,0,0,7,0,0,,09/28/20,Aston Villa,Fulham
239,Douglas Luiz,6.0,br BRA,DM,86,0,0,0,3,0,0,0,0,2,0,0,0,9,2,1,66.7,09/28/20,Aston Villa,Fulham
240,Marvelous Nakamba,19.0,zw ZIM,DM,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/28/20,Aston Villa,Fulham
241,Matt Targett,18.0,eng ENG,LB,90,1,0,0,0,1,0,1,0,2,0,0,0,13,1,2,33.3,09/28/20,Aston Villa,Fulham
242,Tyrone Mings,5.0,eng ENG,CB,90,1,0,0,1,0,1,0,0,0,0,0,0,6,2,2,50.0,09/28/20,Aston Villa,Fulham
243,Ezri Konsa Ngoyo,4.0,eng ENG,CB,90,0,0,0,1,3,1,0,1,1,0,0,0,5,2,3,40.0,09/28/20,Aston Villa,Fulham
244,Matthew Cash,2.0,eng ENG,RB,90,0,0,0,3,0,0,1,1,3,0,0,0,7,0,2,0.0,09/28/20,Aston Villa,Fulham
245,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,09/28/20,Aston Villa,Fulham
246,Roberto Firmino,9.0,br BRA,FW,89,0,0,0,0,0,0,1,0,1,0,0,0,4,0,1,0.0,09/28/20,Liverpool,Arsenal
247,Takumi Minamino,18.0,jp JPN,FW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,09/28/20,Liverpool,Arsenal
248,Sadio Mane,10.0,sn SEN,LW,79,1,0,0,3,3,0,0,2,2,0,0,0,9,0,1,0.0,09/28/20,Liverpool,Arsenal
249,Diogo Jota,20.0,pt POR,LW,11,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0.0,09/28/20,Liverpool,Arsenal
250,Mohamed Salah,11.0,eg EGY,RW,90,0,0,0,1,0,0,0,1,1,0,0,0,6,0,1,0.0,09/28/20,Liverpool,Arsenal
251,Georginio Wijnaldum,5.0,nl NED,CM,90,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,,09/28/20,Liverpool,Arsenal
252,Naby Keita,8.0,gn GUI,CM,78,0,0,0,2,0,0,1,0,0,0,0,0,5,0,2,0.0,09/28/20,Liverpool,Arsenal
253,James Milner,7.0,eng ENG,CM,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/28/20,Liverpool,Arsenal
254,Fabinho,3.0,br BRA,DM,90,0,0,0,0,1,0,1,1,5,0,0,0,11,1,1,50.0,09/28/20,Liverpool,Arsenal
255,Andrew Robertson,26.0,sco SCO,LB,90,0,0,0,2,0,0,4,0,0,0,0,0,13,0,1,0.0,09/28/20,Liverpool,Arsenal
256,Virgil van Dijk,4.0,nl NED,CB,90,0,0,0,1,2,0,0,0,0,0,0,0,10,2,2,50.0,09/28/20,Liverpool,Arsenal
257,Joseph Gomez,12.0,eng ENG,CB,90,0,0,0,0,1,0,0,1,0,0,0,0,19,1,4,20.0,09/28/20,Liverpool,Arsenal
258,Trent Alexander-Arnold,66.0,eng ENG,RB,90,1,0,0,1,0,0,7,1,0,0,0,0,15,0,0,,09/28/20,Liverpool,Arsenal
259,Alisson,1.0,br BRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,09/28/20,Liverpool,Arsenal
260,Alexandre Lacazette,9.0,fr FRA,FW,72,0,0,0,2,1,1,0,1,1,0,0,0,5,3,1,75.0,09/28/20,Arsenal,Liverpool
261,Eddie Nketiah,30.0,eng ENG,LW,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,09/28/20,Arsenal,Liverpool
262,Pierre-Emerick Aubameyang,14.0,ga GAB,"LW,FW",90,0,0,0,0,0,1,2,0,1,0,0,0,2,3,1,75.0,09/28/20,Arsenal,Liverpool
263,Willian,12.0,br BRA,RW,67,0,0,0,1,1,1,1,2,0,0,0,0,1,1,0,100.0,09/28/20,Arsenal,Liverpool
264,Nicolas Pepe,19.0,ci CIV,RW,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,09/28/20,Arsenal,Liverpool
265,Granit Xhaka,34.0,ch SUI,DM,59,0,0,0,1,2,0,0,1,1,0,0,0,8,1,0,100.0,09/28/20,Arsenal,Liverpool
266,Dani Ceballos,8.0,es ESP,DM,31,1,0,0,1,2,0,0,0,2,0,0,0,6,0,0,,09/28/20,Arsenal,Liverpool
267,Mohamed Elneny,25.0,eg EGY,DM,90,0,0,0,0,1,0,0,2,1,0,0,0,11,0,1,0.0,09/28/20,Arsenal,Liverpool
268,Ainsley Maitland-Niles,15.0,eng ENG,WB,90,0,0,0,0,0,1,0,0,3,0,0,0,8,1,0,100.0,09/28/20,Arsenal,Liverpool
269,Hector Bellerin,2.0,es ESP,WB,90,1,0,0,1,1,0,1,0,1,0,0,0,11,1,0,100.0,09/28/20,Arsenal,Liverpool
270,Kieran Tierney,3.0,sco SCO,CB,90,0,0,0,0,2,0,1,2,1,0,0,0,8,1,0,100.0,09/28/20,Arsenal,Liverpool
271,David Luiz,23.0,br BRA,CB,90,0,0,0,0,0,1,0,1,1,0,0,0,6,1,0,100.0,09/28/20,Arsenal,Liverpool
272,Rob Holding,16.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,9,2,1,66.7,09/28/20,Arsenal,Liverpool
273,Bernd Leno,1.0,de GER,GK,90,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,09/28/20,Arsenal,Liverpool
274,Tammy Abraham,9.0,eng ENG,FW,90,0,0,0,1,2,0,0,0,1,1,0,0,5,3,3,50.0,10/03/20,Chelsea,Crystal Palace
275,Timo Werner,11.0,de GER,LW,90,0,0,0,0,1,0,0,0,2,0,0,0,4,2,2,50.0,10/03/20,Chelsea,Crystal Palace
276,Callum Hudson-Odoi,20.0,eng ENG,RW,82,0,0,0,1,0,0,2,0,0,0,0,0,7,0,0,,10/03/20,Chelsea,Crystal Palace
277,Christian Pulisic,10.0,us USA,RW,8,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,,10/03/20,Chelsea,Crystal Palace
278,Kai Havertz,29.0,de GER,AM,90,0,0,0,2,3,1,1,1,0,1,0,0,14,3,2,60.0,10/03/20,Chelsea,Crystal Palace
279,Jorginho,5.0,it ITA,DM,90,0,0,0,3,2,0,0,1,0,0,0,0,8,0,0,,10/03/20,Chelsea,Crystal Palace
280,N'Golo Kante,7.0,fr FRA,DM,82,1,0,0,1,0,0,0,2,0,0,0,0,10,0,0,,10/03/20,Chelsea,Crystal Palace
281,Mateo Kovacic,17.0,hr CRO,DM,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,10/03/20,Chelsea,Crystal Palace
282,Ben Chilwell,21.0,eng ENG,LB,90,0,0,0,2,2,0,3,3,1,0,0,0,10,3,0,100.0,10/03/20,Chelsea,Crystal Palace
283,Kurt Zouma,15.0,fr FRA,CB,90,0,0,0,0,0,0,0,1,1,0,0,0,6,4,1,80.0,10/03/20,Chelsea,Crystal Palace
284,Thiago Silva,6.0,br BRA,CB,90,0,0,0,1,0,0,1,2,0,0,0,0,11,2,1,66.7,10/03/20,Chelsea,Crystal Palace
285,Cesar Azpilicueta,28.0,es ESP,RB,90,1,0,0,3,0,0,3,0,0,0,0,0,6,1,2,33.3,10/03/20,Chelsea,Crystal Palace
286,Edouard Mendy,16.0,sn SEN,GK,90,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,10/03/20,Chelsea,Crystal Palace
287,Jordan Ayew,9.0,gh GHA,FW,90,0,0,0,2,2,0,1,0,1,0,0,0,3,1,7,12.5,10/03/20,Crystal Palace,Chelsea
288,Wilfried Zaha,11.0,ci CIV,FW,90,0,0,0,1,2,0,1,0,1,0,0,0,4,0,0,,10/03/20,Crystal Palace,Chelsea
289,Eberechi Eze,25.0,eng ENG,LM,90,0,0,0,2,7,0,0,0,0,0,0,0,5,0,1,0.0,10/03/20,Crystal Palace,Chelsea
290,James McCarthy,22.0,ie IRL,CM,66,0,0,0,0,0,0,0,1,1,0,0,0,7,1,0,100.0,10/03/20,Crystal Palace,Chelsea
291,Luka Milivojevic,4.0,rs SRB,CM,24,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,,10/03/20,Crystal Palace,Chelsea
292,James McArthur,18.0,sco SCO,CM,71,0,0,0,1,0,0,1,0,0,0,0,0,11,1,1,50.0,10/03/20,Crystal Palace,Chelsea
293,Jairo Riedewald,44.0,nl NED,CM,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,10/03/20,Crystal Palace,Chelsea
294,Andros Townsend,10.0,eng ENG,RM,90,0,0,0,1,3,0,4,0,0,0,0,0,3,0,1,0.0,10/03/20,Crystal Palace,Chelsea
295,Tyrick Mitchell,27.0,eng ENG,LB,90,0,0,0,1,0,0,0,1,1,0,1,0,6,0,1,0.0,10/03/20,Crystal Palace,Chelsea
296,Mamadou Sakho,12.0,fr FRA,CB,90,0,0,0,1,1,0,0,0,1,0,1,0,6,1,3,25.0,10/03/20,Crystal Palace,Chelsea
297,Cheikhou Kouyate,8.0,sn SEN,CB,90,0,0,0,2,0,0,0,0,1,0,0,0,11,5,3,62.5,10/03/20,Crystal Palace,Chelsea
298,Joel Ward,2.0,eng ENG,RB,90,0,0,0,1,0,0,2,0,1,0,0,0,10,2,1,66.7,10/03/20,Crystal Palace,Chelsea
299,Vicente Guaita,31.0,es ESP,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,10/03/20,Crystal Palace,Chelsea
300,Dominic Calvert-Lewin,9.0,eng ENG,FW,90,0,0,0,2,1,0,1,0,1,0,0,0,5,4,4,50.0,10/03/20,Everton,Brighton
301,Richarlison,7.0,br BRA,LW,24,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,,10/03/20,Everton,Brighton
302,Alex Iwobi,17.0,ng NGA,LW,66,0,0,0,2,0,0,1,1,0,0,0,0,4,0,0,,10/03/20,Everton,Brighton
303,James Rodriguez,19.0,co COL,RW,77,0,0,0,1,5,0,1,0,0,0,0,0,7,0,0,,10/03/20,Everton,Brighton
304,Theo Walcott,11.0,eng ENG,RW,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10/03/20,Everton,Brighton
305,Gylfi Sigurdsson,10.0,is ISL,CM,90,0,0,0,0,1,0,1,1,2,0,0,0,11,0,0,,10/03/20,Everton,Brighton
306,Abdoulaye Doucoure,16.0,fr FRA,CM,90,0,0,0,0,1,0,0,0,1,0,0,0,12,0,0,,10/03/20,Everton,Brighton
307,Tom Davies,26.0,eng ENG,"DM,RB",90,0,0,0,1,0,0,1,2,4,0,0,0,8,0,0,,10/03/20,Everton,Brighton
308,Lucas Digne,12.0,fr FRA,LB,90,0,0,0,4,1,0,5,0,0,0,0,0,10,1,0,100.0,10/03/20,Everton,Brighton
309,Michael Keane,5.0,eng ENG,CB,90,0,0,0,2,0,0,0,0,0,0,0,0,8,1,0,100.0,10/03/20,Everton,Brighton
310,Yerry Mina,13.0,co COL,CB,90,0,0,0,1,0,0,0,0,0,0,0,0,8,4,0,100.0,10/03/20,Everton,Brighton
311,Seamus Coleman,23.0,ie IRL,RB,57,0,0,0,0,2,0,1,0,3,0,0,0,9,0,0,,10/03/20,Everton,Brighton
312,Fabian Delph,8.0,eng ENG,DM,33,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,,10/03/20,Everton,Brighton
313,Jordan Pickford,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,10/03/20,Everton,Brighton
314,Aaron Connolly,7.0,ie IRL,FW,65,0,0,0,0,3,2,1,0,1,0,0,0,2,0,2,0.0,10/03/20,Brighton,Everton
315,Adam Lallana,14.0,eng ENG,"WB,FW",25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,10/03/20,Brighton,Everton
316,Neal Maupay,9.0,fr FRA,"LW,FW",90,0,0,0,2,1,0,0,1,3,0,0,0,4,0,0,,10/03/20,Brighton,Everton
317,Leandro Trossard,11.0,be BEL,"RW,LW",90,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,,10/03/20,Brighton,Everton
318,Steven Alzate,17.0,co COL,DM,81,1,0,0,4,0,0,1,0,2,0,0,0,3,0,0,,10/03/20,Brighton,Everton
319,Pascal Gross,13.0,de GER,DM,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,10/03/20,Brighton,Everton
320,Yves Bissouma,8.0,ml MLI,DM,90,0,0,0,3,1,0,3,0,4,0,0,0,15,0,0,,10/03/20,Brighton,Everton
321,Solly March,20.0,eng ENG,"WB,RW",90,0,0,0,3,1,0,5,0,3,0,0,0,12,0,1,0.0,10/03/20,Brighton,Everton
322,Tariq Lamptey,2.0,eng ENG,WB,45,0,0,0,1,2,0,1,0,1,0,0,0,2,1,2,33.3,10/03/20,Brighton,Everton
323,Joel Veltman,34.0,nl NED,WB,45,0,0,0,0,2,0,3,0,1,0,0,0,11,1,1,50.0,10/03/20,Brighton,Everton
324,Adam Webster,4.0,eng ENG,CB,90,0,0,0,1,0,0,0,0,0,0,0,0,14,0,2,0.0,10/03/20,Brighton,Everton
325,Lewis Dunk,5.0,eng ENG,CB,90,0,0,0,0,2,0,0,0,1,0,0,0,9,0,1,0.0,10/03/20,Brighton,Everton
326,Ben White,3.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,2,0,0,0,15,2,1,66.7,10/03/20,Brighton,Everton
327,Mathew Ryan,1.0,au AUS,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,10/03/20,Brighton,Everton
328,Patrick Bamford,9.0,eng ENG,FW,90,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0.0,10/03/20,Leeds United,Manchester City
329,Ezgjan Alioski,10.0,mk MKD,LM,45,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,100.0,10/03/20,Leeds United,Manchester City
330,Ian Poveda-Ocampo,7.0,eng ENG,"LM,RM",45,0,0,0,1,2,0,1,0,1,0,0,0,3,0,0,,10/03/20,Leeds United,Manchester City
331,Mateusz Klich,43.0,pl POL,CM,76,0,0,0,1,0,0,2,0,2,0,0,0,3,0,0,,10/03/20,Leeds United,Manchester City
332,Leif Davis,24.0,eng ENG,"LB,CM",14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,10/03/20,Leeds United,Manchester City
333,Tyler Roberts,11.0,wal WAL,CM,55,0,0,0,1,1,1,0,0,0,0,0,0,3,0,1,0.0,10/03/20,Leeds United,Manchester City
334,Rodrigo,20.0,es ESP,CM,35,0,0,0,0,0,0,2,0,0,0,0,0,7,0,2,0.0,10/03/20,Leeds United,Manchester City
335,Helder Costa,17.0,pt POR,"RM,LM",90,0,0,0,2,1,0,0,0,2,0,0,0,6,0,3,0.0,10/03/20,Leeds United,Manchester City
336,Kalvin Phillips,23.0,eng ENG,DM,90,0,0,0,0,1,0,1,1,2,0,0,0,6,0,3,0.0,10/03/20,Leeds United,Manchester City
337,Stuart Dallas,15.0,nir NIR,"LB,CM",90,1,0,0,1,1,0,1,1,5,0,0,0,10,0,2,0.0,10/03/20,Leeds United,Manchester City
338,Liam Cooper,6.0,sco SCO,CB,90,0,0,0,0,3,1,0,0,3,0,0,0,8,1,1,50.0,10/03/20,Leeds United,Manchester City
339,Robin Koch,5.0,de GER,CB,90,0,0,0,1,0,0,0,0,1,0,0,0,5,0,2,0.0,10/03/20,Leeds United,Manchester City
340,Luke Ayling,2.0,eng ENG,RB,90,0,0,0,1,3,0,3,1,5,0,0,0,7,1,1,50.0,10/03/20,Leeds United,Manchester City
341,Illan Meslier,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,10/03/20,Leeds United,Manchester City
342,Riyad Mahrez,26.0,dz ALG,"FW,RW",76,0,0,0,2,1,0,0,0,1,0,0,0,8,0,0,,10/03/20,Manchester City,Leeds United
343,Fernandinho,25.0,br BRA,"CM,RW",14,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0,100.0,10/03/20,Manchester City,Leeds United
344,Raheem Sterling,7.0,eng ENG,"LW,FW",90,0,0,0,3,1,2,0,0,0,0,0,0,6,1,0,100.0,10/03/20,Manchester City,Leeds United
345,Ferran Torres,21.0,es ESP,RW,64,0,0,0,1,1,0,2,0,0,0,0,0,6,1,0,100.0,10/03/20,Manchester City,Leeds United
346,Bernardo Silva,20.0,pt POR,"RW,CM",26,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,,10/03/20,Manchester City,Leeds United
347,Phil Foden,47.0,eng ENG,"CM,LW",90,0,0,0,0,0,0,3,0,0,0,0,0,4,1,1,50.0,10/03/20,Manchester City,Leeds United
348,Kevin De Bruyne,17.0,be BEL,"CM,AM",90,0,0,0,2,0,1,3,0,5,0,0,0,6,0,0,,10/03/20,Manchester City,Leeds United
349,Rodrigo,16.0,es ESP,"DM,CM",90,0,0,0,0,2,0,0,0,3,0,0,0,8,3,0,100.0,10/03/20,Manchester City,Leeds United
350,Benjamin Mendy,22.0,fr FRA,LB,70,1,0,0,3,0,0,0,1,1,0,0,0,7,2,0,100.0,10/03/20,Manchester City,Leeds United
351,Nathan Ake,6.0,nl NED,LB,20,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0,10/03/20,Manchester City,Leeds United
352,Aymeric Laporte,14.0,fr FRA,CB,90,0,0,0,0,2,0,0,1,1,0,0,0,3,3,1,75.0,10/03/20,Manchester City,Leeds United
353,Ruben Dias,3.0,pt POR,CB,90,0,0,0,0,1,0,0,0,0,0,0,0,9,2,0,100.0,10/03/20,Manchester City,Leeds United
354,Kyle Walker,2.0,eng ENG,RB,90,0,0,0,1,0,0,0,3,1,0,0,0,11,1,3,25.0,10/03/20,Manchester City,Leeds United
355,Ederson,31.0,br BRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,10/03/20,Manchester City,Leeds United
