,Player,#,Nation,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Date,Team,Opponent
379,Yves Bissouma,8.0,ml MLI,CM,88,0,1,0,1,2,0,0,0,1,0,0,0,13,2,1,66.7,09/20/20,Brighton,Newcastle Utd
380,Solly March,20.0,eng ENG,WB,77,0,0,0,0,0,0,1,0,2,0,0,0,6,1,0,100.0,09/20/20,Brighton,Newcastle Utd
381,Adam Lallana,14.0,eng ENG,WB,13,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,100.0,09/20/20,Brighton,Newcastle Utd
382,Tariq Lamptey,2.0,eng ENG,WB,57,0,0,0,2,4,0,2,3,0,1,0,0,5,1,2,33.3,09/20/20,Brighton,Newcastle Utd
383,Dan Burn,33.0,eng ENG,WB,33,0,0,0,0,0,0,0,1,0,0,0,0,7,3,0,100.0,09/20/20,Brighton,Newcastle Utd
384,Adam Webster,4.0,eng ENG,CB,90,0,0,0,1,1,0,0,0,0,0,0,0,11,2,2,50.0,09/20/20,Brighton,Newcastle Utd
385,Lewis Dunk,5.0,eng ENG,CB,90,0,0,0,2,1,0,0,0,0,0,0,0,11,1,2,33.3,09/20/20,Brighton,Newcastle Utd
386,Ben White,3.0,eng ENG,CB,90,0,0,0,1,1,0,1,1,0,0,0,0,8,1,2,33.3,09/20/20,Brighton,Newcastle Utd
387,Mathew Ryan,1.0,au AUS,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,09/20/20,Brighton,Newcastle Utd
388,Kai Havertz,29.0,de GER,FW,45,0,0,0,1,0,1,1,0,0,0,0,0,3,1,0,100.0,09/20/20,Chelsea,Liverpool
389,Fikayo Tomori,14.0,eng ENG,CB,45,0,0,0,1,0,0,0,1,2,0,0,0,4,0,0,,09/20/20,Chelsea,Liverpool
390,Timo Werner,11.0,de GER,LW,90,0,0,0,1,2,0,0,0,0,1,0,0,10,0,0,,09/20/20,Chelsea,Liverpool
391,Mason Mount,19.0,eng ENG,RW,90,0,0,0,0,1,0,1,0,0,0,0,0,6,2,0,100.0,09/20/20,Chelsea,Liverpool
392,Mateo Kovacic,17.0,hr CRO,CM,78,0,0,0,1,2,0,0,0,0,0,0,0,7,1,1,50.0,09/20/20,Chelsea,Liverpool
393,Tammy Abraham,9.0,eng ENG,"FW,CM",12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,09/20/20,Chelsea,Liverpool
394,N'Golo Kante,7.0,fr FRA,CM,90,0,0,0,1,1,0,0,3,3,0,0,0,8,1,0,100.0,09/20/20,Chelsea,Liverpool
395,Jorginho,5.0,it ITA,DM,78,0,0,0,2,0,0,0,1,2,0,0,0,8,0,0,,09/20/20,Chelsea,Liverpool
396,Ross Barkley,8.0,eng ENG,"CM,DM",12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,09/20/20,Chelsea,Liverpool
397,Marcos Alonso,3.0,es ESP,LB,90,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0.0,09/20/20,Chelsea,Liverpool
398,Kurt Zouma,15.0,fr FRA,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,09/20/20,Chelsea,Liverpool
399,Andreas Christensen,4.0,dk DEN,"CB,FW,DM",44,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,100.0,09/20/20,Chelsea,Liverpool
400,Reece James,24.0,eng ENG,RB,90,0,0,0,1,0,0,1,2,3,0,0,0,4,2,0,100.0,09/20/20,Chelsea,Liverpool
401,Kepa Arrizabalaga,1.0,es ESP,GK,90,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,,09/20/20,Chelsea,Liverpool
402,Roberto Firmino,9.0,br BRA,FW,85,0,0,0,1,1,0,1,0,1,0,0,0,2,0,1,0.0,09/20/20,Liverpool,Chelsea
403,Takumi Minamino,18.0,jp JPN,FW,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/20/20,Liverpool,Chelsea
404,Sadio Mane,10.0,sn SEN,LW,90,0,0,0,0,4,1,1,1,2,0,0,0,5,0,1,0.0,09/20/20,Liverpool,Chelsea
405,Mohamed Salah,11.0,eg EGY,RW,90,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,,09/20/20,Liverpool,Chelsea
406,Georginio Wijnaldum,5.0,nl NED,CM,90,0,0,0,1,1,0,0,0,1,0,0,0,6,0,0,,09/20/20,Liverpool,Chelsea
407,Naby Keita,8.0,gn GUI,CM,63,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0.0,09/20/20,Liverpool,Chelsea
408,James Milner,7.0,eng ENG,CM,27,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,09/20/20,Liverpool,Chelsea
409,Jordan Henderson,14.0,eng ENG,DM,45,0,0,0,1,1,0,0,1,0,0,0,0,6,0,0,,09/20/20,Liverpool,Chelsea
410,Thiago,6.0,es ESP,DM,45,0,0,0,3,0,0,0,1,1,0,1,0,8,1,0,100.0,09/20/20,Liverpool,Chelsea
411,Andrew Robertson,26.0,sco SCO,LB,90,0,0,0,0,0,0,5,0,2,0,0,0,9,0,3,0.0,09/20/20,Liverpool,Chelsea
412,Virgil van Dijk,4.0,nl NED,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,13,1,4,20.0,09/20/20,Liverpool,Chelsea
413,Fabinho,3.0,br BRA,CB,90,0,0,0,1,1,0,0,2,4,0,0,0,11,0,0,,09/20/20,Liverpool,Chelsea
414,Trent Alexander-Arnold,66.0,eng ENG,RB,90,0,0,0,0,0,0,5,1,1,0,0,0,14,0,0,,09/20/20,Liverpool,Chelsea
415,Alisson,1.0,br BRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,09/20/20,Liverpool,Chelsea
416,Jamie Vardy,9.0,eng ENG,FW,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0.0,09/20/20,Leicester City,Burnley
417,Harvey Barnes,15.0,eng ENG,LM,89,0,0,0,2,0,0,3,0,0,0,0,0,5,0,2,0.0,09/20/20,Leicester City,Burnley
418,Wes Morgan,5.0,jm JAM,LM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/20/20,Leicester City,Burnley
419,Dennis Praet,26.0,be BEL,CM,82,0,0,0,1,0,0,2,2,2,0,0,0,8,2,2,50.0,09/20/20,Leicester City,Burnley
420,Marc Albrighton,11.0,eng ENG,CM,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/20/20,Leicester City,Burnley
421,Youri Tielemans,8.0,be BEL,CM,90,0,0,0,1,1,0,3,1,0,0,0,0,13,0,3,0.0,09/20/20,Leicester City,Burnley
422,Ayoze Perez,17.0,es ESP,RM,61,0,0,0,1,0,0,1,2,0,0,0,0,2,2,7,22.2,09/20/20,Leicester City,Burnley
423,James Maddison,10.0,eng ENG,RM,29,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0.0,09/20/20,Leicester City,Burnley
424,Nampalys Mendy,24.0,fr FRA,DM,90,1,0,0,1,4,0,0,0,1,0,0,0,15,0,1,0.0,09/20/20,Leicester City,Burnley
425,James Justin,2.0,eng ENG,LB,90,0,0,0,2,4,0,5,1,0,0,0,0,10,1,5,16.7,09/20/20,Leicester City,Burnley
426,Caglar Soyuncu,4.0,tr TUR,CB,90,0,0,0,0,1,0,0,1,2,0,0,0,10,2,3,40.0,09/20/20,Leicester City,Burnley
427,Wilfred Ndidi,25.0,ng NGA,CB,90,0,0,0,0,1,0,0,0,3,0,0,0,18,4,3,57.1,09/20/20,Leicester City,Burnley
428,Timothy Castagne,27.0,be BEL,RB,90,0,0,0,0,0,0,6,1,2,0,0,0,7,2,4,33.3,09/20/20,Leicester City,Burnley
429,Kasper Schmeichel,1.0,dk DEN,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,09/20/20,Leicester City,Burnley
430,Chris Wood,9.0,nz NZL,FW,90,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,60.0,09/20/20,Burnley,Leicester City
431,Jay Rodriguez,19.0,eng ENG,FW,69,1,0,0,2,0,1,0,0,1,0,0,0,3,6,4,60.0,09/20/20,Burnley,Leicester City
432,Matej Vydra,27.0,cz CZE,FW,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/20/20,Burnley,Leicester City
433,Dwight McNeil,11.0,eng ENG,"LM,RM",90,0,0,0,1,1,0,1,0,0,0,0,0,7,1,0,100.0,09/20/20,Burnley,Leicester City
434,Robbie Brady,12.0,ie IRL,RM,39,0,0,0,2,1,0,0,1,1,0,0,0,4,1,1,50.0,09/20/20,Burnley,Leicester City
435,Erik Pieters,23.0,nl NED,"RM,LM",51,0,0,0,1,1,0,0,0,0,0,0,1,6,3,0,100.0,09/20/20,Burnley,Leicester City
436,Josh Brownhill,8.0,eng ENG,DM,90,0,0,0,2,1,0,1,3,0,0,0,0,14,4,2,66.7,09/20/20,Burnley,Leicester City
437,Ashley Westwood,18.0,eng ENG,DM,90,0,0,0,1,1,0,1,0,1,0,0,0,9,0,0,,09/20/20,Burnley,Leicester City
438,Charlie Taylor,3.0,eng ENG,LB,90,0,0,0,0,2,0,4,0,1,0,0,0,13,4,2,66.7,09/20/20,Burnley,Leicester City
439,Jimmy Dunne,34.0,ie IRL,CB,90,0,0,0,1,2,0,0,0,1,0,0,0,12,6,0,100.0,09/20/20,Burnley,Leicester City
440,Kevin Long,28.0,ie IRL,CB,90,0,0,0,1,0,0,0,0,1,0,0,0,6,3,1,75.0,09/20/20,Burnley,Leicester City
441,Phil Bardsley,26.0,sco SCO,RB,90,1,0,0,2,2,0,1,0,1,0,0,0,9,2,1,66.7,09/20/20,Burnley,Leicester City
442,Nick Pope,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,09/20/20,Burnley,Leicester City
443,Ollie Watkins,11.0,eng ENG,FW,90,0,0,0,2,1,1,0,0,0,0,0,0,0,6,2,75.0,09/21/20,Aston Villa,Sheffield Utd
444,Jack Grealish,10.0,eng ENG,"LW,LM",90,0,0,0,2,3,0,4,0,0,0,0,0,4,1,0,100.0,09/21/20,Aston Villa,Sheffield Utd
445,Trezeguet,17.0,eg EGY,"RW,RM",90,0,0,0,4,1,0,4,0,2,0,0,0,3,3,5,37.5,09/21/20,Aston Villa,Sheffield Utd
446,John McGinn,7.0,sco SCO,CM,90,1,0,0,1,2,0,1,2,1,0,0,0,10,1,3,25.0,09/21/20,Aston Villa,Sheffield Utd
447,Conor Hourihane,14.0,ie IRL,CM,61,0,0,0,1,0,0,5,0,0,0,0,0,1,1,0,100.0,09/21/20,Aston Villa,Sheffield Utd
448,Keinan Davis,39.0,eng ENG,FW,29,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,50.0,09/21/20,Aston Villa,Sheffield Utd
449,Douglas Luiz,6.0,br BRA,"DM,CM",90,0,0,0,0,1,0,2,0,0,0,0,0,11,1,0,100.0,09/21/20,Aston Villa,Sheffield Utd
450,Matt Targett,18.0,eng ENG,LB,90,1,0,0,1,0,0,8,0,1,0,1,0,6,2,2,50.0,09/21/20,Aston Villa,Sheffield Utd
451,Tyrone Mings,5.0,eng ENG,CB,90,0,0,0,1,1,0,0,0,0,0,0,0,26,9,1,90.0,09/21/20,Aston Villa,Sheffield Utd
452,Ezri Konsa Ngoyo,4.0,eng ENG,CB,90,0,0,0,0,4,0,0,0,1,0,0,0,15,5,4,55.6,09/21/20,Aston Villa,Sheffield Utd
453,Matthew Cash,2.0,eng ENG,RB,90,1,0,0,0,0,0,6,2,0,0,0,0,6,0,3,0.0,09/21/20,Aston Villa,Sheffield Utd
454,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,09/21/20,Aston Villa,Sheffield Utd
455,David McGoldrick,17.0,ie IRL,FW,30,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,66.7,09/21/20,Sheffield Utd,Aston Villa
456,Ethan Ampadu,22.0,wal WAL,CB,60,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0.0,09/21/20,Sheffield Utd,Aston Villa
457,Oliver Burke,14.0,sco SCO,FW,90,0,0,0,3,2,0,1,0,0,0,0,0,3,1,7,12.5,09/21/20,Sheffield Utd,Aston Villa
458,John Fleck,4.0,sco SCO,"LM,CM",62,0,0,0,1,0,0,0,1,1,0,0,0,3,0,1,0.0,09/21/20,Sheffield Utd,Aston Villa
459,Ben Osborn,23.0,eng ENG,LM,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,09/21/20,Sheffield Utd,Aston Villa
460,John Lundstram,7.0,eng ENG,"CM,RM",90,1,0,0,2,1,0,5,1,0,0,0,0,7,1,0,100.0,09/21/20,Sheffield Utd,Aston Villa
461,Sander Berge,8.0,no NOR,"CM,DM",90,0,0,0,1,2,0,0,0,2,0,0,0,6,1,3,25.0,09/21/20,Sheffield Utd,Aston Villa
462,Enda Stevens,3.0,ie IRL,"LB,WB",90,0,0,0,0,0,0,1,0,0,0,0,0,8,1,2,33.3,09/21/20,Sheffield Utd,Aston Villa
463,George Baldock,2.0,eng ENG,"RB,WB",90,0,0,0,1,1,0,1,0,0,0,0,0,10,1,3,25.0,09/21/20,Sheffield Utd,Aston Villa
464,Jack O'Connell,5.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,8,4,3,57.1,09/21/20,Sheffield Utd,Aston Villa
465,John Egan,12.0,ie IRL,"DM,CM,CB",11,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,09/21/20,Sheffield Utd,Aston Villa
466,Chris Basham,6.0,eng ENG,"RM,CB",67,0,0,0,2,3,0,0,0,1,1,0,0,9,3,3,50.0,09/21/20,Sheffield Utd,Aston Villa
467,Oliver McBurnie,9.0,sco SCO,"FW,RM",23,0,0,0,0,1,0,0,0,1,0,0,0,0,7,6,53.8,09/21/20,Sheffield Utd,Aston Villa
468,Aaron Ramsdale,1.0,eng ENG,GK,90,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,,09/21/20,Sheffield Utd,Aston Villa
469,Daniel Podence,10.0,pt POR,"FW,LW,AM",90,0,0,0,1,0,1,1,0,1,0,0,0,3,0,3,0.0,09/21/20,Wolves,Manchester City
470,Raul Jimenez,9.0,mx MEX,FW,90,0,0,0,0,1,1,0,0,1,0,0,0,2,0,3,0.0,09/21/20,Wolves,Manchester City
471,Pedro Neto,7.0,pt POR,"CM,RW",77,0,0,0,2,0,1,1,0,2,0,0,0,1,0,3,0.0,09/21/20,Wolves,Manchester City
472,Fabio Silva,17.0,pt POR,FW,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/21/20,Wolves,Manchester City
473,Joao Moutinho,28.0,pt POR,"CM,DM",77,0,0,0,0,0,0,1,0,1,0,0,0,8,0,1,0.0,09/21/20,Wolves,Manchester City
474,Leander Dendoncker,32.0,be BEL,DM,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,09/21/20,Wolves,Manchester City
475,Ruben Neves,8.0,pt POR,DM,90,0,0,0,0,1,0,1,1,1,0,0,0,16,0,0,,09/21/20,Wolves,Manchester City
476,Marcal,5.0,br BRA,WB,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,09/21/20,Wolves,Manchester City
477,Ruben Vinagre,29.0,pt POR,WB,83,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,50.0,09/21/20,Wolves,Manchester City
478,Adama Traore,37.0,es ESP,WB,90,0,0,0,0,4,0,5,0,1,0,0,0,8,3,1,75.0,09/21/20,Wolves,Manchester City
479,Romain Saiss,27.0,ma MAR,CB,90,0,0,0,1,1,0,0,1,4,0,1,0,10,0,1,0.0,09/21/20,Wolves,Manchester City
480,Conor Coady,16.0,eng ENG,CB,90,0,0,0,1,0,0,0,2,0,0,0,0,14,1,0,100.0,09/21/20,Wolves,Manchester City
481,Willy Boly,15.0,fr FRA,CB,90,0,0,0,1,0,0,0,2,2,0,0,0,11,5,0,100.0,09/21/20,Wolves,Manchester City
482,Rui PatrÃ­cio,11.0,pt POR,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,09/21/20,Wolves,Manchester City
483,Gabriel Jesus,9.0,br BRA,FW,90,1,0,0,1,3,3,0,0,0,0,0,0,7,1,3,25.0,09/21/20,Manchester City,Wolves
484,Raheem Sterling,7.0,eng ENG,LW,80,0,0,0,0,2,0,2,0,1,0,0,0,8,0,1,0.0,09/21/20,Manchester City,Wolves
485,Ferran Torres,21.0,es ESP,LW,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,09/21/20,Manchester City,Wolves
486,Phil Foden,47.0,eng ENG,RW,90,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,50.0,09/21/20,Manchester City,Wolves
487,Kevin De Bruyne,17.0,be BEL,AM,90,0,0,0,2,1,0,2,0,4,1,0,0,9,1,0,100.0,09/21/20,Manchester City,Wolves
488,Rodrigo,16.0,es ESP,CM,90,1,0,0,2,0,0,0,0,3,0,0,0,21,2,1,66.7,09/21/20,Manchester City,Wolves
489,Fernandinho,25.0,br BRA,CM,90,0,0,0,1,0,0,0,1,2,0,0,0,9,4,0,100.0,09/21/20,Manchester City,Wolves
490,Benjamin Mendy,22.0,fr FRA,LB,90,1,0,0,2,0,0,0,0,1,0,0,0,12,0,2,0.0,09/21/20,Manchester City,Wolves
491,Nathan Ake,6.0,nl NED,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,75.0,09/21/20,Manchester City,Wolves
492,John Stones,5.0,eng ENG,CB,90,0,0,0,0,1,0,0,0,1,0,0,0,9,1,0,100.0,09/21/20,Manchester City,Wolves
493,Kyle Walker,2.0,eng ENG,RB,90,0,0,0,0,0,0,2,0,4,0,0,0,10,1,1,50.0,09/21/20,Manchester City,Wolves
494,Ederson,31.0,br BRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,09/21/20,Manchester City,Wolves
495,Aaron Connolly,7.0,ie IRL,FW,74,0,0,0,1,1,1,0,0,0,0,0,0,3,0,2,0.0,09/26/20,Brighton,Manchester Utd
496,Alireza Jahanbakhsh,16.0,ir IRN,"RW,FW",16,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,,09/26/20,Brighton,Manchester Utd
497,Neal Maupay,9.0,fr FRA,LW,90,0,0,0,1,2,0,1,0,2,0,1,0,11,3,1,75.0,09/26/20,Brighton,Manchester Utd
498,Leandro Trossard,11.0,be BEL,"RW,FW",90,1,0,0,1,0,0,2,0,1,0,0,0,3,0,1,0.0,09/26/20,Brighton,Manchester Utd
499,Steven Alzate,17.0,co COL,DM,90,0,0,0,6,2,0,0,0,5,0,0,0,9,0,0,,09/26/20,Brighton,Manchester Utd
500,Adam Lallana,14.0,eng ENG,DM,74,0,0,0,4,1,0,1,0,0,0,0,0,10,1,1,50.0,09/26/20,Brighton,Manchester Utd
501,Pascal Gross,13.0,de GER,DM,16,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,50.0,09/26/20,Brighton,Manchester Utd
502,Solly March,20.0,eng ENG,WB,90,0,0,0,1,3,0,7,0,2,0,0,0,15,0,0,,09/26/20,Brighton,Manchester Utd
503,Tariq Lamptey,2.0,eng ENG,WB,90,0,0,0,2,5,0,2,1,0,1,0,0,3,0,0,,09/26/20,Brighton,Manchester Utd
504,Adam Webster,4.0,eng ENG,CB,90,0,0,0,0,1,0,0,1,2,0,0,0,9,1,1,50.0,09/26/20,Brighton,Manchester Utd
505,Lewis Dunk,5.0,eng ENG,CB,90,1,0,0,1,1,0,0,1,0,0,0,1,12,0,1,0.0,09/26/20,Brighton,Manchester Utd
506,Ben White,3.0,eng ENG,CB,90,1,0,0,1,0,0,2,0,1,0,0,0,10,2,0,100.0,09/26/20,Brighton,Manchester Utd
507,Mathew Ryan,1.0,au AUS,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/26/20,Brighton,Manchester Utd
508,Anthony Martial,9.0,fr FRA,FW,89,0,0,0,1,0,1,1,0,0,0,0,0,4,1,1,50.0,09/26/20,Manchester Utd,Brighton
509,Donny van de Beek,34.0,nl NED,FW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,09/26/20,Manchester Utd,Brighton
510,Marcus Rashford,10.0,eng ENG,"LW,FW",90,0,0,0,1,2,3,0,0,0,0,0,0,4,0,0,,09/26/20,Manchester Utd,Brighton
511,Mason Greenwood,11.0,eng ENG,RW,82,0,0,0,0,1,0,0,1,1,0,0,0,7,0,0,,09/26/20,Manchester Utd,Brighton
512,Eric Bailly,3.0,ci CIV,CB,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/26/20,Manchester Utd,Brighton
513,Bruno Fernandes,18.0,pt POR,AM,90,1,0,0,2,2,0,3,0,2,0,1,0,9,0,0,,09/26/20,Manchester Utd,Brighton
514,Nemanja Matic,31.0,rs SRB,DM,90,1,0,0,3,1,0,1,1,1,0,0,0,7,2,1,66.7,09/26/20,Manchester Utd,Brighton
515,Paul Pogba,6.0,fr FRA,DM,64,0,0,0,4,4,0,0,0,0,0,0,0,8,0,2,0.0,09/26/20,Manchester Utd,Brighton
516,Fred,17.0,br BRA,DM,26,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,,09/26/20,Manchester Utd,Brighton
517,Luke Shaw,23.0,eng ENG,"LB,WB",90,0,0,0,1,3,0,2,0,2,0,0,0,8,1,0,100.0,09/26/20,Manchester Utd,Brighton
518,Harry Maguire,5.0,eng ENG,CB,90,0,0,0,1,2,0,0,0,0,0,0,0,8,2,0,100.0,09/26/20,Manchester Utd,Brighton
519,Victor Lindelof,2.0,se SWE,CB,90,0,0,0,0,0,0,0,0,2,0,0,0,8,1,1,50.0,09/26/20,Manchester Utd,Brighton
520,Aaron Wan-Bissaka,29.0,eng ENG,"RB,WB",90,0,0,0,2,1,0,0,2,2,0,0,0,5,1,2,33.3,09/26/20,Manchester Utd,Brighton
521,David de Gea,1.0,es ESP,GK,90,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,09/26/20,Manchester Utd,Brighton
522,Wilfried Zaha,11.0,ci CIV,"FW,LM",90,1,0,0,1,4,1,1,1,0,0,0,0,6,0,3,0.0,09/26/20,Crystal Palace,Everton
523,Jordan Ayew,9.0,gh GHA,FW,81,0,0,0,1,3,0,1,2,0,0,0,0,2,2,5,28.6,09/26/20,Crystal Palace,Everton
524,Christian Benteke,20.0,be BEL,FW,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,09/26/20,Crystal Palace,Everton
525,Eberechi Eze,25.0,eng ENG,LM,74,0,0,0,0,1,0,2,4,0,0,0,0,9,0,0,,09/26/20,Crystal Palace,Everton
526,Michy Batshuayi,23.0,be BEL,FW,16,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,100.0,09/26/20,Crystal Palace,Everton
527,James McArthur,18.0,sco SCO,CM,87,1,0,0,2,1,0,1,1,2,0,0,0,12,0,1,0.0,09/26/20,Crystal Palace,Everton
528,Jairo Riedewald,44.0,nl NED,CM,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/26/20,Crystal Palace,Everton
529,James McCarthy,22.0,ie IRL,CM,90,0,0,0,0,1,0,0,1,1,0,0,0,15,1,1,50.0,09/26/20,Crystal Palace,Everton
530,Andros Townsend,10.0,eng ENG,RM,90,0,0,0,3,3,0,5,1,2,0,0,0,13,0,1,0.0,09/26/20,Crystal Palace,Everton
531,Tyrick Mitchell,27.0,eng ENG,LB,90,0,0,0,1,0,0,3,1,5,0,0,0,4,0,0,,09/26/20,Crystal Palace,Everton
532,Mamadou Sakho,12.0,fr FRA,CB,90,0,0,0,1,0,0,0,0,0,0,0,0,6,3,2,60.0,09/26/20,Crystal Palace,Everton
533,Cheikhou Kouyate,8.0,sn SEN,CB,90,0,0,0,2,0,0,0,3,0,0,0,0,10,5,1,83.3,09/26/20,Crystal Palace,Everton
534,Joel Ward,2.0,eng ENG,RB,90,1,0,0,4,1,0,0,1,2,0,1,0,11,3,4,42.9,09/26/20,Crystal Palace,Everton
535,Vicente Guaita,31.0,es ESP,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/26/20,Crystal Palace,Everton
536,Dominic Calvert-Lewin,9.0,eng ENG,FW,90,0,0,0,1,2,0,0,0,0,0,0,0,7,3,6,33.3,09/26/20,Everton,Crystal Palace
537,Richarlison,7.0,br BRA,LW,89,1,0,0,2,4,0,0,0,1,0,0,0,9,2,2,50.0,09/26/20,Everton,Crystal Palace
538,Tom Davies,26.0,eng ENG,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,09/26/20,Everton,Crystal Palace
539,James Rodriguez,19.0,co COL,RW,85,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,,09/26/20,Everton,Crystal Palace
540,Alex Iwobi,17.0,ng NGA,RW,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,09/26/20,Everton,Crystal Palace
541,Andre Gomes,21.0,pt POR,CM,75,0,0,0,2,2,0,1,0,1,0,0,0,7,0,0,,09/26/20,Everton,Crystal Palace
542,Gylfi Sigurdsson,10.0,is ISL,CM,15,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,09/26/20,Everton,Crystal Palace
543,Abdoulaye Doucoure,16.0,fr FRA,CM,90,0,0,0,0,0,0,0,0,2,0,0,0,8,0,1,0.0,09/26/20,Everton,Crystal Palace
544,Allan,6.0,br BRA,DM,90,0,0,0,4,1,0,0,1,0,0,0,0,7,0,0,,09/26/20,Everton,Crystal Palace
545,Lucas Digne,12.0,fr FRA,LB,90,0,0,0,2,0,0,5,0,0,0,0,0,17,3,3,50.0,09/26/20,Everton,Crystal Palace
546,Michael Keane,5.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,50.0,09/26/20,Everton,Crystal Palace
547,Yerry Mina,13.0,co COL,CB,90,0,0,0,3,3,0,0,0,0,0,0,0,4,7,1,87.5,09/26/20,Everton,Crystal Palace
548,Seamus Coleman,23.0,ie IRL,RB,90,0,0,0,1,0,0,1,0,2,0,0,0,5,1,0,100.0,09/26/20,Everton,Crystal Palace
549,Jordan Pickford,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,09/26/20,Everton,Crystal Palace
550,Callum Robinson,7.0,ie IRL,FW,65,0,0,0,1,0,0,0,0,0,0,0,0,2,1,7,12.5,09/26/20,West Brom,Chelsea
551,Hal Robson-Kanu,4.0,wal WAL,FW,25,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,,09/26/20,West Brom,Chelsea
552,Grady Diangana,11.0,eng ENG,AM,73,0,0,0,0,1,0,0,0,1,0,0,0,5,0,2,0.0,09/26/20,West Brom,Chelsea
553,Matt Phillips,10.0,sco SCO,AM,17,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,,09/26/20,West Brom,Chelsea
554,Matheus Pereira,12.0,br BRA,AM,89,0,0,0,1,4,1,2,0,3,0,0,0,8,0,0,,09/26/20,West Brom,Chelsea
555,Sam Field,28.0,eng ENG,AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/26/20,West Brom,Chelsea
556,Romaine Sawyers,19.0,kn SKN,CM,90,0,0,0,1,0,0,1,1,0,0,0,0,13,0,0,,09/26/20,West Brom,Chelsea
557,Jake Livermore,8.0,eng ENG,CM,90,0,0,0,1,0,0,0,0,1,0,0,0,11,0,0,,09/26/20,West Brom,Chelsea
