,Player,#,Nation,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Date,Team,Opponent
444,Dani Ceballos,8.0,es ESP,DM,80,0,0,0,0,0,0,0,,0,7,1,14.3,3,0,4,0,0,0,0,3,,0,0,10/04/20,Arsenal,Sheffield Utd
445,Granit Xhaka,34.0,ch SUI,DM,10,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,,1,0,10/04/20,Arsenal,Sheffield Utd
446,Kieran Tierney,3.0,sco SCO,LB,90,0,0,0,0,0,0,0,,0,6,1,16.7,2,4,0,2,0,0,2,0,,2,0,10/04/20,Arsenal,Sheffield Utd
447,Gabriel Magalhaes,6.0,br BRA,CB,90,1,1,0,1,0,0,0,,0,7,5,71.4,4,3,0,2,0,0,2,1,,2,0,10/04/20,Arsenal,Sheffield Utd
448,David Luiz,23.0,br BRA,CB,90,1,1,1,0,0,1,1,100.0,0,9,3,33.3,8,1,0,2,0,0,2,0,,6,0,10/04/20,Arsenal,Sheffield Utd
449,Hector Bellerin,2.0,es ESP,RB,90,1,1,0,1,0,0,0,,0,8,3,37.5,2,6,0,3,0,0,3,0,,0,0,10/04/20,Arsenal,Sheffield Utd
450,Bernd Leno,1.0,de GER,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,10/04/20,Arsenal,Sheffield Utd
451,David McGoldrick,17.0,ie IRL,"FW,RW",90,1,0,0,1,0,0,0,,0,24,2,8.3,3,13,8,2,0,0,2,0,,0,0,10/04/20,Sheffield Utd,Arsenal
452,Oliver Burke,14.0,sco SCO,FW,55,0,0,0,0,0,0,0,,0,26,3,11.5,0,10,16,3,0,0,3,0,,0,0,10/04/20,Sheffield Utd,Arsenal
453,Oliver McBurnie,9.0,sco SCO,FW,35,0,0,0,0,0,0,2,0.0,2,11,1,9.1,1,8,2,0,0,0,0,0,,0,0,10/04/20,Sheffield Utd,Arsenal
454,Ben Osborn,23.0,eng ENG,CM,62,0,0,0,0,0,0,1,0.0,1,17,3,17.6,4,10,3,1,0,0,1,1,,2,0,10/04/20,Sheffield Utd,Arsenal
455,John Fleck,4.0,sco SCO,"CM,AM",28,0,0,0,0,0,0,0,,0,6,2,33.3,2,2,2,0,0,0,0,0,,0,0,10/04/20,Sheffield Utd,Arsenal
456,John Lundstram,7.0,eng ENG,"CM,DM",90,2,0,1,1,0,2,4,50.0,2,16,4,25.0,6,8,2,3,0,0,3,1,,0,0,10/04/20,Sheffield Utd,Arsenal
457,Sander Berge,8.0,no NOR,DM,90,1,1,0,1,0,0,1,0.0,1,9,4,44.4,2,5,2,0,0,0,0,0,,2,0,10/04/20,Sheffield Utd,Arsenal
458,Enda Stevens,3.0,ie IRL,"WB,LB",90,2,0,1,0,1,1,2,50.0,1,13,1,7.7,3,3,7,3,0,0,3,0,,2,0,10/04/20,Sheffield Utd,Arsenal
459,George Baldock,2.0,eng ENG,"WB,RB",90,2,0,2,0,0,1,1,100.0,0,17,5,29.4,5,9,3,1,0,0,1,0,,2,0,10/04/20,Sheffield Utd,Arsenal
460,Jack Robinson,19.0,eng ENG,CB,90,1,1,0,1,0,0,0,,0,7,3,42.9,3,2,2,3,1,0,2,0,,2,0,10/04/20,Sheffield Utd,Arsenal
461,John Egan,12.0,ie IRL,CB,90,0,0,0,0,0,0,0,,0,4,1,25.0,3,1,0,1,0,0,1,0,,6,0,10/04/20,Sheffield Utd,Arsenal
462,Chris Basham,6.0,eng ENG,CB,75,1,0,1,0,0,1,2,50.0,1,5,0,0.0,3,1,1,0,0,0,0,2,,4,0,10/04/20,Sheffield Utd,Arsenal
463,Billy Sharp,10.0,eng ENG,"LW,CB",15,0,0,0,0,0,0,0,,0,3,1,33.3,0,0,3,0,0,0,0,0,,0,0,10/04/20,Sheffield Utd,Arsenal
464,Aaron Ramsdale,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,10/04/20,Sheffield Utd,Arsenal
465,Daniel Podence,10.0,pt POR,FW,70,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,0,0,0,0,0,,0,0,10/04/20,Wolves,Fulham
466,Joao Moutinho,28.0,pt POR,FW,20,1,0,0,1,0,1,3,33.3,2,5,0,0.0,1,3,1,1,0,0,1,0,,0,0,10/04/20,Wolves,Fulham
467,Raul Jimenez,9.0,mx MEX,FW,90,2,2,0,1,1,0,0,,0,5,2,40.0,0,4,1,0,0,0,0,0,,0,0,10/04/20,Wolves,Fulham
468,Pedro Neto,7.0,pt POR,CM,81,0,0,0,0,0,0,1,0.0,1,10,2,20.0,3,5,2,2,0,0,2,0,,0,0,10/04/20,Wolves,Fulham
469,Adama Traore,37.0,es ESP,CM,9,2,0,0,2,0,1,2,50.0,1,7,2,28.6,1,4,2,0,0,0,0,0,,0,0,10/04/20,Wolves,Fulham
470,Leander Dendoncker,32.0,be BEL,CM,90,3,1,1,2,0,1,3,33.3,2,31,6,19.4,6,22,3,1,1,0,0,0,,0,0,10/04/20,Wolves,Fulham
471,Ruben Neves,8.0,pt POR,DM,90,2,2,2,0,0,0,2,0.0,2,24,5,20.8,5,18,1,3,1,0,2,1,,1,0,10/04/20,Wolves,Fulham
472,Romain Saiss,27.0,ma MAR,WB,90,2,1,2,0,0,0,1,0.0,1,16,5,31.3,8,7,1,1,0,0,1,1,,4,0,10/04/20,Wolves,Fulham
473,Nelson Semedo,22.0,pt POR,WB,77,1,0,0,0,1,0,1,0.0,1,14,5,35.7,5,4,5,2,1,0,1,2,,1,0,10/04/20,Wolves,Fulham
474,Ki-Jana Hoever,2.0,nl NED,WB,13,2,1,2,0,0,1,1,100.0,0,3,0,0.0,3,0,0,0,0,0,0,1,,2,0,10/04/20,Wolves,Fulham
475,Maximilian Kilman,49.0,eng ENG,CB,90,1,1,1,0,0,0,0,,0,10,3,30.0,8,2,0,1,0,0,1,1,,4,0,10/04/20,Wolves,Fulham
476,Conor Coady,16.0,eng ENG,CB,90,0,0,0,0,0,0,0,,0,3,0,0.0,2,1,0,0,0,0,0,0,,5,0,10/04/20,Wolves,Fulham
477,Willy Boly,15.0,fr FRA,CB,90,1,1,1,0,0,0,0,,0,4,1,25.0,4,0,0,0,0,0,0,1,,6,0,10/04/20,Wolves,Fulham
478,Rui PatrÃ­cio,11.0,pt POR,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,10/04/20,Wolves,Fulham
479,Aleksandar Mitrovic,9.0,rs SRB,FW,90,1,1,1,0,0,1,2,50.0,1,14,2,14.3,2,6,6,1,1,0,0,0,,1,0,10/04/20,Fulham,Wolves
480,Joe Bryan,23.0,eng ENG,LW,66,2,0,2,0,0,0,0,,0,5,0,0.0,2,0,3,2,0,0,2,3,,2,0,10/04/20,Fulham,Wolves
481,Aboubakar Kamara,47.0,fr FRA,"RW,LW",24,0,0,0,0,0,0,1,0.0,1,5,1,20.0,0,3,2,1,0,0,1,0,,0,0,10/04/20,Fulham,Wolves
482,Ivan Cavaleiro,17.0,pt POR,RW,66,0,0,0,0,0,0,1,0.0,1,8,3,37.5,5,2,1,1,0,0,1,0,,0,0,10/04/20,Fulham,Wolves
483,Ademola Lookman,19.0,eng ENG,"LW,RW",24,1,1,0,0,1,0,0,,0,3,2,66.7,1,0,2,0,0,0,0,0,,0,0,10/04/20,Fulham,Wolves
484,Bobby De Cordova-Reid,14.0,jm JAM,AM,80,2,2,0,2,0,0,0,,0,7,4,57.1,0,5,2,1,0,0,1,0,,1,0,10/04/20,Fulham,Wolves
485,Neeskens Kebano,7.0,cd COD,AM,10,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,,0,0,10/04/20,Fulham,Wolves
486,Andre-Frank Zambo Anguissa,29.0,cm CMR,CM,90,3,2,1,1,1,1,1,100.0,0,14,7,50.0,5,6,3,2,1,0,1,2,,0,0,10/04/20,Fulham,Wolves
487,Tom Cairney,10.0,sco SCO,CM,90,0,0,0,0,0,0,0,,0,3,1,33.3,1,2,0,0,0,0,0,0,,0,0,10/04/20,Fulham,Wolves
488,Antonee Robinson,33.0,us USA,LB,90,1,0,1,0,0,0,0,,0,9,0,0.0,5,1,3,5,2,0,3,1,,5,0,10/04/20,Fulham,Wolves
489,Maxime Le Marchand,20.0,fr FRA,CB,90,1,1,1,0,0,1,1,100.0,0,7,2,28.6,5,2,0,0,0,0,0,0,,5,0,10/04/20,Fulham,Wolves
490,Tim Ream,13.0,us USA,CB,90,1,1,1,0,0,1,2,50.0,1,9,4,44.4,3,6,0,3,2,0,1,0,,2,0,10/04/20,Fulham,Wolves
491,Ola Aina,34.0,ng NGA,RB,90,2,0,2,0,0,2,3,66.7,1,10,3,30.0,7,1,2,0,0,0,0,1,,3,0,10/04/20,Fulham,Wolves
492,Alphonse Areola,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,10/04/20,Fulham,Wolves
493,Anthony Martial,9.0,fr FRA,FW,27,0,0,0,0,0,0,1,0.0,1,5,4,80.0,1,0,4,1,1,0,0,0,,0,0,10/04/20,Manchester Utd,Tottenham
494,Marcus Rashford,10.0,eng ENG,LW,90,0,0,0,0,0,0,1,0.0,1,11,3,27.3,2,6,3,0,0,0,0,1,,0,0,10/04/20,Manchester Utd,Tottenham
495,Mason Greenwood,11.0,eng ENG,RW,67,2,1,1,0,1,0,1,0.0,1,7,2,28.6,1,4,2,0,0,0,0,0,,0,0,10/04/20,Manchester Utd,Tottenham
496,Donny van de Beek,34.0,nl NED,RW,23,1,1,0,1,0,1,1,100.0,0,2,1,50.0,0,2,0,0,0,0,0,0,,0,0,10/04/20,Manchester Utd,Tottenham
497,Bruno Fernandes,18.0,pt POR,AM,45,1,1,0,0,1,0,3,0.0,3,13,1,7.7,1,6,6,0,0,0,0,0,,0,0,10/04/20,Manchester Utd,Tottenham
498,Fred,17.0,br BRA,AM,45,1,1,0,1,0,0,0,,0,16,1,6.3,4,9,3,2,0,0,2,0,,0,0,10/04/20,Manchester Utd,Tottenham
499,Paul Pogba,6.0,fr FRA,CM,90,2,2,0,2,0,1,1,100.0,0,20,7,35.0,6,10,4,0,0,0,0,0,,2,0,10/04/20,Manchester Utd,Tottenham
500,Nemanja Matic,31.0,rs SRB,CM,45,0,0,0,0,0,0,0,,0,8,3,37.5,1,6,1,1,0,0,1,0,,0,0,10/04/20,Manchester Utd,Tottenham
501,Scott McTominay,39.0,sco SCO,CM,45,2,0,1,1,0,0,2,0.0,2,7,1,14.3,1,6,0,3,0,0,3,1,,0,0,10/04/20,Manchester Utd,Tottenham
502,Luke Shaw,23.0,eng ENG,LB,90,0,0,0,0,0,0,0,,0,13,3,23.1,4,9,0,5,1,0,4,0,,2,1,10/04/20,Manchester Utd,Tottenham
503,Harry Maguire,5.0,eng ENG,CB,90,0,0,0,0,0,0,0,,0,5,1,20.0,3,2,0,1,1,0,0,0,,1,0,10/04/20,Manchester Utd,Tottenham
504,Eric Bailly,3.0,ci CIV,CB,90,0,0,0,0,0,0,0,,0,11,4,36.4,5,6,0,4,4,0,0,1,,5,0,10/04/20,Manchester Utd,Tottenham
505,Aaron Wan-Bissaka,29.0,eng ENG,RB,90,6,3,4,2,0,3,5,60.0,2,19,4,21.1,10,7,2,6,2,0,4,0,,2,0,10/04/20,Manchester Utd,Tottenham
506,David de Gea,1.0,es ESP,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,10/04/20,Manchester Utd,Tottenham
507,Harry Kane,10.0,eng ENG,FW,90,0,0,0,0,0,0,2,0.0,2,11,1,9.1,0,6,5,2,0,0,2,1,,0,0,10/04/20,Tottenham,Manchester Utd
508,Son Heung-Min,7.0,kr KOR,LW,72,0,0,0,0,0,0,0,,0,10,2,20.0,2,4,4,1,0,0,1,0,,0,0,10/04/20,Tottenham,Manchester Utd
509,Ben Davies,33.0,wal WAL,"LB,LW",18,1,1,0,1,0,1,2,50.0,1,6,1,16.7,4,2,0,1,0,0,1,0,,1,0,10/04/20,Tottenham,Manchester Utd
510,Erik Lamela,11.0,ar ARG,RW,45,2,2,0,1,1,0,1,0.0,1,15,5,33.3,3,8,4,0,0,0,0,0,,0,0,10/04/20,Tottenham,Manchester Utd
511,Lucas Moura,27.0,br BRA,RW,45,0,0,0,0,0,0,2,0.0,2,10,4,40.0,3,3,4,0,0,0,0,2,,0,0,10/04/20,Tottenham,Manchester Utd
512,Tanguy Ndombele,28.0,fr FRA,CM,68,3,1,1,0,2,0,3,0.0,3,20,5,25.0,3,13,4,4,0,0,4,1,,0,0,10/04/20,Tottenham,Manchester Utd
513,Dele Alli,20.0,eng ENG,CM,22,1,0,1,0,0,1,1,100.0,0,11,2,18.2,2,6,3,0,0,0,0,0,,0,0,10/04/20,Tottenham,Manchester Utd
514,Moussa Sissoko,17.0,fr FRA,CM,90,2,1,2,0,0,1,2,50.0,1,16,7,43.8,9,6,1,1,0,0,1,2,,2,0,10/04/20,Tottenham,Manchester Utd
515,Pierre-Emile Hojbjerg,5.0,dk DEN,DM,90,4,2,0,0,4,2,5,40.0,3,17,8,47.1,5,6,6,1,0,0,1,1,,0,0,10/04/20,Tottenham,Manchester Utd
516,Sergio Reguilon,3.0,es ESP,"LB,LW",90,3,1,1,2,0,1,3,33.3,2,21,5,23.8,4,11,6,3,0,0,3,0,,2,0,10/04/20,Tottenham,Manchester Utd
517,Eric Dier,15.0,eng ENG,CB,90,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,1,1,0,0,0,,4,0,10/04/20,Tottenham,Manchester Utd
518,Davinson Sanchez,6.0,co COL,CB,90,3,3,3,0,0,0,1,0.0,1,9,3,33.3,8,1,0,1,0,0,1,0,,3,0,10/04/20,Tottenham,Manchester Utd
519,Serge Aurier,24.0,ci CIV,RB,90,4,1,3,1,0,1,2,50.0,1,16,5,31.3,9,5,2,1,0,0,1,2,,3,0,10/04/20,Tottenham,Manchester Utd
520,Hugo Lloris,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,10/04/20,Tottenham,Manchester Utd
521,Ollie Watkins,11.0,eng ENG,FW,90,3,2,0,3,0,1,1,100.0,0,25,9,36.0,0,12,13,1,0,0,1,1,,0,0,10/04/20,Aston Villa,Liverpool
522,Jack Grealish,10.0,eng ENG,LW,90,3,3,1,2,0,0,2,0.0,2,23,11,47.8,7,9,7,0,0,0,0,0,,0,0,10/04/20,Aston Villa,Liverpool
523,Trezeguet,17.0,eg EGY,RW,86,2,2,1,1,0,0,4,0.0,4,33,7,21.2,12,12,9,1,0,0,1,1,,3,0,10/04/20,Aston Villa,Liverpool
524,Bertrand Traore,15.0,bf BFA,RW,4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,10/04/20,Aston Villa,Liverpool
525,Ross Barkley,20.0,eng ENG,AM,90,0,0,0,0,0,0,1,0.0,1,21,6,28.6,0,14,7,3,0,0,3,1,,1,0,10/04/20,Aston Villa,Liverpool
526,John McGinn,7.0,sco SCO,DM,90,5,1,3,2,0,1,2,50.0,1,31,9,29.0,10,17,4,3,0,0,3,0,,2,0,10/04/20,Aston Villa,Liverpool
527,Douglas Luiz,6.0,br BRA,DM,79,2,2,1,1,0,0,2,0.0,2,32,9,28.1,12,20,0,5,2,0,3,0,,1,0,10/04/20,Aston Villa,Liverpool
528,Marvelous Nakamba,19.0,zw ZIM,DM,11,0,0,0,0,0,0,0,,0,4,1,25.0,1,3,0,0,0,0,0,0,,0,0,10/04/20,Aston Villa,Liverpool
529,Matt Targett,18.0,eng ENG,LB,90,2,1,1,1,0,0,3,0.0,3,19,7,36.8,6,10,3,1,0,0,1,0,,5,0,10/04/20,Aston Villa,Liverpool
530,Tyrone Mings,5.0,eng ENG,CB,90,1,1,0,1,0,0,1,0.0,1,10,3,30.0,7,3,0,3,2,0,1,0,,6,0,10/04/20,Aston Villa,Liverpool
531,Ezri Konsa Ngoyo,4.0,eng ENG,CB,90,1,0,1,0,0,1,1,100.0,0,9,2,22.2,6,3,0,1,1,0,0,0,,8,0,10/04/20,Aston Villa,Liverpool
532,Matthew Cash,2.0,eng ENG,RB,79,1,0,0,1,0,1,3,33.3,2,22,8,36.4,13,9,0,4,0,0,4,1,,7,0,10/04/20,Aston Villa,Liverpool
533,Ahmed El Mohamady,27.0,eg EGY,RB,11,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,1,0,0,1,0,,0,0,10/04/20,Aston Villa,Liverpool
534,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,1,10/04/20,Aston Villa,Liverpool
535,Roberto Firmino,9.0,br BRA,FW,67,0,0,0,0,0,0,0,,0,9,0,0.0,0,7,2,1,0,0,1,1,,0,0,10/04/20,Liverpool,Aston Villa
536,James Milner,7.0,eng ENG,CM,23,2,0,1,1,0,0,3,0.0,3,9,2,22.2,4,4,1,1,1,0,0,0,,1,0,10/04/20,Liverpool,Aston Villa
537,Diogo Jota,20.0,pt POR,LW,90,2,1,0,1,1,1,3,33.3,2,21,6,28.6,3,8,10,2,0,0,2,0,,0,0,10/04/20,Liverpool,Aston Villa
538,Mohamed Salah,11.0,eg EGY,RW,90,2,1,0,0,2,1,1,100.0,0,12,6,50.0,2,3,7,0,0,0,0,0,,0,0,10/04/20,Liverpool,Aston Villa
539,Georginio Wijnaldum,5.0,nl NED,"CM,DM",90,3,2,1,1,1,3,5,60.0,2,12,5,41.7,3,7,2,0,0,0,0,1,,1,1,10/04/20,Liverpool,Aston Villa
540,Naby Keita,8.0,gn GUI,CM,45,0,0,0,0,0,0,1,0.0,1,9,3,33.3,1,4,4,2,0,0,2,0,,0,0,10/04/20,Liverpool,Aston Villa
541,Takumi Minamino,18.0,jp JPN,"CM,FW",45,1,0,0,0,1,0,3,0.0,3,15,7,46.7,4,5,6,0,0,0,0,0,,0,0,10/04/20,Liverpool,Aston Villa
542,Fabinho,3.0,br BRA,"DM,CB",90,2,1,0,2,0,0,3,0.0,3,18,5,27.8,6,10,2,4,2,0,2,2,,1,0,10/04/20,Liverpool,Aston Villa
543,Andrew Robertson,26.0,sco SCO,LB,90,2,1,1,1,0,0,0,,0,10,3,30.0,3,3,4,3,2,0,1,0,,2,0,10/04/20,Liverpool,Aston Villa
544,Virgil van Dijk,4.0,nl NED,CB,90,2,0,1,1,0,0,0,,0,6,1,16.7,3,3,0,1,1,0,0,0,,2,0,10/04/20,Liverpool,Aston Villa
545,Joseph Gomez,12.0,eng ENG,CB,60,0,0,0,0,0,0,1,0.0,1,5,2,40.0,1,4,0,1,1,0,0,0,,4,1,10/04/20,Liverpool,Aston Villa
546,Curtis Jones,17.0,eng ENG,CM,30,2,1,2,0,0,1,1,100.0,0,8,1,12.5,5,2,1,0,0,0,0,0,,0,0,10/04/20,Liverpool,Aston Villa
547,Trent Alexander-Arnold,66.0,eng ENG,RB,90,3,2,0,3,0,2,2,100.0,0,14,4,28.6,5,8,1,1,1,0,0,0,,2,0,10/04/20,Liverpool,Aston Villa
548,AdriÃ¡n,13.0,es ESP,GK,90,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,,0,1,10/04/20,Liverpool,Aston Villa
