,Player,#,Nation,Pos,Min,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out.1,Int,Blocks,Date,Team,Opponent
374,Aaron Connolly,7.0,ie IRL,FW,89,13,12,1,0,0,5,1,0,0,0,0,0,8,5,0,1,9,0,0,1,11,0,0,0,0,09/20/20,Brighton,Newcastle Utd
375,Alireza Jahanbakhsh,16.0,ir IRN,FW,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,09/20/20,Brighton,Newcastle Utd
376,Neal Maupay,9.0,fr FRA,LW,90,27,27,0,0,0,11,1,1,0,0,0,0,23,0,4,9,16,1,0,1,24,0,0,0,0,09/20/20,Brighton,Newcastle Utd
377,Leandro Trossard,11.0,be BEL,RW,90,33,29,4,3,0,10,2,4,1,1,0,0,19,3,11,8,25,0,0,0,17,1,1,1,2,09/20/20,Brighton,Newcastle Utd
378,Steven Alzate,17.0,co COL,CM,90,45,45,0,0,0,15,1,0,0,0,0,0,39,1,5,2,39,3,0,0,42,0,0,0,0,09/20/20,Brighton,Newcastle Utd
379,Yves Bissouma,8.0,ml MLI,CM,88,51,50,1,1,0,12,1,0,0,0,0,0,38,3,10,11,36,2,0,0,46,0,0,0,0,09/20/20,Brighton,Newcastle Utd
380,Solly March,20.0,eng ENG,WB,77,47,40,7,1,0,11,0,1,0,0,0,0,25,9,13,33,4,2,6,1,36,0,0,1,3,09/20/20,Brighton,Newcastle Utd
381,Adam Lallana,14.0,eng ENG,WB,13,13,13,0,0,0,1,0,0,0,0,0,0,12,0,1,4,9,0,0,0,12,0,0,0,0,09/20/20,Brighton,Newcastle Utd
382,Tariq Lamptey,2.0,eng ENG,WB,57,27,18,9,1,0,3,0,2,0,0,0,0,16,6,5,4,14,0,8,0,22,0,0,1,0,09/20/20,Brighton,Newcastle Utd
383,Dan Burn,33.0,eng ENG,WB,33,20,19,1,0,0,5,0,0,0,0,0,0,10,3,7,10,2,4,1,0,16,0,1,0,0,09/20/20,Brighton,Newcastle Utd
384,Adam Webster,4.0,eng ENG,CB,90,55,53,2,2,0,14,0,0,0,0,0,0,37,1,17,12,34,7,0,0,43,0,0,1,3,09/20/20,Brighton,Newcastle Utd
385,Lewis Dunk,5.0,eng ENG,CB,90,49,45,4,4,0,8,1,0,0,0,0,0,36,3,10,2,43,2,0,1,42,0,1,1,1,09/20/20,Brighton,Newcastle Utd
386,Ben White,3.0,eng ENG,CB,90,56,52,4,2,0,15,1,1,0,0,0,0,34,5,17,1,45,6,2,1,41,1,2,0,0,09/20/20,Brighton,Newcastle Utd
387,Mathew Ryan,1.0,au AUS,GK,90,42,34,8,2,0,6,0,0,0,0,0,0,26,0,16,7,28,0,0,7,29,0,2,0,0,09/20/20,Brighton,Newcastle Utd
388,Kai Havertz,29.0,de GER,FW,45,16,15,1,1,0,6,1,1,0,0,0,0,12,2,2,13,2,0,0,0,14,0,0,1,0,09/20/20,Chelsea,Liverpool
389,Fikayo Tomori,14.0,eng ENG,CB,45,29,28,1,1,0,3,1,0,0,0,0,0,25,0,4,2,25,2,0,0,27,0,0,0,0,09/20/20,Chelsea,Liverpool
390,Timo Werner,11.0,de GER,LW,90,32,29,3,0,1,6,0,0,0,0,0,0,24,3,5,3,26,3,0,0,23,0,0,0,4,09/20/20,Chelsea,Liverpool
391,Mason Mount,19.0,eng ENG,RW,90,35,34,1,0,0,11,1,1,0,0,0,0,23,8,4,3,29,0,1,0,26,0,1,2,3,09/20/20,Chelsea,Liverpool
392,Mateo Kovacic,17.0,hr CRO,CM,78,61,60,1,1,0,10,1,0,0,0,0,0,55,2,4,5,54,1,0,0,57,0,0,0,0,09/20/20,Chelsea,Liverpool
393,Tammy Abraham,9.0,eng ENG,"FW,CM",12,5,5,0,0,0,2,0,0,0,0,0,0,2,2,1,0,2,1,0,1,3,0,1,0,0,09/20/20,Chelsea,Liverpool
394,N'Golo Kante,7.0,fr FRA,CM,90,39,39,0,0,0,7,0,0,0,0,0,0,33,3,3,5,32,2,0,0,32,1,0,0,2,09/20/20,Chelsea,Liverpool
395,Jorginho,5.0,it ITA,DM,78,52,52,0,0,0,12,3,0,0,0,0,0,39,4,9,7,40,5,0,0,45,0,3,0,0,09/20/20,Chelsea,Liverpool
396,Ross Barkley,8.0,eng ENG,"CM,DM",12,4,4,0,0,0,1,1,0,0,0,0,0,2,1,1,2,2,0,0,0,3,0,0,1,0,09/20/20,Chelsea,Liverpool
397,Marcos Alonso,3.0,es ESP,LB,90,52,50,2,0,0,8,1,0,0,0,0,0,38,6,8,39,8,2,2,1,43,0,0,2,1,09/20/20,Chelsea,Liverpool
398,Kurt Zouma,15.0,fr FRA,CB,90,52,50,2,2,0,6,2,0,0,0,0,0,45,0,7,17,35,0,0,0,46,0,3,0,0,09/20/20,Chelsea,Liverpool
399,Andreas Christensen,4.0,dk DEN,"CB,FW,DM",44,41,40,1,1,0,1,1,0,0,0,0,0,35,0,6,2,39,0,0,0,38,0,0,0,0,09/20/20,Chelsea,Liverpool
400,Reece James,24.0,eng ENG,RB,90,50,42,8,0,0,7,1,1,1,0,0,0,26,14,10,4,36,2,7,0,38,0,2,0,3,09/20/20,Chelsea,Liverpool
401,Kepa Arrizabalaga,1.0,es ESP,GK,90,50,40,10,0,0,7,0,0,0,0,0,0,34,1,15,9,32,0,0,9,44,0,0,1,0,09/20/20,Chelsea,Liverpool
402,Roberto Firmino,9.0,br BRA,FW,85,32,31,1,0,1,4,0,1,0,0,0,0,24,3,5,7,21,3,1,0,24,0,0,0,1,09/20/20,Liverpool,Chelsea
403,Takumi Minamino,18.0,jp JPN,FW,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,09/20/20,Liverpool,Chelsea
404,Sadio Mane,10.0,sn SEN,LW,90,45,44,1,0,0,4,0,1,0,0,0,0,37,6,2,14,27,0,1,3,35,0,0,2,1,09/20/20,Liverpool,Chelsea
405,Mohamed Salah,11.0,eg EGY,RW,90,65,64,1,1,0,5,2,3,0,0,0,0,52,5,8,54,11,0,0,0,54,0,1,0,3,09/20/20,Liverpool,Chelsea
406,Georginio Wijnaldum,5.0,nl NED,CM,90,44,44,0,0,0,5,0,0,0,0,0,0,38,4,2,4,38,2,0,0,40,0,1,1,0,09/20/20,Liverpool,Chelsea
407,Naby Keita,8.0,gn GUI,CM,63,49,47,2,1,0,5,0,0,0,0,0,0,43,4,2,3,44,2,0,0,46,0,0,0,0,09/20/20,Liverpool,Chelsea
408,James Milner,7.0,eng ENG,CM,27,48,46,2,1,0,0,1,0,1,0,0,0,44,3,1,0,48,0,0,0,47,0,0,0,0,09/20/20,Liverpool,Chelsea
409,Jordan Henderson,14.0,eng ENG,DM,45,47,46,1,1,0,2,2,0,0,0,0,0,32,2,13,6,39,2,0,0,37,1,0,0,0,09/20/20,Liverpool,Chelsea
410,Thiago,6.0,es ESP,DM,45,84,83,1,1,0,3,6,0,0,0,0,0,61,7,16,3,78,2,0,0,75,0,1,1,1,09/20/20,Liverpool,Chelsea
411,Andrew Robertson,26.0,sco SCO,LB,90,111,94,17,0,0,5,3,5,6,1,1,2,80,18,13,94,5,1,11,0,91,0,1,1,5,09/20/20,Liverpool,Chelsea
412,Virgil van Dijk,4.0,nl NED,CB,90,84,83,1,1,0,3,1,0,0,0,0,0,73,5,6,15,65,3,0,0,81,0,1,0,0,09/20/20,Liverpool,Chelsea
413,Fabinho,3.0,br BRA,CB,90,85,84,1,1,0,2,2,0,0,0,0,0,72,6,7,9,75,1,0,0,82,0,1,0,1,09/20/20,Liverpool,Chelsea
414,Trent Alexander-Arnold,66.0,eng ENG,RB,90,88,73,15,2,0,5,8,5,4,0,1,1,48,18,22,11,65,3,9,0,68,0,1,2,3,09/20/20,Liverpool,Chelsea
415,Alisson,1.0,br BRA,GK,90,24,21,3,1,0,0,1,0,0,0,0,0,22,1,1,7,12,0,0,5,24,0,0,0,0,09/20/20,Liverpool,Chelsea
416,Jamie Vardy,9.0,eng ENG,FW,90,14,11,3,0,0,1,0,0,0,0,0,0,8,5,1,4,9,0,0,1,10,0,1,0,1,09/20/20,Leicester City,Burnley
417,Harvey Barnes,15.0,eng ENG,LM,89,38,38,0,0,0,4,1,3,0,0,0,0,30,3,5,1,36,1,0,0,32,0,0,0,2,09/20/20,Leicester City,Burnley
418,Wes Morgan,5.0,jm JAM,LM,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,09/20/20,Leicester City,Burnley
419,Dennis Praet,26.0,be BEL,CM,82,47,47,0,0,0,7,1,2,0,0,0,0,37,4,6,4,39,2,0,0,40,0,1,1,1,09/20/20,Leicester City,Burnley
420,Marc Albrighton,11.0,eng ENG,CM,8,4,4,0,0,0,1,0,0,0,0,0,0,2,1,1,1,2,1,0,0,2,0,0,0,1,09/20/20,Leicester City,Burnley
421,Youri Tielemans,8.0,be BEL,CM,90,95,81,14,2,0,12,4,3,12,5,1,0,66,9,20,13,79,3,0,0,72,0,0,2,4,09/20/20,Leicester City,Burnley
422,Ayoze Perez,17.0,es ESP,RM,61,21,21,0,0,0,7,0,1,0,0,0,0,14,3,4,2,16,1,0,0,17,0,0,0,1,09/20/20,Leicester City,Burnley
423,James Maddison,10.0,eng ENG,RM,29,18,14,4,1,0,2,0,1,3,0,1,0,15,1,2,2,16,0,0,0,17,0,0,0,0,09/20/20,Leicester City,Burnley
424,Nampalys Mendy,24.0,fr FRA,DM,90,86,85,1,1,0,8,0,0,0,0,0,0,74,6,6,9,75,2,0,0,79,0,1,0,1,09/20/20,Leicester City,Burnley
425,James Justin,2.0,eng ENG,LB,90,73,63,10,2,0,9,2,5,0,0,0,0,51,9,13,17,45,2,8,0,64,0,1,0,2,09/20/20,Leicester City,Burnley
426,Caglar Soyuncu,4.0,tr TUR,CB,90,66,62,4,3,0,1,2,0,0,0,0,0,49,4,13,22,39,4,1,0,58,0,2,0,0,09/20/20,Leicester City,Burnley
427,Wilfred Ndidi,25.0,ng NGA,CB,90,57,56,1,1,0,8,2,0,0,0,0,0,40,8,9,8,43,3,0,0,49,0,0,1,0,09/20/20,Leicester City,Burnley
428,Timothy Castagne,27.0,be BEL,RB,90,71,65,6,1,0,10,1,6,0,0,0,0,45,12,14,4,56,5,5,0,56,0,1,0,3,09/20/20,Leicester City,Burnley
429,Kasper Schmeichel,1.0,dk DEN,GK,90,47,34,13,4,0,4,0,0,0,0,0,0,20,7,20,0,42,0,0,3,32,0,2,0,0,09/20/20,Leicester City,Burnley
430,Chris Wood,9.0,nz NZL,FW,90,13,13,0,0,0,7,0,0,0,0,0,0,6,5,2,2,7,1,0,0,8,0,0,0,1,09/20/20,Burnley,Leicester City
431,Jay Rodriguez,19.0,eng ENG,FW,69,15,15,0,0,0,7,0,0,0,0,0,0,5,3,7,1,6,3,0,1,8,0,0,1,1,09/20/20,Burnley,Leicester City
432,Matej Vydra,27.0,cz CZE,FW,21,4,4,0,0,1,1,0,0,0,0,0,0,3,0,1,1,3,0,0,0,4,0,0,0,0,09/20/20,Burnley,Leicester City
433,Dwight McNeil,11.0,eng ENG,"LM,RM",90,30,28,2,1,0,15,3,1,1,1,0,0,23,2,5,27,2,0,0,0,26,0,1,2,1,09/20/20,Burnley,Leicester City
434,Robbie Brady,12.0,ie IRL,RM,39,11,11,0,0,1,4,0,0,0,0,0,0,4,1,6,9,0,1,0,0,9,0,0,0,0,09/20/20,Burnley,Leicester City
435,Erik Pieters,23.0,nl NED,"RM,LM",51,12,12,0,0,0,6,0,0,0,0,0,0,7,3,2,6,2,1,0,1,8,0,0,0,0,09/20/20,Burnley,Leicester City
436,Josh Brownhill,8.0,eng ENG,DM,90,42,42,0,0,0,18,1,1,0,0,0,0,23,10,9,7,29,2,0,0,35,0,2,0,0,09/20/20,Burnley,Leicester City
437,Ashley Westwood,18.0,eng ENG,DM,90,60,49,11,3,0,14,6,1,3,3,0,0,38,5,17,4,53,3,0,0,48,0,0,3,0,09/20/20,Burnley,Leicester City
438,Charlie Taylor,3.0,eng ENG,LB,90,49,37,12,1,0,17,3,4,0,0,0,0,12,20,17,31,0,3,11,0,30,0,1,1,5,09/20/20,Burnley,Leicester City
439,Jimmy Dunne,34.0,ie IRL,CB,90,26,25,1,1,0,7,0,0,0,0,0,0,7,5,14,6,10,6,0,0,16,0,0,1,0,09/20/20,Burnley,Leicester City
440,Kevin Long,28.0,ie IRL,CB,90,16,16,0,0,0,5,1,0,0,0,0,0,7,1,8,3,8,4,0,0,9,0,0,0,0,09/20/20,Burnley,Leicester City
441,Phil Bardsley,26.0,sco SCO,RB,90,30,22,8,0,0,5,0,1,0,0,0,0,9,8,13,3,14,5,8,0,21,0,2,0,0,09/20/20,Burnley,Leicester City
442,Nick Pope,1.0,eng ENG,GK,90,19,11,8,4,0,4,1,0,0,0,0,0,1,0,18,0,14,0,0,1,9,0,1,0,0,09/20/20,Burnley,Leicester City
443,Ollie Watkins,11.0,eng ENG,FW,90,18,17,1,0,0,7,0,0,0,0,0,0,14,3,1,3,11,0,0,0,13,0,0,0,1,09/21/20,Aston Villa,Sheffield Utd
444,Jack Grealish,10.0,eng ENG,"LW,LM",90,65,61,4,1,0,6,3,4,1,0,0,0,51,7,7,5,57,0,2,0,56,0,1,0,4,09/21/20,Aston Villa,Sheffield Utd
445,Trezeguet,17.0,eg EGY,"RW,RM",90,31,31,0,0,0,2,2,4,0,0,0,0,24,3,4,1,28,1,0,0,23,0,1,1,2,09/21/20,Aston Villa,Sheffield Utd
446,John McGinn,7.0,sco SCO,CM,90,46,45,1,1,0,6,3,1,0,0,0,0,30,6,10,35,8,2,0,0,35,0,2,1,1,09/21/20,Aston Villa,Sheffield Utd
447,Conor Hourihane,14.0,ie IRL,CM,61,64,51,13,4,0,1,4,5,8,1,4,1,45,4,15,60,2,1,1,0,51,0,1,0,0,09/21/20,Aston Villa,Sheffield Utd
448,Keinan Davis,39.0,eng ENG,FW,29,14,14,0,0,0,5,0,1,0,0,0,0,12,2,0,12,1,0,0,0,11,0,0,0,0,09/21/20,Aston Villa,Sheffield Utd
449,Douglas Luiz,6.0,br BRA,"DM,CM",90,92,92,0,0,0,4,5,2,0,0,0,0,74,5,13,9,79,3,0,1,88,0,1,1,0,09/21/20,Aston Villa,Sheffield Utd
450,Matt Targett,18.0,eng ENG,LB,90,72,66,6,0,0,4,0,8,1,0,1,0,48,8,16,56,9,2,5,0,57,0,2,0,3,09/21/20,Aston Villa,Sheffield Utd
451,Tyrone Mings,5.0,eng ENG,CB,90,71,66,5,3,0,14,1,0,0,0,0,0,46,13,12,41,11,10,2,0,60,0,0,0,0,09/21/20,Aston Villa,Sheffield Utd
452,Ezri Konsa Ngoyo,4.0,eng ENG,CB,90,36,32,4,3,0,5,1,0,0,0,0,0,25,9,2,3,28,2,1,0,34,0,0,0,0,09/21/20,Aston Villa,Sheffield Utd
453,Matthew Cash,2.0,eng ENG,RB,90,73,64,9,0,0,6,1,6,0,0,0,0,48,8,17,4,59,1,9,0,60,1,1,0,0,09/21/20,Aston Villa,Sheffield Utd
454,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,35,31,4,1,0,5,1,0,0,0,0,0,27,1,7,1,26,0,0,7,31,0,1,0,0,09/21/20,Aston Villa,Sheffield Utd
455,David McGoldrick,17.0,ie IRL,FW,30,8,7,1,0,0,5,0,0,0,0,0,0,5,1,2,2,3,1,0,0,4,0,0,1,0,09/21/20,Sheffield Utd,Aston Villa
456,Ethan Ampadu,22.0,wal WAL,CB,60,8,8,0,0,0,0,0,0,0,0,0,0,6,1,1,1,7,0,0,0,5,0,0,1,0,09/21/20,Sheffield Utd,Aston Villa
457,Oliver Burke,14.0,sco SCO,FW,90,8,7,1,0,1,3,0,1,0,0,0,0,6,1,1,0,7,0,0,0,5,0,0,0,0,09/21/20,Sheffield Utd,Aston Villa
458,John Fleck,4.0,sco SCO,"LM,CM",62,11,11,0,0,0,2,0,0,0,0,0,0,9,1,1,10,1,0,0,0,9,0,0,0,0,09/21/20,Sheffield Utd,Aston Villa
459,Ben Osborn,23.0,eng ENG,LM,28,14,12,2,1,0,2,1,0,1,0,1,0,8,4,2,11,2,1,0,0,8,0,0,0,1,09/21/20,Sheffield Utd,Aston Villa
460,John Lundstram,7.0,eng ENG,"CM,RM",90,32,26,6,3,0,4,5,5,3,0,1,2,15,5,12,6,24,1,0,0,18,0,1,0,2,09/21/20,Sheffield Utd,Aston Villa
461,Sander Berge,8.0,no NOR,"CM,DM",90,19,19,0,0,0,3,1,0,0,0,0,0,13,4,2,2,15,1,0,0,14,0,1,1,0,09/21/20,Sheffield Utd,Aston Villa
462,Enda Stevens,3.0,ie IRL,"LB,WB",90,28,18,10,0,0,1,1,1,0,0,0,0,12,6,10,14,2,2,10,0,16,0,0,1,1,09/21/20,Sheffield Utd,Aston Villa
463,George Baldock,2.0,eng ENG,"RB,WB",90,27,21,6,0,0,3,0,1,0,0,0,0,18,3,6,3,18,0,6,0,21,0,0,0,0,09/21/20,Sheffield Utd,Aston Villa
464,Jack O'Connell,5.0,eng ENG,CB,90,23,21,2,1,0,3,0,0,0,0,0,0,11,3,9,18,0,2,1,0,19,0,0,0,0,09/21/20,Sheffield Utd,Aston Villa
465,John Egan,12.0,ie IRL,"DM,CM,CB",11,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,2,0,0,0,0,09/21/20,Sheffield Utd,Aston Villa
466,Chris Basham,6.0,eng ENG,"RM,CB",67,16,16,0,0,0,8,0,0,0,0,0,0,6,5,5,1,10,2,0,0,10,0,1,0,2,09/21/20,Sheffield Utd,Aston Villa
467,Oliver McBurnie,9.0,sco SCO,"FW,RM",23,11,11,0,0,0,8,0,0,0,0,0,0,4,3,4,0,4,1,0,0,5,0,2,0,0,09/21/20,Sheffield Utd,Aston Villa
468,Aaron Ramsdale,1.0,eng ENG,GK,90,34,9,25,7,0,0,0,0,0,0,0,0,1,0,33,1,27,0,0,0,10,0,2,0,0,09/21/20,Sheffield Utd,Aston Villa
469,Daniel Podence,10.0,pt POR,"FW,LW,AM",90,24,21,3,0,0,3,1,1,2,0,1,1,20,1,3,4,19,0,0,1,19,0,0,1,1,09/21/20,Wolves,Manchester City
470,Raul Jimenez,9.0,mx MEX,FW,90,19,18,1,0,0,5,2,0,0,0,0,0,8,8,3,1,17,1,0,0,14,1,0,0,2,09/21/20,Wolves,Manchester City
471,Pedro Neto,7.0,pt POR,"CM,RW",77,28,25,3,0,1,4,0,1,2,0,1,0,23,3,2,25,3,0,0,0,26,0,0,0,0,09/21/20,Wolves,Manchester City
472,Fabio Silva,17.0,pt POR,FW,13,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,09/21/20,Wolves,Manchester City
473,Joao Moutinho,28.0,pt POR,"CM,DM",77,32,29,3,3,1,6,1,1,0,0,0,0,21,1,10,2,28,2,0,0,25,0,0,0,0,09/21/20,Wolves,Manchester City
474,Leander Dendoncker,32.0,be BEL,DM,13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,09/21/20,Wolves,Manchester City
475,Ruben Neves,8.0,pt POR,DM,90,55,53,2,2,0,7,1,1,0,0,0,0,40,7,8,3,47,4,0,1,46,0,1,0,2,09/21/20,Wolves,Manchester City
476,Marcal,5.0,br BRA,WB,7,4,4,0,0,0,1,0,0,0,0,0,0,3,1,0,3,0,0,0,0,4,0,0,0,0,09/21/20,Wolves,Manchester City
477,Ruben Vinagre,29.0,pt POR,WB,83,34,27,7,0,0,1,0,0,0,0,0,0,25,5,4,25,1,1,7,0,28,0,2,0,1,09/21/20,Wolves,Manchester City
478,Adama Traore,37.0,es ESP,WB,90,42,36,6,0,0,5,2,5,0,0,0,0,17,9,16,5,24,3,6,1,23,0,0,0,4,09/21/20,Wolves,Manchester City
479,Romain Saiss,27.0,ma MAR,CB,90,45,44,1,1,0,4,1,0,0,0,0,0,29,5,11,35,5,5,0,0,38,0,0,0,0,09/21/20,Wolves,Manchester City
480,Conor Coady,16.0,eng ENG,CB,90,41,39,2,2,0,4,2,0,0,0,0,0,22,4,15,1,38,1,0,0,31,0,2,0,2,09/21/20,Wolves,Manchester City
481,Willy Boly,15.0,fr FRA,CB,90,35,35,0,0,0,4,0,0,0,0,0,0,22,6,7,3,23,6,0,0,25,1,0,0,0,09/21/20,Wolves,Manchester City
482,Rui PatrÃ­cio,11.0,pt POR,GK,90,27,16,11,3,0,4,1,0,0,0,0,0,6,2,19,16,3,0,0,6,17,0,1,0,0,09/21/20,Wolves,Manchester City
483,Gabriel Jesus,9.0,br BRA,FW,90,34,33,1,0,1,6,1,0,0,0,0,0,24,6,4,5,26,2,0,0,26,0,0,0,3,09/21/20,Manchester City,Wolves
484,Raheem Sterling,7.0,eng ENG,LW,80,39,38,1,1,0,11,0,2,0,0,0,0,34,4,1,9,27,2,0,1,33,0,1,0,2,09/21/20,Manchester City,Wolves
485,Ferran Torres,21.0,es ESP,LW,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,09/21/20,Manchester City,Wolves
486,Phil Foden,47.0,eng ENG,RW,90,52,52,0,0,0,7,0,0,0,0,0,0,45,5,2,46,4,1,0,0,48,1,1,0,0,09/21/20,Manchester City,Wolves
487,Kevin De Bruyne,17.0,be BEL,AM,90,83,75,8,1,3,11,3,2,6,1,1,1,68,6,9,8,72,2,0,0,61,1,1,4,8,09/21/20,Manchester City,Wolves
488,Rodrigo,16.0,es ESP,CM,90,94,94,0,0,0,9,1,0,0,0,0,0,75,5,14,12,74,6,0,0,84,0,0,0,1,09/21/20,Manchester City,Wolves
489,Fernandinho,25.0,br BRA,CM,90,94,93,1,1,0,8,3,0,0,0,0,0,74,8,12,14,74,2,0,1,80,0,0,1,0,09/21/20,Manchester City,Wolves
490,Benjamin Mendy,22.0,fr FRA,LB,90,69,58,11,1,0,3,1,0,0,0,0,0,43,15,11,50,3,6,10,0,58,0,1,1,0,09/21/20,Manchester City,Wolves
491,Nathan Ake,6.0,nl NED,CB,90,55,54,1,1,0,3,1,0,0,0,0,0,46,2,7,42,7,3,0,0,49,0,0,0,0,09/21/20,Manchester City,Wolves
492,John Stones,5.0,eng ENG,CB,90,75,74,1,0,0,6,2,0,0,0,0,0,62,4,9,14,56,4,1,0,67,0,2,0,1,09/21/20,Manchester City,Wolves
493,Kyle Walker,2.0,eng ENG,RB,90,97,87,10,1,0,11,2,2,0,0,0,0,76,10,11,5,82,0,9,0,91,0,0,0,0,09/21/20,Manchester City,Wolves
494,Ederson,31.0,br BRA,GK,90,36,28,8,0,0,1,2,0,0,0,0,0,24,1,11,28,4,0,0,4,30,0,0,0,0,09/21/20,Manchester City,Wolves
495,Aaron Connolly,7.0,ie IRL,FW,74,9,8,1,0,0,1,0,0,0,0,0,0,6,2,1,0,7,2,0,0,8,0,0,0,0,09/26/20,Brighton,Manchester Utd
496,Alireza Jahanbakhsh,16.0,ir IRN,"RW,FW",16,16,16,0,0,0,1,1,2,0,0,0,0,12,0,4,1,14,1,0,0,15,0,0,0,1,09/26/20,Brighton,Manchester Utd
497,Neal Maupay,9.0,fr FRA,LW,90,33,30,3,0,0,11,2,1,0,0,0,0,23,5,5,5,23,0,1,1,24,0,0,0,5,09/26/20,Brighton,Manchester Utd
498,Leandro Trossard,11.0,be BEL,"RW,FW",90,39,34,5,3,0,1,2,2,1,1,0,0,20,11,8,9,28,1,1,0,28,1,0,1,1,09/26/20,Brighton,Manchester Utd
499,Steven Alzate,17.0,co COL,DM,90,50,48,2,1,0,8,2,0,1,1,0,0,44,4,2,6,43,1,0,0,46,0,0,1,1,09/26/20,Brighton,Manchester Utd
500,Adam Lallana,14.0,eng ENG,DM,74,37,36,1,1,0,1,0,1,0,0,0,0,19,6,12,13,20,3,0,0,31,0,0,0,0,09/26/20,Brighton,Manchester Utd
501,Pascal Gross,13.0,de GER,DM,16,20,16,4,1,0,3,2,1,3,2,1,0,11,2,7,4,15,0,0,0,15,0,0,0,0,09/26/20,Brighton,Manchester Utd
502,Solly March,20.0,eng ENG,WB,90,67,54,13,2,0,3,4,7,2,1,0,0,32,11,24,52,4,2,9,0,45,0,1,1,2,09/26/20,Brighton,Manchester Utd
503,Tariq Lamptey,2.0,eng ENG,WB,90,44,36,8,1,0,2,1,2,0,0,0,0,32,6,6,12,23,2,7,0,37,0,0,0,1,09/26/20,Brighton,Manchester Utd
504,Adam Webster,4.0,eng ENG,CB,90,52,51,1,1,0,3,0,0,0,0,0,0,39,5,8,16,33,3,0,0,44,0,0,1,2,09/26/20,Brighton,Manchester Utd
505,Lewis Dunk,5.0,eng ENG,CB,90,63,62,1,1,0,0,1,0,0,0,0,0,52,4,7,6,52,5,0,0,58,0,0,0,0,09/26/20,Brighton,Manchester Utd
506,Ben White,3.0,eng ENG,CB,90,68,65,3,3,0,4,1,2,0,0,0,0,54,6,8,5,55,4,0,2,63,0,1,0,0,09/26/20,Brighton,Manchester Utd
507,Mathew Ryan,1.0,au AUS,GK,90,37,29,8,5,0,8,3,0,0,0,0,0,21,1,15,3,32,0,0,2,28,0,3,0,0,09/26/20,Brighton,Manchester Utd
508,Anthony Martial,9.0,fr FRA,FW,89,22,21,1,0,0,8,0,1,0,0,0,0,20,0,2,2,20,0,0,0,17,2,0,1,0,09/26/20,Manchester Utd,Brighton
509,Donny van de Beek,34.0,nl NED,FW,1,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,1,0,0,0,2,09/26/20,Manchester Utd,Brighton
510,Marcus Rashford,10.0,eng ENG,"LW,FW",90,28,28,0,0,0,5,2,0,0,0,0,0,21,5,2,2,25,1,0,0,24,0,0,0,1,09/26/20,Manchester Utd,Brighton
511,Mason Greenwood,11.0,eng ENG,RW,82,24,24,0,0,0,6,1,0,0,0,0,0,17,3,4,20,4,0,0,0,22,0,0,0,0,09/26/20,Manchester Utd,Brighton
512,Eric Bailly,3.0,ci CIV,CB,8,3,3,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,1,0,0,2,0,0,0,1,09/26/20,Manchester Utd,Brighton
513,Bruno Fernandes,18.0,pt POR,AM,90,54,49,5,2,0,15,1,3,1,1,0,0,36,7,11,3,48,3,0,0,43,0,1,0,5,09/26/20,Manchester Utd,Brighton
514,Nemanja Matic,31.0,rs SRB,DM,90,64,61,3,3,0,14,1,1,0,0,0,0,52,5,7,54,8,0,0,0,57,1,1,0,2,09/26/20,Manchester Utd,Brighton
515,Paul Pogba,6.0,fr FRA,DM,64,35,31,4,4,0,8,1,0,0,0,0,0,27,1,7,5,29,1,0,0,25,0,1,1,1,09/26/20,Manchester Utd,Brighton
516,Fred,17.0,br BRA,DM,26,15,14,1,1,0,2,1,1,0,0,0,0,10,0,5,9,6,0,0,0,12,1,0,0,0,09/26/20,Manchester Utd,Brighton
517,Luke Shaw,23.0,eng ENG,"LB,WB",90,50,45,5,1,0,9,0,2,0,0,0,0,37,6,7,38,6,0,4,1,39,0,1,0,2,09/26/20,Manchester Utd,Brighton
518,Harry Maguire,5.0,eng ENG,CB,90,47,46,1,1,0,8,4,0,0,0,0,0,32,3,12,9,33,4,0,1,40,0,0,0,0,09/26/20,Manchester Utd,Brighton
519,Victor Lindelof,2.0,se SWE,CB,90,45,44,1,1,0,6,0,0,0,0,0,0,37,2,6,8,36,1,0,0,41,0,0,0,1,09/26/20,Manchester Utd,Brighton
