,Date,Team,home,Opponent,sca_1_player,sca_1_pos,sca_1_event,sca_2_player,sca_2_pos,sca_2_event,shot_player,shot_pos,shot_outcome,shot_distance,shot_body_part,shot_notes,minute
3494,November-30-2019,Chelsea,1,West Ham,N'Golo KantÃ©,CM,Pass (Live),Willian,RW,Pass (Live),Christian Pulisic,"LW,FW",Off Target,17.0,Right Foot,,89
3495,November-30-2019,Chelsea,1,West Ham,N'Golo KantÃ©,CM,Pass (Live),,nan,,Fikayo Tomori,CB,Saved,8.0,Head,,90+1
3496,November-30-2019,Crystal Palace,0,Burnley,Wilfried Zaha,CM,Fouled,,nan,,Luka MilivojeviÄ,DM,Off Target,27.0,Right Foot,Free kick,2
3497,November-30-2019,Burnley,1,Crystal Palace,Chris Wood,FW,Pass (Live),Phil Bardsley,RB,Pass (Live),Jack Cork,DM,Off Target,25.0,Right Foot,Half volley,11
3498,November-30-2019,Burnley,1,Crystal Palace,Robbie Brady,CM,Pass (Live),,nan,,Dwight McNeil,CM,Saved,26.0,Left Foot,Deflected,18
3499,November-30-2019,Crystal Palace,0,Burnley,Wilfried Zaha,CM,Pass (Live),Vicente Guaita,GK,Pass (Live),Cheikhou KouyatÃ©,CM,Blocked,9.0,Head,,18
3500,November-30-2019,Burnley,1,Crystal Palace,,nan,,,nan,,Ashley Barnes,FW,Blocked,10.0,Left Foot,Half volley,27
3501,November-30-2019,Crystal Palace,0,Burnley,Andros Townsend,CM,Pass (Live),Patrick van Aanholt,LB,Pass (Live),Cheikhou KouyatÃ©,CM,Wayward,8.0,Right Foot,Half volley,38
3502,November-30-2019,Crystal Palace,0,Burnley,Scott Dann,CB,Pass (Live),,nan,,Wilfried Zaha,CM,Goal,11.0,Left Foot,,45+1
3503,November-30-2019,Burnley,1,Crystal Palace,,nan,,,nan,,Erik Pieters,LB,Blocked,22.0,Left Foot,Half volley,46
3504,November-30-2019,Burnley,1,Crystal Palace,Erik Pieters,LB,Shot,,nan,,Erik Pieters,LB,Off Target,17.0,Left Foot,Half volley,46
3505,November-30-2019,Crystal Palace,0,Burnley,,nan,,,nan,,Jordan Ayew,FW,Off Target,12.0,Right Foot,Half volley,51
3506,November-30-2019,Burnley,1,Crystal Palace,,nan,,,nan,,Chris Wood,FW,Off Target,12.0,Right Foot,,58
3507,November-30-2019,Burnley,1,Crystal Palace,Jeff Hendrick,DM,Pass (Dead),Ashley Barnes,FW,Pass (Live),Ben Mee,CB,Blocked,4.0,Head,,60
3508,November-30-2019,Burnley,1,Crystal Palace,Ben Mee,CB,Shot,,nan,,Chris Wood,FW,Blocked,3.0,Head,,60
3509,November-30-2019,Crystal Palace,0,Burnley,,nan,,,nan,,Jeffrey Schlupp,CM,Goal,14.0,Left Foot,,78
3510,November-30-2019,Burnley,1,Crystal Palace,Dwight McNeil,CM,Pass (Dead),Dwight McNeil,CM,Fouled,James Tarkowski,CB,Off Target,13.0,Head,,83
3511,November-30-2019,Burnley,1,Crystal Palace,Aaron Lennon,CM,Pass (Live),,nan,,Dwight McNeil,CM,Saved,19.0,Left Foot,,85
3512,November-30-2019,Burnley,1,Crystal Palace,Jeff Hendrick,DM,Pass (Live),Aaron Lennon,CM,Pass (Live),Chris Wood,FW,Saved,7.0,Head,,86
3513,November-30-2019,Burnley,1,Crystal Palace,Chris Wood,FW,Shot,,nan,,Jack Cork,DM,Off Target,3.0,Right Foot,Half volley,86
3514,November-30-2019,Crystal Palace,0,Burnley,Wilfried Zaha,CM,Pass (Live),Martin Kelly,RB,Pass (Live),James McArthur,CM,Blocked,17.0,Right Foot,,87
3515,November-30-2019,Burnley,1,Crystal Palace,Dwight McNeil,CM,Pass (Dead),Dwight McNeil,CM,Pass (Dead),James Tarkowski,CB,Off Target,3.0,Head,,90+4
3516,November-30-2019,Burnley,1,Crystal Palace,Jay Rodriguez,FW,Pass (Live),James Tarkowski,CB,Pass (Live),Dwight McNeil,CM,Blocked,24.0,Left Foot,,90+5
3517,November-30-2019,Burnley,1,Crystal Palace,Jeff Hendrick,DM,Pass (Dead),Dwight McNeil,CM,Shot,Jay Rodriguez,FW,Wayward,5.0,Head,,90+6
3518,November-30-2019,Watford,0,Southampton,,nan,,,nan,,Ismaila Sarr,FW,Saved,23.0,Right Foot,,2
3519,November-30-2019,Southampton,1,Watford,,nan,,,nan,,Pierre HÃ¸jbjerg,DM,Off Target,25.0,Right Foot,Half volley,3
3520,November-30-2019,Southampton,1,Watford,Nathan Redmond,CM,Dribble,Danny Ings,FW,Pass (Live),Nathan Redmond,CM,Saved,23.0,Right Foot,,8
3521,November-30-2019,Watford,0,Southampton,Ãtienne Capoue,DM,Pass (Live),,nan,,Abdoulaye DoucourÃ©,CM,Saved off Target,10.0,Head,,21
3522,November-30-2019,Watford,0,Southampton,,nan,,,nan,,Ismaila Sarr,FW,Goal,13.0,Right Foot,,24
3523,November-30-2019,Southampton,1,Watford,Pierre HÃ¸jbjerg,DM,Pass (Live),James Ward-Prowse,DM,Pass (Live),Danny Ings,FW,Saved,13.0,Head,,27
3524,November-30-2019,Watford,0,Southampton,JosÃ© Holebas,WB,Pass (Dead),Abdoulaye DoucourÃ©,CM,Fouled,Ismaila Sarr,FW,Saved,11.0,Right Foot,Volley,30
3525,November-30-2019,Southampton,1,Watford,,nan,,,nan,,Nathan Redmond,CM,Off Target,18.0,Right Foot,,40
3526,November-30-2019,Southampton,1,Watford,CÃ©dric Soares,RB,Pass (Live),Nathan Redmond,CM,Pass (Live),James Ward-Prowse,DM,Off Target,10.0,Right Foot,Back heel,44
3527,November-30-2019,Watford,0,Southampton,Adam Masina,CB,Pass (Live),Will Hughes,CM,Pass (Live),Ismaila Sarr,FW,Off Target,26.0,Right Foot,,54
3528,November-30-2019,Southampton,1,Watford,Moussa Djenepo,CM,Fouled,Moussa Djenepo,CM,Dribble,James Ward-Prowse,DM,Blocked,27.0,Right Foot,Free kick,60
3529,November-30-2019,Southampton,1,Watford,,nan,,,nan,,Sofiane Boufal,CM,Blocked,23.0,Right Foot,,63
3530,November-30-2019,Southampton,1,Watford,Sofiane Boufal,CM,Pass (Live),Danny Ings,FW,Pass (Live),Shane Long,FW,Saved,8.0,Left Foot,,68
3531,November-30-2019,Southampton,1,Watford,Danny Ings,FW,Pass (Live),James Ward-Prowse,DM,Pass (Live),Shane Long,FW,Blocked,4.0,Left Foot,Half volley,77
3532,November-30-2019,Southampton,1,Watford,Moussa Djenepo,CM,Pass (Live),Moussa Djenepo,CM,Dribble,Danny Ings,FW,Goal,1.0,Right Foot,Half volley,78
3533,November-30-2019,Southampton,1,Watford,Pierre HÃ¸jbjerg,DM,Fouled,Pierre HÃ¸jbjerg,DM,Fouled,James Ward-Prowse,DM,Goal,24.0,Right Foot,Free kick,83
3534,November-30-2019,Watford,0,Southampton,Abdoulaye DoucourÃ©,CM,Pass (Live),Ismaila Sarr,FW,Pass (Live),Andre Gray,FW,Off Target,14.0,Left Foot,Volley,90+5
3535,December-1-2019,Sheffield Utd,0,Wolves,George Baldock,WB,Pass (Live),John Lundstram,CM,Pass (Live),Lys Mousset,FW,Goal,10.0,Left Foot,,2
3536,December-1-2019,Sheffield Utd,0,Wolves,George Baldock,WB,Pass (Live),John Lundstram,CM,Pass (Live),David McGoldrick,FW,Wayward,10.0,Head,,11
3537,December-1-2019,Wolves,1,Sheffield Utd,Matt Doherty,WB,Dribble,RÃºben Neves,DM,Pass (Live),RaÃºl JimÃ©nez,FW,Saved,6.0,Head,,13
3538,December-1-2019,Wolves,1,Sheffield Utd,JoÃ£o Moutinho,DM,Pass (Dead),RaÃºl JimÃ©nez,FW,Shot,RaÃºl JimÃ©nez,FW,Blocked,7.0,Head,,14
3539,December-1-2019,Wolves,1,Sheffield Utd,Leander Dendoncker,CB,Dribble,,nan,,Leander Dendoncker,CB,Blocked,8.0,Right Foot,Half volley,14
3540,December-1-2019,Wolves,1,Sheffield Utd,,nan,,,nan,,RÃºben Neves,DM,Blocked,26.0,Right Foot,Half volley,22
3541,December-1-2019,Wolves,1,Sheffield Utd,JoÃ£o Moutinho,DM,Pass (Live),Diogo Jota,AM,Pass (Live),RaÃºl JimÃ©nez,FW,Blocked,5.0,Head,,34
3542,December-1-2019,Sheffield Utd,0,Wolves,Lys Mousset,FW,Pass (Live),Enda Stevens,WB,Pass (Live),John Fleck,CM,Saved,12.0,Left Foot,,38
3543,December-1-2019,Wolves,1,Sheffield Utd,RaÃºl JimÃ©nez,FW,Pass (Live),,nan,,RÃºben Neves,DM,Off Target,25.0,Right Foot,,39
3544,December-1-2019,Sheffield Utd,0,Wolves,Enda Stevens,WB,Dribble,,nan,,Enda Stevens,WB,Off Target,19.0,Left Foot,,41
3545,December-1-2019,Wolves,1,Sheffield Utd,,nan,,,nan,,Diogo Jota,AM,Saved,19.0,Left Foot,Half volley,45
3546,December-1-2019,Sheffield Utd,0,Wolves,Lys Mousset,FW,Pass (Live),John Fleck,CM,Pass (Live),David McGoldrick,FW,Saved,9.0,Left Foot,,46
3547,December-1-2019,Sheffield Utd,0,Wolves,,nan,,,nan,,David McGoldrick,FW,Blocked,28.0,Right Foot,Half volley,48
3548,December-1-2019,Wolves,1,Sheffield Utd,Matt Doherty,WB,Pass (Live),Matt Doherty,WB,Dribble,RÃºben Neves,DM,Saved,26.0,Right Foot,,50
3549,December-1-2019,Sheffield Utd,0,Wolves,John Fleck,CM,Pass (Live),David McGoldrick,FW,Pass (Live),David McGoldrick,FW,Saved,15.0,Left Foot,,52
3550,December-1-2019,Sheffield Utd,0,Wolves,John Fleck,CM,Pass (Live),,nan,,Lys Mousset,FW,Off Target,18.0,Right Foot,,53
3551,December-1-2019,Wolves,1,Sheffield Utd,RaÃºl JimÃ©nez,FW,Pass (Live),,nan,,Matt Doherty,WB,Goal,4.0,Head,,64
3552,December-1-2019,Sheffield Utd,0,Wolves,Oliver Norwood,DM,Pass (Dead),John Lundstram,CM,Fouled,David McGoldrick,FW,Off Target,8.0,Head,,69
3553,December-1-2019,Wolves,1,Sheffield Utd,JoÃ£o Moutinho,DM,Pass (Live),RÃºben Neves,DM,Pass (Live),Jonny Castro,WB,Blocked,26.0,Right Foot,,79
3554,December-1-2019,Wolves,1,Sheffield Utd,Adama TraorÃ©,AM,Pass (Live),Adama TraorÃ©,AM,Dribble,Diogo Jota,AM,Off Target,9.0,Right Foot,,87
3555,December-1-2019,Wolves,1,Sheffield Utd,,nan,,,nan,,RaÃºl JimÃ©nez,FW,Blocked,20.0,Right Foot,,90+1
3556,December-1-2019,Wolves,1,Sheffield Utd,RaÃºl JimÃ©nez,FW,Shot,,nan,,JoÃ£o Moutinho,DM,Off Target,28.0,Right Foot,Volley,90+1
3557,December-1-2019,Sheffield Utd,0,Wolves,Enda Stevens,WB,Pass (Live),John Fleck,CM,Pass (Live),Oliver McBurnie,FW,Off Target,5.0,Head,,90+3
3558,December-1-2019,Arsenal,0,Norwich City,Alexandre Lacazette,FW,Pass (Live),Joe Willock,AM,Pass (Live),Joe Willock,AM,Blocked,14,Right Foot,,5
3559,December-1-2019,Arsenal,0,Norwich City,Joe Willock,AM,Shot,,nan,,Alexandre Lacazette,FW,Saved,7,Right Foot,Half volley,5
3560,December-1-2019,Arsenal,0,Norwich City,Mesut Ãzil,"LW,RW,AM",Pass (Dead),Alexandre Lacazette,FW,Shot,Alexandre Lacazette,FW,Off Target,8,Head,,5
3561,December-1-2019,Norwich City,1,Arsenal,Todd Cantwell,RW,Pass (Live),Sam Byram,LB,Pass (Live),Ibrahim Amadou,DM,Off Target,28,Right Foot,,6
3562,December-1-2019,Arsenal,0,Norwich City,Joe Willock,AM,Pass (Live),,nan,,Calum Chambers,RB,Blocked,6,Right Foot,,9
3563,December-1-2019,Arsenal,0,Norwich City,Mesut Ãzil,"LW,RW,AM",Pass (Dead),Calum Chambers,RB,Shot,Shkodran Mustafi,CB,Blocked,7,Head,,10
3564,December-1-2019,Arsenal,0,Norwich City,Mesut Ãzil,"LW,RW,AM",Pass (Dead),,nan,,David Luiz,CB,Blocked,7,Head,,13
3565,December-1-2019,Norwich City,1,Arsenal,Onel HernÃ¡ndez,LW,Pass (Live),Kenny McLean,AM,Pass (Live),Kenny McLean,AM,Saved,25,Right Foot,,16
3566,December-1-2019,Arsenal,0,Norwich City,Mesut Ãzil,"LW,RW,AM",Pass (Dead),MattÃ©o Guendouzi,"DM,CM",Pass (Live),Calum Chambers,RB,Saved,8,Head,,19
3567,December-1-2019,Norwich City,1,Arsenal,Kenny McLean,AM,Pass (Live),Onel HernÃ¡ndez,LW,Pass (Live),Teemu Pukki,FW,Goal,18,Right Foot,Deflected,21
3568,December-1-2019,Arsenal,0,Norwich City,Granit Xhaka,DM,Fouled,Calum Chambers,RB,Pass (Live),Pierre-Emerick Aubameyang,"RW,LW",Goal,12,Right Foot,,29
3569,December-1-2019,Norwich City,1,Arsenal,,nan,,,nan,,Ibrahim Amadou,DM,Off Target,17,Right Foot,Half volley,40
3570,December-1-2019,Norwich City,1,Arsenal,Onel HernÃ¡ndez,LW,Pass (Live),Kenny McLean,AM,Pass (Live),Todd Cantwell,RW,Goal,15,Right Foot,,45+2
3571,December-1-2019,Arsenal,0,Norwich City,Sead KolaÅ¡inac,LB,Pass (Live),,nan,,MattÃ©o Guendouzi,"DM,CM",Saved,26,Right Foot,,51
3572,December-1-2019,Arsenal,0,Norwich City,,nan,,,nan,,MattÃ©o Guendouzi,"DM,CM",Blocked,28,Right Foot,,53
3573,December-1-2019,Arsenal,0,Norwich City,,nan,,,nan,,Shkodran Mustafi,CB,Blocked,5,Right Foot,Volley,57
3574,December-1-2019,Arsenal,0,Norwich City,Shkodran Mustafi,CB,Shot,,nan,,Pierre-Emerick Aubameyang,"RW,LW",Goal,7,Right Foot,,57
3575,December-1-2019,Norwich City,1,Arsenal,,nan,,,nan,,Kenny McLean,AM,Saved to Post,17,Left Foot,,59
3576,December-1-2019,Norwich City,1,Arsenal,Teemu Pukki,FW,Pass (Live),,nan,,Tom Trybull,DM,Off Target,28,Right Foot,,61
3577,December-1-2019,Norwich City,1,Arsenal,Ibrahim Amadou,DM,Pass (Live),Max Aarons,RB,Pass (Live),Max Aarons,RB,Blocked,15,Right Foot,,62
3578,December-1-2019,Norwich City,1,Arsenal,Max Aarons,RB,Shot,,nan,,Todd Cantwell,RW,Off Target,16,Left Foot,,62
3579,December-1-2019,Arsenal,0,Norwich City,MattÃ©o Guendouzi,"DM,CM",Pass (Live),Sead KolaÅ¡inac,LB,Pass (Live),Alexandre Lacazette,FW,Blocked,26,Right Foot,,63
3580,December-1-2019,Norwich City,1,Arsenal,Todd Cantwell,RW,Pass (Live),Todd Cantwell,RW,Dribble,Teemu Pukki,FW,Saved,14,Right Foot,,63
3581,December-1-2019,Norwich City,1,Arsenal,,nan,,,nan,,Todd Cantwell,RW,Blocked,12,Right Foot,,72
3582,December-1-2019,Arsenal,0,Norwich City,Pierre-Emerick Aubameyang,"RW,LW",Pass (Live),,nan,,Mesut Ãzil,"LW,RW,AM",Blocked,6,Right Foot,Back heel,80
3583,December-1-2019,Arsenal,0,Norwich City,,nan,,,nan,,Mesut Ãzil,"LW,RW,AM",Saved,16,Left Foot,,82
3584,December-1-2019,Norwich City,1,Arsenal,,nan,,,nan,,Ibrahim Amadou,DM,Wayward,22,Right Foot,Half volley,86
3585,December-1-2019,Norwich City,1,Arsenal,Emi BuendÃ­a,RW,Pass (Dead),Emi BuendÃ­a,RW,Fouled,Max Aarons,RB,Saved,11,Right Foot,,88
3586,December-1-2019,Norwich City,1,Arsenal,Emi BuendÃ­a,RW,Pass (Live),Max Aarons,RB,Pass (Live),Max Aarons,RB,Saved,16,Left Foot,Deflected,90+1
3587,December-1-2019,Norwich City,1,Arsenal,Emi BuendÃ­a,RW,Pass (Dead),Max Aarons,RB,Shot,Kenny McLean,AM,Saved,10,Head,,90+1
3588,December-1-2019,Arsenal,0,Norwich City,,nan,,,nan,,Lucas Torreira,"DM,CM",Blocked,17,Right Foot,Half volley,90+4
3589,December-1-2019,Manchester Utd,1,Aston Villa,,nan,,,nan,,Fred,DM,Off Target,23.0,Right Foot,,9
3590,December-1-2019,Aston Villa,0,Manchester Utd,Jack Grealish,LW,Pass (Live),John McGinn,CM,Pass (Live),Wesley Moraes,FW,Saved,26.0,Right Foot,,11
3591,December-1-2019,Aston Villa,0,Manchester Utd,Anwar El Ghazi,RW,Pass (Live),Anwar El Ghazi,RW,Dribble,Jack Grealish,LW,Goal,18.0,Right Foot,,11
3592,December-1-2019,Manchester Utd,1,Aston Villa,Fred,DM,Pass (Live),Fred,DM,Dribble,Anthony Martial,FW,Saved,14.0,Right Foot,,22
3593,December-1-2019,Manchester Utd,1,Aston Villa,Brandon Williams,LB,Pass (Live),Marcus Rashford,"LW,AM",Pass (Live),Marcus Rashford,"LW,AM",Off Target,12.0,Left Foot,Half volley,31
3594,December-1-2019,Aston Villa,0,Manchester Utd,Conor Hourihane,CM,Fouled,John McGinn,CM,Pass (Live),Wesley Moraes,FW,Blocked,7.0,Right Foot,Back heel,37
3595,December-1-2019,Manchester Utd,1,Aston Villa,Andreas Pereira,DM,Pass (Live),Juan Mata,"AM,RW",Pass (Live),Marcus Rashford,"LW,AM",Woodwork,5.0,Head,,42
3596,December-1-2019,Aston Villa,0,Manchester Utd,Frederic Guilbert,RB,Pass (Live),TrÃ©zÃ©guet,RW,Pass (Live),Jack Grealish,LW,Blocked,18.0,Right Foot,,43
3597,December-1-2019,Aston Villa,0,Manchester Utd,John McGinn,CM,Pass (Live),,nan,,TrÃ©zÃ©guet,RW,Woodwork,18.0,Right Foot,,44
3598,December-1-2019,Manchester Utd,1,Aston Villa,Andreas Pereira,DM,Pass (Live),Juan Mata,"AM,RW",Pass (Live),Anthony Martial,FW,Blocked,23.0,Left Foot,,50
3599,December-1-2019,Manchester Utd,1,Aston Villa,Juan Mata,"AM,RW",Pass (Live),,nan,,Fred,DM,Off Target,23.0,Right Foot,,52
3600,December-1-2019,Manchester Utd,1,Aston Villa,Harry Maguire,CB,Pass (Live),Fred,DM,Pass (Live),Daniel James,"RW,LW",Blocked,21.0,Right Foot,,55
3601,December-1-2019,Manchester Utd,1,Aston Villa,Anthony Martial,FW,Dribble,Aaron Wan-Bissaka,RB,Pass (Live),Anthony Martial,FW,Saved,10.0,Left Foot,,58
3602,December-1-2019,Aston Villa,0,Manchester Utd,John McGinn,CM,Pass (Live),Jack Grealish,LW,Pass (Live),TrÃ©zÃ©guet,RW,Blocked,17.0,Other,,63
3603,December-1-2019,Aston Villa,0,Manchester Utd,TrÃ©zÃ©guet,RW,Shot,,nan,,Jack Grealish,LW,Off Target,6.0,Left Foot,,63
3604,December-1-2019,Manchester Utd,1,Aston Villa,Fred,DM,Pass (Live),Brandon Williams,LB,Pass (Live),Aaron Wan-Bissaka,RB,Saved,19.0,Right Foot,,63
3605,December-1-2019,Manchester Utd,1,Aston Villa,,nan,,,nan,,Victor LindelÃ¶f,CB,Goal,3.0,Head,,64
3606,December-1-2019,Aston Villa,0,Manchester Utd,Matt Targett,LB,Pass (Live),John McGinn,CM,Pass (Live),Tyrone Mings,CB,Goal,8.0,Left Foot,Volley,66
3607,December-1-2019,Manchester Utd,1,Aston Villa,Aaron Wan-Bissaka,RB,Pass (Live),Marcus Rashford,"LW,AM",Pass (Live),Andreas Pereira,DM,Off Target,29.0,Left Foot,,68
3608,December-1-2019,Manchester Utd,1,Aston Villa,Daniel James,"RW,LW",Pass (Live),Jesse Lingard,RW,Pass (Live),Anthony Martial,FW,Blocked,20.0,Left Foot,,76
3609,December-1-2019,Manchester Utd,1,Aston Villa,,nan,,,nan,,Anthony Martial,FW,Off Target,3.0,Left Foot,Lob,78
3610,December-1-2019,Manchester Utd,1,Aston Villa,Daniel James,"RW,LW",Pass (Live),Jesse Lingard,RW,Pass (Live),Fred,DM,Saved,10.0,Head,,83
3611,December-1-2019,Manchester Utd,1,Aston Villa,Marcus Rashford,"LW,AM",Pass (Live),Andreas Pereira,DM,Pass (Live),Jesse Lingard,RW,Saved,6.0,Right Foot,,86
3612,December-1-2019,Aston Villa,0,Manchester Utd,John McGinn,CM,Pass (Live),,nan,,Henri Lansbury,CM,Off Target,27.0,Right Foot,,90+1
3613,December-1-2019,Manchester Utd,1,Aston Villa,Fred,DM,Pass (Dead),,nan,,Luke Shaw,LB,Wayward,6.0,Head,,90+3
3614,December-1-2019,Everton,0,Leicester City,Lucas Digne,WB,Pass (Live),Dominic Calvert-Lewin,FW,Pass (Live),Djibril SidibÃ©,WB,Off Target,21.0,Right Foot,,8
3615,December-1-2019,Leicester City,1,Everton,,nan,,,nan,,Ayoze PÃ©rez,CM,Saved,13.0,Right Foot,Half volley,10
3616,December-1-2019,Leicester City,1,Everton,Ricardo Pereira,RB,Pass (Live),Wilfred Ndidi,DM,Pass (Live),Ayoze PÃ©rez,CM,Off Target,15.0,Right Foot,,13
3617,December-1-2019,Everton,0,Leicester City,Djibril SidibÃ©,WB,Pass (Live),Alex Iwobi,RW,Pass (Live),Richarlison,"LW,FW",Goal,9.0,Head,,23
3618,December-1-2019,Leicester City,1,Everton,,nan,,,nan,,James Maddison,"CM,AM",Blocked,20.0,Right Foot,Volley,28
3619,December-1-2019,Leicester City,1,Everton,Ben Chilwell,LB,Pass (Live),Wilfred Ndidi,DM,Pass (Live),Jamie Vardy,FW,Off Target,15.0,Left Foot,Volley,31
3620,December-1-2019,Everton,0,Leicester City,Dominic Calvert-Lewin,FW,Dribble,Yerry Mina,CB,Pass (Live),Dominic Calvert-Lewin,FW,Blocked,18.0,Left Foot,,45+1
3621,December-1-2019,Leicester City,1,Everton,ÃaÄlar SÃ¶yÃ¼ncÃ¼,CB,Pass (Live),James Maddison,"CM,AM",Pass (Dead),Jamie Vardy,FW,Blocked,12.0,Left Foot,Half volley,45+3
3622,December-1-2019,Everton,0,Leicester City,Richarlison,"LW,FW",Pass (Live),Richarlison,"LW,FW",Dribble,Gylfi SigurÃ°sson,"DM,CM",Blocked,17.0,Left Foot,,50
3623,December-1-2019,Everton,0,Leicester City,Lucas Digne,WB,Pass (Dead),Gylfi SigurÃ°sson,"DM,CM",Shot,Michael Keane,CB,Saved,8.0,Head,,50
3624,December-1-2019,Everton,0,Leicester City,Lucas Digne,WB,Pass (Dead),Gylfi SigurÃ°sson,"DM,CM",Pass (Live),Richarlison,"LW,FW",Off Target,7.0,Head,,51
3625,December-1-2019,Leicester City,1,Everton,Wilfred Ndidi,DM,Pass (Live),Wilfred Ndidi,DM,Dribble,Ricardo Pereira,RB,Saved,17.0,Right Foot,,54
3626,December-1-2019,Leicester City,1,Everton,,nan,,,nan,,Youri Tielemans,CM,Off Target,21.0,Right Foot,Half volley,58
3627,December-1-2019,Everton,0,Leicester City,Mason Holgate,CB,Dribble,Lucas Digne,WB,Pass (Dead),Mason Holgate,CB,Blocked,10.0,Right Foot,,62
3628,December-1-2019,Everton,0,Leicester City,Gylfi SigurÃ°sson,"DM,CM",Pass (Dead),Mason Holgate,CB,Fouled,Mason Holgate,CB,Wayward,6.0,Head,,63
3629,December-1-2019,Everton,0,Leicester City,Alex Iwobi,RW,Pass (Live),Mason Holgate,CB,Shot,Richarlison,"LW,FW",Off Target,7.0,Head,,63
3630,December-1-2019,Leicester City,1,Everton,Wilfred Ndidi,DM,Pass (Live),Kelechi Iheanacho,"FW,CM",Pass (Live),Kelechi Iheanacho,"FW,CM",Saved,17.0,Left Foot,,65
3631,December-1-2019,Leicester City,1,Everton,Kelechi Iheanacho,"FW,CM",Pass (Live),Wilfred Ndidi,DM,Pass (Live),Jamie Vardy,FW,Goal,2.0,Left Foot,Open goal,68
3632,December-1-2019,Leicester City,1,Everton,Jamie Vardy,FW,Pass (Live),Harvey Barnes,CM,Pass (Live),James Maddison,"CM,AM",Saved,7.0,Right Foot,Volley,73
3633,December-1-2019,Leicester City,1,Everton,Youri Tielemans,CM,Pass (Live),Ricardo Pereira,RB,Pass (Live),Jamie Vardy,FW,Off Target,7.0,Head,Diving header,75
3634,December-1-2019,Everton,0,Leicester City,Richarlison,"LW,FW",Pass (Live),Tom Davies,"DM,CM",Pass (Live),Moise Kean,FW,Off Target,26.0,Right Foot,,80
3635,December-1-2019,Leicester City,1,Everton,Wilfred Ndidi,DM,Pass (Live),Marc Albrighton,CM,Pass (Live),Youri Tielemans,CM,Off Target,30.0,Right Foot,,83
3636,December-1-2019,Everton,0,Leicester City,Moise Kean,FW,Dribble,Richarlison,"LW,FW",Pass (Live),Moise Kean,FW,Saved,16.0,Right Foot,Deflected,86
3637,December-1-2019,Leicester City,1,Everton,James Maddison,"CM,AM",Pass (Dead),Youri Tielemans,CM,Pass (Live),Wilfred Ndidi,DM,Blocked,8.0,Head,,87
3638,December-1-2019,Leicester City,1,Everton,Ricardo Pereira,RB,Pass (Live),Youri Tielemans,CM,Pass (Live),Kelechi Iheanacho,"FW,CM",Goal,16.0,Left Foot,,90+4
3639,December-3-2019,Crystal Palace,1,Bournemouth,Jordan Ayew,FW,Fouled,,nan,,Luka MilivojeviÄ,"CM,DM",Off Target,29.0,Right Foot,Free kick,3.0
3640,December-3-2019,Crystal Palace,1,Bournemouth,,nan,,,nan,,James McArthur,CM,Off Target,23.0,Left Foot,Volley,8.0
3641,December-3-2019,Bournemouth,0,Crystal Palace,Callum Wilson,FW,Pass (Live),Philip Billing,DM,Pass (Live),Jefferson Lerma,DM,Blocked,24.0,Right Foot,,15.0
3642,December-3-2019,Crystal Palace,1,Bournemouth,James McArthur,CM,Pass (Live),,nan,,Wilfried Zaha,CM,Blocked,21.0,Right Foot,,19.0
3643,December-3-2019,Bournemouth,0,Crystal Palace,Diego Rico,LB,Pass (Dead),Arnaut Groeneveld,CM,Fouled,Chris Mepham,CB,Wayward,9.0,Head,,23.0
3644,December-3-2019,Bournemouth,0,Crystal Palace,Dominic Solanke,FW,Pass (Live),Arnaut Groeneveld,CM,Pass (Live),Philip Billing,DM,Saved,17.0,Left Foot,,39.0
3645,December-3-2019,Bournemouth,0,Crystal Palace,Diego Rico,LB,Pass (Dead),,nan,,Nathan AkÃ©,CB,Wayward,8.0,Head,,48.0
3646,December-3-2019,Crystal Palace,1,Bournemouth,Luka MilivojeviÄ,"CM,DM",Pass (Dead),,nan,,Jordan Ayew,FW,Off Target,5.0,Head,,54.0
3647,December-3-2019,Bournemouth,0,Crystal Palace,Harry Wilson,CM,Pass (Live),Philip Billing,DM,Pass (Live),Simon Francis,"RB,LB",Blocked,19.0,Right Foot,,73.0
3648,December-3-2019,Crystal Palace,1,Bournemouth,Jordan Ayew,FW,Fouled,James McArthur,CM,Pass (Live),Jordan Ayew,FW,Blocked,16.0,Right Foot,,76.0
3649,December-3-2019,Crystal Palace,1,Bournemouth,James McArthur,CM,Pass (Live),,nan,,Jeffrey Schlupp,LB,Goal,13.0,Left Foot,,76.0
3650,December-3-2019,Crystal Palace,1,Bournemouth,Wilfried Zaha,CM,Pass (Live),Cheikhou KouyatÃ©,"CB,CM",Pass (Live),James McArthur,CM,Saved,28.0,Right Foot,,79.0
3651,December-3-2019,Bournemouth,0,Crystal Palace,Ryan Fraser,CM,Pass (Live),Callum Wilson,FW,Pass (Live),Jefferson Lerma,DM,Saved,28.0,Right Foot,,87.0
3652,December-3-2019,Manchester City,0,Burnley,Kevin De Bruyne,CM,Pass (Dead),Kevin De Bruyne,CM,Pass (Live),AngeliÃ±o,LB,Wayward,23.0,Left Foot,Volley,6.0
3653,December-3-2019,Manchester City,0,Burnley,David Silva,CM,Pass (Live),Rodri,DM,Pass (Live),Bernardo Silva,"RW,LW",Blocked,19.0,Left Foot,,10.0
