,Player,#,Nation,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Date,Team,Opponent
5474,Dean Henderson,1.0,eng ENG,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,,12/29/19,Sheffield Utd,Manchester City
5475,Ashley Barnes,10.0,at AUT,FW,45.0,0,0,0,1,2,1,1,0,0,0.0,0.0,0,0.0,1.0,6.0,14.3,01/01/20,Burnley,Aston Villa
5476,Jay Rodriguez,19.0,eng ENG,FW,45.0,0,0,0,0,1,1,1,1,0,0.0,0.0,0,4.0,2.0,1.0,66.7,01/01/20,Burnley,Aston Villa
5477,Chris Wood,9.0,nz NZL,FW,90.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,5.0,6.0,45.5,01/01/20,Burnley,Aston Villa
5478,Dwight McNeil,11.0,eng ENG,CM,90.0,0,0,0,0,0,0,12,0,0,0.0,0.0,0,9.0,0.0,1.0,0.0,01/01/20,Burnley,Aston Villa
5479,Robbie Brady,12.0,ie IRL,CM,45.0,0,0,0,1,1,0,2,0,0,0.0,0.0,0,6.0,2.0,0.0,100.0,01/01/20,Burnley,Aston Villa
5480,Johann Gudmundsson,7.0,is ISL,CM,45.0,0,0,0,1,1,0,3,0,0,0.0,0.0,0,4.0,1.0,2.0,33.3,01/01/20,Burnley,Aston Villa
5481,Jack Cork,4.0,eng ENG,DM,90.0,0,0,0,2,1,0,0,1,0,0.0,0.0,0,9.0,2.0,6.0,25.0,01/01/20,Burnley,Aston Villa
5482,Ashley Westwood,18.0,eng ENG,DM,90.0,0,0,0,1,0,0,7,0,2,0.0,0.0,0,12.0,1.0,0.0,100.0,01/01/20,Burnley,Aston Villa
5483,Charlie Taylor,3.0,eng ENG,LB,90.0,0,0,0,0,0,0,14,1,1,0.0,0.0,0,13.0,3.0,1.0,75.0,01/01/20,Burnley,Aston Villa
5484,Ben Mee,6.0,eng ENG,CB,90.0,0,0,0,2,1,0,0,2,2,0.0,0.0,0,20.0,5.0,3.0,62.5,01/01/20,Burnley,Aston Villa
5485,James Tarkowski,5.0,eng ENG,CB,90.0,1,0,0,2,2,0,0,0,0,0.0,0.0,0,18.0,6.0,2.0,75.0,01/01/20,Burnley,Aston Villa
5486,Phil Bardsley,26.0,sco SCO,RB,90.0,0,0,0,1,0,0,5,0,2,0.0,0.0,0,8.0,3.0,0.0,100.0,01/01/20,Burnley,Aston Villa
5487,Nick Pope,1.0,eng ENG,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5.0,0.0,0.0,,01/01/20,Burnley,Aston Villa
5488,Wesley,9.0,br BRA,FW,70.0,0,0,0,3,1,1,0,0,0,0.0,0.0,0,4.0,3.0,2.0,60.0,01/01/20,Aston Villa,Burnley
5489,Jonathan Kodjia,26.0,ci CIV,FW,20.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,2.0,2.0,2.0,50.0,01/01/20,Aston Villa,Burnley
5490,Jack Grealish,10.0,eng ENG,"LW,RW",90.0,0,0,0,1,4,0,3,1,0,0.0,0.0,0,9.0,1.0,5.0,16.7,01/01/20,Aston Villa,Burnley
5491,Trezeguet,17.0,eg EGY,RW,77.0,0,0,0,1,0,0,3,0,1,0.0,0.0,0,4.0,1.0,3.0,25.0,01/01/20,Aston Villa,Burnley
5492,Conor Hourihane,14.0,ie IRL,"RW,LW",13.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,,01/01/20,Aston Villa,Burnley
5493,Marvelous Nakamba,11.0,zw ZIM,CM,90.0,0,0,0,1,0,0,1,0,2,0.0,0.0,0,18.0,3.0,3.0,50.0,01/01/20,Aston Villa,Burnley
5494,Douglas Luiz,6.0,br BRA,CM,90.0,0,0,0,0,1,0,3,0,4,0.0,0.0,0,8.0,2.0,2.0,50.0,01/01/20,Aston Villa,Burnley
5495,Neil Taylor,3.0,wal WAL,WB,90.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,6.0,2.0,1.0,66.7,01/01/20,Aston Villa,Burnley
5496,Frederic Guilbert,24.0,fr FRA,WB,90.0,0,0,0,2,1,0,1,0,2,0.0,0.0,0,5.0,4.0,3.0,57.1,01/01/20,Aston Villa,Burnley
5497,Kortney Hause,30.0,eng ENG,CB,90.0,0,0,0,0,2,0,0,0,1,0.0,0.0,0,11.0,4.0,4.0,50.0,01/01/20,Aston Villa,Burnley
5498,Tyrone Mings,40.0,eng ENG,CB,90.0,0,0,0,2,0,0,1,1,1,0.0,0.0,0,6.0,3.0,1.0,75.0,01/01/20,Aston Villa,Burnley
5499,Ezri Konsa Ngoyo,15.0,eng ENG,CB,90.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,7.0,3.0,5.0,37.5,01/01/20,Aston Villa,Burnley
5500,Tom Heaton,1.0,eng ENG,GK,84.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,,01/01/20,Aston Villa,Burnley
5501,Ãrjan Nyland,25.0,no NOR,GK,6.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,01/01/20,Aston Villa,Burnley
5502,Neal Maupay,7.0,fr FRA,FW,90.0,1,0,0,2,3,0,0,0,1,0.0,0.0,0,3.0,1.0,5.0,16.7,01/01/20,Brighton,Chelsea
5503,Leandro Trossard,11.0,be BEL,FW,90.0,0,0,0,0,1,0,6,1,2,0.0,0.0,0,6.0,0.0,2.0,0.0,01/01/20,Brighton,Chelsea
5504,Aaron Mooy,18.0,au AUS,AM,67.0,0,0,0,0,0,0,6,0,1,0.0,0.0,0,4.0,1.0,1.0,50.0,01/01/20,Brighton,Chelsea
5505,Alireza Jahanbakhsh,16.0,ir IRN,AM,23.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,,01/01/20,Brighton,Chelsea
5506,Yves Bissouma,8.0,ml MLI,CM,45.0,0,0,0,2,2,0,1,0,0,0.0,0.0,0,8.0,1.0,2.0,33.3,01/01/20,Brighton,Chelsea
5507,Aaron Connolly,44.0,ie IRL,CM,45.0,0,0,0,0,3,0,1,0,0,0.0,0.0,0,3.0,1.0,2.0,33.3,01/01/20,Brighton,Chelsea
5508,Steven Alzate,46.0,co COL,CM,90.0,0,0,0,1,2,0,0,2,3,0.0,0.0,0,19.0,1.0,2.0,33.3,01/01/20,Brighton,Chelsea
5509,Davy Propper,24.0,nl NED,DM,90.0,0,0,0,0,1,0,1,0,2,0.0,0.0,0,17.0,0.0,0.0,,01/01/20,Brighton,Chelsea
5510,Dan Burn,33.0,eng ENG,LB,21.0,0,0,0,0,1,0,0,1,0,0.0,0.0,0,1.0,1.0,0.0,100.0,01/01/20,Brighton,Chelsea
5511,Bernardo,30.0,br BRA,LB,69.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,11.0,3.0,0.0,100.0,01/01/20,Brighton,Chelsea
5512,Lewis Dunk,5.0,eng ENG,CB,90.0,1,0,0,3,0,0,0,0,2,0.0,0.0,0,14.0,3.0,0.0,100.0,01/01/20,Brighton,Chelsea
5513,Adam Webster,15.0,eng ENG,CB,90.0,0,0,0,0,1,0,0,1,1,0.0,0.0,0,11.0,5.0,2.0,71.4,01/01/20,Brighton,Chelsea
5514,Martin Montoya,22.0,es ESP,RB,90.0,0,0,0,0,0,0,3,1,2,0.0,0.0,0,10.0,2.0,0.0,100.0,01/01/20,Brighton,Chelsea
5515,Mathew Ryan,1.0,au AUS,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,01/01/20,Brighton,Chelsea
5516,Tammy Abraham,9.0,eng ENG,FW,90.0,0,0,0,1,2,3,1,0,1,0.0,0.0,0,4.0,2.0,5.0,28.6,01/01/20,Chelsea,Brighton
5517,Christian Pulisic,22.0,us USA,LW,65.0,0,0,0,0,1,0,2,1,1,0.0,0.0,0,4.0,0.0,4.0,0.0,01/01/20,Chelsea,Brighton
5518,Callum Hudson-Odoi,20.0,eng ENG,LW,25.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,5.0,0.0,0.0,,01/01/20,Chelsea,Brighton
5519,Willian,10.0,br BRA,RW,90.0,0,0,0,0,0,0,2,1,2,0.0,0.0,0,7.0,0.0,1.0,0.0,01/01/20,Chelsea,Brighton
5520,Mason Mount,19.0,eng ENG,AM,72.0,0,0,0,0,0,0,2,1,2,0.0,0.0,0,2.0,0.0,0.0,,01/01/20,Chelsea,Brighton
5521,Mateo Kovacic,17.0,hr CRO,AM,18.0,1,0,0,3,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,,01/01/20,Chelsea,Brighton
5522,Jorginho,5.0,it ITA,DM,90.0,0,0,0,1,2,0,0,3,1,0.0,0.0,0,14.0,1.0,2.0,33.3,01/01/20,Chelsea,Brighton
5523,N'Golo Kante,7.0,fr FRA,DM,90.0,0,0,0,1,1,0,1,3,2,0.0,0.0,0,26.0,2.0,0.0,100.0,01/01/20,Chelsea,Brighton
5524,Cesar Azpilicueta,28.0,es ESP,LB,90.0,0,0,0,1,0,0,2,5,1,0.0,0.0,0,7.0,3.0,2.0,60.0,01/01/20,Chelsea,Brighton
5525,Kurt Zouma,15.0,fr FRA,CB,90.0,1,0,0,3,0,0,0,1,0,0.0,0.0,0,11.0,1.0,1.0,50.0,01/01/20,Chelsea,Brighton
5526,Antonio Rudiger,2.0,de GER,CB,90.0,0,0,0,2,0,0,0,0,4,0.0,0.0,0,12.0,3.0,1.0,75.0,01/01/20,Chelsea,Brighton
5527,Reece James,24.0,eng ENG,RB,90.0,1,0,0,3,1,0,4,4,3,0.0,0.0,0,15.0,4.0,3.0,57.1,01/01/20,Chelsea,Brighton
5528,Kepa Arrizabalaga,1.0,es ESP,GK,90.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,01/01/20,Chelsea,Brighton
5529,Joelinton,9.0,br BRA,FW,90.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,3.0,7.0,14.0,33.3,01/01/20,Newcastle Utd,Leicester City
5530,Miguel Almiron,24.0,py PAR,LW,90.0,0,0,0,0,1,0,1,3,1,0.0,0.0,0,6.0,0.0,2.0,0.0,01/01/20,Newcastle Utd,Leicester City
5531,Yoshinori Muto,13.0,jp JPN,RW,90.0,0,0,0,1,2,0,1,0,2,0.0,0.0,0,4.0,0.0,2.0,0.0,01/01/20,Newcastle Utd,Leicester City
5532,Jonjo Shelvey,8.0,eng ENG,CM,45.0,0,0,0,1,0,0,4,1,0,0.0,0.0,0,5.0,0.0,0.0,,01/01/20,Newcastle Utd,Leicester City
5533,Sean Longstaff,36.0,eng ENG,CM,45.0,0,0,0,0,0,0,1,0,1,0.0,0.0,0,4.0,0.0,0.0,,01/01/20,Newcastle Utd,Leicester City
5534,Isaac Hayden,14.0,eng ENG,CM,90.0,0,0,0,1,1,0,1,2,2,0.0,0.0,0,4.0,0.0,2.0,0.0,01/01/20,Newcastle Utd,Leicester City
5535,Jetro Willems,15.0,nl NED,WB,44.0,0,0,0,0,0,0,2,1,2,0.0,0.0,0,3.0,0.0,0.0,,01/01/20,Newcastle Utd,Leicester City
5536,DeAndre Yedlin,22.0,us USA,WB,46.0,0,0,0,1,1,0,2,0,1,0.0,0.0,0,4.0,0.0,0.0,,01/01/20,Newcastle Utd,Leicester City
5537,Javier Manquillo,19.0,es ESP,WB,44.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,3.0,0.0,2.0,0.0,01/01/20,Newcastle Utd,Leicester City
5538,Emil Krafth,17.0,se SWE,WB,46.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,3.0,0.0,1.0,0.0,01/01/20,Newcastle Utd,Leicester City
5539,Florian Lejeune,20.0,fr FRA,CB,90.0,0,0,0,1,1,0,0,3,1,0.0,0.0,0,11.0,0.0,0.0,,01/01/20,Newcastle Utd,Leicester City
5540,Federico Fernandez,18.0,ar ARG,CB,90.0,1,0,0,2,3,0,0,0,1,0.0,0.0,0,9.0,1.0,2.0,33.3,01/01/20,Newcastle Utd,Leicester City
5541,Fabian Schar,5.0,ch SUI,CB,90.0,0,0,0,0,2,0,1,0,0,0.0,0.0,0,6.0,0.0,0.0,,01/01/20,Newcastle Utd,Leicester City
5542,Martin DÃºbravka,1.0,sk SVK,GK,90.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,01/01/20,Newcastle Utd,Leicester City
5543,Ayoze Perez,17.0,es ESP,FW,90.0,0,0,0,4,1,4,0,0,0,0.0,0.0,0,5.0,1.0,1.0,50.0,01/01/20,Leicester City,Newcastle Utd
5544,Kelechi Iheanacho,14.0,ng NGA,FW,62.0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,01/01/20,Leicester City,Newcastle Utd
5545,Demarai Gray,7.0,eng ENG,FW,28.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0,01/01/20,Leicester City,Newcastle Utd
5546,James Maddison,10.0,eng ENG,CM,76.0,0,0,0,0,3,0,4,0,1,0.0,0.0,0,11.0,0.0,0.0,,01/01/20,Leicester City,Newcastle Utd
5547,Hamza Choudhury,20.0,eng ENG,CM,14.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,01/01/20,Leicester City,Newcastle Utd
5548,Youri Tielemans,8.0,be BEL,CM,90.0,1,0,0,4,0,0,1,1,0,0.0,0.0,0,10.0,1.0,0.0,100.0,01/01/20,Leicester City,Newcastle Utd
5549,Wilfred Ndidi,25.0,ng NGA,DM,90.0,0,0,0,1,1,0,0,5,0,0.0,0.0,0,20.0,10.0,3.0,76.9,01/01/20,Leicester City,Newcastle Utd
5550,Ben Chilwell,3.0,eng ENG,WB,90.0,0,0,0,1,1,0,4,3,0,0.0,0.0,0,3.0,1.0,0.0,100.0,01/01/20,Leicester City,Newcastle Utd
5551,Ricardo Pereira,21.0,pt POR,WB,90.0,0,0,0,1,0,0,1,2,1,0.0,0.0,0,8.0,1.0,0.0,100.0,01/01/20,Leicester City,Newcastle Utd
5552,Christian Fuchs,28.0,at AUT,CB,90.0,0,0,0,0,0,0,1,4,2,0.0,0.0,0,10.0,4.0,2.0,66.7,01/01/20,Leicester City,Newcastle Utd
5553,Jonny Evans,6.0,nir NIR,CB,83.0,0,0,0,0,0,0,0,0,2,0.0,0.0,0,7.0,5.0,1.0,83.3,01/01/20,Leicester City,Newcastle Utd
5554,Wes Morgan,5.0,jm JAM,CB,7.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,,01/01/20,Leicester City,Newcastle Utd
5555,Caglar Soyuncu,4.0,tr TUR,CB,90.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,5.0,1.0,1.0,50.0,01/01/20,Leicester City,Newcastle Utd
5556,Kasper Schmeichel,1.0,dk DEN,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5.0,0.0,0.0,,01/01/20,Leicester City,Newcastle Utd
5557,Nathan Redmond,22.0,eng ENG,"FW,CM",90.0,0,0,0,2,0,0,2,1,0,0.0,0.0,0,6.0,0.0,2.0,0.0,01/01/20,Southampton,Tottenham
5558,Danny Ings,9.0,eng ENG,FW,75.0,0,0,0,0,1,0,1,1,0,0.0,0.0,0,3.0,1.0,9.0,10.0,01/01/20,Southampton,Tottenham
5559,Michael Obafemi,20.0,ie IRL,FW,15.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,,01/01/20,Southampton,Tottenham
5560,Moussa Djenepo,12.0,ml MLI,CM,57.0,1,0,0,2,0,0,0,0,0,0.0,0.0,0,3.0,1.0,0.0,100.0,01/01/20,Southampton,Tottenham
5561,Shane Long,7.0,ie IRL,FW,33.0,0,0,0,3,2,1,1,1,1,0.0,0.0,0,5.0,6.0,1.0,85.7,01/01/20,Southampton,Tottenham
5562,Stuart Armstrong,17.0,sco SCO,CM,89.0,0,0,0,3,0,0,1,0,0,0.0,0.0,0,9.0,2.0,2.0,50.0,01/01/20,Southampton,Tottenham
5563,Oriol Romeu,14.0,es ESP,CM,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,01/01/20,Southampton,Tottenham
5564,Pierre-Emile Hojbjerg,23.0,dk DEN,DM,90.0,0,0,0,3,2,0,0,3,2,0.0,0.0,0,20.0,0.0,1.0,0.0,01/01/20,Southampton,Tottenham
5565,James Ward-Prowse,16.0,eng ENG,DM,90.0,1,0,0,2,1,0,9,0,5,0.0,0.0,0,24.0,4.0,2.0,66.7,01/01/20,Southampton,Tottenham
5566,Ryan Bertrand,21.0,eng ENG,LB,90.0,0,0,0,2,0,0,3,0,1,0.0,0.0,0,6.0,1.0,0.0,100.0,01/01/20,Southampton,Tottenham
5567,Jan Bednarek,35.0,pl POL,CB,90.0,1,0,0,3,0,0,0,3,1,0.0,0.0,0,23.0,4.0,1.0,80.0,01/01/20,Southampton,Tottenham
5568,Jack Stephens,5.0,eng ENG,CB,90.0,0,0,0,1,1,0,0,2,4,0.0,0.0,0,18.0,2.0,2.0,50.0,01/01/20,Southampton,Tottenham
5569,Cedric Soares,2.0,pt POR,RB,90.0,0,0,0,0,0,0,1,1,0,0.0,0.0,0,14.0,1.0,0.0,100.0,01/01/20,Southampton,Tottenham
5570,Alex McCarthy,1.0,eng ENG,GK,90.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,01/01/20,Southampton,Tottenham
5571,Harry Kane,10.0,eng ENG,FW,74.0,0,0,0,1,2,2,0,0,0,0.0,0.0,0,7.0,2.0,2.0,50.0,01/01/20,Tottenham,Southampton
5572,Erik Lamela,11.0,ar ARG,AM,16.0,0,0,0,1,1,0,2,0,3,0.0,0.0,0,0.0,0.0,1.0,0.0,01/01/20,Tottenham,Southampton
5573,Lucas Moura,27.0,br BRA,AM,90.0,0,0,0,1,2,0,0,1,0,0.0,0.0,0,15.0,4.0,3.0,57.1,01/01/20,Tottenham,Southampton
5574,Dele Alli,20.0,eng ENG,"AM,FW",90.0,0,0,0,2,3,1,0,0,1,0.0,0.0,0,12.0,0.0,2.0,0.0,01/01/20,Tottenham,Southampton
5575,Christian Eriksen,23.0,dk DEN,CM,90.0,1,0,0,0,0,0,8,0,0,0.0,0.0,0,19.0,0.0,2.0,0.0,01/01/20,Tottenham,Southampton
5576,Moussa Sissoko,17.0,fr FRA,"DM,CM",90.0,1,0,0,1,2,0,1,0,5,0.0,0.0,0,8.0,0.0,0.0,,01/01/20,Tottenham,Southampton
5577,Tanguy Ndombele,28.0,fr FRA,DM,24.0,0,0,0,0,2,0,0,2,1,0.0,0.0,0,4.0,0.0,0.0,,01/01/20,Tottenham,Southampton
5578,Giovani Lo Celso,18.0,ar ARG,CM,66.0,1,0,0,0,6,0,1,0,0,0.0,0.0,0,3.0,0.0,2.0,0.0,01/01/20,Tottenham,Southampton
5579,Ryan Sessegnon,19.0,eng ENG,LB,90.0,0,0,0,1,0,0,5,0,0,0.0,0.0,0,5.0,2.0,2.0,50.0,01/01/20,Tottenham,Southampton
5580,Jan Vertonghen,5.0,be BEL,CB,90.0,0,0,0,0,1,0,1,2,2,0.0,0.0,0,16.0,10.0,3.0,76.9,01/01/20,Tottenham,Southampton
5581,Toby Alderweireld,4.0,be BEL,CB,90.0,0,0,0,0,0,0,1,0,1,0.0,0.0,0,8.0,1.0,3.0,25.0,01/01/20,Tottenham,Southampton
5582,Serge Aurier,24.0,ci CIV,RB,90.0,1,0,0,1,1,0,5,0,1,0.0,0.0,0,23.0,1.0,2.0,33.3,01/01/20,Tottenham,Southampton
5583,Paulo Gazzaniga,22.0,ar ARG,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,01/01/20,Tottenham,Southampton
5584,Troy Deeney,9.0,eng ENG,"FW,AM",90.0,1,0,0,3,1,0,0,0,0,0.0,0.0,0,3.0,9.0,5.0,64.3,01/01/20,Watford,Wolves
5585,Gerard Deulofeu,7.0,es ESP,LW,72.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,4.0,0.0,1.0,0.0,01/01/20,Watford,Wolves
5586,Adam Masina,11.0,it ITA,RB,18.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,3.0,1.0,1.0,50.0,01/01/20,Watford,Wolves
5587,Ismaila Sarr,23.0,sn SEN,"RW,CM",89.0,0,0,0,0,0,1,2,1,0,0.0,0.0,0,6.0,1.0,2.0,33.3,01/01/20,Watford,Wolves
5588,Roberto Pereyra,37.0,ar ARG,CM,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,01/01/20,Watford,Wolves
5589,Abdoulaye Doucoure,16.0,fr FRA,"AM,DM",90.0,0,0,0,3,0,0,0,0,1,0.0,0.0,0,10.0,1.0,2.0,33.3,01/01/20,Watford,Wolves
5590,Etienne Capoue,29.0,fr FRA,DM,90.0,0,0,0,3,2,0,0,1,1,0.0,0.0,0,12.0,0.0,1.0,0.0,01/01/20,Watford,Wolves
5591,Nathaniel Chalobah,14.0,eng ENG,"DM,CM",90.0,0,0,0,0,0,0,2,3,2,0.0,0.0,0,8.0,2.0,0.0,100.0,01/01/20,Watford,Wolves
5592,Kiko Femenia,21.0,es ESP,LB,59.0,0,0,0,0,0,0,2,1,0,0.0,0.0,0,12.0,1.0,0.0,100.0,01/01/20,Watford,Wolves
5593,Jose Holebas,25.0,gr GRE,LB,31.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,2.0,0.0,100.0,01/01/20,Watford,Wolves
5594,Craig Cathcart,15.0,nir NIR,CB,90.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,10.0,2.0,0.0,100.0,01/01/20,Watford,Wolves
5595,Christian Kabasele,27.0,be BEL,"CB,FW",70.0,0,1,0,1,0,0,0,1,1,0.0,0.0,0,5.0,1.0,1.0,50.0,01/01/20,Watford,Wolves
5596,Craig Dawson,4.0,eng ENG,"RB,CB",90.0,1,0,0,2,0,0,1,2,0,0.0,0.0,0,5.0,6.0,1.0,85.7,01/01/20,Watford,Wolves
5597,Ben Foster,26.0,eng ENG,GK,90.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,7.0,0.0,0.0,,01/01/20,Watford,Wolves
5598,Raul Jimenez,9.0,mx MEX,FW,90.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,7.0,1.0,4.0,20.0,01/01/20,Wolves,Watford
5599,Pedro Neto,7.0,pt POR,LW,65.0,1,0,0,1,2,0,2,0,1,0.0,0.0,0,3.0,1.0,5.0,16.7,01/01/20,Wolves,Watford
5600,Diogo Jota,18.0,pt POR,LW,25.0,0,0,0,0,2,0,1,0,1,0.0,0.0,0,1.0,1.0,0.0,100.0,01/01/20,Wolves,Watford
5601,Adama Traore,37.0,es ESP,RW,90.0,0,0,0,2,2,0,10,0,0,0.0,0.0,0,4.0,2.0,2.0,50.0,01/01/20,Wolves,Watford
5602,Joao Moutinho,28.0,pt POR,DM,90.0,0,0,0,1,3,0,9,3,3,0.0,0.0,0,9.0,0.0,1.0,0.0,01/01/20,Wolves,Watford
5603,Leander Dendoncker,32.0,be BEL,"DM,CB",90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,11.0,2.0,3.0,40.0,01/01/20,Wolves,Watford
5604,Jonny,19.0,es ESP,WB,53.0,0,0,0,0,0,0,3,1,1,0.0,0.0,0,7.0,0.0,2.0,0.0,01/01/20,Wolves,Watford
5605,Ruben Vinagre,29.0,pt POR,WB,37.0,0,0,0,0,2,0,5,0,1,0.0,0.0,0,4.0,0.0,1.0,0.0,01/01/20,Wolves,Watford
5606,Matt Doherty,2.0,ie IRL,WB,90.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,13.0,0.0,2.0,0.0,01/01/20,Wolves,Watford
5607,Romain Saiss,27.0,ma MAR,CB,90.0,0,0,0,0,1,0,1,3,2,0.0,0.0,0,20.0,6.0,2.0,75.0,01/01/20,Wolves,Watford
5608,Conor Coady,16.0,eng ENG,CB,90.0,0,0,0,1,0,0,0,1,0,0.0,0.0,0,15.0,0.0,1.0,0.0,01/01/20,Wolves,Watford
5609,Ryan Bennett,5.0,eng ENG,CB,53.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,1.0,3.0,25.0,01/01/20,Wolves,Watford
5610,Ruben Neves,8.0,pt POR,DM,37.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,11.0,0.0,0.0,,01/01/20,Wolves,Watford
5611,Rui PatrÃ­cio,11.0,pt POR,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5.0,0.0,0.0,,01/01/20,Wolves,Watford
5612,Sebastien Haller,22.0,fr FRA,FW,90.0,0,0,0,1,2,1,1,0,0,0.0,0.0,0,9.0,7.0,10.0,41.2,01/01/20,West Ham,Bournemouth
5613,Felipe Anderson,8.0,br BRA,AM,67.0,0,0,0,0,1,0,2,2,1,0.0,0.0,0,10.0,0.0,2.0,0.0,01/01/20,West Ham,Bournemouth
5614,Manuel Lanzini,10.0,ar ARG,AM,23.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0.0,1.0,1.0,50.0,01/01/20,West Ham,Bournemouth
5615,Pablo Fornals,18.0,es ESP,CM,90.0,0,0,0,0,2,0,5,2,1,0.0,0.0,0,9.0,0.0,3.0,0.0,01/01/20,West Ham,Bournemouth
5616,Mark Noble,16.0,eng ENG,CM,90.0,0,0,0,1,1,0,1,2,3,1.0,0.0,0,15.0,0.0,0.0,,01/01/20,West Ham,Bournemouth
5617,Robert Snodgrass,11.0,sco SCO,CM,82.0,0,0,0,0,3,0,8,0,0,0.0,0.0,0,9.0,0.0,1.0,0.0,01/01/20,West Ham,Bournemouth
5618,Arthur Masuaku,26.0,cd COD,CM,8.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0,01/01/20,West Ham,Bournemouth
5619,Declan Rice,41.0,eng ENG,DM,90.0,0,0,0,0,0,0,0,0,4,0.0,0.0,0,16.0,1.0,1.0,50.0,01/01/20,West Ham,Bournemouth
5620,Aaron Cresswell,3.0,eng ENG,LB,90.0,1,0,0,1,0,0,4,0,2,0.0,0.0,0,11.0,0.0,0.0,,01/01/20,West Ham,Bournemouth
5621,Angelo Ogbonna,21.0,it ITA,CB,90.0,0,0,0,0,0,0,0,1,3,0.0,0.0,0,5.0,3.0,1.0,75.0,01/01/20,West Ham,Bournemouth
5622,Fabian Balbuena,4.0,py PAR,CB,90.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,7.0,0.0,2.0,0.0,01/01/20,West Ham,Bournemouth
5623,Ryan Fredericks,24.0,eng ENG,RB,90.0,0,0,0,0,0,0,4,1,2,0.0,0.0,0,8.0,1.0,3.0,25.0,01/01/20,West Ham,Bournemouth
5624,Åukasz FabiaÅski,1.0,pl POL,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,7.0,0.0,0.0,,01/01/20,West Ham,Bournemouth
5625,Callum Wilson,13.0,eng ENG,FW,90.0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,3.0,3.0,0.0,100.0,01/01/20,Bournemouth,West Ham
5626,Dominic Solanke,9.0,eng ENG,"FW,LW",90.0,0,0,0,0,0,1,1,0,2,0.0,0.0,0,5.0,1.0,3.0,25.0,01/01/20,Bournemouth,West Ham
5627,Harry Wilson,22.0,wal WAL,"RW,CM",45.0,0,0,0,2,0,0,1,0,0,0.0,1.0,0,2.0,0.0,0.0,,01/01/20,Bournemouth,West Ham
