,Player,#,Nation,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,1/3,PPA,CrsPA,Prog,Date,Team,Opponent
249,Andreas Pereira,15.0,br BRA,AM,73.0,14.0,19.0,73.7,284.0,92.0,0.0,0.0,,10.0,11.0,90.9,4.0,8.0,50.0,1,0.4,1.0,0.0,1.0,1.0,3.0,August-11-2019,Manchester Utd,Chelsea
250,Daniel James,21.0,wal WAL,RW,17.0,6.0,8.0,75.0,98.0,0.0,1.0,2.0,50.0,3.0,3.0,100.0,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,0.0,0.0,August-11-2019,Manchester Utd,Chelsea
251,Paul Pogba,6.0,fr FRA,"CM,DM",90.0,49.0,64.0,76.6,1011.0,292.0,1.0,4.0,25.0,37.0,46.0,80.4,11.0,14.0,78.6,2,0.5,3.0,3.0,2.0,0.0,7.0,August-11-2019,Manchester Utd,Chelsea
252,Scott McTominay,39.0,sco SCO,"CM,DM",90.0,41.0,49.0,83.7,960.0,253.0,1.0,1.0,100.0,24.0,28.0,85.7,16.0,20.0,80.0,0,0.0,0.0,4.0,0.0,0.0,3.0,August-11-2019,Manchester Utd,Chelsea
253,Luke Shaw,23.0,eng ENG,LB,90.0,48.0,58.0,82.8,714.0,356.0,0.0,3.0,0.0,44.0,50.0,88.0,4.0,5.0,80.0,0,0.0,0.0,5.0,0.0,0.0,9.0,August-11-2019,Manchester Utd,Chelsea
254,Harry Maguire,5.0,eng ENG,CB,90.0,48.0,54.0,88.9,949.0,262.0,1.0,2.0,50.0,35.0,38.0,92.1,12.0,14.0,85.7,0,0.1,2.0,0.0,0.0,0.0,0.0,August-11-2019,Manchester Utd,Chelsea
255,Victor LindelÃ¶f,2.0,se SWE,CB,90.0,54.0,60.0,90.0,1071.0,379.0,0.0,0.0,,38.0,41.0,92.7,16.0,19.0,84.2,0,0.0,0.0,0.0,0.0,0.0,1.0,August-11-2019,Manchester Utd,Chelsea
256,Aaron Wan-Bissaka,29.0,eng ENG,RB,90.0,43.0,52.0,82.7,639.0,220.0,1.0,4.0,25.0,36.0,40.0,90.0,6.0,8.0,75.0,0,0.1,1.0,0.0,2.0,1.0,4.0,August-11-2019,Manchester Utd,Chelsea
257,David de Gea,1.0,es ESP,GK,90.0,23.0,27.0,85.2,622.0,346.0,0.0,0.0,,16.0,16.0,100.0,7.0,11.0,63.6,0,0.0,0.0,0.0,0.0,0.0,0.0,August-11-2019,Manchester Utd,Chelsea
258,Tammy Abraham,9.0,eng ENG,FW,65.0,9.0,13.0,69.2,94.0,18.0,2.0,2.0,100.0,7.0,10.0,70.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,August-11-2019,Chelsea,Manchester Utd
259,Olivier Giroud,18.0,fr FRA,FW,25.0,8.0,11.0,72.7,95.0,9.0,0.0,0.0,,8.0,11.0,72.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,August-11-2019,Chelsea,Manchester Utd
260,Ross Barkley,8.0,eng ENG,LW,57.0,19.0,23.0,82.6,292.0,67.0,1.0,1.0,100.0,16.0,19.0,84.2,2.0,3.0,66.7,0,0.0,1.0,0.0,0.0,0.0,3.0,August-11-2019,Chelsea,Manchester Utd
261,Christian Pulisic,22.0,us USA,LW,33.0,13.0,15.0,86.7,173.0,37.0,0.0,0.0,,13.0,14.0,92.9,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,August-11-2019,Chelsea,Manchester Utd
262,Pedro,11.0,es ESP,RW,90.0,36.0,45.0,80.0,585.0,150.0,1.0,3.0,33.3,28.0,34.0,82.4,7.0,8.0,87.5,0,0.2,5.0,2.0,2.0,0.0,4.0,August-11-2019,Chelsea,Manchester Utd
263,Mason Mount,19.0,eng ENG,AM,90.0,35.0,46.0,76.1,596.0,198.0,1.0,2.0,50.0,28.0,32.0,87.5,6.0,12.0,50.0,0,0.2,4.0,4.0,0.0,0.0,7.0,August-11-2019,Chelsea,Manchester Utd
264,Mateo KovaÄiÄ,17.0,hr CRO,CM,90.0,69.0,76.0,90.8,1318.0,329.0,3.0,3.0,100.0,49.0,52.0,94.2,17.0,21.0,81.0,0,0.1,2.0,8.0,1.0,0.0,6.0,August-11-2019,Chelsea,Manchester Utd
265,Jorginho,5.0,it ITA,CM,72.0,47.0,57.0,82.5,856.0,129.0,0.0,2.0,0.0,36.0,40.0,90.0,11.0,15.0,73.3,0,0.0,0.0,4.0,0.0,0.0,1.0,August-11-2019,Chelsea,Manchester Utd
266,N'Golo KantÃ©,7.0,fr FRA,CM,18.0,7.0,9.0,77.8,82.0,6.0,0.0,0.0,,7.0,8.0,87.5,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,August-11-2019,Chelsea,Manchester Utd
267,Emerson Palmieri,33.0,it ITA,LB,90.0,59.0,65.0,90.8,859.0,238.0,3.0,3.0,100.0,51.0,55.0,92.7,5.0,7.0,71.4,0,0.1,1.0,2.0,1.0,1.0,7.0,August-11-2019,Chelsea,Manchester Utd
