"","Date","X1","Player","#","Nation","Pos","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Press","Tkl","Int","Blocks","xG","npxG","xA","SCA","GCA","Cmp","Att","Cmp%","PrgDist","Carries","PrgDist.1","Succ","Att.1","Team","Opponent","game_week"
"1432","02/08/20",6906,"Abdoulaye Doucoure",16,"fr FRA","AM",90,1,0,0,0,2,1,0,0,46,28,3,2,1,0.1,0.1,0.1,3,0,23,31,74.2,73,24,104,0,0,"Watford","Brighton",26
"1433","02/08/20",6907,"Will Hughes",19,"eng ENG","DM",90,0,0,0,0,1,0,1,0,48,20,4,1,2,0,0,0,1,0,23,34,67.6,86,22,29,0,0,"Watford","Brighton",26
"1434","02/08/20",6908,"Etienne Capoue",29,"fr FRA","DM",90,0,1,0,0,0,0,0,0,45,28,5,4,2,0,0,0,0,0,26,33,78.8,130,26,50,0,0,"Watford","Brighton",26
"1435","02/08/20",6909,"Adam Masina",11,"it ITA","LB",90,0,0,0,0,0,0,0,0,50,12,2,1,2,0,0,0,0,0,20,38,52.6,238,21,46,0,0,"Watford","Brighton",26
"1436","02/08/20",6910,"Craig Cathcart",15,"nir NIR","CB",90,0,0,0,0,0,0,0,0,38,7,1,1,2,0,0,0,0,0,23,26,88.5,183,17,29,0,0,"Watford","Brighton",26
"1437","02/08/20",6911,"Christian Kabasele",27,"be BEL","CB",90,0,0,0,0,0,0,0,0,32,2,0,3,0,0,0,0,0,0,18,24,75,228,16,32,0,0,"Watford","Brighton",26
"1438","02/08/20",6912,"Adrian Mariappa",6,"jm JAM","RB",90,0,0,0,0,0,0,1,0,42,7,0,0,1,0,0,0,0,0,26,34,76.5,227,12,6,0,1,"Watford","Brighton",26
"1439","02/08/20",6913,"Ben Foster",26,"eng ENG","GK",90,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,12,38,31.6,397,12,102,0,0,"Watford","Brighton",26
"1440","02/09/20",6914,"Billy Sharp",10,"eng ENG","FW",73,1,0,0,0,3,2,0,0,25,12,0,0,0,0.6,0.6,0,2,0,14,18,77.8,42,17,28,0,0,"Sheffield Utd","Bournemouth",26
"1441","02/09/20",6915,"Lys Mousset",22,"fr FRA","FW",17,0,1,0,0,1,0,1,0,11,5,0,0,0,0.2,0.2,0.2,1,1,4,5,80,15,7,5,0,0,"Sheffield Utd","Bournemouth",26
"1442","02/09/20",6916,"Oliver McBurnie",9,"sco SCO","FW",90,0,0,0,0,3,2,0,0,38,21,1,0,2,0.3,0.3,0.3,5,0,12,26,46.2,43,17,107,4,4,"Sheffield Utd","Bournemouth",26
"1443","02/09/20",6917,"John Fleck",4,"sco SCO","CM",90,0,0,0,0,1,0,0,0,50,20,2,0,1,0.1,0.1,0.1,5,0,28,38,73.7,146,35,105,1,2,"Sheffield Utd","Bournemouth",26
"1444","02/09/20",6918,"Sander Berge",32,"no NOR","CM",60,0,0,0,0,1,0,0,0,32,18,0,1,3,0,0,0,0,0,15,25,60,56,22,106,3,3,"Sheffield Utd","Bournemouth",26
"1445","02/09/20",6919,"John Lundstram",7,"eng ENG","CM",30,1,0,0,0,2,1,0,0,15,7,1,0,0,0.3,0.3,0,0,0,6,10,60,0,11,29,0,0,"Sheffield Utd","Bournemouth",26
"1446","02/09/20",6920,"Oliver Norwood",16,"nir NIR","DM",90,0,0,0,0,2,0,0,0,60,17,0,0,1,0.1,0.1,0,1,0,38,56,67.9,141,29,29,0,0,"Sheffield Utd","Bournemouth",26
"1447","02/09/20",6921,"Enda Stevens",3,"ie IRL","WB",90,0,0,0,0,0,0,1,0,78,15,3,3,0,0,0,0.2,4,1,48,69,69.6,359,46,83,0,0,"Sheffield Utd","Bournemouth",26
"1448","02/09/20",6922,"George Baldock",2,"eng ENG","WB",90,0,0,0,0,0,0,0,0,51,17,4,0,1,0,0,0,0,0,36,45,80,170,26,86,2,2,"Sheffield Utd","Bournemouth",26
"1449","02/09/20",6923,"Jack O'Connell",5,"eng ENG","CB",90,0,0,0,0,1,0,0,0,102,7,1,0,2,0.1,0.1,0,2,0,66,91,72.5,639,77,133,1,1,"Sheffield Utd","Bournemouth",26
"1450","02/09/20",6924,"John Egan",12,"ie IRL","CB",90,0,0,0,0,2,0,0,0,68,10,2,1,2,0.2,0.2,0.1,2,1,47,57,82.5,180,42,137,0,0,"Sheffield Utd","Bournemouth",26
"1451","02/09/20",6925,"Chris Basham",6,"eng ENG","CB",90,0,0,0,0,0,0,0,0,63,18,4,2,2,0,0,0.1,3,0,42,57,73.7,263,35,84,2,2,"Sheffield Utd","Bournemouth",26
"1452","02/09/20",6926,"Dean Henderson",1,"eng ENG","GK",90,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1,0,15,31,48.4,836,18,88,0,0,"Sheffield Utd","Bournemouth",26
"1453","02/09/20",6927,"Callum Wilson",13,"eng ENG","FW",90,1,0,0,0,2,1,1,0,29,23,1,0,0,0.4,0.4,0.2,3,0,17,19,89.5,72,15,46,0,0,"Bournemouth","Sheffield Utd",26
"1454","02/09/20",6928,"Ryan Fraser",24,"sco SCO","CM",83,0,0,0,0,1,1,0,0,53,6,0,0,4,0.2,0.2,0.5,4,0,28,44,63.6,143,34,159,1,2,"Bournemouth","Sheffield Utd",26
"1455","02/09/20",6929,"Junior Stanislas",19,"eng ENG","CM",7,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,5,5,100,31,6,12,1,2,"Bournemouth","Sheffield Utd",26
"1456","02/09/20",6930,"Dan Gosling",4,"eng ENG","CM",90,0,0,0,0,0,0,0,0,44,18,1,0,3,0,0,0,0,0,23,29,79.3,119,30,75,0,1,"Bournemouth","Sheffield Utd",26
"1457","02/09/20",6931,"Philip Billing",29,"dk DEN","CM",90,0,0,0,0,1,0,0,0,52,20,4,0,6,0.2,0.2,0,0,0,22,34,64.7,82,16,51,0,0,"Bournemouth","Sheffield Utd",26
"1458","02/09/20",6932,"Harry Wilson",22,"wal WAL","CM",71,0,0,0,0,3,0,0,0,42,13,0,2,3,0.2,0.2,0,3,1,24,30,80,50,24,82,0,0,"Bournemouth","Sheffield Utd",26
"1459","02/09/20",6933,"Joshua King",7,"no NOR","CM",19,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,1,5,20,0,7,54,1,2,"Bournemouth","Sheffield Utd",26
"1460","02/09/20",6934,"Andrew Surman",6,"eng ENG","DM",87,0,0,0,0,0,0,1,0,52,13,1,0,2,0,0,0,0,0,32,44,72.7,192,29,30,1,1,"Bournemouth","Sheffield Utd",26
"1461","02/09/20",6935,"Dominic Solanke",9,"eng ENG","FW",3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,5,80,14,2,0,0,0,"Bournemouth","Sheffield Utd",26
"1462","02/09/20",6936,"Diego Rico",21,"es ESP","LB",90,0,0,0,0,0,0,0,0,75,12,1,3,3,0,0,0.1,1,0,42,62,67.7,475,37,90,1,1,"Bournemouth","Sheffield Utd",26
"1463","02/09/20",6937,"Nathan Ake",5,"nl NED","CB",90,0,0,0,0,2,0,0,0,57,8,1,0,2,0.2,0.2,0,0,0,31,38,81.6,219,19,75,0,0,"Bournemouth","Sheffield Utd",26
"1464","02/09/20",6938,"Simon Francis",2,"eng ENG","CB",90,0,0,0,0,0,0,1,0,62,9,0,2,4,0,0,0.1,1,0,29,42,69,312,25,16,0,1,"Bournemouth","Sheffield Utd",26
"1465","02/09/20",6939,"Adam Smith",15,"eng ENG","RB",90,0,0,0,0,1,0,0,0,66,13,2,1,4,0,0,0,1,0,37,48,77.1,262,31,230,2,3,"Bournemouth","Sheffield Utd",26
"1466","02/09/20",6940,"Aaron Ramsdale",12,"eng ENG","GK",90,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,13,25,52,265,15,71,0,0,"Bournemouth","Sheffield Utd",26
"1467","02/14/20",6941,"Raul Jimenez",9,"mx MEX","FW",90,0,0,0,0,5,0,0,0,45,14,1,0,0,0.5,0.5,0,3,0,23,31,74.2,114,29,128,4,6,"Wolves","Leicester City",26
"1468","02/14/20",6942,"Diogo Jota",18,"pt POR","AM",77,0,0,0,0,1,1,0,0,36,27,2,0,0,0.1,0.1,0.1,3,0,16,25,64,83,30,151,2,5,"Wolves","Leicester City",26
"1469","02/14/20",6943,"Daniel Podence",10,"pt POR","AM",13,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,4,75,12,5,19,0,0,"Wolves","Leicester City",26
"1470","02/14/20",6944,"Pedro Neto",7,"pt POR","AM",63,0,0,0,0,1,0,0,0,27,11,0,1,0,0.1,0.1,0.1,4,0,12,19,63.2,78,23,91,5,7,"Wolves","Leicester City",26
"1471","02/14/20",6945,"Adama Traore",37,"es ESP","AM",27,0,0,0,0,1,1,0,0,23,1,0,0,1,0,0,0.2,3,0,7,15,46.7,5,25,262,3,5,"Wolves","Leicester City",26
"1472","02/14/20",6946,"Ruben Neves",8,"pt POR","DM",80,0,0,0,0,1,0,1,0,50,16,1,5,4,0,0,0,1,0,38,42,90.5,295,28,67,1,2,"Wolves","Leicester City",26
"1473","02/14/20",6947,"Joao Moutinho",28,"pt POR","DM",10,0,0,0,0,1,0,0,0,14,7,0,0,1,0,0,0.2,4,0,10,12,83.3,90,10,29,0,0,"Wolves","Leicester City",26
"1474","02/14/20",6948,"Leander Dendoncker",32,"be BEL","DM",90,0,0,0,0,1,0,1,0,42,23,4,1,4,0,0,0,2,0,21,31,67.7,92,25,55,1,1,"Wolves","Leicester City",26
"1475","02/14/20",6949,"Jonny",19,"es ESP","WB",90,0,0,0,0,2,0,0,0,55,30,8,2,2,0,0,0,1,0,33,39,84.6,212,31,138,4,8,"Wolves","Leicester City",26
"1476","02/14/20",6950,"Matt Doherty",2,"ie IRL","WB",90,0,0,0,0,0,0,0,0,60,14,4,0,0,0,0,0.1,2,0,41,54,75.9,371,25,219,1,1,"Wolves","Leicester City",26
"1477","02/14/20",6951,"Romain Saiss",27,"ma MAR","CB",90,0,0,0,0,1,0,0,0,58,16,5,0,4,0.1,0.1,0,0,0,33,42,78.6,364,27,67,0,0,"Wolves","Leicester City",26
"1478","02/14/20",6952,"Conor Coady",16,"eng ENG","CB",90,0,0,0,0,0,0,0,0,29,2,0,0,1,0,0,0,1,0,21,26,80.8,332,18,61,0,0,"Wolves","Leicester City",26
"1479","02/14/20",6953,"Willy Boly",15,"fr FRA","CB",90,0,0,0,0,1,1,0,0,39,5,1,0,4,0,0,0,0,0,20,31,64.5,208,15,16,0,0,"Wolves","Leicester City",26
"1480","02/14/20",6954,"Rui PatrÃ­cio",11,"pt POR","GK",90,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,12,23,52.2,313,13,60,0,0,"Wolves","Leicester City",26
"1481","02/14/20",6955,"Jamie Vardy",9,"eng ENG","FW",90,0,0,0,0,0,0,0,0,21,11,0,0,1,0,0,0,0,0,10,15,66.7,0,11,14,0,0,"Leicester City","Wolves",26
"1482","02/14/20",6956,"Harvey Barnes",15,"eng ENG","CM",89,0,0,0,0,1,0,0,0,38,19,1,0,1,0.2,0.2,0,1,0,19,27,70.4,55,28,117,0,1,"Leicester City","Wolves",26
"1483","02/14/20",6957,"Wes Morgan",5,"jm JAM","CB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,"Leicester City","Wolves",26
"1484","02/14/20",6958,"James Maddison",10,"eng ENG","CM",90,0,0,0,0,0,0,1,0,61,28,4,0,2,0,0,0.1,4,0,45,49,91.8,226,44,133,0,4,"Leicester City","Wolves",26
"1485","02/14/20",6959,"Youri Tielemans",8,"be BEL","CM",74,0,0,0,0,2,2,0,0,55,18,1,2,1,0.1,0.1,0,0,0,37,45,82.2,137,46,78,2,3,"Leicester City","Wolves",26
"1486","02/14/20",6960,"Dennis Praet",26,"be BEL","CM",16,0,0,0,0,1,0,0,0,11,5,1,0,0,0,0,0,1,0,9,9,100,28,7,14,0,0,"Leicester City","Wolves",26
"1487","02/14/20",6961,"Ayoze Perez",17,"es ESP","CM",67,0,0,0,0,1,0,0,0,31,14,2,0,2,0.1,0.1,0.1,1,0,14,19,73.7,37,24,87,1,3,"Leicester City","Wolves",26
"1488","02/14/20",6962,"Marc Albrighton",11,"eng ENG","CM",23,0,0,0,0,1,0,0,0,19,6,1,0,0,0,0,0,0,0,7,11,63.6,93,13,84,1,2,"Leicester City","Wolves",26
"1489","02/14/20",6963,"Hamza Choudhury",20,"eng ENG","DM",75,0,0,0,0,0,0,2,1,58,10,4,3,3,0,0,0,2,0,42,47,89.4,176,42,41,2,3,"Leicester City","Wolves",26
"1490","02/14/20",6964,"Ben Chilwell",3,"eng ENG","LB",90,0,0,0,0,0,0,1,0,85,29,3,1,5,0,0,0.1,2,0,51,67,76.1,349,48,302,0,1,"Leicester City","Wolves",26
"1491","02/14/20",6965,"Caglar Soyuncu",4,"tr TUR","CB",90,0,0,0,0,1,1,0,0,70,9,3,2,2,0.1,0.1,0,0,0,57,59,96.6,365,48,270,0,0,"Leicester City","Wolves",26
"1492","02/14/20",6966,"Jonny Evans",6,"nir NIR","CB",90,0,0,0,0,1,0,0,0,85,7,2,3,3,0.1,0.1,0,0,0,68,72,94.4,499,64,91,0,0,"Leicester City","Wolves",26
"1493","02/14/20",6967,"Ricardo Pereira",21,"pt POR","RB",90,0,0,0,0,1,0,0,0,87,16,1,2,2,0.1,0.1,0.2,4,0,61,73,83.6,286,64,402,3,5,"Leicester City","Wolves",26
"1494","02/14/20",6968,"Kasper Schmeichel",1,"dk DEN","GK",90,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,19,28,67.9,284,10,34,0,0,"Leicester City","Wolves",26
"1495","02/15/20",6969,"Shane Long",7,"ie IRL","FW",85,0,0,0,0,1,0,0,0,25,13,1,0,0,0.1,0.1,0,1,0,9,17,52.9,49,11,9,0,1,"Southampton","Burnley",26
"1496","02/15/20",6970,"Che Adams",10,"eng ENG","FW",5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,100,0,3,0,1,1,"Southampton","Burnley",26
"1497","02/15/20",6971,"Danny Ings",9,"eng ENG","FW,LW",90,1,0,0,0,1,1,0,0,53,17,0,0,2,0.1,0.1,0,3,1,24,34,70.6,75,33,95,2,4,"Southampton","Burnley",26
"1498","02/15/20",6972,"Sofiane Boufal",19,"ma MAR","AM",38,0,0,0,0,1,0,0,0,21,8,0,0,1,0,0,0.2,2,0,11,14,78.6,66,16,99,0,1,"Southampton","Burnley",26
"1499","02/15/20",6973,"Moussa Djenepo",12,"ml MLI","AM,WB",52,0,0,0,0,0,0,0,0,37,16,2,1,1,0,0,0.1,2,0,25,30,83.3,130,26,167,1,3,"Southampton","Burnley",26
"1500","02/15/20",6974,"Stuart Armstrong",17,"sco SCO","AM,WB",90,0,0,0,0,3,0,0,0,59,21,3,0,1,0.1,0.1,0,0,0,29,40,72.5,167,39,200,0,2,"Southampton","Burnley",26
"1501","02/15/20",6975,"Pierre-Emile Hojbjerg",23,"dk DEN","DM",90,0,0,0,0,2,1,0,0,70,15,3,1,2,0.1,0.1,0,1,0,49,60,81.7,205,43,50,1,1,"Southampton","Burnley",26
"1502","02/15/20",6976,"James Ward-Prowse",16,"eng ENG","DM",90,0,0,0,0,0,0,0,0,74,18,1,0,2,0,0,0.1,3,0,58,67,86.6,290,33,58,1,1,"Southampton","Burnley",26
"1503","02/15/20",6977,"Ryan Bertrand",21,"eng ENG","LB,CB",90,0,0,0,0,1,0,0,0,83,11,2,1,1,0.1,0.1,0.2,3,0,59,74,79.7,348,44,246,0,0,"Southampton","Burnley",26
"1504","02/15/20",6978,"Jannik Vestergaard",4,"dk DEN","CB",90,0,0,0,0,0,0,1,0,77,8,0,0,0,0,0,0,1,0,49,65,75.4,365,35,94,1,1,"Southampton","Burnley",26
"1505","02/15/20",6979,"Jack Stephens",5,"eng ENG","CB",90,0,0,0,0,1,0,0,0,78,11,1,3,2,0.2,0.2,0,0,0,51,67,76.1,313,37,189,2,3,"Southampton","Burnley",26
"1506","02/15/20",6980,"Kyle Walker-Peters",24,"eng ENG","RB",72,0,0,0,0,0,0,0,0,66,13,1,1,1,0,0,0,0,0,39,57,68.4,220,31,67,4,4,"Southampton","Burnley",26
"1507","02/15/20",6981,"Michael Obafemi",20,"ie IRL","RW",18,0,0,0,0,0,0,1,0,7,4,0,0,0,0,0,0,0,0,4,4,100,2,4,9,0,0,"Southampton","Burnley",26
"1508","02/15/20",6982,"Alex McCarthy",1,"eng ENG","GK",90,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,22,37,59.5,528,21,76,0,0,"Southampton","Burnley",26
"1509","02/15/20",6983,"Jay Rodriguez",19,"eng ENG","FW",90,0,0,0,0,2,2,0,0,38,33,1,0,4,0.1,0.1,0,0,0,14,23,60.9,16,21,56,1,4,"Burnley","Southampton",26
"1510","02/15/20",6984,"Chris Wood",9,"nz NZL","FW",21,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,1,0,1,1,100,13,3,21,0,2,"Burnley","Southampton",26
"1511","02/15/20",6985,"Matej Vydra",27,"cz CZE","FW",69,1,0,0,0,3,3,0,0,19,31,0,0,1,0.4,0.4,0,1,1,4,6,66.7,24,11,62,2,3,"Burnley","Southampton",26
"1512","02/15/20",6986,"Dwight McNeil",11,"eng ENG","CM",90,0,0,0,0,0,0,0,0,43,17,0,0,3,0,0,0.2,3,0,20,30,66.7,68,29,100,2,2,"Burnley","Southampton",26
"1513","02/15/20",6987,"Jack Cork",4,"eng ENG","CM",90,0,0,0,0,0,0,0,0,41,23,3,1,2,0,0,0,0,0,19,27,70.4,85,17,51,0,0,"Burnley","Southampton",26
"1514","02/15/20",6988,"Ashley Westwood",18,"eng ENG","CM",90,1,0,0,0,1,1,0,0,54,18,3,2,1,0,0,0.3,2,0,28,43,65.1,148,25,45,0,2,"Burnley","Southampton",26
"1515","02/15/20",6989,"Jeff Hendrick",13,"ie IRL","CM",90,0,1,0,0,1,0,1,0,28,14,2,3,1,0.2,0.2,0.1,2,1,11,19,57.9,87,13,30,2,3,"Burnley","Southampton",26
"1516","02/15/20",6990,"Charlie Taylor",3,"eng ENG","LB",90,0,0,0,0,0,0,0,0,77,7,2,3,0,0,0,0,0,0,40,66,60.6,319,26,75,1,2,"Burnley","Southampton",26
"1517","02/15/20",6991,"Ben Mee",6,"eng ENG","CB",90,0,0,0,0,0,0,1,0,48,10,3,2,1,0,0,0,0,0,23,33,69.7,165,21,45,0,0,"Burnley","Southampton",26
"1518","02/15/20",6992,"James Tarkowski",5,"eng ENG","CB",90,0,0,0,0,0,0,0,0,46,5,1,1,1,0,0,0,0,0,24,30,80,144,20,16,0,0,"Burnley","Southampton",26
"1519","02/15/20",6993,"Phil Bardsley",26,"sco SCO","RB",90,0,0,0,0,1,0,0,0,47,11,2,0,1,0,0,0,0,0,18,35,51.4,121,16,37,0,0,"Burnley","Southampton",26
"1520","02/15/20",6994,"Nick Pope",1,"eng ENG","GK",90,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,12,30,40,481,14,79,0,0,"Burnley","Southampton",26
"1521","02/15/20",6995,"Teemu Pukki",22,"fi FIN","FW,CM",90,0,0,0,0,1,1,0,0,27,32,0,1,2,0.2,0.2,0,0,0,15,21,71.4,30,14,53,0,0,"Norwich City","Liverpool",26
"1522","02/15/20",6996,"Todd Cantwell",14,"eng ENG","LW,CM",90,0,0,0,0,1,0,0,0,53,31,4,0,3,0,0,0,2,0,26,34,76.5,98,40,189,3,5,"Norwich City","Liverpool",26
"1523","02/15/20",6997,"Lukas Rupp",7,"de GER","RW",82,0,0,0,0,0,0,0,0,30,18,0,4,0,0,0,0,1,0,15,21,71.4,83,19,24,1,2,"Norwich City","Liverpool",26
"1524","02/15/20",6998,"Emiliano Buendia",17,"ar ARG","CM,RW",8,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0.2,1,0,7,9,77.8,66,7,15,0,0,"Norwich City","Liverpool",26
"1525","02/15/20",6999,"Ondrej Duda",25,"sk SVK","AM,CM",90,0,0,0,0,0,0,0,0,46,39,1,1,3,0,0,0.1,1,0,28,36,77.8,93,26,26,0,3,"Norwich City","Liverpool",26
"1526","02/15/20",7000,"Kenny McLean",23,"sco SCO","CM,DM",90,0,0,0,0,0,0,0,0,65,27,3,1,4,0,0,0,1,0,41,52,78.8,255,45,128,2,3,"Norwich City","Liverpool",26
"1527","02/15/20",7001,"Alexander Tettey",27,"no NOR","CM",83,0,0,0,0,1,0,0,0,36,23,1,5,1,0,0,0,0,0,21,26,80.8,92,18,30,0,0,"Norwich City","Liverpool",26
"1528","02/15/20",7002,"Josip Drmic",20,"ch SUI","FW",7,0,0,0,0,0,0,0,0,6,2,0,0,1,0,0,0,1,0,3,4,75,2,5,16,0,0,"Norwich City","Liverpool",26
"1529","02/15/20",7003,"Sam Byram",3,"eng ENG","LB",26,0,0,0,0,0,0,0,0,22,2,1,0,2,0,0,0,0,0,10,14,71.4,70,11,10,0,1,"Norwich City","Liverpool",26
"1530","02/15/20",7004,"Jamal Lewis",12,"nir NIR","LB",64,0,0,0,0,1,0,0,0,48,21,5,1,3,0.1,0.1,0,1,0,22,30,73.3,199,20,86,2,2,"Norwich City","Liverpool",26
"1531","02/15/20",7005,"Grant Hanley",5,"sco SCO","CB",90,0,0,0,0,1,0,1,0,44,10,1,5,4,0.1,0.1,0,0,0,22,26,84.6,114,23,37,2,2,"Norwich City","Liverpool",26
"1532","02/15/20",7006,"Christoph Zimmermann",6,"de GER","CB",90,0,0,0,0,0,0,0,0,51,10,4,1,1,0,0,0,0,0,22,33,66.7,132,21,80,0,0,"Norwich City","Liverpool",26
"1533","02/15/20",7007,"Max Aarons",2,"eng ENG","RB",90,0,0,0,0,0,0,0,0,43,22,1,3,3,0,0,0,1,0,22,31,71,93,23,78,0,2,"Norwich City","Liverpool",26
"1534","02/15/20",7008,"Tim Krul",1,"nl NED","GK",90,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,23,40,57.5,637,14,60,0,0,"Norwich City","Liverpool",26
"1535","02/15/20",7009,"Roberto Firmino",9,"br BRA","FW",90,0,0,0,0,2,0,0,0,47,19,0,0,2,0.6,0.6,0,1,0,28,37,75.7,69,39,176,2,3,"Liverpool","Norwich City",26
"1536","02/15/20",7010,"Alex Oxlade-Chamberlain",15,"eng ENG","LW",59,0,0,0,0,1,1,0,0,37,15,1,0,2,0,0,0.1,4,0,27,31,87.1,105,32,42,1,1,"Liverpool","Norwich City",26
"1537","02/15/20",7011,"Sadio Mane",10,"sn SEN","LW",31,1,0,0,0,1,1,1,0,20,4,0,0,0,0.2,0.2,0,1,0,14,15,93.3,125,18,121,0,2,"Liverpool","Norwich City",26
"1538","02/15/20",7012,"Mohamed Salah",11,"eg EGY","RW",90,0,0,0,0,4,1,0,0,41,15,1,0,0,0.5,0.5,0,5,0,18,26,69.2,78,34,106,1,4,"Liverpool","Norwich City",26
"1539","02/15/20",7013,"Georginio Wijnaldum",5,"nl NED","CM",59,0,0,0,0,0,0,0,0,34,6,0,0,0,0,0,0,3,0,29,32,90.6,47,25,33,0,1,"Liverpool","Norwich City",26
"1540","02/15/20",7014,"Fabinho",3,"br BRA","CM",31,0,0,0,0,0,0,0,0,30,6,2,1,0,0,0,0,0,0,22,25,88,50,24,58,0,1,"Liverpool","Norwich City",26
"1541","02/15/20",7015,"Naby Keita",8,"gn GUI","CM",83,0,0,0,0,3,2,1,0,86,21,5,0,4,0.7,0.7,0.1,4,0,59,72,81.9,184,59,268,3,3,"Liverpool","Norwich City",26
"1542","02/15/20",7016,"James Milner",7,"eng ENG","CM",7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,100,8,2,1,0,0,"Liverpool","Norwich City",26
"1543","02/15/20",7017,"Jordan Henderson",14,"eng ENG","DM",90,0,1,0,0,0,0,0,0,83,16,2,1,0,0,0,0.2,2,1,60,77,77.9,417,67,125,1,2,"Liverpool","Norwich City",26
"1544","02/15/20",7018,"Andrew Robertson",26,"sco SCO","LB",90,0,0,0,0,1,0,0,0,87,8,2,0,1,0,0,0.2,5,0,63,81,77.8,320,61,263,0,0,"Liverpool","Norwich City",26
"1545","02/15/20",7019,"Virgil van Dijk",4,"nl NED","CB",90,0,0,0,0,2,1,0,0,89,1,0,0,0,0.1,0.1,0,0,0,77,82,93.9,339,74,215,0,0,"Liverpool","Norwich City",26
"1546","02/15/20",7020,"Joseph Gomez",12,"eng ENG","CB",90,0,0,0,0,0,0,0,0,77,2,0,0,0,0,0,0,1,1,64,70,91.4,353,63,181,0,0,"Liverpool","Norwich City",26
"1547","02/15/20",7021,"Trent Alexander-Arnold",66,"eng ENG","RB",90,0,0,0,0,3,0,0,0,110,7,2,1,2,0.1,0.1,0.6,3,0,65,96,67.7,608,65,106,2,3,"Liverpool","Norwich City",26
"1548","02/15/20",7022,"Alisson",1,"br BRA","GK",90,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,22,24,91.7,335,17,25,0,0,"Liverpool","Norwich City",26
"1549","02/16/20",7023,"Mbwana Samatta",20,"tz TAN","FW",82,0,0,0,0,3,0,0,0,30,8,0,0,1,0.3,0.3,0.1,6,1,19,23,82.6,31,18,56,2,2,"Aston Villa","Tottenham",26
"1550","02/16/20",7024,"Borja Baston",19,"es ESP","FW",8,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,1,2,50,0,1,0,0,0,"Aston Villa","Tottenham",26
"1551","02/16/20",7025,"Jack Grealish",10,"eng ENG","LW",90,0,1,0,0,3,0,0,0,66,10,1,0,0,0.1,0.1,1,8,2,33,47,70.2,267,54,335,3,6,"Aston Villa","Tottenham",26
"1552","02/16/20",7026,"Anwar El Ghazi",21,"nl NED","RW",69,0,0,0,0,5,3,0,0,32,12,0,1,0,0.4,0.4,0.1,3,0,12,19,63.2,75,26,144,1,1,"Aston Villa","Tottenham",26
"1553","02/16/20",7027,"Trezeguet",17,"eg EGY","RW",21,0,0,0,0,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,2,0,0,5,23,0,0,"Aston Villa","Tottenham",26
"1554","02/16/20",7028,"Douglas Luiz",6,"br BRA","CM",90,0,0,0,0,2,0,0,0,54,22,2,1,0,0.4,0.4,0,4,0,38,45,84.4,151,35,99,4,4,"Aston Villa","Tottenham",26
"1555","02/16/20",7029,"Daniel Drinkwater",4,"eng ENG","CM",59,0,0,0,0,0,0,0,0,61,29,3,1,1,0,0,0,2,0,44,49,89.8,164,36,42,1,2,"Aston Villa","Tottenham",26
"1556","02/16/20",7030,"Marvelous Nakamba",11,"zw ZIM","CM",31,0,0,0,0,0,0,1,0,25,8,2,3,3,0,0,0.1,1,0,15,16,93.8,40,14,26,1,2,"Aston Villa","Tottenham",26
"1557","02/16/20",7031,"Matt Targett",18,"eng ENG","WB",90,0,0,0,0,0,0,0,0,75,20,5,6,3,0,0,0.1,1,0,40,62,64.5,381,38,79,2,2,"Aston Villa","Tottenham",26
"1558","02/16/20",7032,"Frederic Guilbert",24,"fr FRA","WB",90,0,0,0,0,0,0,1,0,58,17,3,0,2,0,0,0,5,0,32,46,69.6,296,29,66,2,2,"Aston Villa","Tottenham",26
"1559","02/16/20",7033,"Kortney Hause",30,"eng ENG","CB",90,0,0,0,0,2,0,0,0,86,21,4,1,6,0.4,0.4,0,1,0,45,64,70.3,421,47,169,3,4,"Aston Villa","Tottenham",26
