"","Date","X1","Player","#","Nation","Pos","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Press","Tkl","Int","Blocks","xG","npxG","xA","SCA","GCA","Cmp","Att","Cmp%","PrgDist","Carries","PrgDist.1","Succ","Att.1","Team","Opponent","game_week"
"4342","07/15/20",9816,"Moussa Sissoko",17,"fr FRA","DM",90,0,0,0,0,0,0,0,0,50,10,2,0,1,0,0,0.1,1,0,38,40,95,91,28,143,0,3,"Tottenham","Newcastle Utd",36
"4343","07/15/20",9817,"Ben Davies",33,"wal WAL","LB",90,0,0,0,0,0,0,1,0,70,8,0,1,2,0,0,0,0,0,47,64,73.4,350,37,108,0,0,"Tottenham","Newcastle Utd",36
"4344","07/15/20",9818,"Toby Alderweireld",4,"be BEL","CB",90,0,0,0,0,0,0,1,0,41,4,0,0,2,0,0,0,0,0,25,36,69.4,154,19,19,0,0,"Tottenham","Newcastle Utd",36
"4345","07/15/20",9819,"Davinson Sanchez",6,"co COL","CB",90,0,0,0,0,0,0,0,0,47,7,0,0,5,0,0,0,0,0,37,41,90.2,261,33,59,0,0,"Tottenham","Newcastle Utd",36
"4346","07/15/20",9820,"Serge Aurier",24,"ci CIV","RB",90,0,0,0,0,0,0,0,0,76,9,3,1,2,0,0,0,0,0,50,65,76.9,383,42,127,0,0,"Tottenham","Newcastle Utd",36
"4347","07/15/20",9821,"Hugo Lloris",1,"fr FRA","GK",90,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,17,25,68,499,10,11,0,0,"Tottenham","Newcastle Utd",36
"4348","07/15/20",9822,"Jay Rodriguez",19,"eng ENG","FW",50,0,0,0,0,2,0,0,0,16,14,0,0,2,0.1,0.1,0,1,0,7,9,77.8,23,12,10,0,1,"Burnley","Wolves",36
"4349","07/15/20",9823,"Matej Vydra",27,"cz CZE","FW",40,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0.7,1,0,5,7,71.4,7,2,1,0,0,"Burnley","Wolves",36
"4350","07/15/20",9824,"Chris Wood",9,"nz NZL","FW",90,1,0,1,1,2,0,0,0,32,5,0,0,1,1.5,0.8,0,1,0,13,22,59.1,18,15,14,0,0,"Burnley","Wolves",36
"4351","07/15/20",9825,"Dwight McNeil",11,"eng ENG","CM",90,0,0,0,0,1,0,0,0,50,15,0,0,2,0,0,0,1,0,25,37,67.6,104,34,130,1,1,"Burnley","Wolves",36
"4352","07/15/20",9826,"Josh Brownhill",8,"eng ENG","CM",84,0,0,0,0,1,0,0,0,44,14,2,0,2,0.1,0.1,0,1,0,26,33,78.8,114,20,18,0,0,"Burnley","Wolves",36
"4353","07/15/20",9827,"Robbie Brady",12,"ie IRL","CM",6,0,0,0,0,0,0,0,0,9,1,0,1,3,0,0,0,1,1,2,5,40,26,4,6,0,0,"Burnley","Wolves",36
"4354","07/15/20",9828,"Ashley Westwood",18,"eng ENG","CM",90,0,0,0,0,0,0,0,0,53,20,3,1,0,0,0,0.1,2,0,34,48,70.8,173,39,23,1,2,"Burnley","Wolves",36
"4355","07/15/20",9829,"Erik Pieters",23,"nl NED","LB,CM",90,0,0,0,0,0,0,0,0,53,19,3,2,4,0,0,0,0,0,26,42,61.9,154,25,58,0,0,"Burnley","Wolves",36
"4356","07/15/20",9830,"Charlie Taylor",3,"eng ENG","LB",29,0,0,0,0,0,0,0,0,20,5,1,0,1,0,0,0,0,0,11,16,68.8,128,9,84,0,0,"Burnley","Wolves",36
"4357","07/15/20",9831,"Johann Gudmundsson",7,"is ISL","CM,LB",61,0,0,0,0,0,0,0,0,25,9,0,1,1,0,0,0.1,7,0,20,23,87,133,21,55,1,1,"Burnley","Wolves",36
"4358","07/15/20",9832,"James Tarkowski",5,"eng ENG","CB",90,0,0,0,0,1,0,0,0,39,4,0,1,2,0,0,0,0,0,21,31,67.7,119,16,13,2,2,"Burnley","Wolves",36
"4359","07/15/20",9833,"Kevin Long",28,"ie IRL","CB",90,0,0,0,0,1,0,0,0,37,4,1,0,2,0,0,0,0,0,22,31,71,118,17,33,0,0,"Burnley","Wolves",36
"4360","07/15/20",9834,"Phil Bardsley",26,"sco SCO","RB",90,0,0,0,0,0,0,0,0,65,13,2,4,2,0,0,0.1,2,0,32,54,59.3,353,21,58,0,0,"Burnley","Wolves",36
"4361","07/15/20",9835,"Nick Pope",1,"eng ENG","GK",90,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,20,33,60.6,611,15,55,0,0,"Burnley","Wolves",36
"4362","07/15/20",9836,"Raul Jimenez",9,"mx MEX","FW",83,1,0,0,0,3,2,0,0,32,9,0,0,1,0.4,0.4,0,1,0,16,21,76.2,58,14,28,1,2,"Wolves","Burnley",36
"4363","07/15/20",9837,"Leander Dendoncker",32,"be BEL","FW",7,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,4,4,100,0,1,21,0,0,"Wolves","Burnley",36
"4364","07/15/20",9838,"Diogo Jota",18,"pt POR","LW",77,0,0,0,0,2,0,0,0,38,6,0,0,1,0.2,0.2,0.1,4,0,29,29,100,110,30,220,1,3,"Wolves","Burnley",36
"4365","07/15/20",9839,"Pedro Neto",7,"pt POR","LW",13,0,0,0,0,1,1,0,0,3,4,0,0,0,0.1,0.1,0,0,0,1,2,50,0,3,36,0,0,"Wolves","Burnley",36
"4366","07/15/20",9840,"Daniel Podence",10,"pt POR","RW",69,0,0,0,0,2,0,0,0,26,5,1,1,1,0.1,0.1,0.2,2,0,12,18,66.7,46,23,186,4,5,"Wolves","Burnley",36
"4367","07/15/20",9841,"Matt Doherty",2,"ie IRL","WB,RW",21,0,0,0,0,1,0,0,0,27,1,0,0,1,0,0,0,1,1,18,24,75,132,13,18,0,0,"Wolves","Burnley",36
"4368","07/15/20",9842,"Joao Moutinho",28,"pt POR","CM",90,0,0,0,0,0,0,0,0,71,13,0,2,2,0,0,0.3,4,0,47,62,75.8,282,29,82,0,0,"Wolves","Burnley",36
"4369","07/15/20",9843,"Ruben Neves",8,"pt POR","CM",90,0,0,0,0,2,1,0,0,69,15,0,1,1,0,0,0.1,4,0,48,60,80,267,40,62,1,1,"Wolves","Burnley",36
"4370","07/15/20",9844,"Ruben Vinagre",29,"pt POR","WB",83,0,0,0,0,0,0,0,0,45,10,1,1,0,0,0,0,1,0,28,39,71.8,88,33,186,5,5,"Wolves","Burnley",36
"4371","07/15/20",9845,"Jonny",19,"es ESP","WB",7,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,2,4,50,15,2,1,0,0,"Wolves","Burnley",36
"4372","07/15/20",9846,"Adama Traore",37,"es ESP","WB,RW",90,0,0,0,0,1,0,0,0,57,8,1,1,1,0,0,0.2,5,0,34,42,81,218,40,292,4,4,"Wolves","Burnley",36
"4373","07/15/20",9847,"Romain Saiss",27,"ma MAR","CB",90,0,0,0,0,1,0,0,0,56,5,2,4,2,0.2,0.2,0,0,0,31,46,67.4,323,25,39,1,1,"Wolves","Burnley",36
"4374","07/15/20",9848,"Conor Coady",16,"eng ENG","CB",90,0,0,0,0,0,0,0,0,54,4,1,3,1,0,0,0,0,0,31,45,68.9,379,20,43,0,0,"Wolves","Burnley",36
"4375","07/15/20",9849,"Willy Boly",15,"fr FRA","CB",90,0,0,0,0,1,1,0,0,44,7,2,0,1,0,0,0,0,0,29,35,82.9,125,23,36,0,0,"Wolves","Burnley",36
"4376","07/15/20",9850,"Rui PatrÃ­cio",11,"pt POR","GK",90,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,12,25,48,346,8,48,0,0,"Wolves","Burnley",36
"4377","07/15/20",9851,"Alexandre Lacazette",9,"fr FRA","FW",57,1,1,0,0,1,1,0,0,16,13,2,0,0,0.7,0.7,0.1,2,2,9,13,69.2,25,11,14,2,2,"Arsenal","Liverpool",36
"4378","07/15/20",9852,"Joseph Willock",28,"eng ENG","FW",33,0,0,0,0,1,0,0,0,15,8,2,0,1,0.1,0.1,0,0,0,2,5,40,20,4,8,0,1,"Arsenal","Liverpool",36
"4379","07/15/20",9853,"Nicolas Pepe",19,"ci CIV","LW",90,0,0,0,0,0,0,0,0,19,9,1,0,0,0,0,0,0,0,6,9,66.7,11,16,106,3,4,"Arsenal","Liverpool",36
"4380","07/15/20",9854,"Reiss Nelson",24,"eng ENG","RW",57,1,0,0,0,1,1,0,0,15,10,2,0,0,0.1,0.1,0,0,0,7,10,70,26,7,31,0,0,"Arsenal","Liverpool",36
"4381","07/15/20",9855,"Pierre-Emerick Aubameyang",14,"ga GAB","RW",33,0,0,0,0,0,0,0,0,13,3,1,0,0,0,0,0.1,1,0,5,12,41.7,30,2,0,0,0,"Arsenal","Liverpool",36
"4382","07/15/20",9856,"Granit Xhaka",34,"ch SUI","CM",90,0,0,0,0,0,0,1,0,44,8,2,3,3,0,0,0,0,0,27,32,84.4,72,16,30,1,1,"Arsenal","Liverpool",36
"4383","07/15/20",9857,"Lucas Torreira",11,"uy URU","CM",56,0,0,0,0,0,0,1,0,28,14,0,1,2,0,0,0,0,0,18,24,75,65,10,24,0,0,"Arsenal","Liverpool",36
"4384","07/15/20",9858,"Dani Ceballos",8,"es ESP","CM",34,0,0,0,0,0,0,1,0,14,12,1,0,2,0,0,0,0,0,4,10,40,9,8,61,0,0,"Arsenal","Liverpool",36
"4385","07/15/20",9859,"Bukayo Saka",77,"eng ENG","WB",84,0,0,0,0,0,0,0,0,28,7,1,1,0,0,0,0,0,0,15,22,68.2,43,19,43,0,0,"Arsenal","Liverpool",36
"4386","07/15/20",9860,"Sead Kolasinac",31,"ba BIH","WB",6,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,2,3,66.7,15,0,0,0,0,"Arsenal","Liverpool",36
"4387","07/15/20",9861,"Cedric Soares",17,"pt POR","WB",75,0,0,0,0,0,0,0,0,34,15,2,1,5,0,0,0,0,0,12,22,54.5,47,13,20,0,0,"Arsenal","Liverpool",36
"4388","07/15/20",9862,"Ainsley Maitland-Niles",15,"eng ENG","WB",15,0,0,0,0,0,0,0,0,7,5,0,0,1,0,0,0,0,0,3,4,75,27,0,0,0,0,"Arsenal","Liverpool",36
"4389","07/15/20",9863,"Kieran Tierney",3,"sco SCO","CB",90,0,0,0,0,0,0,0,0,46,7,2,2,4,0,0,0,0,0,17,35,48.6,110,16,42,0,0,"Arsenal","Liverpool",36
"4390","07/15/20",9864,"David Luiz",23,"br BRA","CB",90,0,0,0,0,0,0,0,0,47,7,1,0,4,0,0,0,0,0,24,33,72.7,324,18,33,0,0,"Arsenal","Liverpool",36
"4391","07/15/20",9865,"Rob Holding",16,"eng ENG","CB",90,0,0,0,0,0,0,0,0,40,7,2,0,4,0,0,0,0,0,15,25,60,84,20,44,0,0,"Arsenal","Liverpool",36
"4392","07/15/20",9866,"Emiliano MartÃ­nez",26,"ar ARG","GK",90,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,26,48,54.2,607,18,54,0,0,"Arsenal","Liverpool",36
"4393","07/15/20",9867,"Roberto Firmino",9,"br BRA","FW",60,0,0,0,0,0,0,0,0,32,14,1,1,2,0,0,0.1,4,1,19,24,79.2,80,22,74,0,0,"Liverpool","Arsenal",36
"4394","07/15/20",9868,"Takumi Minamino",18,"jp JPN","FW",30,0,0,0,0,3,0,0,0,22,7,0,0,0,0.3,0.3,0,0,0,11,13,84.6,20,18,14,1,2,"Liverpool","Arsenal",36
"4395","07/15/20",9869,"Sadio Mane",10,"sn SEN","LW",90,1,0,0,0,6,2,0,0,64,13,1,2,1,0.8,0.8,0.3,6,0,34,43,79.1,156,53,318,1,3,"Liverpool","Arsenal",36
"4396","07/15/20",9870,"Mohamed Salah",11,"eg EGY","RW",82,0,0,0,0,4,2,0,0,25,19,1,0,2,0.8,0.8,0,1,0,9,13,69.2,14,19,10,1,1,"Liverpool","Arsenal",36
"4397","07/15/20",9871,"Divock Origi",27,"be BEL","RW",8,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,1,0,0,3,6,1,2,"Liverpool","Arsenal",36
"4398","07/15/20",9872,"Georginio Wijnaldum",5,"nl NED","CM",82,0,0,0,0,2,0,0,0,52,13,1,0,1,0.1,0.1,0.2,4,0,44,46,95.7,105,45,85,1,1,"Liverpool","Arsenal",36
"4399","07/15/20",9873,"Xherdan Shaqiri",23,"ch SUI","CM",8,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,1,0,7,8,87.5,33,5,1,0,0,"Liverpool","Arsenal",36
"4400","07/15/20",9874,"Alex Oxlade-Chamberlain",15,"eng ENG","CM",60,0,0,0,0,2,1,0,0,45,10,1,2,0,0.1,0.1,0,0,0,27,36,75,69,32,158,0,1,"Liverpool","Arsenal",36
"4401","07/15/20",9875,"Naby Keita",8,"gn GUI","CM",30,0,0,0,0,1,1,0,0,34,0,0,0,1,0,0,0,3,0,27,32,84.4,71,34,163,2,2,"Liverpool","Arsenal",36
"4402","07/15/20",9876,"Fabinho",3,"br BRA","DM",90,0,0,0,0,0,0,0,0,71,11,2,2,3,0,0,0,1,0,53,62,85.5,176,52,73,0,0,"Liverpool","Arsenal",36
"4403","07/15/20",9877,"Andrew Robertson",26,"sco SCO","LB",90,0,1,0,0,2,0,0,0,120,5,0,2,1,0.2,0.2,0.8,7,1,92,112,82.1,708,89,321,1,2,"Liverpool","Arsenal",36
"4404","07/15/20",9878,"Virgil van Dijk",4,"nl NED","CB",90,0,0,0,0,2,1,0,0,91,1,0,0,0,0.2,0.2,0,0,0,81,88,92,515,72,93,0,0,"Liverpool","Arsenal",36
"4405","07/15/20",9879,"Joseph Gomez",12,"eng ENG","CB",90,0,0,0,0,0,0,0,0,88,8,1,1,1,0,0,0,2,0,71,84,84.5,534,63,152,0,1,"Liverpool","Arsenal",36
"4406","07/15/20",9880,"Trent Alexander-Arnold",66,"eng ENG","RB",90,0,0,0,0,2,1,1,0,92,4,1,1,0,0.1,0.1,0.4,5,0,66,84,78.6,603,57,141,0,0,"Liverpool","Arsenal",36
"4407","07/15/20",9881,"Alisson",1,"br BRA","GK",90,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,24,27,88.9,383,15,24,0,0,"Liverpool","Arsenal",36
"4408","07/16/20",9882,"Richarlison",7,"br BRA","FW",72,0,0,0,0,0,0,1,0,19,5,0,0,0,0,0,0,1,0,7,12,58.3,6,18,63,1,1,"Everton","Aston Villa",36
"4409","07/16/20",9883,"Moise Kean",27,"it ITA","FW",18,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,100,0,3,13,0,0,"Everton","Aston Villa",36
"4410","07/16/20",9884,"Dominic Calvert-Lewin",9,"eng ENG","FW",90,0,0,0,0,3,0,0,0,30,9,0,0,0,0.2,0.2,0,0,0,13,23,56.5,50,16,28,1,1,"Everton","Aston Villa",36
"4411","07/16/20",9885,"Bernard",20,"br BRA","CM",61,0,0,0,0,0,0,0,0,33,6,0,2,1,0,0,0,0,0,23,26,88.5,127,25,99,1,1,"Everton","Aston Villa",36
"4412","07/16/20",9886,"Anthony Gordon",42,"eng ENG","CM",29,0,0,0,0,0,0,0,0,15,1,0,0,2,0,0,0,0,0,7,9,77.8,60,10,62,0,1,"Everton","Aston Villa",36
"4413","07/16/20",9887,"Andre Gomes",21,"pt POR","CM",90,0,1,0,0,0,0,0,0,61,18,2,2,0,0,0,0.4,6,1,44,54,81.5,260,53,141,2,3,"Everton","Aston Villa",36
"4414","07/16/20",9888,"Tom Davies",26,"eng ENG","CM",72,0,0,0,0,1,0,0,0,43,5,0,3,0,0.1,0.1,0,0,0,30,36,83.3,183,30,70,0,0,"Everton","Aston Villa",36
"4415","07/16/20",9889,"Gylfi Sigurdsson",10,"is ISL","CM",18,0,0,0,0,1,0,0,0,17,1,0,1,1,0.1,0.1,0,0,0,13,14,92.9,154,13,14,0,0,"Everton","Aston Villa",36
"4416","07/16/20",9890,"Alex Iwobi",17,"ng NGA","CM",61,0,0,0,0,1,0,0,0,45,11,1,1,2,0.1,0.1,0.1,2,0,28,37,75.7,102,37,140,0,0,"Everton","Aston Villa",36
"4417","07/16/20",9891,"Theo Walcott",11,"eng ENG","CM",29,1,0,0,0,1,1,0,0,16,3,2,0,0,0.1,0.1,0.1,1,0,11,13,84.6,40,13,17,0,0,"Everton","Aston Villa",36
"4418","07/16/20",9892,"Lucas Digne",12,"fr FRA","LB",90,0,0,0,0,1,0,1,0,72,8,3,0,1,0.1,0.1,0.1,4,1,43,58,74.1,368,41,276,0,0,"Everton","Aston Villa",36
"4419","07/16/20",9893,"Mason Holgate",2,"eng ENG","CB",15,0,0,0,0,0,0,0,0,18,3,1,0,0,0,0,0,0,0,15,16,93.8,56,15,55,0,0,"Everton","Aston Villa",36
"4420","07/16/20",9894,"Jarrad Branthwaite",32,"eng ENG","CB",75,0,0,0,0,0,0,0,0,52,7,2,0,2,0,0,0,0,0,43,46,93.5,341,40,139,0,0,"Everton","Aston Villa",36
"4421","07/16/20",9895,"Michael Keane",5,"eng ENG","CB",90,0,0,0,0,0,0,0,0,73,6,1,3,1,0,0,0,0,0,59,61,96.7,527,51,217,0,0,"Everton","Aston Villa",36
"4422","07/16/20",9896,"Seamus Coleman",23,"ie IRL","RB",90,0,0,0,0,0,0,0,0,56,7,1,0,3,0,0,0.1,1,0,37,47,78.7,378,38,77,0,0,"Everton","Aston Villa",36
"4423","07/16/20",9897,"Jordan Pickford",1,"eng ENG","GK",90,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,30,37,81.1,545,20,42,0,0,"Everton","Aston Villa",36
"4424","07/16/20",9898,"Mbwana Samatta",20,"tz TAN","FW",63,0,0,0,0,2,1,0,0,27,9,0,0,1,0.3,0.3,0,1,0,12,17,70.6,2,15,7,1,2,"Aston Villa","Everton",36
"4425","07/16/20",9899,"Keinan Davis",39,"eng ENG","FW",27,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,3,1,8,10,80,17,11,25,0,0,"Aston Villa","Everton",36
"4426","07/16/20",9900,"Jack Grealish",10,"eng ENG","LW",90,0,0,0,0,5,0,0,0,50,7,2,0,0,0.3,0.3,0.4,4,0,31,38,81.6,216,36,251,1,2,"Aston Villa","Everton",36
"4427","07/16/20",9901,"Trezeguet",17,"eg EGY","RW",63,0,0,0,0,1,0,0,0,21,16,0,0,0,0,0,0,2,0,8,12,66.7,64,18,69,0,1,"Aston Villa","Everton",36
"4428","07/16/20",9902,"Anwar El Ghazi",21,"nl NED","RW",27,0,0,0,0,1,0,0,0,11,1,0,1,1,0.4,0.4,0,1,0,5,8,62.5,35,4,28,0,0,"Aston Villa","Everton",36
"4429","07/16/20",9903,"Conor Hourihane",14,"ie IRL","CM",90,0,1,0,0,3,0,0,0,57,9,1,1,2,0.1,0.1,0.2,1,1,34,49,69.4,351,33,75,2,2,"Aston Villa","Everton",36
"4430","07/16/20",9904,"John McGinn",7,"sco SCO","CM",90,0,0,0,0,1,0,0,0,30,11,3,1,0,0.2,0.2,0.1,3,0,14,18,77.8,65,22,63,0,0,"Aston Villa","Everton",36
"4431","07/16/20",9905,"Douglas Luiz",6,"br BRA","DM",90,0,0,0,0,2,0,0,0,55,6,3,1,1,0.1,0.1,0.2,4,0,39,49,79.6,247,39,168,4,4,"Aston Villa","Everton",36
"4432","07/16/20",9906,"Matt Targett",18,"eng ENG","LB",90,0,0,0,0,0,0,0,0,53,11,2,1,5,0,0,0,2,0,33,42,78.6,280,35,43,0,0,"Aston Villa","Everton",36
"4433","07/16/20",9907,"Tyrone Mings",40,"eng ENG","CB",90,0,0,0,0,0,0,0,0,46,2,0,0,3,0,0,0,0,0,29,36,80.6,245,29,77,0,0,"Aston Villa","Everton",36
"4434","07/16/20",9908,"Ezri Konsa Ngoyo",15,"eng ENG","CB",90,1,0,0,0,1,1,0,0,33,6,1,1,2,0.2,0.2,0,0,0,25,28,89.3,254,19,79,0,0,"Aston Villa","Everton",36
"4435","07/16/20",9909,"Ahmed El Mohamady",27,"eg EGY","RB",90,0,0,0,0,0,0,1,0,59,7,2,2,0,0,0,0.3,4,0,43,53,81.1,393,30,109,1,1,"Aston Villa","Everton",36
"4436","07/16/20",9910,"Pepe Reina",29,"es ESP","GK",90,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,34,42,81,1047,18,27,0,0,"Aston Villa","Everton",36
"4437","07/16/20",9911,"Jamie Vardy",9,"eng ENG","FW",90,0,1,0,0,3,1,0,0,25,5,1,0,1,0.5,0.5,1.1,6,1,15,18,83.3,55,15,113,0,0,"Leicester City","Sheffield Utd",36
"4438","07/16/20",9912,"Harvey Barnes",15,"eng ENG","LW",75,0,0,0,0,3,2,0,0,35,3,0,0,0,0.7,0.7,0,1,0,21,29,72.4,9,30,143,1,2,"Leicester City","Sheffield Utd",36
"4439","07/16/20",9913,"Demarai Gray",7,"eng ENG","LW",15,1,0,0,0,1,1,0,0,8,0,0,1,0,0.2,0.2,0,0,0,3,5,60,6,7,17,0,0,"Leicester City","Sheffield Utd",36
"4440","07/16/20",9914,"Ayoze Perez",17,"es ESP","RW",70,1,0,0,0,3,1,0,0,40,9,0,1,1,0.3,0.3,0,2,1,25,32,78.1,45,21,64,0,0,"Leicester City","Sheffield Utd",36
"4441","07/16/20",9915,"Hamza Choudhury",20,"eng ENG","RW",20,0,0,0,0,0,0,0,0,10,3,1,0,0,0,0,0,0,0,5,9,55.6,6,5,15,0,0,"Leicester City","Sheffield Utd",36
"4442","07/16/20",9916,"Youri Tielemans",8,"be BEL","DM",90,0,0,0,0,4,2,0,0,74,12,5,0,0,0.4,0.4,0.4,4,0,51,64,79.7,370,47,105,1,1,"Leicester City","Sheffield Utd",36
"4443","07/16/20",9917,"Wilfred Ndidi",25,"ng NGA","DM",90,0,0,0,0,1,0,0,0,64,26,9,5,1,0,0,0,2,0,41,48,85.4,138,47,58,1,1,"Leicester City","Sheffield Utd",36
"4444","07/16/20",9918,"Luke Thomas",56,"eng ENG","WB",90,0,1,0,0,0,0,0,0,73,9,0,0,0,0,0,0.3,6,1,54,63,85.7,292,45,114,1,1,"Leicester City","Sheffield Utd",36
"4445","07/16/20",9919,"James Justin",2,"eng ENG","WB",90,0,0,0,0,0,0,0,0,54,8,0,1,2,0,0,0.1,1,0,33,44,75,127,39,135,4,5,"Leicester City","Sheffield Utd",36
"4446","07/16/20",9920,"Jonny Evans",6,"nir NIR","CB",90,0,0,0,0,0,0,1,0,80,3,0,2,0,0,0,0,2,1,46,61,75.4,302,46,107,0,0,"Leicester City","Sheffield Utd",36
"4447","07/16/20",9921,"Wes Morgan",5,"jm JAM","CB",90,0,0,0,0,0,0,0,0,54,7,2,2,1,0,0,0,0,0,37,39,94.9,97,27,17,0,0,"Leicester City","Sheffield Utd",36
"4448","07/16/20",9922,"Ryan Bennett",29,"eng ENG","CB",90,0,0,0,0,0,0,0,0,62,9,2,1,1,0,0,0,2,0,40,52,76.9,365,36,140,0,0,"Leicester City","Sheffield Utd",36
"4449","07/16/20",9923,"Kasper Schmeichel",1,"dk DEN","GK",90,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,19,35,54.3,385,21,65,0,0,"Leicester City","Sheffield Utd",36
"4450","07/16/20",9924,"David McGoldrick",17,"ie IRL","FW",45,0,0,0,0,1,0,0,0,16,7,1,0,0,0.1,0.1,0,0,0,4,9,44.4,17,7,4,0,0,"Sheffield Utd","Leicester City",36
"4451","07/16/20",9925,"Lys Mousset",22,"fr FRA","FW",45,0,0,0,0,0,0,0,0,11,5,0,1,0,0,0,0,0,0,2,4,50,1,9,36,1,2,"Sheffield Utd","Leicester City",36
"4452","07/16/20",9926,"Oliver McBurnie",9,"sco SCO","FW",90,0,0,0,0,0,0,0,0,35,20,3,2,1,0,0,0,0,0,14,24,58.3,46,12,25,0,2,"Sheffield Utd","Leicester City",36
"4453","07/16/20",9927,"Ben Osborn",23,"eng ENG","CM",45,0,0,0,0,0,0,0,0,16,21,0,0,1,0,0,0,0,0,9,13,69.2,6,9,27,0,0,"Sheffield Utd","Leicester City",36
"4454","07/16/20",9928,"John Fleck",4,"sco SCO","CM",45,0,0,0,0,0,0,1,0,29,11,0,1,1,0,0,0,1,0,14,25,56,18,18,33,1,1,"Sheffield Utd","Leicester City",36
"4455","07/16/20",9929,"Sander Berge",32,"no NOR","CM",45,0,0,0,0,0,0,0,0,15,13,0,0,3,0,0,0,0,0,6,8,75,6,6,17,1,1,"Sheffield Utd","Leicester City",36
"4456","07/16/20",9930,"John Lundstram",7,"eng ENG","CM",45,0,0,0,0,1,0,0,0,42,10,0,1,0,0,0,0,0,0,32,38,84.2,62,32,49,0,1,"Sheffield Utd","Leicester City",36
"4457","07/16/20",9931,"Oliver Norwood",16,"nir NIR","DM",90,0,0,0,0,0,0,0,0,69,15,1,1,1,0,0,0.1,3,0,51,62,82.3,343,37,23,1,1,"Sheffield Utd","Leicester City",36
"4458","07/16/20",9932,"Enda Stevens",3,"ie IRL","WB",90,0,0,0,0,0,0,0,0,72,15,0,1,3,0,0,0,0,0,52,61,85.2,324,42,109,1,1,"Sheffield Utd","Leicester City",36
"4459","07/16/20",9933,"George Baldock",2,"eng ENG","WB",90,0,0,0,0,0,0,0,0,62,12,2,2,3,0,0,0.1,3,0,41,50,82,217,35,109,0,0,"Sheffield Utd","Leicester City",36
"4460","07/16/20",9934,"Jack O'Connell",5,"eng ENG","CB",90,0,0,0,0,0,0,0,0,68,10,1,0,1,0,0,0,0,0,49,59,83.1,484,41,84,0,0,"Sheffield Utd","Leicester City",36
"4461","07/16/20",9935,"John Egan",12,"ie IRL","CB",90,0,0,0,0,2,0,1,0,51,10,0,1,4,0.1,0.1,0,0,0,30,34,88.2,278,19,45,0,0,"Sheffield Utd","Leicester City",36
"4462","07/16/20",9936,"Chris Basham",6,"eng ENG","CB",58,0,0,0,0,0,0,0,0,29,9,1,1,1,0,0,0,0,0,16,19,84.2,79,15,99,0,0,"Sheffield Utd","Leicester City",36
"4463","07/16/20",9937,"Billy Sharp",10,"eng ENG","CB",32,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,6,9,66.7,0,7,21,0,1,"Sheffield Utd","Leicester City",36
"4464","07/16/20",9938,"Dean Henderson",1,"eng ENG","GK",90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,10,26,38.5,460,12,45,0,0,"Sheffield Utd","Leicester City",36
"4465","07/16/20",9939,"Michael Obafemi",20,"ie IRL","FW",45,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0.1,2,0,4,7,57.1,7,10,27,0,1,"Southampton","Brighton",36
"4466","07/16/20",9940,"Che Adams",10,"eng ENG","FW",45,0,0,0,0,4,0,0,0,20,5,0,0,0,0.5,0.5,0,3,0,10,11,90.9,46,17,49,2,3,"Southampton","Brighton",36
"4467","07/16/20",9941,"Danny Ings",9,"eng ENG","FW",90,1,0,0,0,5,1,0,0,44,18,3,0,2,0.8,0.8,0.1,2,0,15,21,71.4,30,33,93,1,4,"Southampton","Brighton",36
"4468","07/16/20",9942,"Nathan Redmond",22,"eng ENG","CM",90,0,1,0,0,1,0,0,0,51,13,2,0,3,0,0,0,4,0,27,36,75,116,43,232,4,5,"Southampton","Brighton",36
"4469","07/16/20",9943,"William Smallbone",27,"ie IRL","CM",77,0,0,0,0,0,0,0,0,42,6,2,0,0,0,0,0.1,2,0,33,38,86.8,105,24,47,0,0,"Southampton","Brighton",36
"4470","07/16/20",9944,"Stuart Armstrong",17,"sco SCO","CM",13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,7,71.4,21,7,54,0,0,"Southampton","Brighton",36
