,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Date,Team,Opponent
7218,Dodi Lukebakio,20.0,be BEL,AM,20-139,15.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Watford,West Ham
7219,Marvin Zeegelaar,22.0,nl NED,LM,27-182,56.0,1.0,0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,8.0,2.0,25.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,4,,0.0,0.0,02/10/2018,Watford,West Ham
7220,Roberto Pereyra,37.0,ar ARG,LM,27-034,34.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Watford,West Ham
7221,Ãtienne Capoue,29.0,fr FRA,CM,29-214,90.0,4.0,4,2.0,1.0,1.0,1.0,2.0,50.0,1.0,17.0,4.0,23.5,7.0,8.0,2.0,1.0,0.0,0.0,1.0,1,,3.0,0.0,02/10/2018,Watford,West Ham
7222,Abdoulaye DoucourÃ©,16.0,fr FRA,CM,25-040,90.0,1.0,0,0.0,1.0,0.0,1.0,4.0,25.0,3.0,23.0,3.0,13.0,11.0,9.0,3.0,2.0,1.0,0.0,1.0,2,,0.0,0.0,02/10/2018,Watford,West Ham
7223,Daryl Janmaat,2.0,nl NED,RM,28-203,90.0,4.0,2,2.0,1.0,1.0,3.0,7.0,42.9,4.0,16.0,4.0,25.0,10.0,4.0,2.0,2.0,0.0,0.0,2.0,0,,2.0,0.0,02/10/2018,Watford,West Ham
7224,JosÃ© Holebas,25.0,gr GRE,CB,33-228,90.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,5.0,2.0,40.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,4.0,0.0,02/10/2018,Watford,West Ham
7225,Sebastian PrÃ¶dl,5.0,at AUT,CB,30-234,90.0,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,3.0,1.0,33.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,7.0,0.0,02/10/2018,Watford,West Ham
7226,Adrian Mariappa,6.0,jm JAM,CB,31-130,90.0,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,3.0,27.3,8.0,3.0,0.0,2.0,1.0,0.0,1.0,1,,5.0,0.0,02/10/2018,Watford,West Ham
7227,Orestis Karnezis,30.0,gr GRE,GK,32-214,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Watford,West Ham
7228,Jordan Ayew,18.0,gh GHA,"FW,RM",26-152,90.0,2.0,1,1.0,0.0,1.0,0.0,0.0,,0.0,19.0,10.0,52.6,1.0,9.0,9.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/10/2018,Swansea City,Burnley
7229,Andy King,24.0,wal WAL,RM,29-104,,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Swansea City,Burnley
7230,Sam Clucas,17.0,eng ENG,"LM,LB",27-138,90.0,3.0,2,3.0,0.0,0.0,1.0,1.0,100.0,0.0,18.0,8.0,44.4,7.0,7.0,4.0,3.0,1.0,0.0,2.0,0,,1.0,0.0,02/10/2018,Swansea City,Burnley
7231,Nathan Dyer,12.0,eng ENG,RM,30-073,74.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,2.0,10.0,2.0,14.0,4.0,1.0,0.0,0.0,1.0,1,,0.0,0.0,02/10/2018,Swansea City,Burnley
7232,Tammy Abraham,10.0,eng ENG,"FW,RM",20-131,16.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,4.0,66.7,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/10/2018,Swansea City,Burnley
7233,Tom Carroll,14.0,eng ENG,DM,25-258,90.0,2.0,2,0.0,0.0,2.0,0.0,2.0,0.0,2.0,31.0,7.0,22.6,7.0,17.0,7.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/10/2018,Swansea City,Burnley
7234,Ki Sung-yueng,4.0,kr KOR,DM,29-017,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,24.0,7.0,29.2,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Swansea City,Burnley
7235,Martin Olsson,16.0,se SWE,LB,29-269,59.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Swansea City,Burnley
7236,AndrÃ© Ayew,19.0,gh GHA,"LM,LB",28-055,31.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,6.0,75.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,1,,1.0,0.0,02/10/2018,Swansea City,Burnley
7237,Alfie Mawson,6.0,eng ENG,CB,24-022,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,,5.0,0.0,02/10/2018,Swansea City,Burnley
7238,Federico FernÃ¡ndez,33.0,ar ARG,CB,28-354,90.0,2.0,2,2.0,0.0,0.0,1.0,1.0,100.0,0.0,5.0,2.0,40.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,0,,5.0,0.0,02/10/2018,Swansea City,Burnley
7239,Mike van der Hoorn,5.0,nl NED,CB,25-118,90.0,3.0,2,2.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,100.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1,,0.0,1.0,02/10/2018,Swansea City,Burnley
7240,Kyle Naughton,26.0,eng ENG,RB,29-091,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,2.0,28.6,5.0,0.0,2.0,2.0,0.0,0.0,2.0,1,,0.0,0.0,02/10/2018,Swansea City,Burnley
7241,Åukasz FabiaÅski,1.0,pl POL,GK,32-298,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Swansea City,Burnley
7242,Ashley Barnes,10.0,eng ENG,FW,28-103,90.0,3.0,2,0.0,3.0,0.0,1.0,1.0,100.0,0.0,26.0,10.0,38.5,3.0,6.0,17.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,02/10/2018,Burnley,Swansea City
7243,Sam Vokes,9.0,wal WAL,FW,28-112,81.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,5.0,38.5,1.0,7.0,5.0,1.0,0.0,0.0,1.0,1,,0.0,0.0,02/10/2018,Burnley,Swansea City
7244,Nahki Wells,21.0,bm BER,FW,27-254,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Burnley,Swansea City
7245,JÃ³hann Berg GuÃ°mundsson,17.0,is ISL,LW,27-106,85.0,2.0,1,2.0,0.0,0.0,2.0,3.0,66.7,1.0,24.0,4.0,16.7,13.0,9.0,2.0,0.0,0.0,0.0,0.0,2,,1.0,0.0,02/10/2018,Burnley,Swansea City
7246,Georges-KÃ©vin N'Koudou,7.0,fr FRA,LW,22-362,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/10/2018,Burnley,Swansea City
7247,Aaron Lennon,25.0,eng ENG,RW,30-300,74.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,24.0,1.0,4.2,15.0,8.0,1.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/10/2018,Burnley,Swansea City
7248,Scott Arfield,37.0,ca CAN,RW,29-101,16.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,6.0,1.0,16.7,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Burnley,Swansea City
7249,Jack Cork,4.0,eng ENG,DM,28-230,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,37.0,8.0,21.6,16.0,16.0,5.0,1.0,1.0,0.0,0.0,0,,2.0,0.0,02/10/2018,Burnley,Swansea City
7250,Jeff Hendrick,13.0,ie IRL,DM,26-010,90.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,25.0,7.0,28.0,14.0,9.0,2.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/10/2018,Burnley,Swansea City
7251,Charlie Taylor,3.0,eng ENG,LB,24-145,90.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,29.0,9.0,31.0,18.0,9.0,2.0,4.0,2.0,0.0,2.0,2,,1.0,0.0,02/10/2018,Burnley,Swansea City
7252,Ben Mee,6.0,eng ENG,CB,28-140,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,4.0,23.5,14.0,3.0,0.0,6.0,2.0,0.0,4.0,1,,3.0,0.0,02/10/2018,Burnley,Swansea City
7253,Kevin Long,28.0,ie IRL,CB,27-176,90.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,15.0,4.0,26.7,12.0,3.0,0.0,4.0,2.0,0.0,2.0,0,,3.0,0.0,02/10/2018,Burnley,Swansea City
7254,Matthew Lowton,2.0,eng ENG,RB,28-246,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,6.0,37.5,13.0,0.0,3.0,3.0,0.0,0.0,3.0,1,,3.0,0.0,02/10/2018,Burnley,Swansea City
7255,Nick Pope,29.0,eng ENG,GK,25-297,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Burnley,Swansea City
7256,Eric Maxim Choupo-Moting,10.0,cm CMR,FW,28-324,62.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,4.0,28.6,6.0,3.0,5.0,3.0,1.0,0.0,2.0,4,,0.0,0.0,02/10/2018,Stoke City,Brighton
7257,JesÃ©,11.0,es ESP,FW,24-349,28.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,6.0,1.0,16.7,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0,,0.0,0.0,02/10/2018,Stoke City,Brighton
7258,Mame Biram Diouf,18.0,sn SEN,AM,30-056,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,02/10/2018,Stoke City,Brighton
7259,Xherdan Shaqiri,22.0,ch SUI,AM,26-123,90.0,2.0,2,0.0,2.0,0.0,0.0,0.0,,0.0,11.0,4.0,36.4,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Stoke City,Brighton
7260,Joe Allen,4.0,wal WAL,CM,27-333,90.0,2.0,1,1.0,1.0,0.0,0.0,5.0,0.0,5.0,25.0,10.0,40.0,10.0,11.0,4.0,1.0,0.0,0.0,1.0,1,,1.0,0.0,02/10/2018,Stoke City,Brighton
7261,Badou Ndiaye,27.0,sn SEN,CM,27-106,79.0,2.0,2,1.0,1.0,0.0,0.0,0.0,,0.0,12.0,5.0,41.7,3.0,7.0,2.0,0.0,0.0,0.0,0.0,1,,1.0,0.0,02/10/2018,Stoke City,Brighton
7262,Charlie Adam,16.0,sco SCO,CM,32-062,11.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Stoke City,Brighton
7263,Darren Fletcher,24.0,sco SCO,DM,34-009,45.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,5.0,50.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,3,,0.0,0.0,02/10/2018,Stoke City,Brighton
7264,Saido Berahino,9.0,bi BDI,DM,24-190,45.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,1.0,20.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,02/10/2018,Stoke City,Brighton
7265,Moritz Bauer,2.0,at AUT,LB,26-016,90.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,16.0,4.0,25.0,13.0,1.0,2.0,3.0,0.0,0.0,3.0,2,,1.0,0.0,02/10/2018,Stoke City,Brighton
7266,Ryan Shawcross,17.0,eng ENG,CB,30-129,90.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,4.0,40.0,5.0,4.0,1.0,3.0,0.0,0.0,3.0,1,,3.0,0.0,02/10/2018,Stoke City,Brighton
7267,Kurt Zouma,6.0,fr FRA,CB,23-106,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,1.0,12.5,5.0,2.0,1.0,1.0,0.0,0.0,1.0,2,,4.0,0.0,02/10/2018,Stoke City,Brighton
7268,Erik Pieters,3.0,nl NED,RB,29-187,90.0,4.0,2,2.0,1.0,1.0,3.0,5.0,60.0,2.0,26.0,8.0,30.8,19.0,6.0,1.0,1.0,0.0,0.0,1.0,4,,2.0,1.0,02/10/2018,Stoke City,Brighton
7269,Jack Butland,1.0,eng ENG,GK,24-337,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Stoke City,Brighton
7270,Glenn Murray,17.0,eng ENG,FW,34-138,71.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,3.0,27.3,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Brighton,Stoke City
7271,Leonardo Ulloa,16.0,ar ARG,FW,31-199,19.0,1.0,0,0.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,02/10/2018,Brighton,Stoke City
7272,Pascal GroÃ,13.0,de GER,AM,26-240,79.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,17.0,7.0,41.2,5.0,7.0,5.0,4.0,0.0,0.0,4.0,0,,0.0,0.0,02/10/2018,Brighton,Stoke City
7273,Beram Kayal,7.0,il ISR,AM,29-284,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Brighton,Stoke City
7274,JosÃ© Izquierdo,19.0,co COL,LM,25-218,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1,,0.0,0.0,02/10/2018,Brighton,Stoke City
7275,Davy PrÃ¶pper,24.0,nl NED,CM,26-161,90.0,3.0,2,2.0,1.0,0.0,1.0,1.0,100.0,0.0,18.0,7.0,38.9,9.0,9.0,0.0,2.0,1.0,0.0,1.0,1,,0.0,0.0,02/10/2018,Brighton,Stoke City
7276,Dale Stephens,6.0,eng ENG,CM,28-243,90.0,5.0,2,4.0,1.0,0.0,1.0,4.0,25.0,3.0,13.0,5.0,38.5,5.0,8.0,0.0,4.0,0.0,0.0,4.0,1,,2.0,0.0,02/10/2018,Brighton,Stoke City
7277,Solly March,20.0,eng ENG,RM,23-205,86.0,3.0,2,2.0,0.0,1.0,0.0,2.0,0.0,2.0,12.0,6.0,50.0,7.0,3.0,2.0,4.0,1.0,0.0,3.0,2,,2.0,0.0,02/10/2018,Brighton,Stoke City
7278,Anthony Knockaert,11.0,fr FRA,RM,26-082,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,,0.0,0.0,02/10/2018,Brighton,Stoke City
7279,GaÃ«tan Bong,3.0,cm CMR,LB,29-291,90.0,2.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,33.3,11.0,6.0,1.0,2.0,0.0,0.0,2.0,1,,2.0,0.0,02/10/2018,Brighton,Stoke City
7280,Lewis Dunk,5.0,eng ENG,CB,26-081,90.0,3.0,3,2.0,1.0,0.0,0.0,0.0,,0.0,8.0,4.0,50.0,7.0,1.0,0.0,2.0,2.0,0.0,0.0,3,,4.0,0.0,02/10/2018,Brighton,Stoke City
7281,Shane Duffy,22.0,ie IRL,CB,26-040,90.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,6.0,1.0,16.7,5.0,1.0,0.0,4.0,2.0,0.0,2.0,2,,10.0,0.0,02/10/2018,Brighton,Stoke City
7282,Ezequiel Schelotto,21.0,it ITA,RB,28-263,90.0,5.0,2,4.0,1.0,0.0,4.0,6.0,66.7,2.0,13.0,4.0,30.8,11.0,1.0,1.0,1.0,1.0,0.0,0.0,2,,7.0,0.0,02/10/2018,Brighton,Stoke City
7283,Mathew Ryan,1.0,au AUS,GK,25-308,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Brighton,Stoke City
7284,Sergio AgÃ¼ero,10.0,ar ARG,FW,29-253,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,4.0,28.6,0.0,2.0,12.0,1.0,0.0,0.0,1.0,2,,0.0,0.0,02/10/2018,Manchester City,Leicester City
7285,Raheem Sterling,7.0,eng ENG,LW,23-064,90.0,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,8.0,2.0,25.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Manchester City,Leicester City
7286,Bernardo Silva,20.0,pt POR,RW,23-184,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,5.0,35.7,2.0,5.0,7.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,02/10/2018,Manchester City,Leicester City
7287,Ä°lkay GÃ¼ndoÄan,8.0,de GER,CM,27-109,90.0,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,5.0,3.0,60.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,02/10/2018,Manchester City,Leicester City
7288,Kevin De Bruyne,17.0,be BEL,CM,26-227,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,5.0,50.0,1.0,5.0,4.0,2.0,0.0,0.0,2.0,0,,0.0,0.0,02/10/2018,Manchester City,Leicester City
7289,Fernandinho,25.0,br BRA,DM,32-282,80.0,1.0,1,0.0,0.0,1.0,1.0,3.0,33.3,2.0,10.0,3.0,30.0,2.0,5.0,3.0,3.0,0.0,0.0,3.0,0,,2.0,0.0,02/10/2018,Manchester City,Leicester City
7290,Phil Foden,47.0,eng ENG,DM,17-258,10.0,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,25.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Manchester City,Leicester City
7291,Oleksandr Zinchenko,35.0,ua UKR,LB,21-057,65.0,1.0,0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,5.0,2.0,40.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,02/10/2018,Manchester City,Leicester City
7292,Danilo,3.0,br BRA,LB,26-210,25.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,02/10/2018,Manchester City,Leicester City
7293,NicolÃ¡s Otamendi,30.0,ar ARG,CB,29-363,81.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,,1.0,0.0,02/10/2018,Manchester City,Leicester City
7294,John Stones,5.0,eng ENG,CB,23-258,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,02/10/2018,Manchester City,Leicester City
7295,Aymeric Laporte,14.0,fr FRA,CB,23-259,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,33.3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,02/10/2018,Manchester City,Leicester City
7296,Kyle Walker,2.0,eng ENG,RB,27-258,90.0,2.0,2,0.0,1.0,1.0,2.0,2.0,100.0,0.0,8.0,2.0,25.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/10/2018,Manchester City,Leicester City
7297,Ederson,31.0,br BRA,GK,24-177,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Manchester City,Leicester City
7298,Jamie Vardy,9.0,eng ENG,FW,31-030,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,4.0,33.3,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Leicester City,Manchester City
7299,Fousseni DiabatÃ©,33.0,ml MLI,"FW,RM",22-115,62.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,3.0,42.9,4.0,3.0,0.0,1.0,0.0,0.0,1.0,1,,0.0,0.0,02/10/2018,Leicester City,Manchester City
7300,Riyad Mahrez,26.0,dz ALG,RM,26-354,28.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,1.0,16.7,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1,,0.0,0.0,02/10/2018,Leicester City,Manchester City
7301,Marc Albrighton,11.0,eng ENG,"LM,CM",28-084,90.0,4.0,4,4.0,0.0,0.0,2.0,4.0,50.0,2.0,18.0,5.0,27.8,14.0,4.0,0.0,3.0,1.0,0.0,2.0,0,,2.0,0.0,02/10/2018,Leicester City,Manchester City
7302,Matty James,22.0,eng ENG,CM,26-203,90.0,1.0,1,1.0,0.0,0.0,0.0,5.0,0.0,5.0,10.0,4.0,40.0,6.0,4.0,0.0,1.0,0.0,0.0,1.0,3,,0.0,0.0,02/10/2018,Leicester City,Manchester City
7303,Adrien Silva,14.0,pt POR,CM,28-332,45.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,1.0,14.3,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,02/10/2018,Leicester City,Manchester City
7304,Danny Simpson,2.0,eng ENG,RB,31-037,45.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,6.0,54.5,7.0,2.0,2.0,1.0,0.0,0.0,1.0,1,,4.0,0.0,02/10/2018,Leicester City,Manchester City
7305,Ben Chilwell,3.0,eng ENG,"RM,LM",21-051,62.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,1.0,11.1,6.0,3.0,0.0,1.0,0.0,0.0,1.0,2,,0.0,0.0,02/10/2018,Leicester City,Manchester City
7306,Kelechi Iheanacho,8.0,ng NGA,FW,21-130,28.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Leicester City,Manchester City
7307,Wilfred Ndidi,25.0,ng NGA,"DM,CM",21-056,90.0,7.0,4,5.0,2.0,0.0,1.0,4.0,25.0,3.0,34.0,9.0,26.5,25.0,7.0,2.0,4.0,0.0,0.0,4.0,2,,2.0,0.0,02/10/2018,Leicester City,Manchester City
7308,Aleksandar DragoviÄ,16.0,at AUT,CB,26-341,90.0,3.0,2,3.0,0.0,0.0,2.0,3.0,66.7,1.0,7.0,4.0,57.1,6.0,1.0,0.0,2.0,1.0,1.0,1.0,1,,4.0,0.0,02/10/2018,Leicester City,Manchester City
7309,Harry Maguire,15.0,eng ENG,CB,24-342,90.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,5.0,3.0,60.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,2,,5.0,0.0,02/10/2018,Leicester City,Manchester City
7310,Christian Fuchs,28.0,at AUT,"LB,CB",31-309,90.0,3.0,1,3.0,0.0,0.0,2.0,7.0,28.6,5.0,19.0,4.0,21.1,17.0,2.0,0.0,1.0,0.0,0.0,1.0,2,,2.0,0.0,02/10/2018,Leicester City,Manchester City
7311,Kasper Schmeichel,1.0,dk DEN,GK,31-097,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Leicester City,Manchester City
7312,Steve MouniÃ©,24.0,bj BEN,FW,23-135,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,9.0,56.3,1.0,7.0,8.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,02/11/2018,Huddersfield,Bournemouth
7313,Alex Pritchard,21.0,eng ENG,AM,24-284,90.0,3.0,1,1.0,1.0,1.0,1.0,3.0,33.3,2.0,24.0,8.0,33.3,2.0,15.0,7.0,1.0,0.0,0.0,1.0,1,,2.0,0.0,02/11/2018,Huddersfield,Bournemouth
7314,Rajiv van La Parra,17.0,nl NED,LM,26-252,90.0,1.0,1,0.0,1.0,0.0,1.0,4.0,25.0,3.0,19.0,6.0,31.6,7.0,9.0,3.0,4.0,0.0,0.0,4.0,0,,1.0,0.0,02/11/2018,Huddersfield,Bournemouth
7315,Tom Ince,22.0,eng ENG,RM,26-012,65.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,1.0,8.3,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/11/2018,Huddersfield,Bournemouth
7316,Collin Quaner,23.0,de GER,RM,26-238,25.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,14.3,2.0,3.0,2.0,2.0,0.0,0.0,2.0,0,,0.0,0.0,02/11/2018,Huddersfield,Bournemouth
7317,Aaron Mooy,10.0,au AUS,DM,27-149,76.0,3.0,3,1.0,2.0,0.0,1.0,2.0,50.0,1.0,10.0,4.0,40.0,2.0,8.0,0.0,1.0,0.0,0.0,1.0,1,,0.0,0.0,02/11/2018,Huddersfield,Bournemouth
7318,Philip Billing,8.0,dk DEN,DM,21-245,14.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,8.0,3.0,37.5,3.0,4.0,1.0,0.0,0.0,0.0,0.0,2,,0.0,0.0,02/11/2018,Huddersfield,Bournemouth
7319,Jonathan Hogg,6.0,eng ENG,DM,29-067,90.0,5.0,2,1.0,4.0,0.0,2.0,5.0,40.0,3.0,21.0,11.0,52.4,6.0,13.0,2.0,5.0,2.0,0.0,3.0,1,,2.0,0.0,02/11/2018,Huddersfield,Bournemouth
